Fragrance Name, Cost,Paid in Full / Credit,20%,25%,30%,35%,40%,Competitiion (Liverpool), Price,Margin,Sales paid in Full,GMV,Profit
BURBERRY BRIT 100 ML EDP SPRAY DAMA, $ 765.00 , Credit, $ 918.00 , $ 956.25 , $ 994.50 ," $ 1,032.75 "," $ 1,071.00 "," $ 1,600.00 "," $ 1,534.00 ",101%,0,$0.00,$0.00
BURBERRY BRIT SHEER 100 ML EDT  DAMA, $ 620.00 , Credit, $ 744.00 , $ 775.00 , $ 806.00 , $ 837.00 , $ 868.00 ," $ 1,400.00 "," $ 1,534.00 ",147%,0,$0.00,$0.00
BURBERRY LONDON EDP 100 ML  DAMA, $ 690.00 , Credit, $ 828.00 , $ 862.50 , $ 897.00 , $ 931.50 , $ 966.00 ,," $ 1,534.00 ",122%,0,$0.00,$0.00
BURBERRY BRIT RHYTHML 90 ML EDT  DAMA, $ 631.00 , Credit, $ 757.20 , $ 788.75 , $ 820.30 , $ 851.85 , $ 883.40 ," $ 1,400.00 "," $ 1,534.00 ",143%,0,$0.00,$0.00
BURBERRY BRIT RHYTHM FOR HER FLORAL 90 ML EDT  DAMA  (CAJA ROSA), $ 676.00 , Credit, $ 811.20 , $ 845.00 , $ 878.80 , $ 912.60 , $ 946.40 ,," $ 1,534.00 ",127%,0,$0.00,$0.00
BURBERRY THE BEAT EDP DAMA, $ 667.00 , Credit, $ 800.40 , $ 833.75 , $ 867.10 , $ 900.45 , $ 933.80 ," $ 1,400.00 "," $ 1,534.00 ",130%,0,$0.00,$0.00
BURBERRY THE BEAT EDT DAMA, $ 612.00 , Credit, $ 734.40 , $ 765.00 , $ 795.60 , $ 826.20 , $ 856.80 ,," $ 1,534.00 ",151%,0,$0.00,$0.00
BURBERRY TOUCH 100 ML EDP  DAMA, $ 643.00 , Credit, $ 771.60 , $ 803.75 , $ 835.90 , $ 868.05 , $ 900.20 ,," $ 1,534.00 ",139%,0,$0.00,$0.00
BVLGARI  EDT DAMA, $ 747.00 , Credit, $ 896.40 , $ 933.75 , $ 971.10 ," $ 1,008.45 "," $ 1,045.80 "," $ 1,400.00 "," $ 1,560.00 ",109%,0,$0.00,$0.00
BVLGARI BLV II EDP DAMA, $ 667.00 , Credit, $ 800.40 , $ 833.75 , $ 867.10 , $ 900.45 , $ 933.80 ," $ 1,560.00 "," $ 1,638.00 ",146%,0,$0.00,$0.00
BVLGARI CORAL 65 ML EDT  DAMA, $ 650.00 , Credit, $ 780.00 , $ 812.50 , $ 845.00 , $ 877.50 , $ 910.00 ," $ 1,560.00 "," $ 1,638.00 ",152%,0,$0.00,$0.00
BVLGARI JAZMIN NOIR 75 ML EDT DAMA, $ 706.00 , Credit, $ 847.20 , $ 882.50 , $ 917.80 , $ 953.10 , $ 988.40 ," $ 1,560.00 "," $ 1,638.00 ",132%,0,$0.00,$0.00
BVLGARI OMNIA AMETHYSTE DAMA, $ 650.00 , Credit, $ 780.00 , $ 812.50 , $ 845.00 , $ 877.50 , $ 910.00 ," $ 1,400.00 "," $ 1,430.00 ",120%,0,$0.00,$0.00
BVLGARI OMNIA CRYSTALLINE      EDT 65 ML DAMA, $ 650.00 , Credit, $ 780.00 , $ 812.50 , $ 845.00 , $ 877.50 , $ 910.00 ," $ 1,400.00 "," $ 1,430.00 ",120%,0,$0.00,$0.00
BVLGARI OMNIA INDIAN GARNET 65 ML EDT  DAMA, $ 650.00 , Credit, $ 780.00 , $ 812.50 , $ 845.00 , $ 877.50 , $ 910.00 ,, $ -   ,-100%,0,$0.00,$0.00
CARTIER BAISER VOLE 100 ML EDT SPRAY , $ 854.00 , Credit," $ 1,024.80 "," $ 1,067.50 "," $ 1,110.20 "," $ 1,152.90 "," $ 1,195.60 "," $ 1,350.00 "," $ 1,365.00 ",60%,0,$0.00,$0.00
CARTIER LA PANTHERE 75 ML EDP SPRAY , $ 918.00 , Credit," $ 1,101.60 "," $ 1,147.50 "," $ 1,193.40 "," $ 1,239.30 "," $ 1,285.20 "," $ 1,350.00 "," $ 1,365.00 ",49%,0,$0.00,$0.00
EAU DE CARTIER 100 ML EDT SPRAY , $ 644.00 , Credit, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ," $ 1,200.00 "," $ 1,170.00 ",82%,0,$0.00,$0.00
EAU DE CARTIER  200 ML EDT SPRAY , $ 854.00 , Credit," $ 1,024.80 "," $ 1,067.50 "," $ 1,110.20 "," $ 1,152.90 "," $ 1,195.60 "," $ 1,400.00 "," $ 1,430.00 ",67%,0,$0.00,$0.00
EAU DE CARTIER CONCENTREE 100 ML EDT SPRAY , $ 644.00 , Credit, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ," $ 1,200.00 "," $ 1,170.00 ",82%,0,$0.00,$0.00
EAU DE CARTIER CONCENTREE 200 ML EDT SPRAY , $ 835.00 , Credit," $ 1,002.00 "," $ 1,043.75 "," $ 1,085.50 "," $ 1,127.25 "," $ 1,169.00 "," $ 1,400.00 "," $ 1,430.00 ",71%,0,$0.00,$0.00
EAU DE CARTIER GOUTTE ROSE 100 ML EDT SPRAY , $ 644.00 , Credit, $ 772.80 , $ 805.00 , $ 837.20 , $ 869.40 , $ 901.60 ," $ 1,400.00 "," $ 1,430.00 ",122%,0,$0.00,$0.00
EAU DE CARTIER GOUTTE ROSE 200 ML EDT SPRAY , $ 854.00 , Credit," $ 1,024.80 "," $ 1,067.50 "," $ 1,110.20 "," $ 1,152.90 "," $ 1,195.60 "," $ 1,400.00 "," $ 1,430.00 ",67%,0,$0.00,$0.00
CARTIER LA PANTHERE LEGERE 75 ML EDP SPRAY , $ 835.00 , Credit," $ 1,002.00 "," $ 1,043.75 "," $ 1,085.50 "," $ 1,127.25 "," $ 1,169.00 "," $ 1,600.00 "," $ 1,690.00 ",102%,0,$0.00,$0.00
CH DE CAROLINA HERRERA 100 ML            ," $ 1,172.00 ", Credit," $ 1,406.40 "," $ 1,465.00 "," $ 1,523.60 "," $ 1,582.20 "," $ 1,640.80 "," $ 1,800.00 "," $ 1,950.00 ",66%,0,$0.00,$0.00
CAROLINA HERRERA EDP 100 ML," $ 1,053.00 ", Credit," $ 1,263.60 "," $ 1,316.25 "," $ 1,368.90 "," $ 1,421.55 "," $ 1,474.20 "," $ 1,800.00 "," $ 1,950.00 ",85%,0,$0.00,$0.00
CH L'EAU DE CAROLINA  100 ML," $ 1,020.00 ", Credit," $ 1,224.00 "," $ 1,275.00 "," $ 1,326.00 "," $ 1,377.00 "," $ 1,428.00 "," $ 1,800.00 "," $ 1,950.00 ",91%,0,$0.00,$0.00
CH SUBLIME EDP 80 ML," $ 1,111.00 ", Credit," $ 1,333.20 "," $ 1,388.75 "," $ 1,444.30 "," $ 1,499.85 "," $ 1,555.40 "," $ 1,800.00 "," $ 1,950.00 ",76%,0,$0.00,$0.00
CHANEL ALLURE 100ML EDP                                  ," $ 1,746.00 ", Credit," $ 2,095.20 "," $ 2,182.50 "," $ 2,269.80 "," $ 2,357.10 "," $ 2,444.40 "," $ 2,600.00 "," $ 2,990.00 ",71%,0,$0.00,$0.00
CHANEL ALLURE SENSUELLE 100ML EDP," $ 1,746.00 ", Credit," $ 2,095.20 "," $ 2,182.50 "," $ 2,269.80 "," $ 2,357.10 "," $ 2,444.40 "," $ 2,600.00 "," $ 2,990.00 ",71%,0,$0.00,$0.00
CHANEL CHANCE 100 ML EDP ," $ 1,873.00 ", Credit," $ 2,247.60 "," $ 2,341.25 "," $ 2,434.90 "," $ 2,528.55 "," $ 2,622.20 "," $ 2,600.00 "," $ 2,990.00 ",60%,0,$0.00,$0.00
CHANEL CHANCE EAU FRAICHE 100ML," $ 1,516.00 ", Credit," $ 1,819.20 "," $ 1,895.00 "," $ 1,970.80 "," $ 2,046.60 "," $ 2,122.40 "," $ 2,600.00 "," $ 2,990.00 ",97%,0,$0.00,$0.00
CHANEL CHANCE EAU FRAICHE 150 ML EDT," $ 1,746.00 ", Credit," $ 2,095.20 "," $ 2,182.50 "," $ 2,269.80 "," $ 2,357.10 "," $ 2,444.40 "," $ 2,600.00 "," $ 2,990.00 ",71%,0,$0.00,$0.00
CHANEL COCO  100ML EDP," $ 1,848.00 ", Credit," $ 2,217.60 "," $ 2,310.00 "," $ 2,402.40 "," $ 2,494.80 "," $ 2,587.20 "," $ 2,600.00 "," $ 2,990.00 ",62%,0,$0.00,$0.00
CHANEL COCO MADEMOISELLE 100 ML EDP    ," $ 1,924.00 ", Credit," $ 2,308.80 "," $ 2,405.00 "," $ 2,501.20 "," $ 2,597.40 "," $ 2,693.60 "," $ 2,600.00 "," $ 2,990.00 ",55%,0,$0.00,$0.00
CHANEL No 19 EDP 100 ML," $ 1,746.00 ", Credit," $ 2,095.20 "," $ 2,182.50 "," $ 2,269.80 "," $ 2,357.10 "," $ 2,444.40 "," $ 2,600.00 "," $ 2,990.00 ",71%,0,$0.00,$0.00
CHANEL No 19 EDT 100 ml," $ 1,274.00 ", Credit," $ 1,528.80 "," $ 1,592.50 "," $ 1,656.20 "," $ 1,719.90 "," $ 1,783.60 "," $ 2,600.00 "," $ 2,990.00 ",135%,0,$0.00,$0.00
CHARLIE BLUE 100 ML EDT SPRAY         , $ 115.00 , Credit, $ 138.00 , $ 143.75 , $ 149.50 , $ 155.25 , $ 161.00 ,, $ 455.00 ,296%,0,$0.00,$0.00
CK CONTRADICTION , $ 464.00 , Credit, $ 556.80 , $ 580.00 , $ 603.20 , $ 626.40 , $ 649.60 ,," $ 1,170.00 ",152%,0,$0.00,$0.00
CK ESCAPE  100 ML, $ 505.00 , Credit, $ 606.00 , $ 631.25 , $ 656.50 , $ 681.75 , $ 707.00 ,," $ 1,300.00 ",157%,0,$0.00,$0.00
CK ETERNITY 100 ML, $ 528.00 , Credit, $ 633.60 , $ 660.00 , $ 686.40 , $ 712.80 , $ 739.20 ,," $ 1,300.00 ",146%,0,$0.00,$0.00
CK ETERNITY MOMENTS 100 ML, $ 510.00 , Credit, $ 612.00 , $ 637.50 , $ 663.00 , $ 688.50 , $ 714.00 ," $ 1,000.00 ", $ 975.00 ,91%,0,$0.00,$0.00
CK ETERNITY SUMMER 100 ML, $ 493.00 , Credit, $ 591.60 , $ 616.25 , $ 640.90 , $ 665.55 , $ 690.20 ,, $ 975.00 ,98%,0,$0.00,$0.00
CK EUPHORIA BLOSSOM 100 ML, $ 620.00 , Credit, $ 744.00 , $ 775.00 , $ 806.00 , $ 837.00 , $ 868.00 ,, $ 975.00 ,57%,0,$0.00,$0.00
CK EUFHORIA ENDLESS 125 ML             , $ 608.00 , Credit, $ 729.60 , $ 760.00 , $ 790.40 , $ 820.80 , $ 851.20 ,, $ 975.00 ,60%,0,$0.00,$0.00
CK EUPHORIA EDP 100 ML, $ 811.00 , Credit, $ 973.20 ," $ 1,013.75 "," $ 1,054.30 "," $ 1,094.85 "," $ 1,135.40 "," $ 1,350.00 "," $ 1,495.00 ",84%,2,"$2,990.00","$1,368.00"
CK EUPHORIA FORBIDDEN 100 ML, $ 742.00 , Credit, $ 890.40 , $ 927.50 , $ 964.60 ," $ 1,001.70 "," $ 1,038.80 "," $ 1,300.00 "," $ 1,495.00 ",101%,0,$0.00,$0.00
CK IN 2 U 150ML, $ 528.00 , Credit, $ 633.60 , $ 660.00 , $ 686.40 , $ 712.80 , $ 739.20 ,," $ 1,105.00 ",109%,0,$0.00,$0.00
CK OBSESSION 100 ML, $ 539.00 , Credit, $ 646.80 , $ 673.75 , $ 700.70 , $ 727.65 , $ 754.60 ,," $ 1,105.00 ",105%,0,$0.00,$0.00
CK ONE RED 100 ML, $ 423.00 , Credit, $ 507.60 , $ 528.75 , $ 549.90 , $ 571.05 , $ 592.20 ,," $ 1,105.00 ",161%,0,$0.00,$0.00
CK TRUTH 100 ML, $ 487.00 , Credit, $ 584.40 , $ 608.75 , $ 633.10 , $ 657.45 , $ 681.80 ,," $ 1,105.00 ",127%,0,$0.00,$0.00
COACH POPPY 100 ML EDP, $ 989.00 , Credit," $ 1,186.80 "," $ 1,236.25 "," $ 1,285.70 "," $ 1,335.15 "," $ 1,384.60 "," $ 2,500.00 "," $ 1,885.00 ",91%,0,$0.00,$0.00
COACH POPPY FLOWER 100 ML EDP , $ 932.00 , Credit," $ 1,118.40 "," $ 1,165.00 "," $ 1,211.60 "," $ 1,258.20 "," $ 1,304.80 "," $ 2,500.00 "," $ 1,885.00 ",102%,0,$0.00,$0.00
COOL WATER 100 ML, $ 499.00 , Credit, $ 598.80 , $ 623.75 , $ 648.70 , $ 673.65 , $ 698.60 ,," $ 1,885.00 ",278%,0,$0.00,$0.00
COOL WATER 200 ML EDT, $ 729.00 , Credit, $ 874.80 , $ 911.25 , $ 947.70 , $ 984.15 ," $ 1,020.60 ",," $ 1,885.00 ",159%,0,$0.00,$0.00
COUTURE JUICY COUTURE EDP 100 ML," $ 1,007.00 ", Credit," $ 1,208.40 "," $ 1,258.75 "," $ 1,309.10 "," $ 1,359.45 "," $ 1,409.80 ",," $ 1,885.00 ",87%,0,$0.00,$0.00
COUTURE PEACE LOVE & JUICY EDP 100 ML, $ 790.00 , Credit, $ 948.00 , $ 987.50 ," $ 1,027.00 "," $ 1,066.50 "," $ 1,106.00 ",," $ 1,885.00 ",139%,0,$0.00,$0.00
COUTURE VIVA LA JUICY 100ML EDP , $ 909.00 , Credit," $ 1,090.80 "," $ 1,136.25 "," $ 1,181.70 "," $ 1,227.15 "," $ 1,272.60 ",," $ 1,885.00 ",107%,0,$0.00,$0.00
D&G DOLCE EDP 75 ML, $ 989.00 , Credit," $ 1,186.80 "," $ 1,236.25 "," $ 1,285.70 "," $ 1,335.15 "," $ 1,384.60 ",," $ 1,885.00 ",91%,0,$0.00,$0.00
DOLCE & GABBANA FEMME   100 ML EDP    (caja tinto), $ 930.00 , Credit," $ 1,116.00 "," $ 1,162.50 "," $ 1,209.00 "," $ 1,255.50 "," $ 1,302.00 ",," $ 1,885.00 ",103%,0,$0.00,$0.00
D&G LIGHT BLUE 100 ML, $ 956.00 , Credit," $ 1,147.20 "," $ 1,195.00 "," $ 1,242.80 "," $ 1,290.60 "," $ 1,338.40 "," $ 2,400.00 "," $ 2,145.00 ",124%,0,$0.00,$0.00
DIOR ADDICT EAU FRAICHE 100 ML EDT                 ," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 2,400.00 "," $ 1,885.00 ",74%,0,$0.00,$0.00
DIOR ADDICT EDP," $ 1,338.00 ", Credit," $ 1,605.60 "," $ 1,672.50 "," $ 1,739.40 "," $ 1,806.30 "," $ 1,873.20 "," $ 2,560.00 "," $ 2,210.00 ",65%,0,$0.00,$0.00
DIOR ADDICT EDT ," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 2,400.00 "," $ 2,210.00 ",104%,0,$0.00,$0.00
DIOR DOLCE VITA EDT 100 ML," $ 1,185.00 ", Credit," $ 1,422.00 "," $ 1,481.25 "," $ 1,540.50 "," $ 1,599.75 "," $ 1,659.00 "," $ 2,400.00 "," $ 2,210.00 ",86%,1,"$2,210.00","$1,025.00"
DIOR DUNE EDT 100 ML," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 2,400.00 "," $ 2,210.00 ",104%,0,$0.00,$0.00
DIOR HYPNOTIC POISON EDT 100 ML," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 2,400.00 "," $ 2,210.00 ",104%,0,$0.00,$0.00
DIOR JADORE 100 ML EDP    ," $ 1,338.00 ", Credit," $ 1,605.60 "," $ 1,672.50 "," $ 1,739.40 "," $ 1,806.30 "," $ 1,873.20 "," $ 2,560.00 "," $ 2,340.00 ",75%,0,$0.00,$0.00
DIOR JADORE 150 ML EDP                               ," $ 1,669.00 ", Credit," $ 2,002.80 "," $ 2,086.25 "," $ 2,169.70 "," $ 2,253.15 "," $ 2,336.60 "," $ 3,400.00 "," $ 2,860.00 ",71%,1,"$2,860.00","$1,191.00"
DIOR JADORE VOILE PARFUM 100 ML EDT                  NEW," $ 1,185.00 ", Credit," $ 1,422.00 "," $ 1,481.25 "," $ 1,540.50 "," $ 1,599.75 "," $ 1,659.00 "," $ 2,400.00 "," $ 2,145.00 ",81%,1,"$2,145.00",$960.00
DIOR MISS DIOR  EDP 100 ML  ," $ 1,338.00 ", Credit," $ 1,605.60 "," $ 1,672.50 "," $ 1,739.40 "," $ 1,806.30 "," $ 1,873.20 "," $ 2,560.00 "," $ 2,210.00 ",65%,0,$0.00,$0.00
DIOR MISS DIOR BLOOMING BOUQUET 100 ML EDT," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 2,400.00 "," $ 2,145.00 ",98%,0,$0.00,$0.00
DIOR MISS DIOR EAU FRAICHE                                ," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 2,400.00 "," $ 2,145.00 ",98%,0,$0.00,$0.00
DIOR POISON EDT," $ 1,083.00 ", Credit," $ 1,299.60 "," $ 1,353.75 "," $ 1,407.90 "," $ 1,462.05 "," $ 1,516.20 "," $ 2,400.00 "," $ 2,145.00 ",98%,0,$0.00,$0.00
GIV AMARIGE EDT 100 ML, $ 905.00 , Credit," $ 1,086.00 "," $ 1,131.25 "," $ 1,176.50 "," $ 1,221.75 "," $ 1,267.00 "," $ 2,400.00 "," $ 2,145.00 ",137%,0,$0.00,$0.00
GIV ANGEL OU DEMON EDP  100 ML , $ 930.00 , Credit," $ 1,116.00 "," $ 1,162.50 "," $ 1,209.00 "," $ 1,255.50 "," $ 1,302.00 "," $ 2,400.00 "," $ 2,145.00 ",131%,0,$0.00,$0.00
GIV ANGEL OU DEMON ELIXIR EDP 100 ML            , $ 955.00 , Credit," $ 1,146.00 "," $ 1,193.75 "," $ 1,241.50 "," $ 1,289.25 "," $ 1,337.00 "," $ 2,400.00 "," $ 2,145.00 ",125%,0,$0.00,$0.00
GIV DAHLIA DIVIN AGUA DE PERFUME 75ML                                 , $ 956.00 , Credit," $ 1,147.20 "," $ 1,195.00 "," $ 1,242.80 "," $ 1,290.60 "," $ 1,338.40 "," $ 2,400.00 "," $ 2,145.00 ",124%,0,$0.00,$0.00
GIV ORGANZA EDP 100 ML, $ 905.00 , Credit," $ 1,086.00 "," $ 1,131.25 "," $ 1,176.50 "," $ 1,221.75 "," $ 1,267.00 "," $ 2,400.00 "," $ 2,145.00 ",137%,0,$0.00,$0.00
GIV PLAY  FEMME  100 ML EDP, $ 803.00 , Credit, $ 963.60 ," $ 1,003.75 "," $ 1,043.90 "," $ 1,084.05 "," $ 1,124.20 "," $ 1,500.00 "," $ 1,560.00 ",94%,0,$0.00,$0.00
GIV PLAY FEMME INTENSO 75 ML EDP, $ 803.00 , Credit, $ 963.60 ," $ 1,003.75 "," $ 1,043.90 "," $ 1,084.05 "," $ 1,124.20 "," $ 1,500.00 "," $ 1,560.00 ",94%,0,$0.00,$0.00
GIV VERY IRRESISTIBLE  EDP 75 ML, $ 790.00 , Credit, $ 948.00 , $ 987.50 ," $ 1,027.00 "," $ 1,066.50 "," $ 1,106.00 "," $ 1,500.00 "," $ 1,560.00 ",97%,0,$0.00,$0.00
GIV VERY IRRESISTIBLE            EDT 75 ML, $ 778.00 , Credit, $ 933.60 , $ 972.50 ," $ 1,011.40 "," $ 1,050.30 "," $ 1,089.20 "," $ 1,500.00 "," $ 1,560.00 ",101%,0,$0.00,$0.00
GUCCI GUILTY 75 ML EDT SPRAY, $ 994.00 , Credit," $ 1,192.80 "," $ 1,242.50 "," $ 1,292.20 "," $ 1,341.90 "," $ 1,391.60 "," $ 1,500.00 "," $ 1,625.00 ",63%,0,$0.00,$0.00
GUCCI GUILTY BLACK , $ 966.00 , Credit," $ 1,159.20 "," $ 1,207.50 "," $ 1,255.80 "," $ 1,304.10 "," $ 1,352.40 "," $ 1,850.00 "," $ 1,755.00 ",82%,0,$0.00,$0.00
GUCCI GUILTY INTENSE 75 ML EDP SPRAY," $ 1,045.00 ", Credit," $ 1,254.00 "," $ 1,306.25 "," $ 1,358.50 "," $ 1,410.75 "," $ 1,463.00 "," $ 1,850.00 "," $ 1,755.00 ",68%,0,$0.00,$0.00
GUCCI PREMIERE 75ML EDT SPARY, $ 943.00 , Credit," $ 1,131.60 "," $ 1,178.75 "," $ 1,225.90 "," $ 1,273.05 "," $ 1,320.20 "," $ 1,850.00 "," $ 1,755.00 ",86%,0,$0.00,$0.00
GUERLAIN CHAPMS ELYSEES 75 ML EDP, $ 930.00 , Credit," $ 1,116.00 "," $ 1,162.50 "," $ 1,209.00 "," $ 1,255.50 "," $ 1,302.00 "," $ 1,850.00 "," $ 1,755.00 ",89%,0,$0.00,$0.00
GUERLAIN IDYLLE 100 ML EDP SPRAY," $ 1,096.00 ", Credit," $ 1,315.20 "," $ 1,370.00 "," $ 1,424.80 "," $ 1,479.60 "," $ 1,534.40 "," $ 1,850.00 "," $ 1,755.00 ",60%,0,$0.00,$0.00
GUERLAIN INSOLENCE 100 ML EDP SPRAY," $ 1,096.00 ", Credit," $ 1,315.20 "," $ 1,370.00 "," $ 1,424.80 "," $ 1,479.60 "," $ 1,534.40 "," $ 1,850.00 "," $ 1,755.00 ",60%,0,$0.00,$0.00
GUERLAIN INSOLENCE 100 ML EDT SPRAY , $ 892.00 , Credit," $ 1,070.40 "," $ 1,115.00 "," $ 1,159.60 "," $ 1,204.20 "," $ 1,248.80 "," $ 1,850.00 "," $ 1,755.00 ",97%,0,$0.00,$0.00
GUERLAIN L INSTANT EDP 80 ML, $ 943.00 , Credit," $ 1,131.60 "," $ 1,178.75 "," $ 1,225.90 "," $ 1,273.05 "," $ 1,320.20 "," $ 1,850.00 "," $ 1,755.00 ",86%,0,$0.00,$0.00
GUERLAIN MY INSOLENCE 100 ML EDT SPRAY, $ 803.00 , Credit, $ 963.60 ," $ 1,003.75 "," $ 1,043.90 "," $ 1,084.05 "," $ 1,124.20 "," $ 1,850.00 "," $ 1,755.00 ",119%,0,$0.00,$0.00
GUERLAIN PETITE ROBE NOIRE 100 ML EDP                        ," $ 1,045.00 ", Credit," $ 1,254.00 "," $ 1,306.25 "," $ 1,358.50 "," $ 1,410.75 "," $ 1,463.00 "," $ 1,850.00 "," $ 1,755.00 ",68%,0,$0.00,$0.00
GUERLAIN PETITE ROBE NOIRE 100 ML EDT     , $ 854.00 , Credit," $ 1,024.80 "," $ 1,067.50 "," $ 1,110.20 "," $ 1,152.90 "," $ 1,195.60 "," $ 1,850.00 "," $ 1,755.00 ",106%,0,$0.00,$0.00
LA PETITE ROBE PETAL 100 ML EAU FRAICHE     , $ 822.00 , Credit, $ 986.40 ," $ 1,027.50 "," $ 1,068.60 "," $ 1,109.70 "," $ 1,150.80 "," $ 1,850.00 "," $ 1,755.00 ",114%,0,$0.00,$0.00
GUERLAIN LE PETIT ROBE NOIR COUTURE 100 ML EDP SPRAY                                   ," $ 1,045.00 ", Credit," $ 1,254.00 "," $ 1,306.25 "," $ 1,358.50 "," $ 1,410.75 "," $ 1,463.00 "," $ 1,850.00 "," $ 1,755.00 ",68%,0,$0.00,$0.00
GUERLAIN SAMSARA 100 ML EDP SPRAY ," $ 1,096.00 ", Credit," $ 1,315.20 "," $ 1,370.00 "," $ 1,424.80 "," $ 1,479.60 "," $ 1,534.40 "," $ 1,850.00 "," $ 1,755.00 ",60%,0,$0.00,$0.00
GUERLAIN SHALIMAR 90 ML EDP SPRAY                ," $ 1,032.00 ", Credit," $ 1,238.40 "," $ 1,290.00 "," $ 1,341.60 "," $ 1,393.20 "," $ 1,444.80 "," $ 1,850.00 "," $ 1,755.00 ",70%,0,$0.00,$0.00
GUERLAIN SHALIMAR 90 ML EDT SPRAY , $ 867.00 , Credit," $ 1,040.40 "," $ 1,083.75 "," $ 1,127.10 "," $ 1,170.45 "," $ 1,213.80 "," $ 1,850.00 "," $ 1,755.00 ",102%,0,$0.00,$0.00
GUESS 75  ML, $ 348.00 , Credit, $ 417.60 , $ 435.00 , $ 452.40 , $ 469.80 , $ 487.20 ,, $ 975.00 ,180%,0,$0.00,$0.00
GUESS DARE  100 ML                                   , $ 366.00 , Credit, $ 439.20 , $ 457.50 , $ 475.80 , $ 494.10 , $ 512.40 ,, $ 975.00 ,166%,0,$0.00,$0.00
GUESS GIRL BELLE 100 ML, $ 355.00 , Credit, $ 426.00 , $ 443.75 , $ 461.50 , $ 479.25 , $ 497.00 ,, $ 975.00 ,175%,0,$0.00,$0.00
GUESS GIRL EDT 100 ML                                           , $ 378.00 , Credit, $ 453.60 , $ 472.50 , $ 491.40 , $ 510.30 , $ 529.20 ,, $ 975.00 ,158%,0,$0.00,$0.00
GUESS SEDUCTIVE                 , $ 360.00 , Credit, $ 432.00 , $ 450.00 , $ 468.00 , $ 486.00 , $ 504.00 ,, $ 650.00 ,81%,0,$0.00,$0.00
HALLOWEEN+CREMA 150 ML +MINIATURA+ GEL DE BAÑO 150 ML, $ 631.00 , Credit, $ 757.20 , $ 788.75 , $ 820.30 , $ 851.85 , $ 883.40 ,," $ 1,170.00 ",85%,0,$0.00,$0.00
HALSTON COLOGNE 100 ML, $ 300.00 , Credit, $ 360.00 , $ 375.00 , $ 390.00 , $ 405.00 , $ 420.00 ,, $ 650.00 ,117%,0,$0.00,$0.00
HAPPY 100 ML, $ 778.00 , Credit, $ 933.60 , $ 972.50 ," $ 1,011.40 "," $ 1,050.30 "," $ 1,089.20 ",," $ 1,625.00 ",109%,0,$0.00,$0.00
HAPPY HEART 100 ML, $ 778.00 , Credit, $ 933.60 , $ 972.50 ," $ 1,011.40 "," $ 1,050.30 "," $ 1,089.20 ",," $ 1,430.00 ",84%,0,$0.00,$0.00
HERMES EAU DES MERVEILLES 100 ML EDT SPRAY ," $ 1,351.00 ", Credit," $ 1,621.20 "," $ 1,688.75 "," $ 1,756.30 "," $ 1,823.85 "," $ 1,891.40 "," $ 2,650.00 "," $ 2,145.00 ",59%,0,$0.00,$0.00
HERMES UN JARDIN EN MEDITERRANEE 100 ML EDT SPRAY ," $ 1,249.00 ", Credit," $ 1,498.80 "," $ 1,561.25 "," $ 1,623.70 "," $ 1,686.15 "," $ 1,748.60 "," $ 2,400.00 "," $ 2,145.00 ",72%,0,$0.00,$0.00
HERMES UN JARDIN SUR LE NIL 100 ML EDT SPRAY ," $ 1,249.00 ", Credit," $ 1,498.80 "," $ 1,561.25 "," $ 1,623.70 "," $ 1,686.15 "," $ 1,748.60 "," $ 2,400.00 "," $ 2,145.00 ",72%,0,$0.00,$0.00
HUGO BOSS FEMME  EDP 75 ML (ROSA), $ 753.00 , Credit, $ 903.60 , $ 941.25 , $ 978.90 ," $ 1,016.55 "," $ 1,054.20 "," $ 1,200.00 "," $ 1,235.00 ",64%,0,$0.00,$0.00
HUGO BOSS JOUR EDP 75 ML      , $ 678.00 , Credit, $ 813.60 , $ 847.50 , $ 881.40 , $ 915.30 , $ 949.20 ," $ 1,350.00 "," $ 1,235.00 ",82%,0,$0.00,$0.00
BOSS JOUR LUMINEUSE EDP 75 ML, $ 867.00 , Credit," $ 1,040.40 "," $ 1,083.75 "," $ 1,127.10 "," $ 1,170.45 "," $ 1,213.80 "," $ 1,200.00 "," $ 1,365.00 ",57%,0,$0.00,$0.00
