Payment Date,Date Impacted,Details, Card Amount,Clasification,Payment Plan,Card,Bank
31-jul,28-jul,Liq. N° 00039109 - Lote N° 0084 1 Venta Tj. Débito,"  13.500,00 ",Débito,No aplica,VISA,GALICIA
3-jul,3-jul,Arancel,"  3.610,80 ",Arancel,No aplica,VISA,GALICIA
3-jul,3-jul,Serv.Costos Financieros,"  34.193,33 ",Costos Financieros,No aplica,VISA,GALICIA
3-jul,3-jul,Deduc.Impositivas,"  11.233,78 ",Impuesto,No aplica,VISA,GALICIA
3-jul,3-jul,Serv.Cobro Anticipado,"  914,40 ",Cobro Anticipado,No aplica,VISA,GALICIA
4-jul,4-jul,Arancel,"  1.917,07 ",Arancel,No aplica,VISA,GALICIA
4-jul,4-jul,Serv.Costos Financieros,"  13.839,62 ",Costos Financieros,No aplica,VISA,GALICIA
4-jul,4-jul,Servicio PAYWAY,"  3.988,60 ",Servicio PAYWAY,No aplica,VISA,GALICIA
4-jul,4-jul,Deduc.Impositivas,"  7.586,68 ",Impuesto,No aplica,VISA,GALICIA
4-jul,4-jul,Serv.Cobro Anticipado,"  298,16 ",Cobro Anticipado,No aplica,VISA,GALICIA
5-jul,5-jul,Arancel,"  1.610,68 ",Arancel,No aplica,VISA,GALICIA
5-jul,5-jul,Serv.Costos Financieros,"  10.991,27 ",Costos Financieros,No aplica,VISA,GALICIA
5-jul,5-jul,Deduc.Impositivas,"  5.728,81 ",Impuesto,No aplica,VISA,GALICIA
5-jul,5-jul,Serv.Cobro Anticipado,"  198,17 ",Cobro Anticipado,No aplica,VISA,GALICIA
6-jul,6-jul,Arancel,"  3.040,58 ",Arancel,No aplica,VISA,GALICIA
6-jul,6-jul,Serv.Costos Financieros,"  25.897,41 ",Costos Financieros,No aplica,VISA,GALICIA
6-jul,6-jul,Deduc.Impositivas,"  10.750,24 ",Impuesto,No aplica,VISA,GALICIA
6-jul,6-jul,Serv.Cobro Anticipado,"  664,51 ",Cobro Anticipado,No aplica,VISA,GALICIA
7-jul,7-jul,Arancel,"  3.599,85 ",Arancel,No aplica,VISA,GALICIA
7-jul,7-jul,Serv.Costos Financieros,"  16.062,55 ",Costos Financieros,No aplica,VISA,GALICIA
7-jul,7-jul,Deduc.Impositivas,"  14.422,63 ",Impuesto,No aplica,VISA,GALICIA
7-jul,7-jul,Serv.Cobro Anticipado,"  430,23 ",Cobro Anticipado,No aplica,VISA,GALICIA
10-jul,10-jul,Arancel,"  3.119,25 ",Arancel,No aplica,VISA,GALICIA
10-jul,10-jul,Serv.Costos Financieros,"  16.102,65 ",Costos Financieros,No aplica,VISA,GALICIA
10-jul,10-jul,Deduc.Impositivas,"  11.935,87 ",Impuesto,No aplica,VISA,GALICIA
10-jul,10-jul,Serv.Cobro Anticipado,"  323,06 ",Cobro Anticipado,No aplica,VISA,GALICIA
11-jul,11-jul,Arancel,"  6.327,38 ",Arancel,No aplica,VISA,GALICIA
11-jul,11-jul,Serv.Costos Financieros,"  43.326,18 ",Costos Financieros,No aplica,VISA,GALICIA
11-jul,11-jul,Deduc.Impositivas,"  21.940,82 ",Impuesto,No aplica,VISA,GALICIA
11-jul,11-jul,Serv.Cobro Anticipado,"  1.014,15 ",Cobro Anticipado,No aplica,VISA,GALICIA
12-jul,12-jul,Arancel,"  4.224,34 ",Arancel,No aplica,VISA,GALICIA
12-jul,12-jul,Serv.Costos Financieros,"  25.548,69 ",Costos Financieros,No aplica,VISA,GALICIA
12-jul,12-jul,Deduc.Impositivas,"  16.392,15 ",Impuesto,No aplica,VISA,GALICIA
12-jul,12-jul,Serv.Cobro Anticipado,"  630,31 ",Cobro Anticipado,No aplica,VISA,GALICIA
13-jul,13-jul,Arancel,"  4.235,29 ",Arancel,No aplica,VISA,GALICIA
13-jul,13-jul,Serv.Costos Financieros,"  38.006,23 ",Costos Financieros,No aplica,VISA,GALICIA
13-jul,13-jul,Deduc.Impositivas,"  14.347,42 ",Impuesto,No aplica,VISA,GALICIA
13-jul,13-jul,Serv.Cobro Anticipado,"  962,63 ",Cobro Anticipado,No aplica,VISA,GALICIA
14-jul,14-jul,Arancel,"  3.423,40 ",Arancel,No aplica,VISA,GALICIA
14-jul,14-jul,Serv.Costos Financieros,"  28.173,02 ",Costos Financieros,No aplica,VISA,GALICIA
14-jul,14-jul,Deduc.Impositivas,"  12.361,61 ",Impuesto,No aplica,VISA,GALICIA
14-jul,14-jul,Serv.Cobro Anticipado,"  654,58 ",Cobro Anticipado,No aplica,VISA,GALICIA
17-jul,17-jul,Arancel,"  767,93 ",Arancel,No aplica,VISA,GALICIA
17-jul,17-jul,Serv.Costos Financieros,"  2.345,34 ",Costos Financieros,No aplica,VISA,GALICIA
17-jul,17-jul,Deduc.Impositivas,"  3.505,68 ",Impuesto,No aplica,VISA,GALICIA
17-jul,17-jul,Serv.Cobro Anticipado,"  62,82 ",Cobro Anticipado,No aplica,VISA,GALICIA
18-jul,18-jul,Arancel,"  8.689,40 ",Arancel,No aplica,VISA,GALICIA
18-jul,18-jul,Serv.Costos Financieros,"  62.386,33 ",Costos Financieros,No aplica,VISA,GALICIA
18-jul,18-jul,Deduc.Impositivas,"  32.138,81 ",Impuesto,No aplica,VISA,GALICIA
18-jul,18-jul,Serv.Cobro Anticipado,"  1.520,50 ",Cobro Anticipado,No aplica,VISA,GALICIA
20-jul,20-jul,Arancel,"  2.580,03 ",Arancel,No aplica,VISA,GALICIA
20-jul,20-jul,Serv.Costos Financieros,"  15.226,13 ",Costos Financieros,No aplica,VISA,GALICIA
20-jul,20-jul,Deduc.Impositivas,"  9.970,58 ",Impuesto,No aplica,VISA,GALICIA
20-jul,20-jul,Serv.Cobro Anticipado,"  392,76 ",Cobro Anticipado,No aplica,VISA,GALICIA
21-jul,21-jul,Arancel,"  3.129,91 ",Arancel,No aplica,VISA,GALICIA
21-jul,21-jul,Serv.Costos Financieros,"  23.068,11 ",Costos Financieros,No aplica,VISA,GALICIA
21-jul,21-jul,Deduc.Impositivas,"  12.071,48 ",Impuesto,No aplica,VISA,GALICIA
21-jul,21-jul,Serv.Cobro Anticipado,"  332,04 ",Cobro Anticipado,No aplica,VISA,GALICIA
24-jul,24-jul,Arancel,"  2.389,57 ",Arancel,No aplica,VISA,GALICIA
24-jul,24-jul,Serv.Costos Financieros,"  11.262,53 ",Costos Financieros,No aplica,VISA,GALICIA
24-jul,24-jul,Deduc.Impositivas,"  9.611,86 ",Impuesto,No aplica,VISA,GALICIA
24-jul,24-jul,Serv.Cobro Anticipado,"  209,70 ",Cobro Anticipado,No aplica,VISA,GALICIA
25-jul,25-jul,Arancel,"  5.876,04 ",Arancel,No aplica,VISA,GALICIA
25-jul,25-jul,Serv.Costos Financieros,"  40.546,56 ",Costos Financieros,No aplica,VISA,GALICIA
25-jul,25-jul,Deduc.Impositivas,"  21.972,39 ",Impuesto,No aplica,VISA,GALICIA
25-jul,25-jul,Serv.Cobro Anticipado,"  1.041,24 ",Cobro Anticipado,No aplica,VISA,GALICIA
26-jul,26-jul,Arancel,"  1.965,32 ",Arancel,No aplica,VISA,GALICIA
26-jul,26-jul,Serv.Costos Financieros,"  16.181,60 ",Costos Financieros,No aplica,VISA,GALICIA
26-jul,26-jul,Deduc.Impositivas,"  7.035,51 ",Impuesto,No aplica,VISA,GALICIA
26-jul,26-jul,Serv.Cobro Anticipado,"  417,39 ",Cobro Anticipado,No aplica,VISA,GALICIA
31-jul,31-jul,Arancel,"  3.722,40 ",Arancel,No aplica,VISA,GALICIA
31-jul,31-jul,Serv.Costos Financieros,"  34.413,06 ",Costos Financieros,No aplica,VISA,GALICIA
31-jul,31-jul,Deduc.Impositivas,"  15.078,76 ",Impuesto,No aplica,VISA,GALICIA
31-jul,31-jul,Serv.Cobro Anticipado,"  921,76 ",Cobro Anticipado,No aplica,VISA,GALICIA
5-jul,4-jul,Liq. N° 00040404 - Lote N° 0042 1 Venta Tj. Débito,"  8.200,00 ",Débito,No aplica,MASTERCARD,GALICIA
5-jul,4-jul,Liq. N° 00040405 - Lote N° 0042 1 Venta en 1 pago,"  13.300,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
6-jul,5-jul,Liq. N° 00037662 - Lote N° 0044 3 Ventas en 3 pagos - Plan Cuotas,"  76.590,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
6-jul,5-jul,Liq. N° 00037662 - Lote N° 0045 1 Venta en 3 pagos - Plan Cuotas,"  103.730,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
6-jul,5-jul,Liq. N° 00037664 - Lote N° 0044 1 Venta Tj. Débito,"  21.000,00 ",Débito,No aplica,MASTERCARD,GALICIA
6-jul,5-jul,Liq. N° 00037665 - Lote N° 0044 1 Venta en 1 pago,"  8.100,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
7-jul,6-jul,Liq. N° 00038307 - Lote N° 0047 1 Venta en 3 pagos - Plan Cuotas,"  10.350,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
10-jul,7-jul,Liq. N° 00042071 - Lote N° 0048 1 Venta en 3 pagos - Plan Cuotas,"  10.925,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
10-jul,7-jul,Liq. N° 00042073 - Lote N° 0048 1 Venta en 1 pago,"  8.700,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
11-jul,10-jul,Liq. N° 00052021 - Lote N° 0051 1 Venta en 3 pagos - Plan Cuotas,"  31.625,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
11-jul,10-jul,Liq. N° 00052023 - Lote N° 0053 1 Venta Tj. Débito,"  18.900,00 ",Débito,No aplica,MASTERCARD,GALICIA
11-jul,10-jul,Liq. N° 00052024 - Lote N° 0053 2 Ventas en 1 pago,"  9.900,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
12-jul,11-jul,Liq. N° 00038846 - Lote N° 0054 1 Venta en 3 pagos - Plan Cuotas,"  13.225,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
12-jul,11-jul,Liq. N° 00038848 - Lote N° 0054 1 Venta Tj. Débito,"  24.000,00 ",Débito,No aplica,MASTERCARD,GALICIA
13-jul,12-jul,Liq. N° 00036609 - Lote N° 0056 2 Ventas en 3 pagos - Plan Cuotas,"  24.725,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
13-jul,12-jul,Liq. N° 00036611 - Lote N° 0056 1 Venta Tj. Débito,"  23.000,00 ",Débito,No aplica,MASTERCARD,GALICIA
14-jul,13-jul,Liq. N° 00036294 - Lote N° 0058 1 Venta Tj. Débito,"  7.500,00 ",Débito,No aplica,MASTERCARD,GALICIA
17-jul,14-jul,Liq. N° 00042656 - Lote N° 0060 1 Venta en 3 pagos - Plan Cuotas,"  9.200,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
17-jul,14-jul,Liq. N° 00042658 - Lote N° 0060 2 Ventas Tj.Débito,"  50.200,00 ",Débito,No aplica,MASTERCARD,GALICIA
17-jul,14-jul,Liq. N° 00042658 - Lote N° 0061 1 Venta Tj. Débito,"  31.300,00 ",Débito,No aplica,MASTERCARD,GALICIA
17-jul,14-jul,Liq. N° 00042659 - Lote N° 0061 1 Venta en 1 pago,"  2.800,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
18-jul,17-jul,Liq. N° 00051552 - Lote N° 0063 1 Venta en 3 pagos - Plan Cuotas,"  7.935,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
18-jul,17-jul,Liq. N° 00051552 - Lote N° 0064 1 Venta en 3 pagos - Plan Cuotas,"  23.575,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
18-jul,17-jul,Liq. N° 00051552 - Lote N° 0065 1 Venta en 3 pagos - Plan Cuotas,"  4.600,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
18-jul,17-jul,Liq. N° 00051554 - Lote N° 0062 1 Venta Tj. Débito,"  15.500,00 ",Débito,No aplica,MASTERCARD,GALICIA
18-jul,17-jul,Liq. N° 00051555 - Lote N° 0062 1 Venta en 3 pagos - Plan Cuotas,"  20.470,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
19-jul,18-jul,Liq. N° 00038511 - Lote N° 0066 2 Ventas en 3 pagos - Plan Cuotas,"  133.975,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
19-jul,18-jul,Liq. N° 00038513 - Lote N° 0067 2 Ventas Tj.Débito,"  23.000,00 ",Débito,No aplica,MASTERCARD,GALICIA
19-jul,18-jul,Liq. N° 00038514 - Lote N° 0066 2 Ventas en 1 pago,"  22.800,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
20-jul,19-jul,Liq. N° 00039795 - Lote N° 0068 2 Ventas en 3 pagos - Plan Cuotas,"  12.535,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
20-jul,19-jul,Liq. N° 00039797 - Lote N° 0068 3 Ventas Tj.Débito,"  26.600,00 ",Débito,No aplica,MASTERCARD,GALICIA
20-jul,19-jul,Liq. N° 00039797 - Lote N° 0069 1 Venta Tj. Débito,"  5.300,00 ",Débito,No aplica,MASTERCARD,GALICIA
21-jul,20-jul,Liq. N° 00037900 - Lote N° 0070 1 Venta Tj. Débito,"  2.200,00 ",Débito,No aplica,MASTERCARD,GALICIA
21-jul,20-jul,Liq. N° 00037901 - Lote N° 0070 1 Venta en 1 pago,"  41.000,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
24-jul,21-jul,Liq. N° 00039939 - Lote N° 0072 3 Ventas en 3 pagos - Plan Cuotas,"  77.050,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
25-jul,24-jul,Liq. N° 00051088 - Lote N° 0077 1 Venta en 3 pagos - Plan Cuotas,"  27.600,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
25-jul,24-jul,Liq. N° 00051090 - Lote N° 0074 2 Ventas Tj.Débito,"  24.200,00 ",Débito,No aplica,MASTERCARD,GALICIA
25-jul,24-jul,Liq. N° 00051090 - Lote N° 0075 1 Venta Tj. Débito,"  19.500,00 ",Débito,No aplica,MASTERCARD,GALICIA
25-jul,24-jul,Liq. N° 00051090 - Lote N° 0076 1 Venta Tj. Débit,"  5.700,00 ",Débito,No aplica,MASTERCARD,GALICIA
25-jul,24-jul,Liq. N° 00051091 - Lote N° 0075 1 Venta en 1 pago,"  6.500,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
26-jul,25-jul,Liq. N° 00037061 - Lote N° 0079 1 Venta Tj. Débito,"  8.000,00 ",Débito,No aplica,MASTERCARD,GALICIA
27-jul,26-jul,Liq. N° 00038745 - Lote N° 0080 2 Ventas en 3 pagos - Plan Cuotas,"  210.220,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
27-jul,26-jul,Liq. N° 00038747 - Lote N° 0080 1 Venta Tj. Débito,"  10.000,00 ",Débito,No aplica,MASTERCARD,GALICIA
27-jul,26-jul,Liq. N° 00038748 - Lote N° 0080 1 Venta en 1 pago,"  21.000,00 ",Crédito,Plan 1 pago,MASTERCARD,GALICIA
31-jul,28-jul,Liq. N° 00039110 - Lote N° 0085 1 Venta en 3 pagos - Plan Cuotas,"  10.695,00 ",Crédito,Plan 3 pagos,MASTERCARD,GALICIA
31-jul,28-jul,Liq. N° 00039112 - Lote N° 0085 1 Venta Tj. Débito,"  5.470,00 ",Débito,No aplica,MASTERCARD,GALICIA
5-jul,5-jul,Arancel,"  305,00 ",Arancel,No aplica,MASTERCARD,GALICIA
5-jul,5-jul,Serv.Costos Financieros,"  1.257,35 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
5-jul,5-jul,Deduc.Impositivas,"  1.080,58 ",Impuesto,No aplica,MASTERCARD,GALICIA
6-jul,6-jul,Arancel,"  3.559,56 ",Arancel,No aplica,MASTERCARD,GALICIA
6-jul,6-jul,Serv.Costos Financieros,"  32.641,07 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
6-jul,6-jul,Deduc.Impositivas,"  12.333,03 ",Impuesto,No aplica,MASTERCARD,GALICIA
6-jul,6-jul,Serv.Cobro Anticipado,"  822,25 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
7-jul,7-jul,Arancel,"  186,30 ",Arancel,No aplica,MASTERCARD,GALICIA
7-jul,7-jul,Serv.Costos Financieros,"  1.773,78 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
7-jul,7-jul,Deduc.Impositivas,"  597,58 ",Impuesto,No aplica,MASTERCARD,GALICIA
10-jul,10-jul,Arancel,"  353,25 ",Arancel,No aplica,MASTERCARD,GALICIA
10-jul,10-jul,Serv.Costos Financieros,"  2.694,80 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
10-jul,10-jul,Deduc.Impositivas,"  1.140,88 ",Impuesto,No aplica,MASTERCARD,GALICIA
10-jul,10-jul,Serv.Cobro Anticipado,"  50,15 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
11-jul,11-jul,Arancel,"  898,65 ",Arancel,No aplica,MASTERCARD,GALICIA
11-jul,11-jul,Serv.Costos Financieros,"  6.526,26 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
11-jul,11-jul,Deduc.Impositivas,"  3.201,22 ",Impuesto,No aplica,MASTERCARD,GALICIA
11-jul,11-jul,Serv.Cobro Anticipado,"  144,21 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
12-jul,12-jul,Arancel,"  430,05 ",Arancel,No aplica,MASTERCARD,GALICIA
12-jul,12-jul,Serv.Costos Financieros,"  2.337,79 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
12-jul,12-jul,Deduc.Impositivas,"  1.651,30 ",Impuesto,No aplica,MASTERCARD,GALICIA
12-jul,12-jul,Serv.Cobro Anticipado,"  60,30 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
13-jul,13-jul,Arancel,"  629,05 ",Arancel,No aplica,MASTERCARD,GALICIA
13-jul,13-jul,Serv.Costos Financieros,"  4.370,66 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
13-jul,13-jul,Deduc.Impositivas,"  2.350,60 ",Impuesto,No aplica,MASTERCARD,GALICIA
13-jul,13-jul,Serv.Cobro Anticipado,"  112,74 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
14-jul,14-jul,Arancel,"  60,00 ",Arancel,No aplica,MASTERCARD,GALICIA
14-jul,14-jul,Deduc.Impositivas,"  275,10 ",Impuesto,No aplica,MASTERCARD,GALICIA
17-jul,17-jul,Arancel,"  868,00 ",Arancel,No aplica,MASTERCARD,GALICIA
17-jul,17-jul,Serv.Costos Financieros,"  1.841,39 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
17-jul,17-jul,Deduc.Impositivas,"  3.684,76 ",Impuesto,No aplica,MASTERCARD,GALICIA
17-jul,17-jul,Serv.Cobro Anticipado,"  42,23 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
18-jul,18-jul,Arancel,"  1.142,44 ",Arancel,No aplica,MASTERCARD,GALICIA
18-jul,18-jul,Serv.Costos Financieros,"  10.297,91 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
18-jul,18-jul,Deduc.Impositivas,"  4.533,03 ",Impuesto,No aplica,MASTERCARD,GALICIA
18-jul,18-jul,Serv.Cobro Anticipado,"  256,31 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
19-jul,19-jul,Arancel,"  3.005,95 ",Arancel,No aplica,MASTERCARD,GALICIA
19-jul,19-jul,Serv.Costos Financieros,"  25.838,34 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
19-jul,19-jul,Deduc.Impositivas,"  10.495,52 ",Impuesto,No aplica,MASTERCARD,GALICIA
19-jul,19-jul,Serv.Cobro Anticipado,"  610,92 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
20-jul,20-jul,Arancel,"  480,83 ",Arancel,No aplica,MASTERCARD,GALICIA
20-jul,20-jul,Serv.Costos Financieros,"  2.215,82 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
20-jul,20-jul,Deduc.Impositivas,"  1.900,83 ",Impuesto,No aplica,MASTERCARD,GALICIA
20-jul,20-jul,Serv.Cobro Anticipado,"  57,15 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
21-jul,21-jul,Arancel,"  755,60 ",Arancel,No aplica,MASTERCARD,GALICIA
21-jul,21-jul,Serv.Costos Financieros,"  3.876,06 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
21-jul,21-jul,Deduc.Impositivas,"  2.623,06 ",Impuesto,No aplica,MASTERCARD,GALICIA
21-jul,21-jul,Serv.Cobro Anticipado,  -   ,Cobro Anticipado,No aplica,MASTERCARD,GALICIA
24-jul,24-jul,Arancel,"  1.386,90 ",Arancel,No aplica,MASTERCARD,GALICIA
24-jul,24-jul,Serv.Costos Financieros,"  13.204,81 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
24-jul,24-jul,Deduc.Impositivas,"  4.646,81 ",Impuesto,No aplica,MASTERCARD,GALICIA
25-jul,25-jul,Arancel,"  1.009,00 ",Arancel,No aplica,MASTERCARD,GALICIA
25-jul,25-jul,Serv.Costos Financieros,"  5.493,37 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
25-jul,25-jul,Deduc.Impositivas,"  3.875,30 ",Impuesto,No aplica,MASTERCARD,GALICIA
25-jul,25-jul,Serv.Cobro Anticipado,"  125,85 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
26-jul,26-jul,Arancel,"  64,00 ",Arancel,No aplica,MASTERCARD,GALICIA
26-jul,26-jul,Deduc.Impositivas,"  293,44 ",Impuesto,No aplica,MASTERCARD,GALICIA
27-jul,27-jul,Arancel,"  4.241,96 ",Arancel,No aplica,MASTERCARD,GALICIA
27-jul,27-jul,Serv.Costos Financieros,"  39.146,08 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
27-jul,27-jul,Deduc.Impositivas,"  14.595,40 ",Impuesto,No aplica,MASTERCARD,GALICIA
27-jul,27-jul,Serv.Cobro Anticipado,"  958,60 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
31-jul,31-jul,Arancel,"  236,27 ",Arancel,No aplica,MASTERCARD,GALICIA
31-jul,31-jul,Serv.Costos Financieros,"  1.832,91 ",Costos Financieros,No aplica,MASTERCARD,GALICIA
31-jul,31-jul,Deduc.Impositivas,"  818,12 ",Impuesto,No aplica,MASTERCARD,GALICIA
31-jul,31-jul,Serv.Cobro Anticipado,"  49,09 ",Cobro Anticipado,No aplica,MASTERCARD,GALICIA
3-jul,5-jun,Liq. N° 00293143 - Lote N° 0064 1 Venta en 1 pago,"  14.100,00 ",Crédito,Plan 1 pagos,VISA,SANTANDER
4-jul,22-jun,Liq. N° 00347532 - Lote N° 0066 2 Ventas en 1 pago,"  30.500,00 ",Crédito,Plan 1 pagos,VISA,SANTANDER
5-jul,23-jun,Liq. N° 00272383 - Lote N° 0067 1 Venta en 1 pago,"  4.500,00 ",Crédito,Plan 1 pagos,VISA,SANTANDER
6-jul,26-jun,Liq. N° 00260130 - Lote N° 0071 2 Ventas en 1 pago,"  30.500,00 ",Crédito,Plan 1 pagos,VISA,SANTANDER
19-jul,23-jun,Liq. N° 00260530 - Lote N° 0067 1 Venta en 1 pago,"  9.300,00 ",Crédito,Plan 1 pagos,VISA,SANTANDER
20-jul,26-jun,Liq. N° 00277469 - Lote N° 0071 1 Venta en 1 pago,"  10.000,00 ",Crédito,Plan 1 pagos,VISA,SANTANDER
3-jul,3-jul,Arancel,"  253,80 ",Arancel,No aplica,VISA,SANTANDER
3-jul,3-jul,Deduc.Impositivas,"  546,79 ",Impuesto,No aplica,VISA,SANTANDER
4-jul,4-jul,Arancel,"  549,00 ",Arancel,No aplica,VISA,SANTANDER
4-jul,4-jul,Servicio PAYWAY,"  1.010,40 ",Servicio PAYWAY,No aplica,VISA,SANTANDER
4-jul,4-jul,Deduc.Impositivas,"  1.394,97 ",Impuesto,No aplica,VISA,SANTANDER
5-jul,5-jul,Arancel,"  81,00 ",Arancel,No aplica,VISA,SANTANDER
5-jul,5-jul,Deduc.Impositivas,"  174,51 ",Impuesto,No aplica,VISA,SANTANDER
6-jul,6-jul,Arancel,"  549,00 ",Arancel,No aplica,VISA,SANTANDER
6-jul,6-jul,Deduc.Impositivas,"  1.182,79 ",Impuesto,No aplica,VISA,SANTANDER
19-jul,19-jul,Arancel,"  167,40 ",Arancel,No aplica,VISA,SANTANDER
19-jul,19-jul,Deduc.Impositivas,"  360,65 ",Impuesto,No aplica,VISA,SANTANDER
20-jul,20-jul,Arancel,"  180,00 ",Arancel,No aplica,VISA,SANTANDER
20-jul,20-jul,Deduc.Impositivas,"  387,80 ",Impuesto,No aplica,VISA,SANTANDER
18-jul,22-jun,Liq. N° 00344584 - Lote N° 0066 1 Venta en 1 pago,"  7.800,00 ",Crédito,Plan 1 pago,MASTERCARD,SANTANDER
20-jul,26-jun, Liq. N° 00277470 - Lote N° 0069 1 Venta en 1 pago,"  3.500,00 ",Crédito,Plan 1 pago,MASTERCARD,SANTANDER
18-jul,18-jul,Arancel,"  140,40 ",Arancel,No aplica,MASTERCARD,SANTANDER
18-jul,18-jul,Deduc.Impositivas,"  302,48 ",Impuesto,No aplica,MASTERCARD,SANTANDER
20-jul,20-jul,Arancel,"  63,00 ",Arancel,No aplica,MASTERCARD,SANTANDER
20-jul,20-jul,Deduc.Impositivas,"  135,73 ",Impuesto,No aplica,MASTERCARD,SANTANDER
7-jul,7-jul,16190866-0049,"  6.500,00 ",Crédito,PESOS,NARANJA,NARANJA X
18-jul,18-jul,16190866-0067,"  8.000,00 ",Crédito,PESOS,NARANJA,NARANJA X
24-jul,24-jul,16190866-0078,"  4.000,00 ",Crédito,PESOS,NARANJA,NARANJA X
3-jul,3-jul,16190866-0041,"  23.005,00 ",Crédito,Plan Z,NARANJA,NARANJA X
4-jul,4-jul,16190866-0044,"  12.075,00 ",Crédito,Plan Z,NARANJA,NARANJA X
5-jul,5-jul,16190866-0045,"  26.105,00 ",Crédito,Plan Z,NARANJA,NARANJA X
7-jul,7-jul,16190866-0049,"  7.820,00 ",Crédito,Plan Z,NARANJA,NARANJA X
10-jul,10-jul,16190866-0053,"  12.650,00 ",Crédito,Plan Z,NARANJA,NARANJA X
10-jul,10-jul,16190866-0054,"  32.890,00 ",Crédito,Plan Z,NARANJA,NARANJA X
11-jul,11-jul,16190866-0055,"  10.695,00 ",Crédito,Plan Z,NARANJA,NARANJA X
11-jul,11-jul,16190866-0056,"  27.600,00 ",Crédito,Plan Z,NARANJA,NARANJA X
12-jul,12-jul,16190866-0057,"  49.220,00 ",Crédito,Plan Z,NARANJA,NARANJA X
12-jul,12-jul,16190866-0058,"  19.895,00 ",Crédito,Plan Z,NARANJA,NARANJA X
13-jul,13-jul,16190866-0059,"  34.500,00 ",Crédito,Plan Z,NARANJA,NARANJA X
13-jul,13-jul,16190866-0060,"  41.055,00 ",Crédito,Plan Z,NARANJA,NARANJA X
14-jul,14-jul,16190866-0061,"  12.305,00 ",Crédito,Plan Z,NARANJA,NARANJA X
14-jul,14-jul,16190866-0062,"  25.300,00 ",Crédito,Plan Z,NARANJA,NARANJA X
15-jul,15-jul,16190866-0063,"  20.700,00 ",Crédito,Plan Z,NARANJA,NARANJA X
15-jul,15-jul,16190866-0064,"  16.820,00 ",Crédito,Plan Z,NARANJA,NARANJA X
17-jul,17-jul,16190866-0066,"  9.660,00 ",Crédito,Plan Z,NARANJA,NARANJA X
18-jul,18-jul,16190866-0067,"  23.230,00 ",Crédito,Plan Z,NARANJA,NARANJA X
18-jul,18-jul,16190866-0068,"  10.350,00 ",Crédito,Plan Z,NARANJA,NARANJA X
