ID,continente,tipo_producto,canal_venta,prioridad,fecha_pedido,id_pedido,fecha_envio,unidades, precio_unidad, costo_unidad, venta_total, costo_total, beneficio_total, %_ganancia
4178,África,Snacks,Offline,Alta,10/29/2020,417890584,11/6/2020,1965, $  119.01 , $  76.00 ," $  233,859.37 "," $  149,346.29 "," $  84,513.08 ",36.14%
4080,Europa,Ropa,Online,Baja,4/27/2022,408037650,4/27/2022,6263, $  85.24 , $  27.96 ," $  533,848.10 "," $  175,083.42 "," $  358,764.68 ",67.20%
1867,Centroamérica y Caribe,Cosméticos,Online,Alta,11/28/2021,186766564,12/12/2021,7232, $  341.02 , $  205.40 ," $  2,466,227.71 "," $  1,485,434.00 "," $  980,793.72 ",39.77%
7635,Asia,Cárnicos,Offline,Alta,11/27/2020,763501155,12/2/2020,5813, $  329.07 , $  284.46 ," $  1,912,908.32 "," $  1,653,555.52 "," $  259,352.81 ",13.56%
9679,Asia,Bebida,Online,Media,1/10/2021,967977750,2/22/2021,4982, $  37.01 , $  24.80 ," $  184,388.80 "," $  123,534.67 "," $  60,854.13 ",33.00%
6002,Europa,Snacks,Offline,Crítica,2/7/2020,600245177,3/14/2020,4742, $  119.01 , $  76.00 ," $  564,356.80 "," $  360,407.17 "," $  203,949.63 ",36.14%
8806,África,Cosméticos,Offline,Baja,1/28/2022,880664765,2/3/2022,7129, $  341.02 , $  205.40 ," $  2,431,103.06 "," $  1,464,278.06 "," $  966,825.00 ",39.77%
3999,Norteamérica,Cereales,Online,Media,4/20/2021,399910342,5/4/2021,1212, $  160.45 , $  91.35 ," $  194,460.55 "," $  110,711.11 "," $  83,749.44 ",43.07%
9689,África,Cárnicos,Offline,Media,2/4/2021,968968236,3/8/2021,8088, $  329.07 , $  284.46 ," $  2,661,552.13 "," $  2,300,697.92 "," $  360,854.21 ",13.56%
8691,Europa,Verduras,Offline,Baja,11/24/2020,869137275,12/15/2020,5889, $  120.17 , $  70.93 ," $  707,662.29 "," $  417,679.68 "," $  289,982.60 ",40.98%
7020,África,Verduras,Online,Crítica,7/19/2020,702028787,7/25/2020,4773, $  120.17 , $  70.93 ," $  573,556.14 "," $  338,526.93 "," $  235,029.20 ",40.98%
2395,África,Frutas,Offline,Baja,9/19/2021,239566600,9/20/2021,1935, $  7.28 , $  5.40 ," $  14,081.77 "," $  10,444.36 "," $  3,637.41 ",25.83%
6739,Asia,Ropa,Online,Crítica,10/5/2020,673987042,11/7/2020,6598, $  85.24 , $  27.96 ," $  562,402.96 "," $  184,448.41 "," $  377,954.55 ",67.20%
5678,África,Cárnicos,Offline,Media,8/1/2021,567838943,8/14/2021,5017, $  329.07 , $  284.46 ," $  1,650,965.26 "," $  1,427,126.79 "," $  223,838.47 ",13.56%
8039,Asia,Ropa,Online,Crítica,10/9/2022,803983628,11/1/2022,5477, $  85.24 , $  27.96 ," $  466,850.72 "," $  153,110.63 "," $  313,740.09 ",67.20%
5355,Centroamérica y Caribe,Cosméticos,Offline,Media,11/21/2021,535594928,12/17/2021,3296, $  341.02 , $  205.40 ," $  1,123,988.74 "," $  676,989.83 "," $  446,998.91 ",39.77%
3361,África,Alimento infantil,Online,Media,8/14/2022,336159169,8/17/2022,5823, $  199.12 , $  124.35 ," $  1,159,466.44 "," $  724,076.07 "," $  435,390.37 ",37.55%
8494,Australia y Oceanía,Cárnicos,Offline,Crítica,11/21/2021,849475181,12/12/2021,7438, $  329.07 , $  284.46 ," $  2,447,653.90 "," $  2,115,800.09 "," $  331,853.81 ",13.56%
5396,África,Ropa,Offline,Media,10/6/2022,539654290,10/18/2022,4552, $  85.24 , $  27.96 ," $  388,005.20 "," $  127,252.07 "," $  260,753.13 ",67.20%
6411,Asia,Cereales,Online,Alta,7/20/2021,641120326,9/3/2021,606, $  160.45 , $  91.35 ," $  97,230.28 "," $  55,355.55 "," $  41,874.72 ",43.07%
2086,Asia,Verduras,Offline,Crítica,9/4/2020,208609616,9/5/2020,1076, $  120.17 , $  70.93 ," $  129,299.48 "," $  76,315.73 "," $  52,983.75 ",40.98%
1671,África,Cárnicos,Offline,Alta,7/20/2021,167170989,7/22/2021,8465, $  329.07 , $  284.46 ," $  2,785,613.10 "," $  2,407,938.66 "," $  377,674.44 ",13.56%
1621,Australia y Oceanía,Cárnicos,Online,Crítica,4/3/2020,162165772,5/6/2020,7311, $  329.07 , $  284.46 ," $  2,405,861.48 "," $  2,079,673.90 "," $  326,187.58 ",13.56%
8092,África,Cosméticos,Online,Crítica,6/5/2020,809267795,6/20/2020,9179, $  341.02 , $  205.40 ," $  3,130,185.86 "," $  1,885,342.73 "," $  1,244,843.13 ",39.77%
5444,Europa,Alimento infantil,Online,Crítica,5/22/2020,544463384,6/25/2020,7669, $  199.12 , $  124.35 ," $  1,527,039.01 "," $  953,621.74 "," $  573,417.27 ",37.55%
5740,África,Bebida,Online,Alta,4/17/2020,574051368,5/1/2020,3411, $  37.01 , $  24.80 ," $  126,244.52 "," $  84,579.84 "," $  41,664.68 ",33.00%
8246,África,Frutas,Online,Crítica,9/10/2020,824643075,10/23/2020,9066, $  7.28 , $  5.40 ," $  65,976.91 "," $  48,934.64 "," $  17,042.27 ",25.83%
3931,África,Cuidado personal,Offline,Media,2/11/2021,393162333,3/29/2021,4326, $  63.75 , $  44.20 ," $  275,779.90 "," $  191,220.45 "," $  84,559.46 ",30.66%
6968,África,Frutas,Online,Alta,6/28/2021,696845471,7/8/2021,915, $  7.28 , $  5.40 ," $  6,658.82 "," $  4,938.80 "," $  1,720.02 ",25.83%
5232,Centroamérica y Caribe,Ropa,Offline,Alta,9/18/2020,523241317,10/3/2020,7588, $  85.24 , $  27.96 ," $  646,788.98 "," $  212,124.06 "," $  434,664.92 ",67.20%
9802,África,Cereales,Offline,Baja,12/15/2020,980211198,12/15/2020,5131, $  160.45 , $  91.35 ," $  823,248.43 "," $  468,695.30 "," $  354,553.13 ",43.07%
5459,Australia y Oceanía,Doméstico,Online,Baja,6/27/2020,545928943,8/10/2020,1361, $  521.25 , $  391.98 ," $  709,422.07 "," $  533,486.41 "," $  175,935.65 ",24.80%
9188,África,Verduras,Online,Baja,11/5/2020,918880879,12/13/2020,6127, $  120.17 , $  70.93 ," $  736,261.98 "," $  434,559.93 "," $  301,702.06 ",40.98%
2678,Centroamérica y Caribe,Verduras,Offline,Alta,7/18/2022,267865836,7/30/2022,6308, $  120.17 , $  70.93 ," $  758,012.17 "," $  447,397.42 "," $  310,614.75 ",40.98%
8819,Europa,Material de oficina,Online,Alta,10/8/2020,881995141,10/20/2020,817, $  507.94 , $  409.47 ," $  414,990.08 "," $  334,536.01 "," $  80,454.08 ",19.39%
6206,Europa,Cuidado personal,Online,Crítica,2/17/2021,620692622,3/6/2021,5595, $  63.75 , $  44.20 ," $  356,677.89 "," $  247,313.55 "," $  109,364.35 ",30.66%
5636,Asia,Cárnicos,Online,Media,1/19/2021,563694608,2/11/2021,8616, $  329.07 , $  284.46 ," $  2,835,303.31 "," $  2,450,891.85 "," $  384,411.46 ",13.56%
9610,Centroamérica y Caribe,Bebida,Online,Alta,8/26/2022,961049926,9/9/2022,4885, $  37.01 , $  24.80 ," $  180,798.74 "," $  121,129.44 "," $  59,669.30 ",33.00%
7831,Australia y Oceanía,Material de oficina,Online,Baja,9/24/2022,783119904,10/30/2022,1437, $  507.94 , $  409.47 ," $  729,915.24 "," $  588,406.67 "," $  141,508.58 ",19.39%
8705,Centroamérica y Caribe,Cuidado personal,Online,Alta,10/13/2022,870578372,11/6/2022,2341, $  63.75 , $  44.20 ," $  149,237.35 "," $  103,478.29 "," $  45,759.06 ",30.66%
7844,África,Snacks,Offline,Media,11/3/2021,784411656,11/29/2021,3695, $  119.01 , $  76.00 ," $  439,750.82 "," $  280,831.82 "," $  158,918.99 ",36.14%
1559,Asia,Doméstico,Offline,Crítica,10/10/2020,155918586,11/7/2020,8629, $  521.25 , $  391.98 ," $  4,497,871.43 "," $  3,382,405.77 "," $  1,115,465.65 ",24.80%
9367,África,Cosméticos,Offline,Crítica,11/7/2020,936710488,12/8/2020,2304, $  341.02 , $  205.40 ," $  785,700.86 "," $  473,235.61 "," $  312,465.25 ",39.77%
6487,Asia,Snacks,Online,Media,4/24/2022,648711192,5/16/2022,6912, $  119.01 , $  76.00 ," $  822,613.71 "," $  525,334.12 "," $  297,279.59 ",36.14%
9341,Europa,Doméstico,Online,Crítica,2/1/2020,934157025,2/3/2020,6678, $  521.25 , $  391.98 ," $  3,480,911.51 "," $  2,617,650.45 "," $  863,261.05 ",24.80%
8055,Norteamérica,Ropa,Online,Crítica,5/11/2022,805596816,5/23/2022,2855, $  85.24 , $  27.96 ," $  243,355.63 "," $  79,812.10 "," $  163,543.54 ",67.20%
6958,Centroamérica y Caribe,Cereales,Online,Alta,7/30/2020,695891892,8/3/2020,8730, $  160.45 , $  91.35 ," $  1,400,693.58 "," $  797,448.83 "," $  603,244.75 ",43.07%
2082,Asia,Cuidado personal,Offline,Baja,4/24/2022,208216083,5/13/2022,4621, $  63.75 , $  44.20 ," $  294,585.98 "," $  204,260.21 "," $  90,325.76 ",30.66%
3660,Europa,Cereales,Offline,Crítica,3/25/2021,366055715,4/5/2021,2875, $  160.45 , $  91.35 ," $  461,282.25 "," $  262,619.18 "," $  198,663.08 ",43.07%
4632,África,Cárnicos,Online,Baja,6/3/2021,463209617,6/27/2021,2874, $  329.07 , $  284.46 ," $  945,759.25 "," $  817,532.87 "," $  128,226.38 ",13.56%
3137,Europa,Cosméticos,Online,Media,8/25/2021,313789117,9/7/2021,6028, $  341.02 , $  205.40 ," $  2,055,644.45 "," $  1,238,135.53 "," $  817,508.92 ",39.77%
7022,Asia,Cereales,Offline,Crítica,7/6/2022,702218043,7/29/2022,779, $  160.45 , $  91.35 ," $  124,987.43 "," $  71,158.38 "," $  53,829.06 ",43.07%
2332,Australia y Oceanía,Cárnicos,Online,Alta,2/26/2022,233232724,3/8/2022,7601, $  329.07 , $  284.46 ," $  2,501,292.99 "," $  2,162,166.78 "," $  339,126.22 ",13.56%
2818,Centroamérica y Caribe,Alimento infantil,Offline,Baja,7/20/2020,281881988,8/11/2020,3999, $  199.12 , $  124.35 ," $  796,274.48 "," $  497,266.05 "," $  299,008.43 ",37.55%
9435,África,Snacks,Online,Media,12/6/2020,943527162,12/22/2020,9509, $  119.01 , $  76.00 ," $  1,131,688.91 "," $  722,714.43 "," $  408,974.48 ",36.14%
5838,Europa,Cárnicos,Offline,Media,8/24/2022,583842074,10/4/2022,699, $  329.07 , $  284.46 ," $  230,022.87 "," $  198,836.28 "," $  31,186.58 ",13.56%
7888,África,Alimento infantil,Online,Alta,8/3/2022,788813054,8/9/2022,6167, $  199.12 , $  124.35 ," $  1,227,963.17 "," $  766,851.65 "," $  461,111.52 ",37.55%
5147,Asia,Cuidado personal,Online,Crítica,5/4/2022,514738929,5/16/2022,1543, $  63.75 , $  44.20 ," $  98,365.32 "," $  68,204.61 "," $  30,160.71 ",30.66%
1382,Europa,Frutas,Offline,Media,1/7/2021,138231027,1/28/2021,4487, $  7.28 , $  5.40 ," $  32,653.69 "," $  24,219.03 "," $  8,434.66 ",25.83%
1062,Centroamérica y Caribe,Cereales,Online,Crítica,6/13/2022,106213176,7/15/2022,9694, $  160.45 , $  91.35 ," $  1,555,363.52 "," $  885,506.19 "," $  669,857.34 ",43.07%
4859,Asia,Snacks,Offline,Media,4/6/2022,485921704,4/15/2022,3885, $  119.01 , $  76.00 ," $  462,363.17 "," $  295,272.43 "," $  167,090.74 ",36.14%
5149,Asia,Material de oficina,Online,Alta,10/18/2020,514905440,10/22/2020,817, $  507.94 , $  409.47 ," $  414,990.08 "," $  334,536.01 "," $  80,454.08 ",19.39%
8510,Asia,Cuidado personal,Online,Baja,8/23/2021,851025712,9/27/2021,6275, $  63.75 , $  44.20 ," $  400,027.49 "," $  277,371.32 "," $  122,656.17 ",30.66%
4224,Australia y Oceanía,Alimento infantil,Offline,Baja,8/24/2021,422456347,8/26/2021,3076, $  199.12 , $  124.35 ," $  612,488.20 "," $  382,493.22 "," $  229,994.98 ",37.55%
4776,África,Cosméticos,Offline,Alta,11/29/2020,477683675,12/23/2020,6069, $  341.02 , $  205.40 ," $  2,069,626.10 "," $  1,246,556.82 "," $  823,069.28 ",39.77%
5355,Australia y Oceanía,Ropa,Online,Baja,5/19/2021,535506522,5/25/2021,7135, $  85.24 , $  27.96 ," $  608,175.98 "," $  199,460.35 "," $  408,715.63 ",67.20%
6350,Asia,Cereales,Online,Baja,7/15/2022,635036218,7/31/2022,184, $  160.45 , $  91.35 ," $  29,522.06 "," $  16,807.63 "," $  12,714.44 ",43.07%
8856,Australia y Oceanía,Cárnicos,Offline,Baja,10/31/2022,885696589,11/11/2022,6158, $  329.07 , $  284.46 ," $  2,026,438.92 "," $  1,751,693.60 "," $  274,745.33 ",13.56%
1172,África,Verduras,Offline,Baja,2/14/2021,117223966,2/25/2021,8031, $  120.17 , $  70.93 ," $  965,059.57 "," $  569,601.89 "," $  395,457.68 ",40.98%
8296,África,Ropa,Offline,Alta,12/16/2020,829667174,1/9/2021,5809, $  85.24 , $  27.96 ," $  495,149.87 "," $  162,391.76 "," $  332,758.11 ",67.20%
6433,Centroamérica y Caribe,Bebida,Offline,Crítica,7/28/2020,643387544,8/20/2020,1527, $  37.01 , $  24.80 ," $  56,515.80 "," $  37,863.80 "," $  18,652.00 ",33.00%
8490,Australia y Oceanía,Snacks,Offline,Baja,1/9/2020,849058902,1/25/2020,4252, $  119.01 , $  76.00 ," $  506,040.72 "," $  323,165.61 "," $  182,875.12 ",36.14%
5576,Asia,Material de oficina,Offline,Baja,8/19/2022,557667577,9/15/2022,5083, $  507.94 , $  409.47 ," $  2,581,878.34 "," $  2,081,329.91 "," $  500,548.43 ",19.39%
7505,Asia,Ropa,Offline,Crítica,2/15/2022,750512397,3/4/2022,2151, $  85.24 , $  27.96 ," $  183,347.80 "," $  60,131.64 "," $  123,216.16 ",67.20%
2292,Asia,Verduras,Online,Media,3/13/2021,229204690,3/25/2021,5616, $  120.17 , $  70.93 ," $  674,856.75 "," $  398,317.05 "," $  276,539.70 ",40.98%
5656,Europa,Frutas,Offline,Alta,7/10/2021,565668284,8/3/2021,2671, $  7.28 , $  5.40 ," $  19,437.94 "," $  14,416.99 "," $  5,020.95 ",25.83%
2521,Centroamérica y Caribe,Snacks,Offline,Media,4/23/2022,252139508,5/23/2022,2538, $  119.01 , $  76.00 ," $  302,053.47 "," $  192,896.12 "," $  109,157.35 ",36.14%
5511,África,Snacks,Offline,Alta,10/1/2021,551167190,11/13/2021,1474, $  119.01 , $  76.00 ," $  175,424.28 "," $  112,028.72 "," $  63,395.56 ",36.14%
5456,África,Doméstico,Offline,Crítica,4/16/2021,545612657,5/29/2021,7765, $  521.25 , $  391.98 ," $  4,047,510.91 "," $  3,043,734.02 "," $  1,003,776.89 ",24.80%
2886,África,Snacks,Offline,Baja,5/7/2021,288649737,6/20/2021,6727, $  119.01 , $  76.00 ," $  800,596.41 "," $  511,273.53 "," $  289,322.89 ",36.14%
3537,Centroamérica y Caribe,Cuidado personal,Online,Baja,9/30/2022,353764760,10/27/2022,5709, $  63.75 , $  44.20 ," $  363,945.32 "," $  252,352.64 "," $  111,592.68 ",30.66%
4847,África,Frutas,Offline,Media,6/5/2022,484756553,6/14/2022,9091, $  7.28 , $  5.40 ," $  66,158.84 "," $  49,069.58 "," $  17,089.26 ",25.83%
9457,Europa,Bebida,Online,Media,7/30/2020,945736443,8/20/2020,3285, $  37.01 , $  24.80 ," $  121,581.14 "," $  81,455.52 "," $  40,125.62 ",33.00%
2711,África,Bebida,Offline,Baja,2/2/2022,271128261,3/7/2022,1732, $  37.01 , $  24.80 ," $  64,103.05 "," $  42,947.02 "," $  21,156.03 ",33.00%
2156,Centroamérica y Caribe,Alimento infantil,Offline,Baja,10/26/2020,215668332,11/21/2020,9907, $  199.12 , $  124.35 ," $  1,972,665.99 "," $  1,231,911.67 "," $  740,754.32 ",37.55%
8044,Europa,Frutas,Online,Alta,1/9/2021,804405486,2/1/2021,314, $  7.28 , $  5.40 ," $  2,285.10 "," $  1,694.85 ", $  590.26 ,25.83%
7827,África,Cárnicos,Online,Media,8/26/2021,782701051,9/1/2021,7489, $  329.07 , $  284.46 ," $  2,464,436.68 "," $  2,130,307.46 "," $  334,129.22 ",13.56%
7662,Europa,Doméstico,Offline,Crítica,8/15/2020,766228854,10/3/2020,3000, $  521.25 , $  391.98 ," $  1,563,751.80 "," $  1,175,943.60 "," $  387,808.20 ",24.80%
9909,Australia y Oceanía,Frutas,Online,Media,12/21/2021,990975224,1/27/2022,445, $  7.28 , $  5.40 ," $  3,238.44 "," $  2,401.93 ", $  836.51 ,25.83%
8632,África,Cereales,Online,Media,2/20/2020,863238990,4/3/2020,455, $  160.45 , $  91.35 ," $  73,002.93 "," $  41,562.34 "," $  31,440.59 ",43.07%
3096,Europa,Cuidado personal,Offline,Media,5/22/2021,309631478,5/27/2021,5690, $  63.75 , $  44.20 ," $  362,734.09 "," $  251,512.79 "," $  111,221.29 ",30.66%
2270,Centroamérica y Caribe,Verduras,Offline,Baja,5/24/2022,227076518,7/13/2022,5843, $  120.17 , $  70.93 ," $  702,134.61 "," $  414,417.11 "," $  287,717.50 ",40.98%
2328,Asia,Cuidado personal,Online,Crítica,3/23/2020,232810437,4/6/2020,2637, $  63.75 , $  44.20 ," $  168,107.17 "," $  116,562.26 "," $  51,544.91 ",30.66%
9143,África,Bebida,Online,Crítica,5/10/2022,914382064,6/6/2022,4827, $  37.01 , $  24.80 ," $  178,652.10 "," $  119,691.26 "," $  58,960.84 ",33.00%
6796,África,Verduras,Online,Crítica,5/17/2022,679652726,6/13/2022,3200, $  120.17 , $  70.93 ," $  384,533.76 "," $  226,961.28 "," $  157,572.48 ",40.98%
7067,Europa,Cereales,Online,Baja,6/2/2021,706796252,7/16/2021,5572, $  160.45 , $  91.35 ," $  894,005.11 "," $  508,978.80 "," $  385,026.31 ",43.07%
8942,Europa,Frutas,Online,Media,1/8/2021,894298970,1/26/2021,1793, $  7.28 , $  5.40 ," $  13,048.38 "," $  9,677.90 "," $  3,370.48 ",25.83%
3109,Centroamérica y Caribe,Bebida,Online,Baja,9/10/2021,310959708,10/12/2021,8743, $  37.01 , $  24.80 ," $  323,587.17 "," $  216,793.18 "," $  106,794.00 ",33.00%
3458,Europa,Bebida,Offline,Baja,6/27/2021,345889794,7/25/2021,5331, $  37.01 , $  24.80 ," $  197,305.64 "," $  132,188.54 "," $  65,117.10 ",33.00%
6585,África,Frutas,Online,Alta,4/15/2020,658513057,5/23/2020,7502, $  7.28 , $  5.40 ," $  54,595.05 "," $  40,492.80 "," $  14,102.26 ",25.83%
5285,Europa,Material de oficina,Online,Media,3/28/2021,528565824,4/3/2021,3228, $  507.94 , $  409.47 ," $  1,639,642.59 "," $  1,321,765.29 "," $  317,877.30 ",19.39%
2060,Asia,Material de oficina,Online,Alta,9/28/2020,206096923,10/15/2020,7514, $  507.94 , $  409.47 ," $  3,816,689.71 "," $  3,076,748.56 "," $  739,941.15 ",19.39%
4614,Australia y Oceanía,Ropa,Online,Baja,4/25/2021,461467683,5/11/2021,7397, $  85.24 , $  27.96 ," $  630,508.44 "," $  206,784.61 "," $  423,723.83 ",67.20%
3353,Centroamérica y Caribe,Bebida,Online,Alta,8/4/2021,335351932,9/13/2021,6944, $  37.01 , $  24.80 ," $  257,004.38 "," $  172,184.81 "," $  84,819.57 ",33.00%
2887,África,Verduras,Online,Media,8/10/2020,288735997,9/14/2020,2253, $  120.17 , $  70.93 ," $  270,735.80 "," $  159,794.93 "," $  110,940.87 ",40.98%
8529,Europa,Cuidado personal,Offline,Crítica,2/3/2022,852918708,3/14/2022,6454, $  63.75 , $  44.20 ," $  411,438.63 "," $  285,283.58 "," $  126,155.05 ",30.66%
3795,África,Snacks,Offline,Crítica,8/3/2021,379511392,8/3/2021,4709, $  119.01 , $  76.00 ," $  560,429.39 "," $  357,899.07 "," $  202,530.32 ",36.14%
8904,Asia,Verduras,Offline,Media,3/16/2022,890437877,3/24/2022,9210, $  120.17 , $  70.93 ," $  1,106,736.23 "," $  653,222.93 "," $  453,513.29 ",40.98%
4279,Europa,Frutas,Offline,Alta,9/21/2021,427934491,10/4/2021,4180, $  7.28 , $  5.40 ," $  30,419.53 "," $  22,561.97 "," $  7,857.56 ",25.83%
7045,Asia,Doméstico,Offline,Alta,8/13/2022,704550063,8/18/2022,875, $  521.25 , $  391.98 ," $  456,094.28 "," $  342,983.55 "," $  113,110.73 ",24.80%
3531,Australia y Oceanía,Cárnicos,Online,Crítica,1/16/2022,353145921,2/23/2022,2580, $  329.07 , $  284.46 ," $  849,011.44 "," $  733,902.16 "," $  115,109.28 ",13.56%
7768,África,Snacks,Online,Media,11/9/2021,776895892,11/9/2021,9614, $  119.01 , $  76.00 ," $  1,144,185.21 "," $  730,694.76 "," $  413,490.45 ",36.14%
2992,Centroamérica y Caribe,Verduras,Online,Crítica,6/14/2021,299286305,8/3/2021,4323, $  120.17 , $  70.93 ," $  519,481.08 "," $  306,610.50 "," $  212,870.57 ",40.98%
9141,Centroamérica y Caribe,Snacks,Online,Alta,1/17/2022,914115989,2/12/2022,6090, $  119.01 , $  76.00 ," $  724,785.52 "," $  462,859.49 "," $  261,926.03 ",36.14%
6354,África,Alimento infantil,Offline,Crítica,5/30/2022,635496270,7/5/2022,6323, $  199.12 , $  124.35 ," $  1,259,025.64 "," $  786,249.87 "," $  472,775.77 ",37.55%
2478,África,Cárnicos,Offline,Alta,4/13/2020,247850978,5/8/2020,3467, $  329.07 , $  284.46 ," $  1,140,900.25 "," $  986,216.58 "," $  154,683.67 ",13.56%
1559,Australia y Oceanía,Ropa,Offline,Baja,5/21/2022,155916440,7/10/2022,7994, $  85.24 , $  27.96 ," $  681,395.77 "," $  223,473.87 "," $  457,921.90 ",67.20%
8347,Europa,Verduras,Offline,Baja,2/11/2020,834741485,2/17/2020,7410, $  120.17 , $  70.93 ," $  890,435.99 "," $  525,557.21 "," $  364,878.77 ",40.98%
5796,Australia y Oceanía,Cárnicos,Online,Baja,6/2/2022,579687440,6/5/2022,1250, $  329.07 , $  284.46 ," $  411,342.75 "," $  355,572.75 "," $  55,770.00 ",13.56%
4564,África,Cuidado personal,Online,Alta,1/27/2020,456428134,3/6/2020,6083, $  63.75 , $  44.20 ," $  387,787.60 "," $  268,884.42 "," $  118,903.18 ",30.66%
2509,África,Snacks,Offline,Media,5/27/2021,250949895,6/19/2021,505, $  119.01 , $  76.00 ," $  60,101.26 "," $  38,381.62 "," $  21,719.65 ",36.14%
7195,Centroamérica y Caribe,Verduras,Online,Baja,4/9/2022,719551551,4/14/2022,149, $  120.17 , $  70.93 ," $  17,904.85 "," $  10,567.88 "," $  7,336.97 ",40.98%
4388,Europa,Cosméticos,Online,Crítica,10/20/2021,438844430,12/7/2021,2674, $  341.02 , $  205.40 ," $  911,876.78 "," $  549,232.65 "," $  362,644.14 ",39.77%
7557,África,Verduras,Online,Crítica,12/15/2020,755752360,2/3/2021,2773, $  120.17 , $  70.93 ," $  333,222.54 "," $  196,676.13 "," $  136,546.40 ",40.98%
8375,África,Ropa,Online,Crítica,2/1/2021,837511670,2/28/2021,7169, $  85.24 , $  27.96 ," $  611,074.09 "," $  200,410.83 "," $  410,663.26 ",67.20%
8216,África,Cosméticos,Offline,Media,7/12/2022,821671187,8/11/2022,9619, $  341.02 , $  205.40 ," $  3,280,232.90 "," $  1,975,717.59 "," $  1,304,515.31 ",39.77%
4660,Europa,Verduras,Online,Media,4/17/2020,466092240,5/13/2020,5906, $  120.17 , $  70.93 ," $  709,705.12 "," $  418,885.41 "," $  290,819.71 ",40.98%
4989,África,Alimento infantil,Offline,Media,8/31/2022,498948657,9/16/2022,8850, $  199.12 , $  124.35 ," $  1,762,197.84 "," $  1,100,476.26 "," $  661,721.58 ",37.55%
3687,Europa,Doméstico,Online,Baja,3/5/2021,368726766,3/24/2021,3299, $  521.25 , $  391.98 ," $  1,719,605.73 "," $  1,293,145.98 "," $  426,459.75 ",24.80%
4942,Centroamérica y Caribe,Bebida,Offline,Baja,8/15/2020,494225394,9/24/2020,1132, $  37.01 , $  24.80 ," $  41,896.45 "," $  28,069.30 "," $  13,827.15 ",33.00%
9145,África,Cosméticos,Offline,Baja,6/25/2020,914555871,8/11/2020,6261, $  341.02 , $  205.40 ," $  2,135,101.18 "," $  1,285,993.12 "," $  849,108.05 ",39.77%
8391,Australia y Oceanía,Ropa,Online,Media,1/28/2022,839142024,3/15/2022,9627, $  85.24 , $  27.96 ," $  820,590.08 "," $  269,124.71 "," $  551,465.37 ",67.20%
8977,Norteamérica,Bebida,Online,Media,5/26/2021,897720181,6/2/2021,4206, $  37.01 , $  24.80 ," $  155,668.27 "," $  104,292.82 "," $  51,375.45 ",33.00%
8903,Asia,Bebida,Offline,Crítica,12/30/2021,890339171,2/9/2022,1, $  37.01 , $  24.80 , $  37.01 , $  24.80 , $  12.21 ,33.00%
2373,Asia,Snacks,Offline,Baja,2/7/2022,237360322,2/24/2022,9049, $  119.01 , $  76.00 ," $  1,076,943.21 "," $  687,752.96 "," $  389,190.25 ",36.14%
2294,Europa,Ropa,Online,Alta,10/11/2021,229457461,11/26/2021,417, $  85.24 , $  27.96 ," $  35,544.41 "," $  11,657.32 "," $  23,887.09 ",67.20%
8776,Asia,Cuidado personal,Online,Media,6/28/2021,877616918,6/28/2021,5203, $  63.75 , $  44.20 ," $  331,688.13 "," $  229,986.13 "," $  101,702.00 ",30.66%
4631,África,Verduras,Offline,Baja,9/2/2020,463137519,10/14/2020,1539, $  120.17 , $  70.93 ," $  184,936.71 "," $  109,154.19 "," $  75,782.51 ",40.98%
4876,Asia,Cuidado personal,Online,Crítica,1/10/2022,487630593,2/25/2022,9584, $  63.75 , $  44.20 ," $  610,974.25 "," $  423,637.72 "," $  187,336.53 ",30.66%
7230,Asia,Verduras,Online,Crítica,7/3/2021,723019969,7/27/2021,6531, $  120.17 , $  70.93 ," $  784,809.37 "," $  463,213.79 "," $  321,595.58 ",40.98%
5615,África,Alimento infantil,Online,Media,3/6/2021,561541974,3/10/2021,1604, $  199.12 , $  124.35 ," $  319,385.91 "," $  199,453.55 "," $  119,932.36 ",37.55%
3657,África,Verduras,Online,Alta,2/4/2022,365745437,2/4/2022,1057, $  120.17 , $  70.93 ," $  127,016.31 "," $  74,968.15 "," $  52,048.16 ",40.98%
1184,África,Doméstico,Offline,Alta,11/4/2022,118491685,12/14/2022,3178, $  521.25 , $  391.98 ," $  1,656,534.41 "," $  1,245,716.25 "," $  410,818.15 ",24.80%
7729,África,Doméstico,Online,Alta,12/25/2020,772954547,2/3/2021,3282, $  521.25 , $  391.98 ," $  1,710,744.47 "," $  1,286,482.30 "," $  424,262.17 ",24.80%
2026,Europa,Verduras,Online,Media,3/13/2020,202620351,4/11/2020,8719, $  120.17 , $  70.93 ," $  1,047,734.33 "," $  618,398.56 "," $  429,335.77 ",40.98%
8512,Centroamérica y Caribe,Frutas,Offline,Baja,4/12/2020,851287925,5/6/2020,3869, $  7.28 , $  5.40 ," $  28,156.26 "," $  20,883.31 "," $  7,272.95 ",25.83%
2830,África,Verduras,Offline,Crítica,6/5/2021,283068597,6/13/2021,5143, $  120.17 , $  70.93 ," $  618,017.85 "," $  364,769.33 "," $  253,248.52 ",40.98%
6323,Europa,Bebida,Offline,Media,10/23/2022,632386195,12/12/2022,5983, $  37.01 , $  24.80 ," $  221,436.81 "," $  148,355.66 "," $  73,081.15 ",33.00%
9539,Asia,Snacks,Online,Crítica,2/20/2021,953977048,3/22/2021,1863, $  119.01 , $  76.00 ," $  221,720.10 "," $  141,593.96 "," $  80,126.14 ",36.14%
