Item Id,Sold Date,Canceled Date,Completed Date,Item Title,Order Status,Shipped to State,Shipped from State,Item Price,Buyer Shipping Fee,Gross Payments,Seller Shipping Fee,Mercari Selling Fee,Payment Processing Fee,Shipping Adjustment Fee,Seller Sales Profit,Sales Tax Charged to Buyer,,West coast
m44581333243,10/17/2021,,10/24/2021,Black Puma V Neck Hoodie Womens Large Scoopneck Gray Pockets,Completed,North Carolina,Minnesota,11,0,3.65,1.1,0.62,0,5.63,0.8,0,,
m59410324112,10/23/2021,,10/29/2021,Columbia Flannel Hoodie Jacket Black Medium Coat Button Up Plaid,Completed,North Carolina,Minnesota,25,0,3.65,2.5,1.03,0,17.82,1.75,0,,
m75047524345,10/21/2021,,11/1/2021,NEW Scentsy Away In A Manger Wax Warmer Wrap Metal Christmas Nativity Scene,Completed,North Carolina,Minnesota,22,5.99,0,2.2,0.94,0,18.86,1.89,0,,
m79458839265,11/1/2021,,11/8/2021,Starbucks Black Matte Bubba Tumbler HTF,Completed,North Carolina,Minnesota,55,0,7.99,5.5,1.9,0,39.61,3.85,0,,
m87957339678,11/21/2021,,12/4/2021,Essential Oil Aroma Diffuser Fragrance Bundle NOW DOTERRA YOUNGLIVING,Completed,North Carolina,Minnesota,23,5.99,0,2.3,0.97,0,19.73,2.03,0,,
m65661044494,10/16/2021,,10/21/2021,Cole Haan Zerogrand Suede Ankle Boots Womens Chelsea Bootie 8.5 Waterproof,Completed,North Dakota,Minnesota,30,5.99,0,3,1.17,0,25.83,2.61,0,,
m96381202098,2/9/2021,,2/18/2021,"Prince the Pug 5"" Squishmallow",Completed,Ohio,Minnesota,13,0,13,3.49,1.3,0.68,0,7.53,0.94,,
m60616621414,2/8/2021,,2/18/2021,Buzzfeed Nifty An Organized Life Journal,Completed,Ohio,Minnesota,16,0,16,3.49,1.6,0.76,0,10.15,1.12,,
m11212324352,2/18/2021,,2/23/2021,Adidas Windbreaker NWOT Medium Womens,Completed,Ohio,Minnesota,21,0,21,3.49,2.1,0.91,0,14.5,1.52,,
m60082109592,3/10/2021,,3/16/2021,High waisted mom jeans four 5 Old Navy,Completed,Ohio,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.09,,
m75765960512,3/19/2021,,3/26/2021,Sally Hansen Miracle Gel Nail Polish Bun,Completed,Ohio,Minnesota,17,0,17,3.65,1.7,0.79,0,10.86,1.15,,
m85188326859,4/2/2021,,4/5/2021,VS PINK Black Zip Up Hoodie Small,Completed,Ohio,Minnesota,12,0,12,3.49,1.2,0.65,0,6.66,0.87,,
m65283360584,4/1/2021,,4/6/2021,New Balance 711 Everyday Tennis Shoes,Completed,Ohio,Minnesota,24,4.8,28.8,0,2.4,1,0,20.6,1.94,,
m31651183754,4/15/2021,,4/19/2021,My Neighbor Totoro Wristlet Purse Wallet,Completed,Ohio,Minnesota,7,3.65,10.65,0,0.7,0.5,0,5.8,0.75,,
m64805519010,5/8/2021,,5/12/2021,NEW Eddie Bauer Pajama Set Small,Completed,Ohio,Minnesota,14,0,14,3.49,1.4,0.71,0,8.4,0.95,,
m35520218077,6/13/2021,,6/20/2021,Starbucks color changing cups set 2019,Completed,Ohio,Minnesota,33,5.99,0,3.3,1.26,0,28.44,2.53,0,,
m54986553736,6/18/2021,,6/21/2021,Athleta Red Purple Tankini Top Medium,Completed,Ohio,Minnesota,19,0,3.65,1.9,0.85,0,12.6,1.33,0,,
m13420052205,8/2/2021,,8/5/2021,Vera Bradley Drawstring Cinch Purse Blue,Completed,Ohio,Minnesota,13,0,3.65,1.3,0.68,1.15,6.22,0.94,0,,
m49802367743,8/5/2021,,8/14/2021,W10 Crocs Sandals Isabella T-Strap Nude,Completed,Ohio,Minnesota,25,0,4.8,2.5,1.03,0,16.67,1.69,0,,
m66514062369,9/28/2021,,10/5/2021,Disney Mickey Mouse Treat Popcorn Footed Bowl 2011 Halloween,Completed,Ohio,Minnesota,24,7.99,0,2.4,1,0,20.6,2.16,0,,
m15589539037,2/7/2021,,2/17/2021,BUNDLE Floral Embroidered Top and Pants,Completed,Oklahoma,Minnesota,22,0,22,3.49,2.2,0.94,0,15.37,1.87,,
m71535200637,2/7/2021,,2/17/2021,RESERVED BUNDLE,Completed,Oklahoma,Minnesota,25,0,25,3.49,2.5,1.03,0,17.98,2.25,,
m31437628699,2/16/2021,,2/20/2021,Vans Floral Hoodie,Completed,Oklahoma,Minnesota,30,3.49,33.49,0,3,1.17,0,25.83,3.02,,
m48168198039,2/16/2021,,2/21/2021,Astrology Zodiac Signs Long Sleeve Tee,Completed,Oklahoma,Minnesota,12,0,12,3.49,1.2,0.65,0,6.66,0.54,,
m87279028838,2/28/2021,,3/4/2021,Nike Dri Fit Shorts Blue/ Red/ Turquoise,Completed,Oklahoma,Minnesota,10,3.49,13.49,0,1,0.59,0,8.41,0.95,,
m45622364012,1/25/2021,,1/30/2021,Dr. Scholls Comfy Light Energy Slip Ons,Completed,Pennsylvania,Minnesota,25,0,25,4.99,2.5,1.03,0,16.48,0,,
m22991042412,2/5/2021,,2/13/2021,Tumbler Bundle Rainbow Black Starbucks,Completed,Pennsylvania,Minnesota,37,3.49,40.49,0,3.7,1.37,0,31.93,2.43,,
m27472379404,2/11/2021,,2/16/2021,Keith Haring Barking Dog Long Sleeve SM,Completed,Pennsylvania,Minnesota,16,0,16,3.49,1.6,0.76,0,10.15,0,,
m82083475083,2/14/2021,,2/18/2021,Adidas Climawarm Hoodie Womens Small,Completed,Pennsylvania,Minnesota,18,3.49,21.49,0,1.8,0.82,0,15.38,0,,
m49810652445,2/12/2021,,2/19/2021,RESERVED,Completed,Pennsylvania,Minnesota,47,3.49,50.49,0,4.7,1.66,0,40.64,0,,
m19897725549,2/18/2021,,2/20/2021,Pink Sweatshirt Black Cozy Womens Large,Completed,Pennsylvania,Minnesota,28,0,28,3.49,2.8,1.11,0,20.6,0,,
m92433117712,2/18/2021,,2/22/2021,Starbucks Bundle Reserved,Completed,Pennsylvania,Minnesota,48,0,48,3.49,4.8,1.69,0,38.02,2.88,,
m94339446580,2/18/2021,,2/23/2021,Nike Sweet Classic Leather Floral Purple,Completed,Pennsylvania,Minnesota,35,4.99,39.99,0,3.5,1.32,0,30.18,0,,
m70485229722,2/22/2021,,2/24/2021,Reserved for Trish Kusner,Completed,Pennsylvania,Minnesota,16,3.49,19.49,0,1.6,0.76,0,13.64,0,,
m82750980035,3/10/2021,,3/18/2021,NWT Lululemon Dupe Leggings Lysse Med,Completed,Pennsylvania,Minnesota,22,0,22,3.49,2.2,0.94,0,15.37,0,,
m51073042238,3/14/2021,,3/22/2021,Four Starbucks Rainbow Confetti Cold Cup,Completed,Pennsylvania,Minnesota,31,3.65,34.65,0,3.1,1.2,0,26.7,2.08,,
m21209026471,3/16/2021,,3/22/2021,Medium Black Adidas Zip Hoodie Jacket,Completed,Pennsylvania,Minnesota,17,3.49,20.49,0,1.7,0.79,0,14.51,0,,
m22892036463,3/19/2021,,3/22/2021,Orly Breathable Nail Polish Bundle,Completed,Pennsylvania,Minnesota,12,3.65,15.65,0,1.2,0.65,0,10.15,0.94,,
m44978387066,3/18/2021,,3/24/2021,Starbucks Venti Honeycomb Studded Cup,Completed,Pennsylvania,Minnesota,50,7.99,57.99,0,5,1.75,0,43.25,4.06,,
m76182828256,3/21/2021,,3/29/2021,Puma Suede Vintage Quarry/Gold size 7.5,Completed,Pennsylvania,Minnesota,15,4.99,19.99,0,1.5,0.74,0,12.76,0,,
m34677341239,3/24/2021,,3/31/2021,Black Classic Crocs M9 W11,Completed,Pennsylvania,Minnesota,19,4.8,23.8,0,1.9,0.85,0,16.25,0,,
m16009560952,4/4/2021,,4/8/2021,NWOT 36A Victorias Secret Demi Bra,Completed,Pennsylvania,Minnesota,12,0,12,3.49,1.2,0.65,0,6.66,0,,
m36309404269,4/3/2021,,4/12/2021,Soft Oversized Pitbull Dog Hoodie Large,Completed,Pennsylvania,Minnesota,21,0,21,3.65,2.1,0.91,0,14.34,0,,
m46733886912,4/6/2021,,4/15/2021,New Kate Spade Queen Fleece Blanket,Completed,Pennsylvania,Minnesota,36,7.99,43.99,0,3.6,1.34,0,31.06,2.64,,
m85782816314,4/11/2021,,4/16/2021,New OPI Nail Polish Bundle Blue Teal,Completed,Pennsylvania,Minnesota,16,0,16,3.65,1.6,0.76,0,9.99,1.12,,
m45691820299,4/16/2021,,4/24/2021,VS PINK Black Zip Up Hoodie Large,Completed,Pennsylvania,Minnesota,18,0,18,3.65,1.8,0.82,0,11.73,0,,
m26322741396,4/21/2021,,4/26/2021,PINK Yoga Leggings Black Gray Joggers,Completed,Pennsylvania,Minnesota,16,0,16,3.65,1.6,0.76,0,9.99,0,,
m61675973825,4/24/2021,,4/30/2021,Plaid Sherpa Pullover Sweatshirt Hoodie,Completed,Pennsylvania,Minnesota,15,3.65,18.65,0,1.5,0.74,0,12.76,0,,
m28238985604,5/2/2021,,5/8/2021,Vineyard Vines Blue Hoodie Edgartown MD,Completed,Pennsylvania,Minnesota,15,0,15,3.65,1.5,0.74,0,9.11,0,,
m17481790362,5/10/2021,,,Nike Zip Up Hoodie Sweatshirt Small,In process,Pennsylvania,Minnesota,23,0,23,3.65,2.3,0.97,0,16.08,0,,
m94829238381,5/6/2021,,5/13/2021,Sequin Back VS Pink Long Sleeve Tee SM,Completed,Pennsylvania,Minnesota,14,0,14,3.65,1.4,0.71,0,8.24,0,,
m60531317403,6/18/2021,,6/24/2021,"Chacos Leather Wayfarer - Womens 9, Rust",Completed,Pennsylvania,Minnesota,60,0,4.8,6,2.04,0,47.16,0,0,,
m65246410260,6/14/2021,,6/26/2021,Nike Revolution 4 W9.5 Gray Blue Shoes,Completed,Pennsylvania,Minnesota,23,0,4.8,2.3,0.97,0,14.93,0,0,,
m45520900587,7/4/2021,,7/11/2021,Nike Air Force 1 Low Independance Day M9,Completed,Pennsylvania,Minnesota,45,9.99,0,4.5,1.61,0,38.89,0,0,,
m44674701908,8/10/2021,,8/15/2021,Life Is Good Coffee Womens Long Sleeve L,Completed,Pennsylvania,Minnesota,22,0,3.65,2.2,0.94,0,15.21,0,0,,
m89203881753,8/16/2021,,8/23/2021,Carhartt Sage Green Hoodie 2XL Cotton,Completed,Pennsylvania,Minnesota,26,0,3.65,2.6,1.05,0,18.7,0,0,,
m60784517556,8/25/2021,,9/4/2021,Merrell Ozzy Trail Hiking Shoes Vibram,Completed,Pennsylvania,Minnesota,40,0,7.99,4,1.46,0,26.55,0,0,,
m24016750744,9/11/2021,,9/16/2021,4 Disney Store Ratatouille Coffee Mugs Remy Rat and Emile Rare HTF Bon Appetit,Completed,Pennsylvania,Minnesota,45,12,0,4.5,1.61,0,38.89,3.42,0,,
m30642823537,10/18/2021,,10/29/2021,NEW Lowepro Photo Traveler 150 Backpack Camera Carrying Case Equipment Brown,Completed,Pennsylvania,Minnesota,24,7.99,0,2.4,1,0,20.6,1.92,0,,
m76581146848,11/14/2021,,11/20/2021,"NWT Nemo Squishmallow Disney 5"" Orange Fish Clownfish",Completed,Pennsylvania,Minnesota,9,3.65,0,0.9,0.56,0,7.54,0.76,0,,
m79397500780,11/18/2021,,11/23/2021,Columbia Cascadian Snowchill Winter Boots Waterproof Black W8 Suede Zipper,Completed,Pennsylvania,Minnesota,26,12,0,2.6,1.05,0,22.35,0,0,,
m59758986021,7/14/2021,,7/20/2021,Disney Parks Mickey Icon 5 Photo Frame,Completed,Rhode Island,Minnesota,25,0,4.8,2.5,1.03,0,16.67,1.75,0,,
m17307792134,1/13/2021,,1/19/2021,11 pc Small Pajama Pants Bundle,Completed,South Carolina,Minnesota,36,4.99,40.99,0,3.6,1.34,0,31.06,2.87,,
m38194770309,1/23/2021,,1/30/2021,Starbucks Color Changing Confetti Cup,Completed,South Carolina,Minnesota,20,0,20,3.49,2,0.88,0,13.63,1.4,,
m44393126493,1/29/2021,,2/6/2021,Adidas Swift Run X White Shoes womens 8,Completed,South Carolina,Minnesota,30,3.49,33.49,0,3,1.17,0,25.83,2.34,,
m37496281313,2/2/2021,,2/8/2021,UGG Australia Grey Suede Boots size 9,Completed,South Carolina,Minnesota,30,0,30,3.49,3,1.17,0,22.34,2.4,,
m13669079398,2/4/2021,,2/8/2021,Starbucks Zebra Black White Striped Mug,Completed,South Carolina,Minnesota,16,0,16,3.49,1.6,0.76,0,10.15,1.12,,
m45588543488,2/11/2021,,2/17/2021,Realtree Tervis Tumbler Set NWT 24 oz,Completed,South Carolina,Minnesota,35,0,35,4.99,3.5,1.32,0,25.19,2.8,,
m60568391827,2/23/2021,,3/6/2021,Columbia Sun Protection OmniShade Tee,Completed,South Carolina,Minnesota,14,3.49,17.49,0,1.4,0.71,0,11.89,1.22,,
m21118606554,3/26/2021,,4/3/2021,New Adidas Cloudfoam Blush Running Shoes,Completed,South Carolina,Minnesota,40,0,40,4.8,4,1.46,0,29.74,2.8,,
m96185403145,3/23/2021,,4/4/2021,The North Face Purple Hoodie Large,Completed,South Carolina,Minnesota,20,4.8,24.8,0,2,0.88,0,17.12,1.49,,
m87064352921,5/10/2021,,,Nike Free Rn Flyknit Geometric Black 8.5,In process,South Carolina,Minnesota,18,0,18,4.8,1.8,0.82,0,10.58,1.62,,
m90444387307,5/9/2021,,,Harry Potter Gryffindor Cardigan Medium,In process,South Carolina,Minnesota,28,0,28,3.65,2.8,1.11,0,20.44,2.24,,
m74787638423,6/28/2021,,7/9/2021,Merino Wool Balaclava Neck Gaiter Mask,Completed,South Carolina,Minnesota,21,0,3.65,2.1,0.91,0,14.34,1.68,0,,
m39172531831,11/5/2021,,11/12/2021,UGG Neumel Chukka Boot Chestnut Suede Wool,Completed,South Carolina,Minnesota,47,7.99,0,4.7,1.66,0,40.64,3.85,0,,
m79794226287,11/15/2021,,11/26/2021,#1 Dad Fathers Day Tervis Tumbler 16 oz,Completed,South Carolina,Minnesota,10,0,3.65,1,0.59,0,4.76,0.7,0,,
m69947150622,1/2/2021,,1/8/2021,MSI 460GTX HAWK Talon Attack video card,Completed,Tennessee,Minnesota,20,9.99,29.99,0,2,0.88,0,17.12,2.92,,
m57853078407,1/11/2021,,1/16/2021,Adidas Cloudfoam Pure Black size 10 8,Completed,Tennessee,Minnesota,23,4.6,27.6,0,2.3,0.97,0,19.73,2.69,,
m83788655589,1/22/2021,,1/26/2021,Men's DC sneakers athletic shoes size 13,Completed,Tennessee,Minnesota,30,4.99,34.99,0,3,1.17,0,25.83,3.41,,
m53924277011,1/24/2021,,1/30/2021,PINK Victorias Secret Sweatpants Joggers,Completed,Tennessee,Minnesota,18,3.49,21.49,0,1.8,0.82,0,15.38,1.99,,
m53453792713,1/30/2021,,2/8/2021,Bundle Sweater and Jeans Medium 2 womens,Completed,Tennessee,Minnesota,28,0,28,3.49,2.8,1.11,0,20.6,2.66,,
m30092789438,2/8/2021,,2/19/2021,Nike black leggings large like new,Completed,Tennessee,Minnesota,18,0,18,3.49,1.8,0.82,0,11.89,1.76,,
m92018657265,2/14/2021,,2/24/2021,Nike Pro Black Long Sleeve Womens XL,Completed,Tennessee,Minnesota,18,0,18,3.49,1.8,0.82,0,11.89,1.67,,
m66733486974,2/6/2021,,3/20/2021,Vans Old Skool Low Top Black 8,Completed,Tennessee,Minnesota,16,4.99,20.99,0,1.6,0.76,0,13.64,1.94,,
m83264520469,4/1/2021,,4/7/2021,Toddler Paw Patrol Crocs C 10,Completed,Tennessee,Minnesota,22,3.65,25.65,0,2.2,0.94,0,18.86,2.44,,
m23835412976,4/2/2021,,4/9/2021,Hilton Head Island Oversized Sweatshirt,Completed,Tennessee,Minnesota,10,0,10,3.65,1,0.59,0,4.76,0.93,,
m62401226025,4/5/2021,,4/9/2021,Reebok Black Capri Leggings Playdry,Completed,Tennessee,Minnesota,10,0,10,3.65,1,0.59,0,4.76,0.98,,
m56714843735,4/29/2021,,5/4/2021,Aerie crossover leggings gray medium,Completed,Tennessee,Minnesota,19,0,19,3.65,1.9,0.85,0,12.6,1.81,,
m78994799199,7/3/2021,,7/13/2021,Red Floral Tulip Tervis Tumbler 16 oz,Completed,Tennessee,Minnesota,12,0,4.8,1.2,0.65,0,5.35,1.14,0,,
m93135289936,7/15/2021,,7/20/2021,Starbucks Grande Mermaid Studded tumbler,Completed,Tennessee,Minnesota,40,0,0,4,1.46,0,34.54,3.9,0,,
m68894055331,8/10/2021,,8/13/2021,Telluride Mens Outdoor Sandals Chacos 12,Completed,Tennessee,Minnesota,32,4.8,0,3.2,1.23,0,27.57,3.4,0,,
m53590426837,9/25/2021,,10/7/2021,Vintage Handmade Mickey Mouse Throw Blanket Quilt Knit Crochet 1970s,Completed,Tennessee,Minnesota,45,9.99,0,4.5,1.61,0,38.89,5.36,0,,
m24722437131,11/1/2021,,11/9/2021,Vineyard Vines Basketball Whale Long Sleeve Tee White Small,Completed,Tennessee,Minnesota,20,0,3.65,2,0.88,0,13.47,1.85,2,,
m11520889646,1/7/2021,,1/14/2021,white slip on VANS kids 3 womens 5,Completed,Texas,Minnesota,15,0,15,4.99,1.5,0.74,0,7.77,1.24,,
m38018644183,1/27/2021,,1/30/2021,Nike Flex Experience Free Run Rn 6 sz 9,Completed,Texas,Minnesota,31,0,31,4.99,3.1,1.2,0,21.71,2.56,,
m24277431484,2/1/2021,,2/4/2021,Mini Pearlescent Tumbler NWT 2020,Completed,Texas,Minnesota,22,3.49,25.49,0,2.2,0.94,0,18.86,2.1,,
m32596094335,2/4/2021,,2/8/2021,Dog Harness size small,Completed,Texas,Minnesota,13,3.49,16.49,0,1.3,0.68,0,11.02,1.36,,
m54078113363,2/9/2021,,2/19/2021,Adidas Classic 3-Stripes Shorts Black,Completed,Texas,Minnesota,18,0,18,3.49,1.8,0.82,0,11.89,1.22,,
m40463059886,2/9/2021,,2/20/2021,Black Nike Pullover Half Zip Sweatshirt,Completed,Texas,Minnesota,15,3.49,18.49,0,1.5,0.74,0,12.76,1.53,,
m60572440939,2/13/2021,,2/22/2021,Starbucks Colorado Architecture Mug NWT,Completed,Texas,Minnesota,13,4.99,17.99,0,1.3,0.68,0,11.02,1.48,,
m85253386081,2/7/2021,,2/24/2021,NWT Dutch Oven Pan with Lid Parini 4 QT,Completed,Texas,Minnesota,21,9.99,30.99,0,2.1,0.91,0,17.99,2.56,,
m77118981753,2/18/2021,,2/24/2021,Fuzzy Crocs W 9 Black Freesail Clogs,Completed,Texas,Minnesota,20,0,20,3.49,2,0.88,0,13.63,1.65,,
m95923960656,2/11/2021,,2/24/2021,Sandals size 8 Black Floral Lace Thong,Completed,Texas,Minnesota,12,0,12,3.49,1.2,0.65,0,6.66,0.99,,
m53028375338,2/24/2021,,3/3/2021,Reusable Straws + Cotton Tote Bag Bundle,Completed,Texas,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.24,,
m97405931334,2/25/2021,,3/4/2021,Columbia Fleece Black Gray Medium,Completed,Texas,Minnesota,19,4.99,23.99,0,1.9,0.85,0,16.25,1.98,,
m26489023652,3/3/2021,,3/8/2021,Starbucks Iridescent SS Tumblers,Completed,Texas,Minnesota,26,0,26,4.8,2.6,1.05,0,17.55,2.15,,
m23059602237,3/4/2021,,3/9/2021,Adidas Essentials 3-Stripes Pants Black,Completed,Texas,Minnesota,11,3.49,14.49,0,1.1,0.62,0,9.28,1.2,,
m33201058944,3/3/2021,,3/9/2021,NEW Disney Comfy Sherpa Hoodie MEDIUM,Completed,Texas,Minnesota,20,4.99,24.99,0,2,0.88,0,17.12,2.06,,
m33707915748,3/4/2021,,3/13/2021,NEW Disney Characters Tervis Tumbler,Completed,Texas,Minnesota,27,0,27,3.49,2.7,1.08,0,19.73,1.96,,
m37154797744,3/9/2021,,3/14/2021,Teal Crocs Clogs J3 W5,Completed,Texas,Minnesota,12,3.65,15.65,0,1.2,0.65,0,10.15,1.29,,
m28283582763,3/12/2021,,3/15/2021,Starbucks NWT Year Of The Ox Tumbler,Completed,Texas,Minnesota,30,0,30,4.8,3,1.17,0,21.03,2.48,,
m90568429286,3/19/2021,,3/24/2021,Pink Gray Sweatshirt Pullover VS Small,Completed,Texas,Minnesota,12,0,12,3.65,1.2,0.65,0,6.5,0.87,,
m37327700366,3/15/2021,,3/25/2021,Black Starbucks Stainless Steel Tumbler,Completed,Texas,Minnesota,26,4.8,30.8,0,2.6,1.05,0,22.35,2.54,,
m91519522619,3/15/2021,,3/25/2021,Starbucks Korea Palm Leaf Tumbler NWT,Completed,Texas,Minnesota,44,4.8,48.8,0,4.4,1.58,0,38.02,4.03,,
m78839599199,3/22/2021,,3/31/2021,Two Panic At The Disco T Shirts Medium,Completed,Texas,Minnesota,20,0,20,3.49,2,0.88,0,13.63,1.65,,
m94832907004,4/10/2021,,4/17/2021,New Lilly Pulitzer Bikini Bottom Small,Completed,Texas,Minnesota,46,0,46,3.65,4.6,1.63,0,36.12,3.8,,
m56095386966,4/9/2021,,4/18/2021,Adidas Climalite Black / Black Leggings,Completed,Texas,Minnesota,30,0,30,3.65,3,1.17,0,22.18,2.48,,
m34387637148,4/16/2021,,4/22/2021,Tree Hut Sugar Scrub + Facial Oil New,Completed,Texas,Minnesota,11,4.99,15.99,0,1.1,0.62,0,9.28,1.32,,
m25060089221,4/21/2021,,4/26/2021,Chacos Sandals W9 Gray Brown,Completed,Texas,Minnesota,40,0,40,4.8,4,1.46,0,29.74,3.3,,
m66307673463,4/17/2021,,4/30/2021,NWT Kansas City Chiefs T Shirt Large,Completed,Texas,Minnesota,20,0,20,3.49,2,0.88,0,13.63,1.65,,
m80509030687,4/22/2021,,5/2/2021,Panic At The Disco Sweatshirt PFTW,Completed,Texas,Minnesota,7,3.65,10.65,0,0.7,0.5,0,5.8,0.88,,
m79749701358,4/28/2021,,5/5/2021,Black nike crewneck sweatshirt small,Completed,Texas,Minnesota,14,0,14,3.65,1.4,0.71,0,8.24,1.16,,
m41444082320,5/1/2021,,5/8/2021,Disney Princess Wet Brush Cinderella,Completed,Texas,Minnesota,10,3.49,13.49,0,1,0.59,0,8.41,1.11,,
m51078791336,5/3/2021,,5/8/2021,Aerie Leggings With Pockets Large,Completed,Texas,Minnesota,13,0,13,3.65,1.3,0.68,0,7.37,1.07,,
m89941418003,5/6/2021,,5/11/2021,Starbucks Cockatoo Bird Tumbler Lid,Completed,Texas,Minnesota,12,3.65,15.65,0,1.2,0.65,0,10.15,1.29,,
m99432808015,5/11/2021,,,Starbucks OG Metal Venti Straw SS HTF,In process,Texas,Minnesota,15,3.65,18.65,0,1.5,0.74,0,12.76,1.54,,
m43317697869,5/14/2021,,,Starbucks Blue Paisley Tumbler,In process,Texas,Minnesota,45,0,45,7.99,4.5,1.61,0,30.9,3.71,,
m35933291606,6/22/2021,,6/26/2021,Starbucks Reusable Cold Cup Set 2019,Completed,Texas,Minnesota,31,4.8,0,3.1,1.2,0,26.7,2.95,0,,
m83268561802,6/30/2021,,7/6/2021,Converse x Patbo Floral Embroidered W6,Completed,Texas,Minnesota,18,4.8,0,1.8,0.82,0,15.38,1.54,0,,
m76577290198,7/1/2021,,7/12/2021,Starbucks SS Jungle Print Venti Tumbler,Completed,Texas,Minnesota,33,0,4.8,3.3,1.26,0,23.64,2.72,0,,
m13496187255,7/1/2021,,7/13/2021,Dinosaur Kids Tervis Tumbler Like New,Completed,Texas,Minnesota,12,0,4.8,1.2,0.65,0,5.35,0.99,0,,
m11191481807,8/4/2021,,8/12/2021,Women's XL 1X T Shirt Short Sleeve Tees,Completed,Texas,Minnesota,25,0,4.8,2.5,1.03,0,16.67,2.06,0,,
m72160237823,8/8/2021,,8/13/2021,CRACKED NWT Starbucks Chevron Tumbler,Completed,Texas,Minnesota,10,7.99,0,1,0.59,0,8.41,1.48,0,,
m78973787297,8/8/2021,,8/14/2021,NWT Starbucks Purple Floral Venti Cup,Completed,Texas,Minnesota,40,7.99,0,4,1.46,0,34.54,3.96,0,,
m83233102936,8/25/2021,,9/2/2021,NEW 40DD Vanity Fair Gray Full Lace Bra,Completed,Texas,Minnesota,13,0,3.65,1.3,0.68,0,7.37,0.88,0,,
m99006653225,9/18/2021,,9/29/2021,NWT Starbucks Glow In The Dark Spiderweb Black Grande Tumbler GITD NWT Halloween,Completed,Texas,Minnesota,25,7.99,0,2.5,1.03,0,21.47,2.23,0,,
m59088318690,10/9/2021,,10/14/2021,Harvard Quarter Zip Sweatshirt College 375 Large Cotton Jansport Gray,Completed,Texas,Minnesota,25,0,3.65,2.5,1.03,0,17.82,2.06,0,,
m15775600390,10/10/2021,,10/16/2021,Columbia High Waisted Black Leggings Medium Pockets,Completed,Texas,Minnesota,21,0,3.65,2.1,0.91,0,14.34,1.73,0,,
m91698202592,10/9/2021,,10/16/2021,Floral Off Shoulder Romper Pink Large,Completed,Texas,Minnesota,18,0,3.65,1.8,0.82,0,11.73,1.49,0,,
m27653374576,10/13/2021,,10/16/2021,Spirited Away Studio Ghibli Wrap Dress V-Neck XL Her Universe Black Confetti,Completed,Texas,Minnesota,40,0,3.65,4,1.46,2.34,28.55,3.3,0,,
m72845589533,10/18/2021,,10/25/2021,Starbucks Black Matte Bubba Tumbler HTF,Completed,Texas,Minnesota,51,0,7.99,5.1,1.78,0,36.13,3.19,0,,
m16913568966,10/15/2021,,10/25/2021,Calvin Klein Navy Blue Knit Beanie Hat Slouch Winter Adult Acrylic Wool,Completed,Texas,Minnesota,15,0,3.65,1.5,0.74,0,9.11,1.24,0,,
m28157154791,10/25/2021,,10/29/2021,NEW Nike Gray Sportswear Club Joggers Sweatpants Mens Medium Discontinued,Completed,Texas,Minnesota,35,0,3.65,3.5,1.32,0,26.53,2.89,0,,
m98827568353,11/1/2021,,11/7/2021,"Vintage Pyrex Ponderosa Steak House Luncheon Plate 6.25"" Restaurant Ware Glass",Completed,Texas,Minnesota,12,4.8,0,1.2,0.65,0,10.15,1.39,0,,
m28553689622,11/4/2021,,11/9/2021,Starbucks Icy White Studded Tumbler Set Grande and Venti Bling Cup NWT Holiday,Completed,Texas,Minnesota,70,12,0,7,2.33,0,60.67,5.95,0,,
m16000577713,11/4/2021,,11/9/2021,Starbucks Rose Gold Diamond Grid Tumbler Set Grande and Venti NWT Holiday 2021,Completed,Texas,Minnesota,85,12,0,8.5,2.77,0,73.73,8,0,,
m48938572947,11/10/2021,,11/16/2021,NWT Starbucks Icy White Studded Venti Tumbler Holiday 2021 Lavender Glitter,Completed,Texas,Minnesota,35,12,0,3.5,1.32,0,30.18,3.88,0,,
m71241886489,11/25/2021,,12/3/2021,Tommy Bahama Floral Satin Lined Quarter Zip Gray Knit Womens XL,Completed,Texas,Minnesota,28,3.65,0,2.8,1.11,0,24.09,2.61,0,,
m94067179570,2/3/2021,,2/11/2021,Vans Red Roses Old Skool Mid Top Shoes,Completed,Utah,Minnesota,32,4.99,36.99,0,3.2,1.23,0,27.57,2.16,,
m81336748546,2/24/2021,,3/2/2021,Black Hi Top Vans 7.5 Like New Stitches,Completed,Utah,Minnesota,30,4.99,34.99,0,3,1.17,0,25.83,2.18,,
m69414257148,10/13/2021,,10/16/2021,NWT Starbucks Vietnam Matte Frosted Soft Touch Venti Tumbler 20 oz Rare HTF,Completed,Utah,Minnesota,44,12,0,4.4,1.58,0,38.02,3.41,0,,
m93765696907,2/20/2021,,2/27/2021,Athleta Black Joggers size 8 medium,Completed,Vermont,Minnesota,65,3.49,68.49,0,6.5,2.19,0,56.31,0,,
m59716165762,6/29/2021,,7/5/2021,Huge Scuba Gear Hello Kitty Squishmallow,Completed,Vermont,Minnesota,28,7.99,0,2.8,1.11,0,24.09,2.52,0,,
m80374926138,1/18/2021,,1/23/2021,Nike HyperDunk X Low Black,Completed,Virginia,Minnesota,28,4.99,32.99,0,2.8,1.11,0,24.09,1.48,,
