Material,Texto breve de material,UMB,Precio,por,Moneda,Valor UNI
31001198,POS/BASE QUICHE ESPINACAS Y CHAMPIÑONES,PRC,"35,535",100,CLP, $  355 
31001200,FAB/BASE ARROZ BLANCO AUT PRC,PRC,"13,044",100,CLP, $  130 
31001201,FAB/BASE PASTA AL HUEVO AUT,PRC,0,100,CLP, $  -   
31001202,FAB/BASE SALSA BOLOGNESA AUT PRC,PRC,"85,827",100,CLP, $  858 
31001203,FAB/BASE SALSA POMODORO AUT,PRC,"15,789",100,CLP, $  158 
31001204,FAB/BASE PAVO ASADO AUT,PRC,"97,839",100,CLP, $  978 
31001205,FAB/BASE LASAGNA BOLOGNESA AUT,PRC,"130,140",100,CLP," $  1,301 "
31001206,FAB/BASE POLLO AUTOSERVICIO PRC,PRC,"45,916",100,CLP, $  459 
31001207,FAB/BASE TOMATICAN AUT,PRC,"103,807",100,CLP," $  1,038 "
31001208,FAB/BASE FONDO DE AVE AUT L,L,"57,495",100,CLP, $  575 
31001209,FAB/BASE SALSA BECHAMEL AUT L,L,"68,817",100,CLP, $  688 
31001212,POS/BASE ASADO DE TIRA,PRC,0,100,CLP, $  -   
31001213,FAB/BASE CHANCHO EN PIEDRA,PRC,"8,953",100,CLP, $  90 
31001215,FAB/BASE DE POLENTA,PRC,"30,352",100,CLP, $  304 
31001216,POS/BASE COSTILLAR DE CERDO,PRC,"51,515",100,CLP, $  515 
31001220,FAB/BASE COCCION QUINOA,PRC,"33,171",100,CLP, $  332 
31001226,POS/HUEVOS COCIDOS,PRC,"7,688",100,CLP, $  77 
31001227,POS/BASE CARNE MECHADA,PRC,"62,142",100,CLP, $  621 
31001228,POS/BASE CHUPE DE MARISCOS EVENTOS PRC,PRC,39,1,CLP, $  39 
31001234,POS/BASE SALSA MARGARITA,PRC,"36,266",100,CLP, $  363 
31001235,FAB/BASE VINAGRETA MOSTAZA L,L,"102,359",100,CLP," $  1,024 "
31001236,FAB/BASE MAYONESA PEREJIL KG,KG,"180,484",100,CLP," $  1,805 "
31001246,FAB/BASE AGNOLOTTI DI CALABAZA,PRC,"76,318",100,CLP, $  763 
31001247,FAB/BASE ASADO DE TIRA BQ PRC,PRC,"363,873",100,CLP," $  3,639 "
31001248,FAB/BASE CANELONNI ZETTAS,PRC,"42,828",100,CLP, $  428 
31001249,FAB/BASE CONGRIO ESTOFADO PRC,PRC,"337,780",100,CLP," $  3,378 "
31001270,FAB/BASE FILETE SELLADO BQ PRC,PRC,"271,079",100,CLP," $  2,711 "
31001271,FAB/BASE MINI COSTILLITAS DE CERDO,PRC,"111,950",100,CLP," $  1,120 "
31001272,FAB/BASE MIX DE CARNES Y CHAMPIGNON PRC,PRC,"92,932",100,CLP, $  929 
31001273,FAB/BASE OSTION PULPO,PRC,"151,240",100,CLP," $  1,512 "
31001274,FAB/BASE PASTA FETUCCINI TINTA CALAMAR,PRC,"38,243",100,CLP, $  382 
31001275,FAB/BASE RAVIOLI DI AROSTRO,PRC,"135,567",100,CLP," $  1,356 "
31001276,FAB/BASE ROULADE DE CORDERO,PRC,"202,357",100,CLP," $  2,024 "
31001277,FAB/BASE TILAPIA,PRC,"86,685",100,CLP, $  867 
31001278,FAB/BASE EMPANADA DE MARISCOS UN,UN,"23,647",100,CLP, $  236 
31001279,FAB/BASE PLATEADA VACUNO BRASEADA KG,KG,"629,473",100,CLP," $  6,295 "
31001280,FAB/BASE SALSA BECHAMEL CON QUESO L,L,"117,368",100,CLP," $  1,174 "
31001281,FAB/BASE SALSA DRESING MOSTAZA INGLESA L,L,"255,060",100,CLP," $  2,551 "
31001282,POS/BASE ACEITE DE PIMENTON L,L,"252,195",100,CLP," $  2,522 "
31001283,POS/BASE MANTEQUILLA FINAS HIERBAS KG,KG,"336,696",100,CLP," $  3,367 "
31001284,POS/BASE SALSA INGLESA L,L,"314,138",100,CLP," $  3,141 "
31001285,POS/BASE TIERRA DE BETARRAGA KG,KG,"72,327",100,CLP, $  723 
31001286,POS/BASE ZUCA E FOCACCIA L,L,"154,513",100,CLP," $  1,545 "
31001287,FAB/BASE COCCION DE PULPO PICADO PRC,PRC,"57,391",100,CLP, $  574 
31001288,FAB/BASE LOMO VETADO DE ANGUS 300 GR,PRC,"380,623",100,CLP," $  3,806 "
31001289,FAB/BASE TORTELLI FLORENCIA,PRC,"163,780",100,CLP," $  1,638 "
31001290,FAB/BASE CARNE JULIANA,PRC,"77,273",100,CLP, $  773 
31001291,REUTILIZAR POR KG,KG,0,100,CLP, $  -   
31001292,FAB/BASE EMPANADA DE CAMARON QUESO UN,UN,"45,299",100,CLP, $  453 
31001293,FAB/BASE EMPANADA DE QUESO UN,UN,"21,459",100,CLP, $  215 
31001294,FAB/BASE HAMBURGUESA 250 G PRC,PRC,"95,545",100,CLP, $  955 
31001295,FAB/BASE LOMO DE CERDO,PRC,"79,416",100,CLP, $  794 
31001300,FAB/BASE JULIANA CARNE,PRC,"431,695",100,CLP," $  4,317 "
31001301,FAB/BASE JULIANA DE POLLO,PRC,"48,905",100,CLP, $  489 
31001303,FAB/BASE SALSA QUESO CHEEDAR,CM3,819,100,CLP, $  8 
31001304,FAB/BASE BIFE ANCHO 300 GR-LOMO VETADO A,PRC,"344,935",100,CLP," $  3,449 "
31001305,FAB/BASE PUNTA PICANA ANGUS 500 GR,PRC,"502,165",100,CLP," $  5,022 "
31001306,FAB/BASE ASADO DE TIRA ANGUS 400 GR,PRC,"339,578",100,CLP," $  3,396 "
31001307,FAB/BASE FLAT IRON 300 GR,PRC,"298,321",100,CLP," $  2,983 "
31001308,FAB/BASE POLLO DESHUESADO AF PRC,PRC,"184,038",100,CLP," $  1,840 "
31001309,FAB/BASE BIFE DE CHORIZO 300 GR LOMO LIS,PRC,"332,379",100,CLP," $  3,324 "
31001310,FAB/BASE FLAT MEET 300 GR,PRC,"277,627",100,CLP," $  2,776 "
31001321,FAB/BASE PASTELERA DE CHOCLO PRC,PRC,"36,225",100,CLP, $  362 
31001330,FAB/BASE LOMO LISO DE ANGUS 300 GR,PRC,"303,363",100,CLP," $  3,034 "
31001332,FAB/BASE COCCION PLATEADA AFUEGO,PRC,"157,368",100,CLP," $  1,574 "
31001340,FAB/BASE SALSA QUESO CHEDDAR L,L,"348,946",100,CLP," $  3,489 "
31001353,FAB/BASE CEBOLLA ACARAMELADA PRC,PRC,"20,591",100,CLP, $  206 
31001354,FAB/BASE PLATEADA JOKERS PRC,PRC,"94,421",100,CLP, $  944 
31001355,FAB/BASE COCCION PLATEADA BARQUERA PRC,PRC,"56,653",100,CLP, $  567 
31001356,FAB/BASE EMPANADA MIX JOKERS,PRC,0,100,CLP, $  -   
31001357,FAB/BASE EMPANADA DE QUESO JOKERS,PRC,0,100,CLP, $  -   
31001358,FAB/BASE COCCION DE PULPO AFUEGO PRC,PRC,"166,834",100,CLP," $  1,668 "
31001359,FAB/BASE EMPANADA MIX AFUEGO,PRC,"211,791",100,CLP," $  2,118 "
31001360,FAB/BASE RELLENO EMPANADA CAMARON QUESO,PRC,"70,552",100,CLP, $  706 
31001361,FAB/BASE RELLENO EMPANADA DE CARNE,PRC,"39,823",100,CLP, $  398 
31001362,POS/BASE SALSA DIABOLA PRC,PRC,"4,674",100,CLP, $  47 
31001363,POS/BASE SALSA AMERICANA PRC,PRC,"5,613",100,CLP, $  56 
31001380,FAB/BASE FILETE JULIANA,L,"93,480",100,CLP, $  935 
31001384,FAB/BASE CARNE MECHADA KG,KG,0,100,CLP, $  -   
31001388,FAB/BASE MILANESA DE AVE JOKERS,PRC,"58,552",100,CLP, $  586 
31001389,FAB/BASE COSTILLAS JOKERS PRC,PRC,"108,338",100,CLP," $  1,083 "
31001400,FAB/BASE ROAST BEEF JOKERS,PRC,"123,176",100,CLP," $  1,232 "
31001401,POS/BASE COLESLAW KG,KG,0,100,CLP, $  -   
31001419,POS/BASE SALSA BBQ KG,KG,"105,628",100,CLP," $  1,056 "
31001441,FAB/BASE CHANCHO EN PIEDRA KILO,KG,"134,303",100,CLP," $  1,343 "
31001454,POS/BASE COFFEE BREAK,PRC,0,100,CLP, $  -   
31001455,PAST/GALLETA DE AVENA Y PASAS,PRC,"1,298",100,CLP, $  13 
31001461,POS/BASE SALSA DE ACEITUNAS PRC,PRC,"22,885",100,CLP, $  229 
31001467,POS/BASE CAZUELA DE AVE EVENTO,PRC,"35,094",100,CLP, $  351 
31001469,POS/BASE CALDILLO DE CONGRIO EVENTO,PRC,0,100,CLP, $  -   
31001470,POS/BASE SANDWICH PLATEADA/QUESO PRC,PRC,0,100,CLP, $  -   
31001482,FAB/BASE SANDWICH CLUB,PRC,"57,843",100,CLP, $  578 
31001491,POS/BASE PASTRAMI PRC,PRC,"89,333",100,CLP, $  893 
31001492,FAB/BASE PECHUGUITAS DE POLLO PRC,PRC,"57,843",100,CLP, $  578 
31001493,FAB/BASE MEAT BALLS,PRC,"80,778",100,CLP, $  808 
31001494,FAB/BASE MILANESA DE RES JOKERS,PRC,"97,660",100,CLP, $  977 
31001495,POS/BASE MASA DE WAFFLE,PRC,"89,333",100,CLP, $  893 
31001515,FAB/BASE MECHADA LAMINADA PRC,PRC,0,100,CLP, $  -   
31001554,POS/BASE ARROZ SUSHI PRC,PRC,0,100,CLP, $  -   
31001560,PAST/BASE BARRITA DE CEREALES Y F. ROJOS,PRC,"9,053",100,CLP, $  91 
31001562,PAST/BASE MUFFIN DE FRUTOS ROJOS,PRC,0,100,CLP, $  -   
31001629,PAST/BASE PLANCHA BRAZO REINA,PRC,"82,695",100,CLP, $  827 
31001631,PAST/BASE COLORANTE AMARILLO L,L,0,100,CLP, $  -   
31001635,PAST/BASE HELADO LECHE CHOCOLATE L,L,0,100,CLP, $  -   
31001637,PAST/BASE HELADO AGUA PIÑA L,L,0,100,CLP, $  -   
31001666,PAST/BASE HELADO LECHE LIGHT L,L,0,100,CLP, $  -   
31001667,PAST/BASE HELADO LECHE VAINILLA LIGHT L,L,0,100,CLP, $  -   
31001690,PAST/BASE ARROZ CON LECHE PRC,PRC,"10,738",100,CLP, $  107 
31001761,FAB/BASE HAMBURGUESA VACUNO,UN,"74,460",100,CLP, $  745 
31001763,PAST/BASE PAVLOVA FRUTOS ROJOS,PRC,0,100,CLP, $  -   
31001790,PAST/BASE CHEESECAKE NEUTRO PRC,PRC,"14,299",100,CLP, $  143 
31001803,POS/BASE PICO GALLO KG,UN,"234,848",100,CLP," $  2,348 "
31001804,POS/BASE SALSA SOUR CREAM L,UN,"134,517",100,CLP," $  1,345 "
31001805,AGREGADO SALSA SOUR CREAM,UN,"6,727,388",100,CLP," $  67,274 "
31001806,REUTIZAR,UN,0,100,CLP, $  -   
31001807,PAST/BASE CHEESECAKE FRUTOS DEL BOSQUE,PRC,"41,164",100,CLP, $  412 
31001808,PAST/BASE POSTRE MOUSSE DE MANJAR LUCUMA,PRC,"30,540",100,CLP, $  305 
31001809,PAST/BASE POSTRE SABLE DE CHOCOLATE,PRC,"48,844",100,CLP, $  488 
31001811,POS/BASE RELLENO HONGOS,KG,"582,268",100,CLP," $  5,823 "
31001812,FAB/BASE EMPANADA SALTEÑA UN,UN,"33,725",100,CLP, $  337 
31001813,FAB/BASE EMPANADAS DE POLLO UN,UN,"49,094",100,CLP, $  491 
31001814,POS/BASE PEBRE PRC,PRC,"11,197",100,CLP, $  112 
31001815,FAB/BASE MIX EMPANADAS SALTEÑAS/POLLO,PRC,"248,457",100,CLP," $  2,485 "
31001816,PAST/BASE CHESSECAKE DE MARACUYA,PRC,"93,171",100,CLP, $  932 
31001817,PAST/BASE FLAN CASERO,PRC,"78,576",100,CLP, $  786 
31001818,PAST/BASE APPLE CRUMBLE,PRC,"46,704",100,CLP, $  467 
31001819,PAST/BASE PAVLOVA DE FRUTOS ROJOS,PRC,"8,227",100,CLP, $  82 
31001820,FAB/BASE COSTILLAR DE CERDO BBQ PRC,PRC,"207,383",100,CLP," $  2,074 "
31001821,FAB/BASE CHULETON DEL COWBOY PRC,PRC,"635,683",100,CLP," $  6,357 "
31001822,FAB/BASE THE BIG BOSS PRC,PRC,0,100,CLP, $  -   
31001823,FAB/BASE BONDIOLA DE CERDO 300 GR PRC,PRC,"190,343",100,CLP," $  1,903 "
31001824,FAB/BASE ALBACORA AF PRC,PRC,"234,819",100,CLP," $  2,348 "
31001825,FAB/BASE SALMON AF PRC,PRC,"311,602",100,CLP," $  3,116 "
31001826,FAB/BASE ATUN COLORADO AF PRC,PRC,"419,552",100,CLP," $  4,196 "
31001827,POS/BASE TIERRA DE PISTACHOS,KG,"727,436",100,CLP," $  7,274 "
31001852,FAB/BASE GREMOLATA PRC,PRC,"15,730",100,CLP, $  157 
31001857,PAST/BASE SEDUZIONE DI CIOCCOLATO PRC,PRC,"29,257",100,CLP, $  293 
31001859,POS/BASE CEVICHE DE SALMON PRC,PRC,"154,275",100,CLP," $  1,543 "
31001861,POS/BASE KHONEY MUSTARD  PRC,PRC,"20,002",100,CLP, $  200 
31001862,POS/BASE SALSA SOUR CREAM KG,KG,"133,459",100,CLP," $  1,335 "
31001864,POS/BASE SET BURGUER PRC,PRC,"26,177",100,CLP, $  262 
31001866,PAST/BASE MOUSSE DE CHOCOLATE PRC,PRC,"20,693",100,CLP, $  207 
31001867,PAST/BASE DE CRUMBLE DE FRUTOS SECOS PRC,PRC,"13,501",100,CLP, $  135 
31001868,PAST/BASE MASA SABLE PRC,PRC,"6,503",100,CLP, $  65 
31001869,PAST/BASE HELADO VAINILLA PRC,PRC,"8,427",100,CLP, $  84 
31001870,PAST/BASE BASE CHESSE CAKE PRC,PRC,"20,434",100,CLP, $  204 
31001871,PAST/BASE CREMA DE QUESO PRC,PRC,"20,518",100,CLP, $  205 
31001872,PAST/BASE NAPAGE PRC,PRC,"2,071",100,CLP, $  21 
31001873,PAST/BASE BROWNIE &CHEESE PRC,PRC,"25,504",100,CLP, $  255 
31001874,PAST/BASE SALSA DE CHOCOLATE NARANJA PRC,PRC,"16,826",100,CLP, $  168 
31001875,PAST/BASE SABLE ESPECIAL PRC,PRC,"12,190",100,CLP, $  122 
31001876,PAST/BASE HELADO VAINILLA PRC,PRC,0,100,CLP, $  -   
31001877,PAST/CREMA DE VAINILLA PRC,PRC,"26,410",100,CLP, $  264 
31001878,PAST/BASE PANNACOTTA PRC,PRC,0,100,CLP, $  -   
31001879,PAST/BASE BIZCOCHO PRC,PRC,"28,169",100,CLP, $  282 
31001931,FAB/BASE BONDIOLA DE CERDO 250 GR PRC,PRC,"87,981",100,CLP, $  880 
31002041,POS/BASE FUMET DE PESCADO LT,L,"36,930",100,CLP, $  369 
31002051,PAST/BASE ALFAJOR DE MAICENA PRC,PRC,"3,326",100,CLP, $  33 
31002052,PAST/BASE BROWNIE CHOCOLATE NUEZ PRC,PRC,"27,021",100,CLP, $  270 
31002053,FAB/BASE SANDWICH CROISSANT PRC,PRC,"107,298",100,CLP," $  1,073 "
31002054,FAB/BASE SANDWICH FRIO DE SALMON PRC,PRC,"167,027",100,CLP," $  1,670 "
31002055,FAB/BASE SANDWICH FRIO DE POLLO PRC,PRC,"81,464",100,CLP, $  815 
31002056,FAB/BASE SANDWICH ROAST BEEF PRC,PRC,"109,198",100,CLP," $  1,092 "
31002107,POS/BASE SALSA TERIYAKE L,L,"474,782",100,CLP," $  4,748 "
31002180,POS/BASE PICO GALLO KG,KG,"234,848",100,CLP," $  2,348 "
31002205,POS/BASE SALSA HUANCAINA PRC,PRC,"12,476",100,CLP, $  125 
31002206,POS/BASE LECHE DE TIGRE MISCANTI PRC,PRC,"35,334",100,CLP, $  353 
31002207,PAST/BASE BERRIES DE FRUTOS ROJOS PRC,PRC,0,100,CLP, $  -   
31002208,PAST/BASE BISCOCHO CHEESE PRC,PRC,"3,637",100,CLP, $  36 
31002209,PAST/BASE BISCOTTI PRC,PRC,"9,156",100,CLP, $  92 
31002210,PAST/BASE CHEESECAKE DE CABRA PRC,PRC,"17,406",100,CLP, $  174 
31002211,PAST/BASE COULIS DE BETARRAGA PRC,PRC,"1,512",100,CLP, $  15 
31002212,PAST/BASE CREME BRULLE PRC,PRC,"19,283",100,CLP, $  193 
31002213,PAST/BASE CREMOSO DE CHOCOLATE PRC,PRC,"43,547",100,CLP, $  435 
31002214,PAST/BASE HELADO DE AMERICANA PRC,PRC,"6,475",100,CLP, $  65 
31002215,PAST/BASE HELADO DE VAINILLA PRC,PRC,"8,792",100,CLP, $  88 
31002216,PAST/BASE MADELEIN DE BERRIES PRC,PRC,"8,517",100,CLP, $  85 
31002217,PAST/BASE MERENGUE DE FRAMBUESA PRC,PRC,"7,243",100,CLP, $  72 
31002218,PAST/BASE PANNACOTTA DE ARANDANO PRC,PRC,"9,696",100,CLP, $  97 
31002219,PAST/BASE TIERRA DE BROWNIE PRC,PRC,"3,826",100,CLP, $  38 
31002220,PAST/BASE TRUFA DE PALTA PRC,PRC,"5,979",100,CLP, $  60 
31002221,POS/BASE BRUNOISE DE VEGETALES PRC,PRC,"3,158",100,CLP, $  32 
31002222,POS/BASE CALDILLO MISCANTI PRC,PRC,"37,434",100,CLP, $  374 
31002223,POS/BASE CREMA DE LANGOSTAS PRC,PRC,"60,726",100,CLP, $  607 
31002224,POS/BASE CREMA DE PALTA PRC,PRC,"3,043",100,CLP, $  30 
31002225,POS/BASE GEL DE LIMA PRC,PRC,"3,102",100,CLP, $  31 
31002226,POS/BASE GRAVLAX CASERO PRC,PRC,"59,401",100,CLP, $  594 
31002227,POS/BASE LACTONESA MERKEN PRC,PRC,"5,991",100,CLP, $  60 
31002228,POS/BASE MASA DE PASTA ALBAHACA PRC,PRC,"22,433",100,CLP, $  224 
31002229,POS/BASE MASA DE PASTA MISCANTI PRC,PRC,"24,650",100,CLP, $  247 
31002230,POS/BASE PAPAS A LA CREMA PRC,PRC,"40,775",100,CLP, $  408 
31002231,POS/BASE PASTELERA DE CHOCLO MISCT PRC,PRC,"37,698",100,CLP, $  377 
31002232,POS/BASE SALSA HOLANDESA PRC,PRC,"26,725",100,CLP, $  267 
31002233,POS/BASE SALSA MORNAY PRC,PRC,"17,402",100,CLP, $  174 
31002234,POS/BASE PAPAS A LA CREMA,PRC,"40,775",100,CLP, $  408 
31002241,POS/BASE MASA DE QUICHE PRC,PRC,"70,453",100,CLP, $  705 
31002242,PAST/BASE CRUMBLE DE FRUTOS ROJOS PRC,PRC,0,100,CLP, $  -   
31002243,POS/BASE RELLENO CALABAZA PRC,PRC,"21,281",100,CLP, $  213 
31002244,PAST/BASE CREMA CATALANA PRC,PRC,"27,859",100,CLP, $  279 
31002245,POS/BASE MIL HOJAS DE PAPA PRC,PRC,"16,854",100,CLP, $  169 
31002246,POS/BASE PORCION DE POLLO PRC,PRC,"66,842",100,CLP, $  668 
31002247,PAST/BASE MANZANAS ASADAS PRC,PRC,"28,269",100,CLP, $  283 
31002396,FAB/BASE COCCION PULPO MISCANTI PRC,PRC,"293,834",100,CLP," $  2,938 "
31002402,PAST/BASE LECHE ASADA PRC,PRC,"12,327",100,CLP, $  123 
31002600,PAST/BASE MOUSSE DE MANJAR KG,KG,"115,808",100,CLP," $  1,158 "
31002665,POS/BASE ROTOLINO DE WAGYU PRC,PRC,"249,654",100,CLP," $  2,497 "
31002666,POS/BASE PULPO CONFIT Y VEGETALES PRC,PRC,"124,840",100,CLP," $  1,248 "
31002667,PAST/BASE PAN DE LECHE Y MIEL PRC,PRC,"18,408",100,CLP, $  184 
31002668,PAST/BASE POSTRE AÑO NUEVO PRC,PRC,"89,674",100,CLP, $  897 
31002669,POS/BASE PIERNA DE CORDERO PRC,PRC,"226,442",100,CLP," $  2,264 "
31002694,POS/BASE DECO DE MASA PRC,PRC,"1,608",100,CLP, $  16 
31002695,POS/BASE MOUSSE DE LOCO PRC,PRC,"125,110",100,CLP," $  1,251 "
31002696,POS/BASE LOCOS CON MOUSE DE LOCO PRC,PRC,"183,832",100,CLP," $  1,838 "
31002697,POS/BASE GEL DE VINO PRC,PRC,"6,836",100,CLP, $  68 
31002698,POS/BASE CROCANTE VERDE PRC,PRC,"11,545",100,CLP, $  115 
31002699,PAST/BASE TEXTURAS FRUTOS Y FRUTAS PRC,PRC,"31,549",100,CLP, $  315 
31002700,PAST/BASE MASA CROCANTE DE ALMENDRAS PRC,PRC,"27,526",100,CLP, $  275 
31002701,PAST/BASE TRUFFA DE CHOCOLATE BLANCO PRC,PRC,"16,309",100,CLP, $  163 
31002702,PAST/BASE GIRAS DE MARACUYA PRC,PRC,"36,282",100,CLP, $  363 
31002703,PAST/BASE MASA MACARRONES PRC,PRC,"12,447",100,CLP, $  124 
31002704,PAST/BASE POSTRE CENA AÑO NUEVO SPA PRC,PRC,"133,041",100,CLP," $  1,330 "
31002750,PND/BASE BAGELS PRC,PRC,"7,357",100,CLP, $  74 
31002751,PAST/BASE CUPCAKE PRC,PRC,"23,567",100,CLP, $  236 
31002752,PAST/BASE CHEESECAKE CUP PRC,PRC,"20,838",100,CLP, $  208 
31002753,POS/BASE CREMA DE COBOULETE PRC,PRC,"6,328",100,CLP, $  63 
31002754,FAB/BASE CREMA DE SALMON PRC,PRC,"5,926",100,CLP, $  59 
31002755,POS/BASE GEL DE LIMA PRC,PRC,724,100,CLP, $  7 
31002756,POS/BASE MASA NEGRA PRC,PRC,"1,148",100,CLP, $  11 
31002757,FAB/BASE PECHUGA CRISPY PRC,PRC,"7,565",100,CLP, $  76 
31002758,POS/BASE SALSA HOLANDESA PRC,PRC,"1,634",100,CLP, $  16 
31002759,FAB/BASE GASPACHO PRC,PRC,"8,723",100,CLP, $  87 
31002760,POS/BASE CEVICHE DE CAMARON PRC,PRC,"12,656",100,CLP, $  127 
31002761,FAB/BASE CREMA DE MARISCO PRC,PRC,"3,259",100,CLP, $  33 
31002762,POS/BASE MASA MINI CANELON PRC,PRC,592,100,CLP, $  6 
31002763,FAB/BASE CREMA DE AVE PRC,PRC,"3,020",100,CLP, $  30 
31002764,POS/BASE SALSA DE TARTUFO L,L,"1,169,739",100,CLP," $  11,697 "
31002765,FAB/BASE CROQUETA DE CAMARON PRC,PRC,"4,574",100,CLP, $  46 
31002766,POS/BASE SALSA HUANCAINA EVENTOS PRC,PRC,"2,439",100,CLP, $  24 
31002767,POS/BASE BASTONES DE JAMON EVENTOS PRC,PRC,"17,306",100,CLP, $  173 
31002769,POS/BASE CHIMICHURRI L,L,"435,494",100,CLP," $  4,355 "
31002771,POS/BASE MINI CROQUETA DE TOCINO PRC,PRC,21,1,CLP, $  21 
31002772,POS/BASE LACTONESA MERKEN L,L,"93,979",100,CLP, $  940 
31002773,POS/BASE RELLENO HUMITA EVENTOS PRC,PRC,38,1,CLP, $  38 
31002774,FAB/BASE MINI ALBONDIGAS DE CERDO PRC,PRC,59,1,CLP, $  59 
31002775,FAB/BASE CREMA ROTOLO DE AVE PRC,PRC,45,1,CLP, $  45 
31002776,POS/BASE MASA PASTA DE TOMATE PRC,PRC,12,1,CLP, $  12 
31002777,POS/BASE PURE DE BROCOLI EVENTOS PRC,PRC,11,1,CLP, $  11 
31002778,POS/BASE MINI HOJALDRE DE PRIETAS PRC,PRC,166,1,CLP, $  166 
32000010,VODKA ABSOLUT BLUE,UN,"92,735",100,CLP, $  927 
32000021,VODKA ABSOLUT CIEN 100,UN,"124,525",100,CLP," $  1,245 "
32000022,VODKA ABSOLUT APEACH,UN,"95,625",100,CLP, $  956 
32000023,VODKA ABSOLUT CITRON,UN,"95,405",100,CLP, $  954 
32000026,VODKA ABSOLUT KURANT,UN,"98,175",100,CLP, $  982 
32000027,VODKA ABSOLUT MANDRIN,UN,"98,145",100,CLP, $  981 
32000028,VODKA ABSOLUT MANGO,UN,"95,835",100,CLP, $  958 
32000029,VODKA ABSOLUT PEARS,UN,"96,015",100,CLP, $  960 
32000030,VODKA ABSOLUT PEPPAR,UN,"98,645",100,CLP, $  986 
32000031,VODKA ABSOLUT RASPBERRI,UN,"96,035",100,CLP, $  960 
32000032,VODKA ABSOLUT RUBY RED,UN,"97,744",100,CLP, $  977 
32000033,VODKA ABSOLUT VANILIA,UN,"95,665",100,CLP, $  957 
32000035,VODKA ABSOLUT WILD TEA,UN,"105,539",100,CLP," $  1,055 "
32000036,VODKA ABSOLUT LEVEL,UN,"158,819",100,CLP," $  1,588 "
32000038,VODKA GREY GOOSE,UN,"212,430",100,CLP," $  2,124 "
32000039,VODKA GREY GOOSE LA POIRE,UN,"217,905",100,CLP," $  2,179 "
32000041,VODKA STOLICHNAYA,UN,"71,865",100,CLP, $  719 
32000042,VODKA WYBOROWA,UN,"63,000",100,CLP, $  630 
32000043,VODKA WYBOROWA PEAR,UN,"74,305",100,CLP, $  743 
32000044,VODKA WYBOROWA LEMON,UN,"80,225",100,CLP, $  802 
32000045,VODKA WYBOROWA APPLE,UN,"74,125",100,CLP, $  741 
32000046,VODKA SMIRNOFF 21,UN,"65,395",100,CLP, $  654 
32000047,VODKA SMIRNOFF VANILLA,UN,"76,965",100,CLP, $  770 
32000048,VODKA SMIRNOFF CITRUS,UN,"75,325",100,CLP, $  753 
32000049,VODKA SMIRNOFF ORANGE,UN,"76,965",100,CLP, $  770 
32000051,VODKA SMIRNOFF RASPBERRY,UN,"67,430",100,CLP, $  674 
32000054,RON PAMPERO AÑEJO ESPECIAL,UN,"53,775",100,CLP, $  538 
32000057,RON PAMPERO ANIVERSARIO,UN,"156,420",100,CLP," $  1,564 "
32000059,RON PAMPERO SELECCION,UN,"83,616",100,CLP, $  836 
32000060,VODKA FINLANDIA,UN,"93,470",100,CLP, $  935 
32000062,VODKA FINLANDIA MANGO,UN,"103,695",100,CLP," $  1,037 "
32000063,VODKA FINLANDIA CRANBERRY,UN,"108,595",100,CLP," $  1,086 "
32000064,VODKA FINLANDIA GRAPEFRUIT,UN,"102,005",100,CLP," $  1,020 "
32000069,VODKA STOLICHNAYA ELIT,UN,"242,875",100,CLP," $  2,429 "
32000070,VODKA STOLICHNAYA CITRUS,UN,"68,265",100,CLP, $  683 
32000072,VODKA BELVEDERE PAMARANCZA,UN,"312,385",100,CLP," $  3,124 "
32000073,VODKA WYBOROWA EXQUISITE,UN,"194,004",100,CLP," $  1,940 "
32000074,VODKA CHOPIN POTATO,UN,0,100,CLP, $  -   
32000076,VODKA AKVINTA,UN,0,100,CLP, $  -   
32000077,VODKA ZUBROWKA,UN,"106,445",100,CLP," $  1,064 "
32000078,RON BACARDI AÑEJO,UN,"45,410",100,CLP, $  454 
32000079,RON BACARDI LIMON,UN,"70,130",100,CLP, $  701 
32000080,VODKA STOLICHNAYA ORANGE,UN,"64,990",100,CLP, $  650 
32000082,VODKA STOLICHNAYA STRAWBERRY,UN,"81,360",100,CLP, $  814 
32000083,RON BACARDI SUPERIOR BLANCO,UN,"49,830",100,CLP, $  498 
32000084,RON BACARDI 8 AÑOS,UN,"117,520",100,CLP," $  1,175 "
32000085,RON BACARDI APPLE,UN,"70,270",100,CLP, $  703 
32000086,RON BACARDI RAZZ,UN,"70,620",100,CLP, $  706 
32000087,RON HAVANA CLUB 7 AÑOS,UN,"132,435",100,CLP," $  1,324 "
32000090,RON BACARDI COCO,UN,"72,000",100,CLP, $  720 
32000094,RON BACARDI O ORANGE,UN,"70,350",100,CLP, $  704 
32000095,RON BACARDI CASA BACARDI,UN,"199,650",100,CLP," $  1,997 "
32000096,RON BACARDI SOLERA,UN,"73,410",100,CLP, $  734 
32000098,RON HAVANA CLUB AÑEJO ESPECIAL,UN,"58,685",100,CLP, $  587 
32000099,RON HAVANA CLUB AÑEJO RESERVA,UN,"73,132",100,CLP, $  731 
32000100,RON HAVANA CLUB BLANCO 3 AÑOS,UN,"55,013",100,CLP, $  550 
32000101,RON HAVANA CLUB MAXINO,UN,"8,519,810",100,CLP," $  85,198 "
