DATE, AMOUNT, TYPE, KIND, DETAILS, CODE
9/11/2017,-$6.09,uber,uber,DEBIT PURCHASE                Sep 07 0895,10026
9/11/2017,-$11.57,Meal,Writer,DEBIT PIN PURCHASE,10013
9/12/2017,-$2.99,HHA Office,Apple,DEBIT PURCHASE                Sep 08 0895,10013
9/12/2017,-$5.41,Meal,Coffee,DEBIT PURCHASE                Sep 08 0895,10013
9/12/2017,-$46.54,Exhibition,EMZ Amazon,DEBIT PURCHASE                Sep 08 0895,10006
9/12/2017,-$218.49,Exhibition,EMZ Frys,DEBIT PIN PURCHASE,10006
9/12/2017,-$4.99,Research,Magazines,DEBIT PURCHASE                Sep 11 0895,10018
9/12/2017,-$12.01,HHA Office,Target,DEBIT PIN PURCHASE,10013
9/12/2017,-$5.28,uber,uber,DEBIT PURCHASE                Sep 10 0895,10026
9/12/2017,-$9.95,uber,uber,DEBIT PURCHASE                Sep 09 0895,10026
9/12/2017,-$42.07,Exhibition,uber PIG,DEBIT PURCHASE                Sep 08 0895,10006
9/12/2017,-$27.18,Exhibition,uber PIG,DEBIT PURCHASE                Sep 09 0895,10006
9/13/2017,-$66.78,Meal,Artist CF,DEBIT PURCHASE                Sep 11 7696,10012
9/13/2017,-$5.40,Meal,Artist EMZ,DEBIT PURCHASE                Sep 10 7696,10012
9/13/2017,-$202.00,HHA Misc. ,cash,NONCITIBANK ATM WITHDRAWAL,10021
9/13/2017,-$300.00,HHA Misc. ,cash,NONCITIBANK ATM WITHDRAWAL,10021
9/13/2017,-$400.00,HHA Misc. ,cash,NONCITIBANK ATM WITHDRAWAL,10021
9/13/2017,-$5.85,HHA Office,Copies,DEBIT PIN PURCHASE,10013
9/13/2017,-$400.43,Insurance,Hardford,OTHER DECREASE,10008
9/13/2017,-$39.00,HHA Office,Intuit,DEBIT PURCHASE                Sep 11 0895,10013
9/14/2017,-$14.69,HHA Office,Amazon,DEBIT PURCHASE                Sep 13 0895,10013
9/14/2017,$109.20,Exhibition,EMZ EMZ,DEBIT RETURN,10006
9/14/2017,-$85.00,HHA Office,Mailchimp,OTHER DECREASE,10013
9/14/2017,-$143.92,Exhibition,MEC Paint,DEBIT PIN PURCHASE,10006
9/15/2017,-$0.99,HHA Office,Apple,DEBIT PURCHASE                Sep 12 0895,10013
9/15/2017,-$181.49,Exhibition,EMZ,DEBIT PURCHASE                Sep 13 0895,10006
9/18/2017,-$44.61,Opening ,EMZ,DEBIT PIN PURCHASE,10014
9/18/2017,-$56.82,Opening ,EMZ,OTHER DECREASE,10014
9/18/2017,-$95.40,Opening ,EMZ,DEBIT PIN PURCHASE,10014
9/18/2017,"-$1,243.51",Artist Payment,Refferal,OTHER DECREASE,10002
9/19/2017,-$88.48,Meal,Artist New artist,DEBIT PURCHASE                Sep 15 7696,10012
9/19/2017,-$9.29,Meal,Coffee,DEBIT PURCHASE                Sep 15 0895,10013
9/19/2017,-$125.20,Opening ,EMZ,DEBIT PURCHASE                Sep 14 0895,10014
9/19/2017,-$26.18,Exhibition,EMZ anawalt,DEBIT PURCHASE                Sep 16 0895,10006
9/19/2017,-$30.11,Exhibition,EMZ anawalt,DEBIT PURCHASE                Sep 15 0895,10006
9/19/2017,-$40.91,Exhibition,EMZ anawalt,DEBIT PURCHASE                Sep 15 0895,10006
9/19/2017,-$6.32,uber,uber,DEBIT PURCHASE                Sep 18 0895,10026
9/19/2017,-$8.24,uber,uber,DEBIT PURCHASE                Sep 17 0895,10026
9/19/2017,-$32.12,Exhibition,uber PIG,DEBIT PURCHASE                Sep 17 0895,10006
9/19/2017,-$32.53,Exhibition,uber PIG,DEBIT PURCHASE                Sep 17 0895,10006
9/20/2017,$21.55,Opening ,EMZ,DEBIT RETURN,10014
9/20/2017,-$77.67,insurance,Progressive,OTHER DECREASE,10008
9/21/2017,-$40.00,Labor,gallery sitting,CHECK   15344,10010
9/21/2017,-$23.07,Meal,HHA Office Studio L,DEBIT PIN PURCHASE,10013
9/22/2017,-$59.51,Meal,Artist BOC,DEBIT PIN PURCHASE,10012
9/22/2017,-$4.92,Meal,Coffee,DEBIT PURCHASE                Sep 20 0895,10013
9/25/2017,-$6.74,Meal,Coffee,DEBIT PIN PURCHASE,10013
9/25/2017,-$135.00,Exhibition,EMZ Prep,CHECK   15349,10006
9/25/2017,-$500.00,Artist Payment,EW,CHECK   15355,10002
9/25/2017,"-$4,985.00",RENT,Holllywood,CHECK   15354,10017
9/25/2017,-$79.99,Utility,internet,DEBIT PURCHASE                Sep 21 7696,10027
9/25/2017,-$14.99,Research ,Spotify,OTHER DECREASE,10018
9/25/2017,-$5.98,uber,uber,DEBIT PURCHASE                Sep 21 0895,10026
9/25/2017,-$6.32,uber,uber,DEBIT PURCHASE                Sep 22 0895,10026
9/26/2017,-$103.25,HHA Misc. ,Cash,NONCITIBANK ATM WITHDRAWAL,10021
9/26/2017,-$127.07,Meal,Client ,DEBIT PURCHASE                Sep 24 7696,10013
9/26/2017,-$4.37,Meal,Coffee,DEBIT PURCHASE                Sep 22 0895,10013
9/26/2017,-$8.19,Meal,Coffee,DEBIT PURCHASE                Sep 23 0895,10013
9/26/2017,-$8.62,Meal,Coffee,DEBIT PURCHASE                Sep 21 7696,10013
9/26/2017,$30.93,Exhibition,EMZ anawalt,DEBIT RETURN,10006
9/26/2017,-$99.00,HHA Office,Gallery Manager,DEBIT PURCHASE                Sep 22 0895,10013
9/26/2017,-$87.17,Insurance,Travelers,OTHER DECREASE,10008
9/26/2017,-$2.83,HHA Office,USPS,DEBIT PIN PURCHASE,10013
9/27/2017,-$59.78,Meal,Client ,DEBIT PIN PURCHASE,10013
9/27/2017,"$5,815.00",SALE,Laz / PIG,TELLER DEPOSIT                 Sep 27 16:52,10024
9/27/2017,-$15.45,HHA Office,Venmo,DEBIT PURCHASE                Sep 24 0895,10013
9/28/2017,-$3.00,ER,contacts,DEBIT PURCHASE                Sep 26 0895,10005
9/28/2017,$218.49,Exhibition,EMZ Frys,DEBIT RETURN,10006
9/28/2017,-$5.66,uber,uber,DEBIT PURCHASE                Sep 26 0895,10026
9/28/2017,-$6.01,uber,uber,DEBIT PURCHASE                Sep 27 0895,10026
9/28/2017,-$25.34,uber,uber,DEBIT PURCHASE                Sep 26 0895,10026
9/28/2017,-$58.29,Exhibition,uber PIG,DEBIT PURCHASE                Sep 26 0895,10006
9/28/2017,-$27.18,HHA Office,Walgreens,DEBIT PURCHASE                Sep 26 7696,10013
9/29/2017,-$4.92,Meal,Coffee,DEBIT PURCHASE                Sep 27 0895,10013
9/29/2017,-$8.11,Meal,Coffee,DEBIT PURCHASE                Sep 27 7696,10013
9/29/2017,-$11.99,Research ,Netflix,DEBIT PURCHASE                Sep 27 7696,10018
9/29/2017,-$975.02,Art Fair,Paris Travel Plane,DEBIT PURCHASE                Sep 26 0895,10001
9/29/2017,-$404.76,uber,uber,OTHER DECREASE,10026
10/2/2017,-$3.04,Meal,Coffee,DEBIT PIN PURCHASE,10013
10/2/2017,"-$3,500.00",Labor,CS,CHECK   15362,10010
10/2/2017,-$270.00,Photography,Culver - LAZ,CHECK   15361,10015
10/2/2017,"-$4,985.00",RENT,Holllywood,CHECK   15359,10017
10/2/2017,-$9.59,Meal,HHA Office,DEBIT PURCHASE                Sep 27 0895,10013
10/2/2017,-$15.61,Meal,HHA Office,DEBIT PIN PURCHASE,10013
10/2/2017,-$35.62,Meal,HHA Office,DEBIT PIN PURCHASE,10013
10/2/2017,-$100.72,HHA Office,Target,DEBIT PIN PURCHASE,10013
10/2/2017,-$15.71,HHA Office,Venmo,DEBIT PURCHASE                Sep 28 0895,10013
10/3/2017,-$63.59,Utility,ADT,DEBIT PURCHASE                Sep 29 7696,10027
10/3/2017,-$200.00,Artist Payment,EMZ,CHECK   15357,10002
10/3/2017,-$578.64,Artist Payment,EMZ,CHECK   15360,10002
10/3/2017,-$29.16,HHA Office,Google,DEBIT PURCHASE                Oct 01 0895,10013
10/3/2017,-$116.01,Utility,phone ,DEBIT PURCHASE                Oct 01 7696,10027
10/3/2017,-$18.21,Research ,Sirius,DEBIT PURCHASE                Oct 02 7696,10018
10/4/2017,-$254.00,Storage,Whittier,DEBIT PURCHASE                Oct 01 0895,10017
10/4/2017,-$254.00,Storage,Whittier,DEBIT PURCHASE                Oct 01 0895,10017
10/4/2017,-$27.32,Building,Light bulbs,DEBIT PIN PURCHASE,10004
10/5/2017,-$49.99,HHA Office,Adobe,OTHER DECREASE,10013
10/5/2017,-$74.01,Meal,Curator,DEBIT PURCHASE                Oct 01 7696,10013
10/5/2017,-$103.89,Utility,Internet,DEBIT PURCHASE                Oct 03 0895,10027
10/5/2017,-$7.93,Research,LA Times,DEBIT PURCHASE                Oct 03 0895,10018
10/5/2017,-$238.25,Utility,LADWP,OTHER DECREASE,10027
10/5/2017,-$31.54,HHA Office,Walgreens,DEBIT PURCHASE                Oct 03 7696,10013
10/6/2017,-$5.27,Meal,coffee,DEBIT PIN PURCHASE,10013
10/10/2017,$96.84,HHA Office,Amazon,ACH Electronic Credit,10013
10/10/2017,-$20.00,Meal,Artist New artist,DEBIT PURCHASE                Oct 04 7696,10012
10/10/2017,-$538.00,HHA Office,Dropbox,DEBIT PURCHASE                Oct 05 0895,10013
10/10/2017,-$123.25,Artist Payment,EW,NONCITIBANK ATM WITHDRAWAL,10002
10/10/2017,-$31.58,Building,Home Depot,DEBIT PURCHASE                Oct 04 7696,10004
10/10/2017,-$42.00,Sales Tax,IRS,OTHER DECREASE,10025
10/11/2017,-$2.99,HHA Office,Apple,DEBIT PURCHASE                Oct 08 0895,10013
10/11/2017,-$5.00,Meal,Coffee,DEBIT PURCHASE                Oct 06 7696,10013
10/11/2017,-$21.16,Meal,Coffee,OTHER DECREASE,10013
10/11/2017,-$33.12,LA Transport,Gas,DEBIT PIN PURCHASE,10009
10/12/2017,-$131.29,HHA Office,Amazon,DEBIT PURCHASE                Oct 09 0895,10013
10/12/2017,-$33.26,Meal,Client ,DEBIT PURCHASE                Oct 10 7696,10013
10/12/2017,-$23.00,Art Fair,Paris Travel Plane,DEBIT PURCHASE                Oct 09 0895,10001
10/12/2017,-$32.00,Art Fair,Paris Travel Plane,DEBIT PURCHASE                Oct 09 0895,10001
10/12/2017,-$13.32,Meal,HHA Office Studio L,DEBIT PIN PURCHASE,10013
10/12/2017,-$3.75,uber,uber,DEBIT PURCHASE                Oct 11 0895,10026
10/12/2017,-$5.29,uber,uber,DEBIT PURCHASE                Oct 10 0895,10026
10/13/2017,-$12.01,Building,Anawalt,DEBIT PURCHASE                Oct 11 0895,10004
10/13/2017,-$5.83,Meal,Coffee,DEBIT PIN PURCHASE,10013
10/13/2017,-$163.00,ER,facial,DEBIT PURCHASE                Oct 11 7696,10005
10/13/2017,-$39.00,HHA Office,Intuit,DEBIT PURCHASE                Oct 11 0895,10013
10/13/2017,-$4.99,Research ,Magazine,DEBIT PURCHASE                Oct 11 0895,10018
10/13/2017,$27.38,Art Fair,Paris Shipping Ashley Dis Shipping,DEBIT RETURN,10001
10/13/2017,$31.05,Art Fair,Paris Shipping Ashley Dis Shipping,DEBIT RETURN,10001
10/13/2017,$63.67,Art Fair,Paris Shipping Ashley Dis Shipping,DEBIT RETURN,10001
10/13/2017,-$27.38,Art Fair,Paris Shipping Ashley Dis Shipping,DEBIT PURCHASE                Oct 11 7696,10001
10/13/2017,-$206.96,Art Fair,Paris Shipping Ashley Dis Shipping,DEBIT PURCHASE                Oct 11 7696,10001
10/13/2017,-$27.00,HHA Misc. ,Passport,DEBIT PIN PURCHASE,10023
10/13/2017,-$400.43,Insurance,Progressive,OTHER DECREASE,10008
10/13/2017,-$9.84,HHA Office,Rite Aid,DEBIT PIN PURCHASE,10013
10/13/2017,-$10.81,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
10/16/2017,-$123.25,HHA Misc. ,Cash,NONCITIBANK ATM WITHDRAWAL,10021
10/16/2017,-$74.96,Meal,Client ,DEBIT PIN PURCHASE,10013
10/16/2017,-$27.35,ER,clothes,DEBIT PIN PURCHASE,10005
10/16/2017,-$33.00,ER,contacts,DEBIT PURCHASE                Oct 12 0895,10005
10/16/2017,-$85.00,HHA Office,Mailchimp,OTHER DECREASE,10013
10/16/2017,-$44.60,ER,pet,DEBIT PIN PURCHASE,10005
10/16/2017,-$11.49,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
10/16/2017,-$17.51,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
10/17/2017,-$108.41,HHA Office,Amazon Membership,DEBIT PURCHASE                Oct 15 0895,10013
10/17/2017,-$0.99,HHA Office,Apple,DEBIT PURCHASE                Oct 12 0895,10013
10/17/2017,-$7.38,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/17/2017,-$5.25,Meal,Client ,DEBIT PURCHASE                Oct 13 7696,10013
10/17/2017,-$369.08,Art Fair,Paris - Travel meals - cash,NONCITIBANK ATM WITHDRAWAL,10001
10/17/2017,-$5.00,Art Fair,Paris Fee,DEBIT PURCHASE                Oct 15 7696,10001
10/17/2017,-$225.00,HHA Misc. ,Passport,DEBIT PURCHASE                Oct 13 7696,10023
10/17/2017,-$353.81,Exhibition,SA (car rental),DEBIT PURCHASE                Oct 15 7696,10006
10/18/2017,-$0.08,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/18/2017,-$0.41,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/18/2017,-$0.41,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/18/2017,-$500.00,Photography,EMZ - LAZ,CHECK   15363,10015
10/18/2017,-$4.14,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 16 7696,10001
10/18/2017,-$13.23,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 15 7696,10001
10/18/2017,-$20.56,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 16 7696,10001
10/18/2017,-$20.62,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 16 7696,10001
10/18/2017,-$100.00,Art Fair,Paris Shipping,DEBIT PURCHASE                Oct 15 7696,10001
10/18/2017,-$100.00,Art Fair,Paris Shipping,DEBIT PURCHASE                Oct 15 7696,10001
10/18/2017,-$5.00,uber,uber,DEBIT PURCHASE                Oct 15 0895,10026
10/19/2017,-$324.39,Labor,HL,CHECK   15353,10010
10/19/2017,-$528.00,Labor,HL,CHECK   15351,10010
10/19/2017,-$414.00,LA Transport,Tickets,DEBIT PURCHASE                Oct 17 0895,10009
10/19/2017,-$7.62,uber,uber,DEBIT PURCHASE                Oct 17 0895,10026
10/20/2017,-$0.17,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/20/2017,-$0.71,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/20/2017,-$7.39,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/20/2017,-$369.49,Art Fair,Paris  labor - Paris,NONCITIBANK ATM WITHDRAWAL,10001
10/20/2017,-$8.48,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 18 7696,10001
10/20/2017,-$35.34,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 18 7696,10001
10/20/2017,-$77.67,Insurance,Progressive,OTHER DECREASE,10008
10/20/2017,-$7.57,uber,uber,DEBIT PURCHASE                Oct 18 0895,10026
10/23/2017,-$0.31,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/23/2017,-$4.74,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/23/2017,-$15.65,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 18 7696,10001
10/23/2017,-$237.10,Art Fair,Paris Production,NONCITIBANK ATM WITHDRAWAL,10001
10/23/2017,-$46.35,HHA Office,Venmo,DEBIT PURCHASE                Oct 18 0895,10013
10/24/2017,-$15.70,HHA Office,Amazon,DEBIT PURCHASE                Oct 21 0895,10013
10/24/2017,-$1.71,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/24/2017,-$99.00,HHA Office,gallery manager,DEBIT PURCHASE                Oct 22 0895,10013
10/24/2017,-$79.99,Utility,internet,DEBIT PURCHASE                Oct 21 7696,10027
10/24/2017,-$85.71,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 19 7696,10001
10/24/2017,-$15.00,Research ,parking - getty,DEBIT PURCHASE                Oct 19 0895,10018
10/24/2017,-$6.81,uber,uber,DEBIT PURCHASE                Oct 21 0895,10026
10/24/2017,-$12.37,uber,uber,DEBIT PURCHASE                Oct 21 0895,10026
10/25/2017,-$31.00,HHA Office,Amazon,OTHER DECREASE,10013
10/25/2017,-$1.24,Bank Fee,Bank Fee,FOREIGN FEE,10003
10/25/2017,-$61.82,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 23 7696,10001
10/25/2017,-$14.99,Research ,Spotify,OTHER DECREASE,10018
10/25/2017,-$87.18,Insurance,Travelers,OTHER DECREASE,10008
10/26/2017,-$200.00,Labor,cash / cleaning,NONCITIBANK ATM WITHDRAWAL,10010
10/26/2017,-$102.11,Meal,Client ,DEBIT PIN PURCHASE,10013
10/26/2017,-$16.72,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 24 7696,10001
10/26/2017,-$21.76,Art Fair,Paris - Travel meal,DEBIT PURCHASE                Oct 24 7696,10001
10/26/2017,-$0.33,Art Fair,Paris fee,FOREIGN FEE,10001
10/26/2017,-$0.44,Art Fair,Paris fee,FOREIGN FEE,10001
10/26/2017,-$17.30,HHA Office,Staples,DEBIT PURCHASE                Oct 24 0895,10013
10/27/2017,-$161.25,Exhibition,SA (car rental),DEBIT PURCHASE                Oct 25 0895,10006
10/27/2017,-$8.45,uber,uber,DEBIT PURCHASE                Oct 25 0895,10026
10/30/2017,-$70.83,HHA Office,Amazon,DEBIT PURCHASE                Oct 26 0895,10013
10/30/2017,-$300.00,Artist Payment,EW,CHECK   15370,10002
10/30/2017,-$219.00,Meal,LAND Benefit,DEBIT PURCHASE                Oct 26 0895,10013
10/30/2017,-$4.63,Exhibition,SA (gas),DEBIT PIN PURCHASE,10006
10/30/2017,-$24.16,Exhibition,SA (gas),DEBIT PIN PURCHASE,10006
10/30/2017,-$5.60,uber,uber,DEBIT PURCHASE                Oct 27 0895,10026
10/30/2017,-$636.56,uber,uber,OTHER DECREASE,10026
10/31/2017,-$63.59,Utility,ADT,DEBIT PURCHASE                Oct 29 7696,10027
10/31/2017,-$43.48,HHA Office,Amazon,DEBIT PURCHASE                Oct 28 0895,10013
10/31/2017,-$66.35,Meal,Client ,DEBIT PURCHASE                Oct 29 7696,10013
10/31/2017,-$6.55,Meal,Coffee,DEBIT PURCHASE                Oct 28 0895,10013
10/31/2017,-$7.22,Meal,Coffee,DEBIT PURCHASE                Oct 29 0895,10013
10/31/2017,-$11.99,Research,Netflix,DEBIT PURCHASE                Oct 27 7696,10018
10/31/2017,"-$2,860.00",Exhibition,SA  Shipping,DEBIT PURCHASE                Oct 27 0895,10006
10/31/2017,-$8.03,uber,uber,DEBIT PURCHASE                Oct 28 0895,10026
11/1/2017,-$7.96,Research,LA Times,DEBIT PURCHASE                Oct 30 0895,10018
11/1/2017,"$1,000.00",SALE,PIG Garner,TELLER DEPOSIT                 Nov 01 19:44,10024
11/1/2017,-$10.37,Meal,HHA Office Studio L,DEBIT PIN PURCHASE,10013
11/1/2017,-$22.16,Exhibition,SA (gas),DEBIT PIN PURCHASE,10006
11/1/2017,-$28.43,Exhibition,SA (gas),DEBIT PURCHASE                Oct 30 0895,10006
11/1/2017,-$50.05,Exhibition,SA (gas),DEBIT PURCHASE                Oct 30 0895,10006
11/2/2017,-$21.00,Art Fair,Armory metro,DEBIT PIN PURCHASE,10001
11/2/2017,$19.00,Meal,LAND Benefit,DEBIT RETURN,10012
11/2/2017,-$3.00,Exhibition,SA (gas),DEBIT PURCHASE                Oct 31 0895,10006
11/2/2017,-$3.95,Exhibition,SA (gas),DEBIT PURCHASE                Oct 30 0895,10006
11/2/2017,-$3.95,Exhibition,SA (gas),DEBIT PURCHASE                Oct 31 0895,10006
11/2/2017,-$10.00,Exhibition,SA (gas),DEBIT PURCHASE                Oct 31 0895,10006
11/2/2017,-$69.04,Exhibition,SA (gas),DEBIT PIN PURCHASE,10006
11/3/2017,-$9.75,Meal,Coffee,DEBIT PURCHASE                Oct 31 7696,10013
11/3/2017,-$29.16,HHA office,google,DEBIT PURCHASE                Nov 01 0895,10013
11/3/2017,"$3,465.00",SALE,JAK,INCOMING WIRE,10024
11/3/2017,-$119.67,Utility,phone ,DEBIT PURCHASE                Nov 01 7696,10027
11/3/2017,-$18.21,research,siruis,DEBIT PURCHASE                Nov 02 7696,10018
11/3/2017,-$3.75,Exhibition,SA (gas),DEBIT PURCHASE                Nov 01 0895,10006
11/3/2017,-$49.16,Exhibition,SA (gas),DEBIT PURCHASE                Nov 01 0895,10006
11/6/2017,-$49.99,HHA Office,Adobe,OTHER DECREASE,10013
11/6/2017,-$15.00,Bank Fee,Bank Fee,ACH Electronic Debit,10003
11/6/2017,-$254.00,Storage,Whittier,DEBIT PURCHASE                Nov 01 0895,10017
11/6/2017,-$254.00,Storage,Whittier,DEBIT PURCHASE                Nov 01 0895,10017
11/6/2017,-$104.07,Utility,Internet,DEBIT PURCHASE                Nov 02 0895,10027
11/6/2017,-$153.26,Utility,LADWP,OTHER DECREASE,10027
11/6/2017,-$15.00,ER,nails,DEBIT PURCHASE                Nov 01 7696,10005
11/6/2017,-$6.51,Meal,HHA Office,DEBIT PURCHASE                Nov 01 7696,10013
11/6/2017,-$7.43,Meal,HHA Office,DEBIT PIN PURCHASE,10013
11/6/2017,-$52.41,Exhibition,SA - Anawalt  ,DEBIT PURCHASE                Nov 02 0895,10006
11/6/2017,-$3.18,uber,uber,DEBIT PURCHASE                Nov 03 0895,10026
11/6/2017,-$8.75,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
11/6/2017,-$80.26,Meal,Writer,DEBIT PIN PURCHASE,10013
11/6/2017,-$45.17,LA Transport,zip car,DEBIT PURCHASE                Nov 01 0895,10009
11/6/2017,-$45.17,LA Transport,zip car,DEBIT PURCHASE                Nov 01 0895,10009
11/6/2017,-$63.79,LA Transport,zip car,DEBIT PURCHASE                Nov 02 0895,10009
11/7/2017,-$8.49,HHA Office,Amazon,DEBIT PURCHASE                Nov 04 0895,10013
11/7/2017,-$37.00,Meal,Artist New artist,DEBIT PURCHASE                Nov 04 7696,10012
11/7/2017,-$52.11,Meal,Artist New artist,DEBIT PURCHASE                Nov 03 7696,10012
11/7/2017,-$4.93,Meal,Coffee,DEBIT PURCHASE                Nov 03 0895,10013
11/7/2017,"-$3,500.00",Labor,CS,CHECK   15368,10010
11/7/2017,"$1,475.00",SALE,EMZ,INCOMING WIRE,10024
11/7/2017,"$1,200.00",SALE,Refferal,TELLER DEPOSIT                 Nov 07 15:43,10024
11/7/2017,-$13.67,HHA Office,Office Depot,DEBIT PIN PURCHASE,10013
11/7/2017,-$23.87,Meal,HHA Office,DEBIT PURCHASE                Nov 05 0895,10013
11/7/2017,-$32.58,Meal,HHA Office,DEBIT PURCHASE                Nov 04 0895,10013
11/7/2017,-$150.00,Meal,SA,DEBIT PURCHASE                Nov 05 7696,10013
11/7/2017,-$8.16,Exhibition,SA - Anawalt,DEBIT PURCHASE                Nov 04 0895,10006
11/7/2017,-$3.09,HHA Office,Venmo,DEBIT PURCHASE                Nov 02 0895,10013
11/7/2017,$9.49,HHA Office,Walgreens,DEBIT RETURN,10013
11/8/2017,-$38.48,Exhibition,SA - Anawalt,DEBIT PURCHASE                Nov 06 0895,10006
11/8/2017,-$14.82,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
11/9/2017,-$400.00,Labor,cash / cleaning,NONCITIBANK ATM WITHDRAWAL,10010
11/9/2017,-$4.35,Exhibition,SA - Anawalt,DEBIT PURCHASE                Nov 07 0895,10006
11/9/2017,-$26.69,Exhibition,SA - Anawalt,DEBIT PURCHASE                Nov 07 0895,10006
11/10/2017,-$5.50,Meal,Coffee,DEBIT PURCHASE                Nov 08 0895,10013
11/10/2017,-$128.59,Opening ,SA,DEBIT PIN PURCHASE,10014
11/10/2017,-$168.76,Opening ,SA,DEBIT PIN PURCHASE,10014
11/10/2017,-$16.04,Exhibition,SA - Anawalt,DEBIT PURCHASE                Nov 08 0895,10006
11/10/2017,-$32.76,Exhibition,SA - Anawalt,DEBIT PURCHASE                Nov 08 0895,10006
11/13/2017,-$2.99,HHA Office,Apple,DEBIT PURCHASE                Nov 08 0895,10013
11/13/2017,-$7.20,Meal,Coffee,DEBIT PURCHASE                Nov 08 7696,10013
11/13/2017,-$15.88,Meal,Coffee,DEBIT PURCHASE                Nov 09 7696,10013
11/13/2017,-$33.00,ER,contacts,DEBIT PURCHASE                Nov 09 0895,10005
11/13/2017,-$28.14,Meal,Curator,DEBIT PURCHASE                Nov 09 0895,10013
11/13/2017,-$400.43,Insurance,Hartford,OTHER DECREASE,10008
11/13/2017,-$4.50,Opening ,SA,DEBIT PIN PURCHASE,10014
11/13/2017,-$13.02,Meal,SA  HHA Office,DEBIT PURCHASE                Nov 08 7696,10013
11/13/2017,-$8.72,Exhibition,SA - Anawalt,DEBIT PURCHASE                Nov 09 0895,10006
11/13/2017,-$17.01,Meal,SA HHA Office,DEBIT PIN PURCHASE,10013
11/14/2017,-$13.99,HHA Office,Amazon,DEBIT PURCHASE                Nov 10 0895,10013
11/14/2017,-$0.99,HHA Office,Apple,DEBIT PURCHASE                Nov 12 0895,10013
11/14/2017,-$103.25,HHA Misc. ,Cash,NONCITIBANK ATM WITHDRAWAL,10021
11/14/2017,-$4.93,Meal,Coffee,DEBIT PURCHASE                Nov 11 0895,10013
11/14/2017,-$4.99,research,magazines,DEBIT PURCHASE                Nov 11 0895,10018
11/14/2017,-$85.00,HHA Office,Mailchimp,OTHER DECREASE,10013
11/14/2017,-$15.00,Meal,HHA Office,DEBIT PURCHASE                Nov 10 7696,10013
11/14/2017,-$15.00,Exhibition,SA - Web development,DEBIT PURCHASE                Nov 11 0895,10006
11/14/2017,-$72.00,Exhibition,SA - Web development,DEBIT PURCHASE                Nov 11 0895,10006
11/14/2017,-$5.88,uber,uber,DEBIT PURCHASE                Nov 11 0895,10026
11/14/2017,-$34.49,Exhibition,uber PIG,DEBIT PURCHASE                Nov 11 0895,10006
11/14/2017,-$38.21,Exhibition,uber PIG,DEBIT PURCHASE                Nov 11 0895,10006
11/15/2017,-$129.41,Meal,Bob,DEBIT PURCHASE                Nov 13 7696,10012
11/15/2017,-$6.40,Meal,Coffee,DEBIT PURCHASE                Nov 12 7696,10013
11/15/2017,-$39.00,HHA Office,Intuit,DEBIT PURCHASE                Nov 13 0895,10013
11/15/2017,"$35,000.00",LOAN ,X,INCOMING WIRE,10011
11/15/2017,-$28.98,Opening ,SA - event supplies ,DEBIT PIN PURCHASE,10014
11/16/2017,-$15.00,Bank Fee,Bank Fee,ACH Electronic Debit,10003
11/16/2017,-$300.00,Artist Payment,EW,CHECK   15371,10002
11/16/2017,-$8.26,uber,uber,DEBIT PURCHASE                Nov 14 0895,10026
11/16/2017,-$8.74,HHA Office,Walgreens,DEBIT PIN PURCHASE,10013
11/16/2017,-$10.98,HHA Office,Walgreens,DEBIT PURCHASE                Nov 14 7696,10013
11/17/2017,-$95.00,Gift,Flowers - collector,DEBIT PURCHASE                Nov 15 7696,10007
11/20/2017,-$102.25,HHA Misc. ,Cash,NONCITIBANK ATM WITHDRAWAL,10021
11/20/2017,-$11.44,Meal,Coffee,DEBIT PURCHASE                Nov 16 0895,10013
11/20/2017,-$49.00,Exhibition,SA - Web development,OTHER DECREASE,10006
11/20/2017,-$375.00,Exhibition,SA intall prep,DEBIT PURCHASE                Nov 16 0895,10006
