name,brand,month,qty,price_unit,total_sales
CORREGIDORA 4 (QRO),LANIX,March,1,1895.69,1895.69
GUERRERO (QRO),ALCATEL,May,1,1895.69,1895.69
VIA ALTA SUR (LEON),ALCATEL,April,1,1895.69,1895.69
URBAN (QRO),ALCATEL,September,1,1895.69,1895.69
PARQUE (QRO),HISENSE,May,1,1895.69,1895.69
PARQUE (QRO),ALCATEL,June,1,1895.69,1895.69
ANDADOR (CELAYA),ALCATEL,May,1,1895.69,1895.69
CORREGIDORA 3 (QRO),ALCATEL,December,1,1895.69,1895.69
ALLENDE (CELAYA),LANIX,September,1,1895.69,1895.69
GUERRERO (QRO),HISENSE,April,1,1895.69,1895.69
MADERO (QRO),HISENSE,May,1,1895.69,1895.69
GALERIAS (QRO),ALCATEL,June,1,1895.689655,1895.689655
OBREGON (LEON),ZTE,August,1,1895.689655,1895.689655
GUERRERO (QRO),XIAOMI,February,1,1895.689655,1895.689655
HIDALGO (CELAYA),LANIX,February,1,1895.6896,1895.6896
HIDALGO 2 (CELAYA),HISENSE,April,1,1895.6896,1895.6896
CORREGIDORA 4 (QRO),BLU,May,2,947.41379335,1894.8275867
CORREGIDORA 4 (QRO),BLU,November,2,947.41379335,1894.8275867
CORREGIDORA 4 (QRO),BLU,February,3,631.3208046,1893.9624138
ALLENDE (QRO),BLU,February,6,315.23034483333333,1891.382069
LEON CENTRO (LEON),SENWA,October,4,471.121034475,1884.4841379
ALLENDE (QRO),I-MOBIL,July,5,376.72303446,1883.6151723
LEON CENTRO (LEON),I-MOBIL,December,5,376.72200000000004,1883.6100000000001
ALLENDE (QRO),I-MOBIL,April,4,464.65379310000003,1858.6151724000001
HIDALGO (CELAYA),DOPPIO,May,6,309.4827586,1856.8965516
ALLENDE (QRO),I-MOBIL,November,6,309.48,1856.88
CORREGIDORA 3 (QRO),HISENSE,January,1,1852.588621,1852.588621
MADERO (QRO),BLU,September,5,369.82758621999994,1849.1379310999998
HIDALGO (CELAYA),ALCATEL,April,1,1843.9655,1843.9655
CORREGIDORA 2 (QRO),ALCATEL,April,1,1843.9655,1843.9655
CORREGIDORA 3 (QRO),LANIX,December,1,1809.49,1809.49
CORREGIDORA 3 (QRO),LANIX,April,1,1809.485172,1809.485172
MADERO (QRO),LANIX,May,1,1809.485172,1809.485172
CORREGIDORA 4 (QRO),LANIX,July,1,1809.485172,1809.485172
ALLENDE (CELAYA),LANIX,August,1,1809.485172,1809.485172
LA CRUZ (QRO),HISENSE,July,1,1809.482759,1809.482759
HIDALGO 2 (CELAYA),NOKIA,April,1,1809.4827,1809.4827
GALERIAS (QRO),MOTO,May,1,1809.48,1809.48
MADERO (QRO),MOTO,August,1,1809.48,1809.48
PLAZA MAYOR (LEON),XIAOMI,January,1,1809.48,1809.48
VIA ALTA SUR (LEON),MOTO,April,1,1809.48,1809.48
LA CRUZ (QRO),HISENSE,October,1,1809.48,1809.48
ANTEA (QRO),BLU,April,2,904.31034495,1808.6206899
OBREGON (LEON),BLU,October,2,904.31034495,1808.6206899
ALLENDE (QRO),BLU,November,2,904.31034495,1808.6206899
GUERRERO (QRO),NOKIA,January,2,904.3103069,1808.6206138
CORREGIDORA 4 (QRO),BLU,August,2,904.30810345,1808.6162069
CONSTITUYENTES (QRO),BLU,June,3,602.5874712666667,1807.7624138
ANTEA (QRO),BLU,February,3,602.5862069,1807.7586207
ALAMEDA (QRO),BLU,January,5,361.20772414,1806.0386207
PLAZA PATIO (QRO),SOYEALINK,December,1,1792.24,1792.24
ALLENDE (QRO),SOYEALINK,February,1,1792.24,1792.24
PLAZA MAYOR (LEON),SOYEALINK,July,1,1792.24,1792.24
PLAZA MAYOR (LEON),SOYEALINK,January,1,1792.24,1792.24
PLAZA MAYOR (LEON),SOYEALINK,February,1,1792.24,1792.24
ALLENDE (QRO),SOYEALINK,May,1,1792.24,1792.24
ALLENDE (QRO),SOYEALINK,December,1,1792.24,1792.24
ANDADOR (CELAYA),HISENSE,April,1,1767.24,1767.24
ALLENDE (QRO),LANIX,October,1,1724.137931,1724.137931
PLAZA PATIO (QRO),LANIX,February,1,1723.28,1723.28
HIDALGO (CELAYA),ZTE,March,1,1723.28,1723.28
CORREGIDORA 2 (QRO),ZTE,January,1,1723.28,1723.28
PLAZA PATIO (QRO),ALCATEL,February,1,1723.28,1723.28
LEON CENTRO (LEON),ALCATEL,August,1,1723.28,1723.28
ANDADOR (CELAYA),ALCATEL,March,1,1723.28,1723.28
GALERIAS (QRO),MOTO,June,1,1723.28,1723.28
MADERO (LEON),ALCATEL,June,1,1723.28,1723.28
MADERO (LEON),ALCATEL,April,1,1723.28,1723.28
LA CRUZ (QRO),MOTO,April,1,1723.28,1723.28
ANDADOR (CELAYA),ALCATEL,July,1,1723.28,1723.28
URBAN (QRO),ALCATEL,May,1,1723.28,1723.28
LEON CENTRO (LEON),ALCATEL,March,1,1723.28,1723.28
OBREGON (LEON),MOTO,October,1,1723.28,1723.28
PLAZA PATIO (QRO),HISENSE,December,1,1723.28,1723.28
MAYOREO (QRO),MOTO,July,1,1723.28,1723.28
CORREGIDORA 3 (QRO),ALCATEL,June,1,1723.28,1723.28
PLAZA PATIO (QRO),ALC,July,1,1723.28,1723.28
CORREGIDORA 4 (QRO),ALCATEL,August,1,1723.28,1723.28
PLAZA MAYOR (LEON),ALC,May,1,1723.28,1723.28
ANDADOR (CELAYA),ALCATEL,September,1,1723.28,1723.28
URBAN (QRO),ALCATEL,November,1,1723.28,1723.28
CORREGIDORA 2 (QRO),ZTE,February,1,1723.28,1723.28
FIESTA (IRAPUATO),LANIX,February,1,1723.28,1723.28
ALLENDE (CELAYA),ZTE,January,1,1723.28,1723.28
FIESTA (IRAPUATO),ZTE,February,1,1723.28,1723.28
PARQUE (QRO),ALCATEL,November,1,1723.28,1723.28
LA VICTORIA (QRO),ZTE,March,1,1723.28,1723.28
PARQUE (QRO),LANIX,March,1,1723.28,1723.28
LEON CENTRO (LEON),ALCATEL,June,1,1723.28,1723.28
ALAMEDA (QRO),LANIX,March,1,1723.28,1723.28
CORREGIDORA 4 (QRO),ALCATEL,September,1,1723.28,1723.28
ALLENDE (CELAYA),ZTE,April,1,1723.28,1723.28
CONSTITUYENTES (QRO),ALCATEL,February,1,1723.28,1723.28
MADERO (LEON),ALCATEL,March,1,1723.28,1723.28
FIESTA (IRAPUATO),ALCATEL,May,1,1723.28,1723.28
MAYOREO (QRO),HISENSE,January,1,1723.28,1723.28
LEON CENTRO (LEON),ALCATEL,December,1,1723.28,1723.28
GALERIAS (QRO),ZTE,August,1,1723.275862,1723.275862
PLAZA MAYOR (LEON),LANIX,May,1,1723.275862,1723.275862
URBAN (QRO),ZTE,September,1,1723.275862,1723.275862
FIESTA (IRAPUATO),LANIX,January,1,1723.275862,1723.275862
LA CRUZ (QRO),LANIX,April,1,1723.275862,1723.275862
MADERO (QRO),ALCATEL,June,1,1723.275862,1723.275862
CORREGIDORA 2 (QRO),LANIX,January,1,1723.275862,1723.275862
PLAZA PATIO (QRO),ZTE,August,1,1723.275862,1723.275862
CONSTITUYENTES (QRO),LANIX,June,1,1723.275862,1723.275862
URBAN (QRO),ZTE,April,1,1723.275862,1723.275862
PLAZA MAYOR (LEON),LANIX,April,1,1723.275862,1723.275862
VIA ALTA SUR (LEON),ALCATEL,March,1,1723.275862,1723.275862
PLAZA PATIO (QRO),LANIX,June,1,1723.275862,1723.275862
MADERO (QRO),ZTE,July,1,1723.275862,1723.275862
PLAZA MAYOR (LEON),LANIX,July,1,1723.275862,1723.275862
CORREGIDORA 3 (QRO),LANIX,February,1,1723.275862,1723.275862
HIDALGO (CELAYA),ZTE,June,1,1723.275862,1723.275862
LA CRUZ (QRO),LANIX,January,1,1723.275862,1723.275862
CORREGIDORA 2 (QRO),ALC,August,1,1723.2758,1723.2758
CONSTITUYENTES (QRO),HISENSE,July,1,1723.2758,1723.2758
HIDALGO 2 (CELAYA),LANIX,June,1,1723.2758,1723.2758
PARQUE (QRO),ZTE,February,1,1723.27,1723.27
CORREGIDORA 2 (QRO),BLU,February,3,573.8510345666666,1721.5531036999998
CORREGIDORA 3 (QRO),BLU,October,3,573.8505747999999,1721.5517243999998
HIDALGO 2 (CELAYA),SENWA,August,4,430.1727586,1720.6910344
PLAZA MAYOR (LEON),NOKIA,June,4,430.1724138,1720.6896552
LEON CENTRO (LEON),NOKIA,August,4,430.1712069,1720.6848276
LEON CENTRO (LEON),SENWA,June,3,568.1034483,1704.3103449
CORREGIDORA 3 (QRO),SENWA,April,3,568.1,1704.3000000000002
ALLENDE (QRO),CORN,December,4,422.4137931,1689.6551724
HIDALGO (CELAYA),HISENSE,May,1,1680.17,1680.17
LA CRUZ (QRO),BLU,June,2,839.65517255,1679.3103451
PARQUE (CELAYA),BLU,October,3,559.4827586333333,1678.4482759
MADERO (LEON),BLU,February,3,559.4827586333333,1678.4482759
GALERIAS (QRO),BLU,June,3,559.4827586333333,1678.4482759
HIDALGO 2 (CELAYA),BLU,July,4,419.39655174999996,1677.5862069999998
ANDADOR (CELAYA),SENWA,June,3,550.8622988666666,1652.5868965999998
CORREGIDORA 3 (QRO),SENWA,August,3,550.86,1652.58
ALLENDE (QRO),I-MOBIL,September,4,412.9275,1651.71
FIESTA (IRAPUATO),XIAOMI,April,1,1637.07,1637.07
LEON CENTRO (LEON),XIAOMI,August,1,1637.07,1637.07
LEON CENTRO (LEON),XIAOMI,November,1,1637.07,1637.07
VIA ALTA SUR (LEON),XIAOMI,April,1,1637.07,1637.07
ANDADOR (CELAYA),XIAOMI,October,1,1637.07,1637.07
LEON CENTRO (LEON),ALC,July,1,1637.07,1637.07
LA CRUZ (QRO),NOKIA,April,1,1637.07,1637.07
ALAMEDA (QRO),XIAOMI,October,1,1637.07,1637.07
MADERO (QRO),XIAOMI,April,1,1637.07,1637.07
PLAZA MAYOR (LEON),XIAOMI,September,1,1637.07,1637.07
URBAN (QRO),XIAOMI,September,1,1637.07,1637.07
HIDALGO (CELAYA),XIAOMI,April,1,1637.07,1637.07
URBAN (QRO),XIAOMI,November,1,1637.07,1637.07
LEON CENTRO (LEON),XIAOMI,March,1,1637.07,1637.07
MAYOREO (QRO),XIAOMI,March,1,1637.07,1637.07
MAYOREO (QRO),XIAOMI,February,1,1637.07,1637.07
ALLENDE (CELAYA),NOKIA,July,1,1637.07,1637.07
BOULEVARES (QRO),XIAOMI,September,1,1637.07,1637.07
ALLENDE (CELAYA),XIAOMI,February,1,1637.07,1637.07
FIESTA (IRAPUATO),XIAOMI,October,1,1637.07,1637.07
PARQUE (CELAYA),XIAOMI,June,1,1637.07,1637.07
LA CRUZ (QRO),XIAOMI,July,1,1637.07,1637.07
GUERRERO (QRO),XIAOMI,February,1,1637.07,1637.07
HIDALGO 2 (CELAYA),XIAOMI,December,1,1637.07,1637.07
ALAMEDA (QRO),XIAOMI,November,1,1637.07,1637.07
PLAZA PATIO (QRO),XIAOMI,August,1,1637.07,1637.07
LA CRUZ (QRO),XIAOMI,November,1,1637.07,1637.07
GALERIAS (QRO),NOKIA,March,1,1637.07,1637.07
CONSTITUYENTES (QRO),XIAOMI,September,1,1637.07,1637.07
OBREGON (LEON),XIAOMI,July,1,1637.07,1637.07
HIDALGO 2 (CELAYA),XIAOMI,November,1,1637.07,1637.07
PLAZA MAYOR (LEON),BLU,February,1,1637.07,1637.07
HIDALGO (CELAYA),XIAOMI,October,1,1637.07,1637.07
ANDADOR (CELAYA),XIAOMI,July,1,1637.07,1637.07
ALAMEDA (QRO),NOKIA,August,1,1637.07,1637.07
GUERRERO (QRO),XIAOMI,October,1,1637.07,1637.07
LA CRUZ (QRO),XIAOMI,June,1,1637.07,1637.07
OBREGON (LEON),NOKIA,January,1,1637.07,1637.07
ANTEA (QRO),XIAOMI,January,1,1637.07,1637.07
LA CRUZ (QRO),XIAOMI,February,1,1637.07,1637.07
OBREGON (LEON),XIAOMI,December,1,1637.07,1637.07
CORREGIDORA 4 (QRO),ALC,July,1,1637.07,1637.07
CONSTITUYENTES (QRO),NOKIA,June,1,1637.068966,1637.068966
URBAN (QRO),ALCATEL,January,1,1637.068966,1637.068966
GALERIAS (QRO),NOKIA,October,1,1637.068966,1637.068966
VALLARTA (VTA),LG,July,1,1637.068966,1637.068966
GUERRERO (QRO),BLU,January,1,1637.068966,1637.068966
URBAN (QRO),BLU,August,2,818.1012069,1636.2024138
LEON CENTRO (LEON),BLU,November,4,408.6210345,1634.484138
HIDALGO 2 (CELAYA),BLU,November,5,326.72468965999997,1633.6234482999998
GUERRERO (QRO),BLU,January,5,326.72468965999997,1633.6234482999998
HIDALGO 2 (CELAYA),BLU,December,5,326.72468552,1633.6234276
FIESTA (IRAPUATO),BLU,August,5,326.72440966,1633.6220483
ANDADOR (CELAYA),BLU,November,5,326.72413794,1633.6206897
ALAMEDA (QRO),ZTE,February,1,1603.448276,1603.448276
FIESTA (IRAPUATO),SENWA,November,3,533.62,1600.8600000000001
PARQUE (QRO),SENWA,March,3,533.62,1600.8600000000001
LEON CENTRO (LEON),SENWA,December,3,533.62,1600.8600000000001
ALLENDE (QRO),I-MOBIL,August,4,399.99836205,1599.9934482
CORREGIDORA 3 (QRO),DOPPIO,October,5,318.1034483,1590.5172415000002
LEON CENTRO (LEON),DOPPIO,December,5,318.1034483,1590.5172415000002
GUERRERO (QRO),DOPPIO,July,5,314.65517242,1573.2758621
HIDALGO (CELAYA),SENWA,November,3,522.1252873666666,1566.3758621
OBREGON (LEON),DOPPIO,May,5,312.35632183333337,1556.0344827000001
PARQUE (QRO),HISENSE,March,1,1550.862069,1550.862069
PLAZA PATIO (QRO),HISENSE,October,1,1550.862069,1550.862069
GALERIAS (QRO),ZTE,June,1,1550.862069,1550.862069
LA VICTORIA (QRO),BLU,January,1,1550.862069,1550.862069
ALLENDE (QRO),BLU,January,1,1550.862069,1550.862069
GUERRERO (QRO),LANIX,July,1,1550.862,1550.862
MAYOREO (QRO),HISENSE,March,1,1550.86,1550.86
LA VICTORIA (QRO),LANIX,November,1,1550.86,1550.86
ALLENDE (QRO),ZTE,August,1,1550.86,1550.86
PARQUE (CELAYA),LANIX,June,1,1550.86,1550.86
CONSTITUYENTES (QRO),HISENSE,June,1,1550.86,1550.86
FIESTA (IRAPUATO),ALCATEL,August,1,1550.86,1550.86
OBREGON (LEON),ZTE,December,1,1550.86,1550.86
BOULEVARES (QRO),HISENSE,January,1,1550.86,1550.86
MADERO (LEON),ZTE,January,1,1550.86,1550.86
CORREGIDORA 4 (QRO),LANIX,August,1,1550.86,1550.86
FIESTA (IRAPUATO),ZTE,June,1,1550.86,1550.86
PARQUE (QRO),LANIX,December,1,1550.86,1550.86
BOULEVARES (QRO),LANIX,September,1,1550.86,1550.86
GALERIAS (QRO),ZTE,September,1,1550.86,1550.86
LA CRUZ (QRO),ALCATEL,July,1,1550.86,1550.86
CORREGIDORA 3 (QRO),ZTE,March,1,1550.86,1550.86
ANDADOR (CELAYA),BLU,March,2,775.0006895,1550.001379
LEON CENTRO (LEON),SKY,December,2,775.0,1550.0
ALAMEDA (QRO),SKY,January,2,775.0,1550.0
CORREGIDORA 3 (QRO),SKY,June,2,775.0,1550.0
GUERRERO (QRO),SKY,March,2,775.0,1550.0
CONSTITUYENTES (QRO),SKY,January,2,775.0,1550.0
PLAZA PATIO (QRO),SKY,May,2,775.0,1550.0
LA CRUZ (QRO),SKY,February,2,775.0,1550.0
LA VICTORIA (QRO),SKY,January,2,775.0,1550.0
LEON CENTRO (LEON),SKY,November,2,775.0,1550.0
ALLENDE (QRO),EPIK,February,2,775.0,1550.0
FIESTA (IRAPUATO),SKY,December,2,775.0,1550.0
URBAN (QRO),SKY,January,2,775.0,1550.0
CORREGIDORA 2 (QRO),SKY,August,2,775.0,1550.0
HIDALGO 2 (CELAYA),SKY,December,2,775.0,1550.0
ANDADOR (CELAYA),SKY,December,2,775.0,1550.0
URBAN (QRO),SKY,December,2,775.0,1550.0
PLAZA PATIO (QRO),SKY,April,2,775.0,1550.0
LA CRUZ (QRO),BLU,September,3,516.3793103666667,1549.1379311
BOULEVARES (QRO),BLU,August,3,516.3793103666667,1549.1379311
CORREGIDORA 2 (QRO),BLU,March,3,516.3782758666666,1549.1348275999999
GALERIAS (QRO),BLU,December,4,387.068965525,1548.2758621
LEON CENTRO (LEON),BLU,April,5,309.48331036,1547.4165518
LA VICTORIA (QRO),BLU,July,3,510.6321356333333,1531.8964068999999
PLAZA MAYOR (LEON),HISENSE,November,1,1507.758621,1507.758621
CORREGIDORA 3 (QRO),HISENSE,September,1,1507.758621,1507.758621
PARQUE (QRO),BLU,November,4,376.29112069999996,1505.1644827999999
MADERO (LEON),BLU,July,5,300.86206898,1504.3103449
HIDALGO (CELAYA),I-MOBIL,September,4,371.98043102500003,1487.9217241000001
BOULEVARES (QRO),LANIX,February,1,1465.517241,1465.517241
MADERO (QRO),LANIX,October,1,1465.0,1465.0
CORREGIDORA 2 (QRO),LANIX,November,1,1464.66,1464.66
PARQUE (CELAYA),LANIX,December,1,1464.66,1464.66
LA CRUZ (QRO),LANIX,August,1,1464.66,1464.66
LEON CENTRO (LEON),LANIX,March,1,1464.66,1464.66
MADERO (LEON),ALC,August,1,1464.66,1464.66
GUERRERO (QRO),LANIX,April,1,1464.66,1464.66
MADERO (QRO),LANIX,December,1,1464.66,1464.66
HIDALGO 2 (CELAYA),LANIX,February,1,1464.66,1464.66
PLAZA PATIO (QRO),ALC,September,1,1464.66,1464.66
HIDALGO (CELAYA),LANIX,March,1,1464.66,1464.66
ALAMEDA (QRO),LANIX,January,1,1464.66,1464.66
CORREGIDORA 3 (QRO),LANIX,January,1,1464.66,1464.66
PLAZA PATIO (QRO),ALC,October,1,1464.66,1464.66
GUERRERO (QRO),LANIX,October,1,1464.66,1464.66
FIESTA (IRAPUATO),LANIX,October,1,1464.66,1464.66
FIESTA (IRAPUATO),ALC,November,1,1464.66,1464.66
LEON CENTRO (LEON),NOKIA,September,1,1464.66,1464.66
LA VICTORIA (QRO),LANIX,December,1,1464.66,1464.66
ANDADOR (CELAYA),ALC,April,1,1464.66,1464.66
CONSTITUYENTES (QRO),ZTE,April,1,1464.66,1464.66
GUERRERO (QRO),LANIX,November,1,1464.66,1464.66
HIDALGO (CELAYA),ALC,October,1,1464.66,1464.66
PARQUE (CELAYA),LANIX,June,1,1464.66,1464.66
BOULEVARES (QRO),ZTE,February,1,1464.66,1464.66
LA CRUZ (QRO),LANIX,December,1,1464.657586,1464.657586
VIA ALTA SUR (LEON),HISENSE,August,1,1464.657586,1464.657586
MADERO (QRO),LANIX,November,1,1464.655172,1464.655172
ANTEA (QRO),LANIX,September,1,1464.655172,1464.655172
LA CRUZ (QRO),LANIX,January,1,1464.655172,1464.655172
ANTEA (QRO),ZTE,March,1,1464.655172,1464.655172
PARQUE (QRO),LANIX,June,1,1464.655172,1464.655172
FIESTA (IRAPUATO),LANIX,November,1,1464.655172,1464.655172
PARQUE (CELAYA),LANIX,May,1,1464.655172,1464.655172
CORREGIDORA 3 (QRO),LANIX,August,1,1464.655172,1464.655172
URBAN (QRO),BLU,September,2,731.8972415,1463.794483
BOULEVARES (QRO),BLU,July,2,731.8972415,1463.794483
VIA ALTA SUR (LEON),BLU,November,2,731.8965518499999,1463.7931036999998
PARQUE (QRO),BLU,June,2,731.8965518499999,1463.7931036999998
FIESTA (IRAPUATO),BLU,January,3,487.6466666666667,1462.94
OBREGON (LEON),SENWA,November,3,487.6441379333333,1462.9324138
MADERO (LEON),SENWA,December,3,487.6441379333333,1462.9324138
PLAZA PATIO (QRO),BLU,January,3,487.6441379333333,1462.9324138
ALAMEDA (QRO),SENWA,December,3,487.6441379333333,1462.9324138
ANDADOR (CELAYA),BLU,April,3,487.64367816666663,1462.9310345
ALLENDE (CELAYA),BLU,November,3,487.64367816666663,1462.9310345
OBREGON (LEON),BLU,April,3,487.64367816666663,1462.9310345
GUERRERO (QRO),I-MOBIL,August,4,365.51586205,1462.0634482
ALLENDE (QRO),I-MOBIL,June,4,365.51586205,1462.0634482
GUERRERO (QRO),SENWA,August,3,484.7705747,1454.3117241
CORREGIDORA 4 (QRO),SENWA,January,3,481.8967816,1445.6903448
PLAZA PATIO (QRO),ALC,June,1,1421.55,1421.55
ALLENDE (QRO),ALC,January,1,1421.55,1421.55
PLAZA MAYOR (LEON),ALC,July,1,1421.55,1421.55
HIDALGO (CELAYA),ALC,December,1,1421.55,1421.55
PARQUE (CELAYA),ALC,January,1,1421.55,1421.55
GUERRERO (QRO),ALC,March,1,1421.55,1421.55
ALLENDE (QRO),SOYEALINK,January,1,1402.25,1402.25
PLAZA PATIO (QRO),SOYEALINK,May,1,1402.25,1402.25
ALLENDE (QRO),SOYEALINK,May,1,1402.25,1402.25
PARQUE (QRO),BLU,December,4,348.276551725,1393.1062069
MADERO (LEON),ZTE,February,1,1379.31,1379.31
OBREGON (LEON),ZTE,January,1,1379.31,1379.31
VIA ALTA SUR (LEON),ZTE,January,1,1379.31,1379.31
CORREGIDORA 2 (QRO),ZTE,March,1,1378.45,1378.45
MADERO (LEON),ZTE,August,1,1378.45,1378.45
URBAN (QRO),ZTE,March,1,1378.45,1378.45
ALAMEDA (QRO),NOKIA,June,1,1378.45,1378.45
FIESTA (IRAPUATO),NOKIA,April,1,1378.45,1378.45
CONSTITUYENTES (QRO),ZTE,January,1,1378.45,1378.45
PORTAL (QRO),NOKIA,December,1,1378.45,1378.45
PLAZA PATIO (QRO),NOKIA,September,1,1378.45,1378.45
GUERRERO (QRO),NOKIA,December,1,1378.45,1378.45
GUERRERO (QRO),NOKIA,May,1,1378.45,1378.45
LEON CENTRO (LEON),NOKIA,July,1,1378.45,1378.45
CONSTITUYENTES (QRO),NOKIA,October,1,1378.45,1378.45
HIDALGO 2 (CELAYA),NOKIA,July,1,1378.45,1378.45
CORREGIDORA 4 (QRO),NOKIA,May,1,1378.45,1378.45
URBAN (QRO),ZTE,October,1,1378.45,1378.45
OBREGON (LEON),ZTE,March,1,1378.45,1378.45
PORTAL (QRO),ZTE,October,1,1378.45,1378.45
PLAZA PATIO (QRO),NOKIA,December,1,1378.45,1378.45
PLAZA MAYOR (LEON),NOKIA,December,1,1378.45,1378.45
CONSTITUYENTES (QRO),ZTE,December,1,1378.45,1378.45
ALAMEDA (QRO),NOKIA,January,1,1378.45,1378.45
ALAMEDA (QRO),ACER,September,1,1378.448276,1378.448276
PARQUE (CELAYA),KODAK,November,1,1378.448276,1378.448276
ANDADOR (CELAYA),ACER,November,1,1378.448276,1378.448276
HIDALGO (CELAYA),KODAK,August,1,1378.448276,1378.448276
CORREGIDORA 2 (QRO),KODAK,April,1,1378.448276,1378.448276
ALLENDE (CELAYA),ACER,November,1,1378.448276,1378.448276
FIESTA (IRAPUATO),KODAK,April,1,1378.448276,1378.448276
CONSTITUYENTES (QRO),KODAK,March,1,1378.448276,1378.448276
LA CRUZ (QRO),KODAK,June,1,1378.448276,1378.448276
OBREGON (LEON),KODAK,April,1,1378.448276,1378.448276
CORREGIDORA 2 (QRO),INFINITI,August,1,1378.448276,1378.448276
URBAN (QRO),ACER,December,1,1378.448276,1378.448276
CORREGIDORA 3 (QRO),KODAK,April,1,1378.448276,1378.448276
CORREGIDORA 2 (QRO),ACER,March,1,1378.448276,1378.448276
ALLENDE (CELAYA),KODAK,July,1,1378.448276,1378.448276
ALLENDE (CELAYA),KODAK,September,1,1378.448276,1378.448276
HIDALGO (CELAYA),ACER,April,1,1378.448276,1378.448276
BOULEVARES (QRO),ACER,December,1,1378.448276,1378.448276
GALERIAS (QRO),KODAK,November,1,1378.448276,1378.448276
ALLENDE (CELAYA),ACER,April,1,1378.448276,1378.448276
ALLENDE (CELAYA),KODAK,August,1,1378.448276,1378.448276
ANDADOR (CELAYA),ACER,December,1,1378.448276,1378.448276
HIDALGO (CELAYA),ALC,September,1,1378.448276,1378.448276
PLAZA MAYOR (LEON),ACER,April,1,1378.448276,1378.448276
ANTEA (QRO),KODAK,September,1,1378.448276,1378.448276
ANDADOR (CELAYA),KODAK,September,1,1378.448276,1378.448276
CORREGIDORA 3 (QRO),KODAK,January,1,1378.448276,1378.448276
PLAZA PATIO (QRO),KODAK,February,1,1378.448276,1378.448276
BOULEVARES (QRO),KODAK,February,1,1378.448276,1378.448276
CORREGIDORA 4 (QRO),KODAK,January,1,1378.448276,1378.448276
GALERIAS (QRO),KODAK,September,1,1378.448276,1378.448276
HIDALGO (CELAYA),ACER,November,1,1378.448276,1378.448276
PLAZA PATIO (QRO),KODAK,January,1,1378.448276,1378.448276
LEON CENTRO (LEON),ACER,February,1,1378.448276,1378.448276
ALAMEDA (QRO),KODAK,December,1,1378.448276,1378.448276
HIDALGO (CELAYA),ACER,December,1,1378.448276,1378.448276
PLAZA PATIO (QRO),ACER,December,1,1378.448276,1378.448276
ALLENDE (QRO),ACER,December,1,1378.448276,1378.448276
HIDALGO 2 (CELAYA),ACER,December,1,1378.448276,1378.448276
FIESTA (IRAPUATO),ACER,February,1,1378.448276,1378.448276
FIESTA (IRAPUATO),KODAK,October,1,1378.448276,1378.448276
FIESTA (IRAPUATO),ACER,May,1,1378.448276,1378.448276
LA CRUZ (QRO),ACER,November,1,1378.448276,1378.448276
MADERO (LEON),KODAK,February,1,1378.448276,1378.448276
BOULEVARES (QRO),KODAK,June,1,1378.448276,1378.448276
CONSTITUYENTES (QRO),KODAK,November,1,1378.448276,1378.448276
MADERO (QRO),ACER,November,1,1378.448276,1378.448276
ANTEA (QRO),ACER,October,1,1378.448276,1378.448276
PARQUE (QRO),KODAK,December,1,1378.448276,1378.448276
VIA ALTA SUR (LEON),ZTE,November,1,1378.448276,1378.448276
OBREGON (LEON),KODAK,July,1,1378.448276,1378.448276
BOULEVARES (QRO),ACER,November,1,1378.448276,1378.448276
OBREGON (LEON),KODAK,September,1,1378.448276,1378.448276
FIESTA (IRAPUATO),KODAK,July,1,1378.448276,1378.448276
ANDADOR (CELAYA),ZTE,January,1,1378.448276,1378.448276
LA CRUZ (QRO),KODAK,July,1,1378.448276,1378.448276
ANDADOR (CELAYA),KODAK,May,1,1378.448276,1378.448276
HIDALGO (CELAYA),ZTE,July,1,1378.448276,1378.448276
PLAZA PATIO (QRO),KODAK,December,1,1378.448276,1378.448276
ALLENDE (QRO),KODAK,October,1,1378.448276,1378.448276
CORREGIDORA 2 (QRO),KODAK,March,1,1378.448276,1378.448276
PARQUE (QRO),KODAK,August,1,1378.448276,1378.448276
FIESTA (IRAPUATO),KODAK,December,1,1378.448276,1378.448276
LA CRUZ (QRO),ALC,December,1,1378.448276,1378.448276
MADERO (QRO),KODAK,May,1,1378.448276,1378.448276
HIDALGO 2 (CELAYA),ACER,March,1,1378.448276,1378.448276
HIDALGO 2 (CELAYA),KODAK,January,1,1378.448276,1378.448276
HIDALGO 2 (CELAYA),KODAK,December,1,1378.448276,1378.448276
GALERIAS (QRO),KODAK,January,1,1378.448276,1378.448276
PARQUE (CELAYA),ACER,November,1,1378.448276,1378.448276
LA VICTORIA (QRO),KODAK,July,1,1378.448276,1378.448276
CONSTITUYENTES (QRO),ZTE,August,1,1378.4482,1378.4482
LA VICTORIA (QRO),NOKIA,March,1,1378.448,1378.448
PLAZA MAYOR (LEON),SENWA,October,3,458.90827586666666,1376.7248276
HIDALGO (CELAYA),SENWA,July,3,458.90827586666666,1376.7248276
OBREGON (LEON),SENWA,December,3,458.90827586666666,1376.7248276
PLAZA MAYOR (LEON),BLU,August,3,458.908046,1376.724138
CORREGIDORA 2 (QRO),BLU,January,4,343.966551725,1375.8662069
CORREGIDORA 3 (QRO),BLU,January,4,343.966551725,1375.8662069
LA CRUZ (QRO),BLU,April,4,343.965512075,1375.8620483
MADERO (QRO),I-MOBIL,June,4,340.08381034999996,1360.3352413999999
