Listing Date,Order Date,Order Id,Listing Title,Department,Category,Subcategory,Brand,Color,Size,Bundle Order?,Offer Order,NWT,Cost Price,Order Price,Lowest Set Price,Seller Shipping Discount,Upgraded Shipping Label Fee,Net Earnings,Buyer State,Buyer Zip Code,Sales Tax (Paid by Buyer),Sales Tax (Paid by Seller),Notes,Other Info
09/18/2022,09/24/2022,632f11d36e127319e526966f,TOMS Desert Taupe Slubby Linen Women's Huarache Espadrilles Shoes | Size 8.5,Women,Shoes,Flats & Loafers,Toms,Tan,8.5,N,Y,N,$7.00,$25.00,$35.00,$0.00,$0.00,$20.00,MA,2129,$0.00,$0.00,This sale is exempt from sales tax.,
09/16/2022,09/26/2022,6331aa56bafcfcb25058355b,Lovers + Friends Tie Dye Crew Neck Sweater | Coral Size Medium,Women,Sweaters,Crew & Scoop Necks,Lovers + Friends,Pink,M,N,Y,N,$7.00,$35.00,$44.00,$0.00,$0.00,$28.00,IN,46123,$2.45,$0.00,,
08/30/2022,09/26/2022,63319450301d9be6720f830b,Lucky Brand Barimo Leather Open Toe Ankle Booties | Taupe Size 8,Women,Shoes,Ankle Boots & Booties,Lucky Brand,Gray,8,N,Y,N,$7.10,$29.00,$35.00,$1.72,$0.00,$21.48,MD,21234,$1.74,$0.00,,
08/22/2022,09/23/2022,632da823a66374aa750ce302,Missguided Split Hem High Waist Faux Leather Pants | Brown Size 4,Women,Pants & Jumpsuits,Straight Leg,Missguided,Brown,4,Y,Y,N,$7.00,$25.62,$34.00,$0.00,$0.00,$20.50,LA,70817,$2.55,$0.00,,
09/13/2022,09/23/2022,632da823a66374aa750ce302,Drew (Anthropologie) Whitney Striped Linen Tulip Pants | Grey/White Size Small,Women,Pants & Jumpsuits,Wide Leg,DREW,Gray,S,Y,Y,N,$8.50,$26.38,$35.00,$0.00,$0.00,$21.10,LA,70817,$2.62,$0.00,,
08/31/2022,09/21/2022,632bc956f9552340eda72b83,DV by Dolce Vita Adria Knotted Block Heel Sandals | Tan Size 8,Women,Shoes,Heels,DV by Dolce Vita,Tan,8,N,Y,N,$7.50,$21.00,$28.00,$0.00,$0.00,$16.80,GA,30004,$2.23,$0.00,,
09/15/2022,09/26/2022,63319922c793c496b5ca1a9e,Circus by Sam Edelman Ibis 3 Block Heel Sandal | Silver Size 8,Women,Shoes,Heels,Circus by Sam Edelman,Silver,8,N,Y,N,$7.00,$30.00,$34.00,$0.00,$0.00,$24.00,CT,6089,$2.40,$0.00,,
09/23/2022,09/24/2022,632ef44bea7aa2825c12ba3b,AG Adriano Goldschmied The High-Rise Slim Straight Steve Cuff Jeans | Size 27,Women,Jeans,Ankle & Cropped,Ag Adriano Goldschmied,Blue,27,N,Y,N,$0.00,$38.00,$48.00,$0.00,$0.00,$30.40,PA,176036210,$0.00,$0.00,This sale is exempt from sales tax.,
09/25/2022,09/28/2022,6334749e6b8e4cd9608a4b52,Vintage 00's Emporio Armani Low Rise Skinny Jeans Grey Size 26,Women,Jeans,Skinny,Emporio Armani,Gray,26,N,Y,N,$6.80,$19.00,$51.00,$1.72,$0.00,$13.48,TX,75075,$2.06,$0.00,,
09/08/2022,09/24/2022,632f97ad955a4b16f098a080,Torrid Flannel Moto Jacket | Black/Light Pink Plaid Size 2,Women,Jackets & Coats,,torrid,"Black,Pink",2X,N,N,N,$6.80,$38.00,$38.00,$0.00,$0.00,$30.40,ME,3901,$2.09,$0.00,,
09/11/2022,09/24/2022,632f1f12c6fd8981456c9f29,Betsey Johnson Caroline Floral Embroidered Heels | Black Size 8.5,Women,Shoes,Heels,Betsey Johnson,Black,8.5,N,Y,N,$7.60,$25.00,$39.00,$0.00,$0.00,$20.00,IN,46383,$1.75,$0.00,,
09/25/2022,09/25/2022,63309d370f752be650b6e4ff,Avia Advent Memory Foam Knit Athletic Sneakers Size 9,Women,Shoes,Athletic Shoes,Avia,Cream,9,N,Y,N,$8.00,$18.00,$22.00,$1.72,$0.00,$12.68,ND,58104,$1.80,$0.00,,
09/22/2022,09/26/2022,6331a0f4564ec1c530096091,TOMS Esme Suede Block Heel Chelsea Boots | Grey Size 8,Women,Shoes,Ankle Boots & Booties,Toms,Gray,8,N,Y,N,$7.00,$35.00,$49.00,$0.00,$0.00,$28.00,NJ,8361,$0.00,$0.00,This sale is exempt from sales tax.,
09/15/2022,09/24/2022,632f42d000deabdc636166d7,Naturalizer Tennessee Snakeskin D'Orsay Flats | Size 7,Women,Shoes,Flats & Loafers,Naturalizer,Gray,7,N,Y,N,$7.00,$25.00,$39.00,$0.00,$0.00,$20.00,MO,65810,--,,State does not currently impose a sales tax.,
09/11/2022,09/28/2022,633513450b476d416643b44c,Dansko Braided Leather Ankle Strap Sandals | Brown Size 39,Women,Shoes,Sandals,Dansko,Brown,8.5,N,Y,N,$7.60,$45.00,$54.00,$1.72,$0.00,$34.28,CA,92354,$3.49,$0.00,,
08/31/2022,09/27/2022,63337199ddab40240c549dc0,TOMS Classic Alpargata Slip On | Natural Floral Size 7,Women,Shoes,Flats & Loafers,Toms,,7,N,Y,N,$7.50,$29.00,$34.00,$1.72,$0.00,$21.48,VA,22801,$1.54,$0.00,,
09/25/2022,09/27/2022,6333b377e359efa6e9f64dff,KUT from the Kloth Catherine Boyfriend Fit Jeans Size 6,Women,Jeans,Boyfriend,Kut from the Kloth,Blue,6,N,Y,N,$6.80,$19.00,$28.00,$1.72,$0.00,$13.48,TX,78124,$1.69,$0.00,,
09/07/2022,10/01/2022,6338f3222938f88083f795ea,Steve Madden Koraa Leather Heeled Ankle Boots | Black Size 10,Women,Shoes,Heeled Boots,Steve Madden,Black,10,N,Y,N,$7.40,$20.00,$34.00,$0.00,$0.00,$16.00,NJ,7461,$0.00,$0.00,This sale is exempt from sales tax.,
10/01/2022,10/02/2022,6339bc2d8ea15f2f7fe7ab78,Universal Thread Lana Striped Mules | Size 11,Women,Shoes,Mules & Clogs,Universal Thread,,11,N,Y,N,$7.50,$19.00,$25.00,$1.72,$0.00,$13.48,LA,70130,$1.80,$0.00,,
09/08/2022,10/01/2022,63384531fd3b2eba2e399dea,TOMS Lunata Burnished Suede Lace Up Ankle Boots | Desert Taupe Size 8,Women,Shoes,Ankle Boots & Booties,Toms,Gray,8,N,Y,N,$7.40,$30.00,$39.00,$0.00,$0.00,$24.00,NJ,7646,$0.00,$0.00,This sale is exempt from sales tax.,
09/28/2022,09/30/2022,633769616e12730ac3a47dc4,Lauren Ralph Lauren Collared V Neck Cable Knit Sweater | Purple Size S,Women,Sweaters,V-Necks,Lauren Ralph Lauren,Purple,S,N,Y,N,$0.00,$24.00,$28.00,$1.72,$0.00,$17.48,NH,3301,--,,State does not currently impose a sales tax.,
09/05/2022,09/28/2022,63344ad9e359ef70bb2a6834,UGG Australia Rosen Tall Lined Winter Boots | Black 6,Women,Shoes,Winter & Rain Boots,UGG Australia,Black,6,N,Y,N,$84.00,$49.00,$67.00,$1.72,$0.00,$37.48,NY,10025,$0.00,$0.00,This sale is exempt from sales tax.,
09/23/2022,10/02/2022,633a3bd5bafcfce895197901,Madewell Wide-Leg Crop High Rise Jeans | Size 27,Women,Jeans,Flare & Wide Leg,Madewell,Blue,27,N,Y,N,$0.00,$35.00,$55.00,$0.00,$0.00,$28.00,FL,32403,$2.99,$0.00,,
09/07/2022,10/04/2022,633c3dda6b8e4cca3bc7229a,Lulu's Selenah Gold Pointed Toe Ankle Booties | Size 6,Women,Shoes,Heeled Boots,Lulu's,Gold,6,N,Y,N,$7.40,$32.00,$36.00,$1.72,$0.00,$23.88,PA,19320,$0.00,$0.00,This sale is exempt from sales tax.,
09/23/2022,10/01/2022,6338bccb0ffb4bff9f596196,J.Crew High Rise Vintage Straight Cropped Jeans | Charcoal Size 30,Women,Jeans,Straight Leg,J. Crew,Gray,30,N,Y,N,$0.00,$38.00,$44.00,$1.72,$0.00,$28.68,IA,50240,$2.66,$0.00,,
09/30/2022,09/30/2022,6337a46c3318679ac030393f,Talbots Italian Wool Single Button Blazer | Burgundy Size 14,Women,Jackets & Coats,Blazers & Suit Jackets,Talbots,Red,14,N,Y,N,$0.00,$20.00,$35.00,$0.00,$0.00,$16.00,IL,60613,$2.84,$0.00,,
09/27/2022,10/01/2022,6338bb6ca2c42e417f5e29af,Nike Running Men's Trail Kiger Packable Jacket | Purple/Feather Size L,Men,Jackets & Coats,Performance Jackets,Nike,Purple,L,N,Y,N,$7.10,$40.00,$68.00,$0.00,$0.00,$32.00,OH,43055,$3.46,$0.00,,
09/08/2022,10/02/2022,6336546f78b9e822a645db2c,Joe's Jeans The Icon Mid Rise Skinny 27,Women,Jeans,Skinny,Joe's Jeans,Blue,27,N,Y,N,$7.21,$30.00,$44.00,$0.00,$0.00,$24.00,KY,40229,$2.26,$0.00,,
09/08/2022,10/03/2022,633affe0b0f19385f32aa78d,NWT Zapaka Floral Bridesmaid Dress White/Blue Size 6,Women,Dresses,Wedding,Zapaka,Blue,6,N,Y,Y,$0.00,$50.00,$67.00,$0.00,$0.00,$40.00,CT,6029,$3.67,$0.00,,
09/28/2022,09/30/2022,63371388964bd15714c4456b,J. Crew Slim Untucked Cotton Oxford Button Down Shirt | Blue Size XS,Men,Shirts,Casual Button Down Shirts,J. Crew,Blue,XS,N,N,N,$0.00,$25.00,$25.00,$0.00,$0.00,$20.00,MA,2659,$0.00,$0.00,This sale is exempt from sales tax.,
09/05/2022,10/02/2022,6339a3a8c0ce500d996ca86a,Nike Dri Fit Graphic T Shirt | Heather Blue Size Large,Men,Shirts,Tees - Short Sleeve,Nike,Blue,L,N,Y,N,$0.00,$15.00,$24.00,$0.00,$0.00,$12.00,CA,93117,$1.17,$0.00,,
09/10/2022,10/06/2022,633eb94932add78ef0c71a05,Eileen Fisher Lee Tumbled Nubuck Espadrille,Women,Shoes,Espadrilles,Eileen Fisher,Orange,7,N,Y,N,$6.60,$30.00,$40.00,$0.00,$0.00,$24.00,CA,94806,$2.86,$0.00,,
09/29/2022,10/05/2022,633df1401bcd2bec7f1da637,Coach Chelsea Leather Cap Toe Ballet Flats | Blush/Black Size 7.5,Women,Shoes,Flats & Loafers,Coach,Pink,7.5,N,Y,N,$7.50,$35.00,$54.00,$0.00,$0.00,$28.00,NC,27101,$2.98,$0.00,,
09/11/2022,10/03/2022,633ae5d38ea15ff8c6890f64,Marc Fisher Netty Black Suede Tall Boot,Women,Shoes,Heeled Boots,Marc Fisher,Black,8.5,N,Y,N,$7.21,$35.00,$59.00,$0.00,$0.00,$28.00,DC,20008,$2.56,$0.00,,
09/08/2022,10/03/2022,633acd6bc6fd894e879f3d63,Calvin Klein Down Filled Puffer Jacket | Silver Size XL,Women,Jackets & Coats,Puffers,Calvin Klein,Silver,XL,N,Y,N,$6.80,$32.00,$44.00,$0.00,$0.00,$25.60,AL,36035,$2.56,$0.00,,
09/23/2022,10/03/2022,633b453b955a4b64ab513624,Madewell Merino Wool Spencer Sweater Coat | Grey Size XS,Women,Sweaters,Cardigans,Madewell,Gray,XS,N,Y,N,$0.00,$45.00,$65.00,$0.00,$0.00,$36.00,MA,2127,$0.00,$0.00,This sale is exempt from sales tax.,
10/03/2022,10/05/2022,633e2ea7de6edc386d189445,Citizens of Humanity Amber 263 High Rise Bootcut Jeans | Size 28,Women,Jeans,Boot Cut,Citizens Of Humanity,Blue,28,N,N,N,$7.00,$44.00,$44.00,$0.00,$0.00,$35.20,CA,95076,$4.07,$0.00,,
09/20/2022,10/05/2022,633e15972b9ba4313737c24a,Free People Oversized Silk/Linen Crochet Tunic Sweater | Taupe Size M/L,Women,Sweaters,Crew & Scoop Necks,Free People,Tan,L,N,Y,N,$0.00,$20.00,$34.00,$0.00,$0.00,$16.00,IL,60564,$2.15,$0.00,,
09/18/2022,10/05/2022,633db5e6301d9beef8cabf88,Adidas Blue/Orange Logo Hooded Windbreaker Jacket,Kids,Jackets & Coats,,adidas,Blue,LB,N,Y,N,$10.00,$8.00,$18.00,$0.00,$0.00,$5.05,GA,30542,$1.10,$0.00,,
10/06/2022,10/08/2022,63422b0a3318670280a02aab,Hunter Original Tall Gloss Wellington Rain Boots | Lavender Size 6,Women,Shoes,Winter & Rain Boots,Hunter,Purple,6,N,Y,N,$7.35,$43.00,$51.00,$0.00,$0.00,$34.40,WI,53083,$2.79,$0.00,,
09/17/2022,10/08/2022,632c8b2e935084d4f0095397,Sofft Sharnell Lace Up Leather Riding Boots | Brown Size 8,Women,Shoes,,Sofft,Brown,8,N,Y,N,$5.00,$60.00,$98.00,$0.00,$0.00,$48.00,TX,78620,$5.59,$0.00,,
09/21/2022,10/10/2022,6344a2186b8e4cf852819be3,Sam Edelman Pemberly Floral Embellished Gingham Mules | Size 8.5,Women,Shoes,Mules & Clogs,Sam Edelman,,8.5,N,Y,N,$7.00,$25.00,$40.00,$0.00,$0.00,$20.00,MA,1604,$0.00,$0.00,This sale is exempt from sales tax.,
09/21/2022,10/11/2022,6345f7551bcd2bbf9c63d508,Bobs Memory Foam Platfrom Slip On Espadrilles| Black Size 9,Women,Shoes,Sneakers,Skechers,Black,9,N,Y,N,$0.00,$19.00,$25.00,$1.72,$0.00,$13.48,CA,92078,$1.48,$0.00,,
10/02/2022,10/10/2022,63443a5f1df2eb606bbf2b2c,Vintage Y2K Tommy Jeans Denim Bomber Jacket | Size Medium,Women,Jackets & Coats,Bomber Jackets,Tommy Hilfiger,Blue,M,N,N,N,$7.40,$50.00,$50.00,$0.00,$0.00,$40.00,NY,11201,$0.00,$0.00,This sale is exempt from sales tax.,
10/06/2022,10/07/2022,63409018acb819c5a83b1faa,Converse Chuck Taylor All Star Rubber High Top Sneakerboot | Grey Size 7,Women,Shoes,Sneakers,Converse,Gray,7,N,Y,N,$0.00,$38.00,$45.00,$1.72,$0.00,$28.68,IL,61853,$3.30,$0.00,,
09/14/2022,10/09/2022,6342a7a60ffb4ba8207c84da,Eileen Fisher Organic Cotton Skinny Ankle Jeans | Orange 8,Women,Jeans,Skinny,Eileen Fisher,,8,N,Y,N,$8.30,$35.00,$44.00,$1.72,$0.00,$26.28,TX,75080,$3.38,$0.00,,
09/25/2022,10/12/2022,63476603e6b37bad9956dd96,Black Label Ralph Lauren Pink Dyed Classic Slim Fit Jeans Size 33x29,Men,Jeans,Slim,Ralph Lauren Black Label,Pink,33,N,N,N,$0.00,$52.00,$52.00,$0.00,$0.00,$41.60,SC,29036,$4.18,$0.00,,
09/14/2022,10/14/2022,6349d32c7899404639f3954e,Joseph Ribkoff 193394 Vegan Suede Bell Sleeve Jacket | Brown Size 12,Women,Jackets & Coats,Capes,Joseph Ribkoff,Brown,12,N,Y,N,$7.60,$50.00,$88.00,$0.00,$0.00,$40.00,FL,33076,$4.04,$0.00,,
10/09/2022,10/12/2022,6346f2a9b28d0bfd8f77db82,Pilcro Anthropologie High Rise Ankle Straight Leg Jeans | Size 29,Women,Jeans,Straight Leg,Pilcro and the Letterpress,Blue,29,N,Y,N,$9.40,$39.00,$45.00,$1.72,$0.00,$29.48,AK,99567,$0.00,$0.00,This sale is exempt from sales tax.,
09/24/2022,10/13/2022,6348a63ad74b0f839ce6a8d5,Hudson Blair High Rise Straight Crop Jeans 27,Women,Jeans,Straight Leg,Hudson Jeans,Blue,27,N,Y,N,$7.60,$38.00,$44.00,$1.72,$0.00,$28.68,WA,98122,$4.51,$0.00,,
10/12/2022,10/13/2022,6348243e3c59c0f61a803e43,Etienne Aigner Leather Tote,Women,Bags,Totes,Etienne Aigner,,OS,N,Y,N,$10.00,$12.00,$19.00,$1.72,$0.00,$7.33,CA,94531,$1.17,$0.00,,
10/14/2022,10/15/2022,634ad33457357cab38af87d2,Born Leather Lasercut Wedge Criss Cross Slide Sandals Tan Size 7,Women,Shoes,Wedges,Born,Tan,7,N,Y,N,$7.50,$20.00,$28.00,$0.00,$0.00,$16.00,TX,76273,$1.87,$0.00,,
09/14/2022,10/13/2022,6348bc90fd3b2e6856d5ef96,Who What Wear Block Heel Dual Strap Slide Sandals | Red Size 8.5,Women,Shoes,Heels,Who What Wear,Red,8.5,N,Y,N,$7.00,$17.00,$28.00,$0.00,$0.00,$13.60,SC,29730,$1.73,$0.00,,
09/25/2022,10/12/2022,634753c400deab00a391f342,NWT Lulus Ellarose Ankle Strap Heels Blush Nude Size 7.5,Women,Shoes,Heels,Lulu's,Pink,7.5,N,Y,Y,$0.00,$29.00,$35.00,$1.72,$0.00,$21.48,WA,98115,$3.59,$0.00,,
09/30/2022,10/04/2022,61cdcacedb99b9e29a4aace1,Vintage 90's NFL Green Bay Packers 1/4 Zip Sweatshirt | Pro Player L,Men,Shirts,Sweatshirts & Hoodies,Pro Player,Gray,L,N,Y,N,$7.70,$35.00,$44.00,$1.72,$0.00,$26.28,TX,78734,$3.37,$0.00,,
10/04/2022,10/16/2022,634c175fb208637e4d3b1e61,Hudson Barbara High Waist Skinny Ankle Jeans | Size 24,Women,Jeans,Skinny,Hudson Jeans,Blue,24,N,Y,N,$0.00,$29.00,$39.00,$1.72,$0.00,$21.48,WI,53717,$1.93,$0.00,,
09/22/2022,10/16/2022,634ca9281be8e1d016d526b2,Articles Of Society Button Fly Skinny Jeans 31,Women,Jeans,Skinny,Articles Of Society,Gray,31,N,Y,N,$7.25,$21.00,$34.00,$0.00,$0.00,$16.80,WA,98422,$2.96,$0.00,,
09/28/2022,10/13/2022,6348e10815d8ac06bdef3f80,Cheap Monday Tight Skinny Jeans | New Black Size 30/32,Men,Jeans,Skinny,Cheap Monday,Black,30,N,N,N,$0.00,$29.00,$29.00,$0.00,$0.00,$23.20,PA,19046,$0.00,$0.00,This sale is exempt from sales tax.,
10/13/2022,10/17/2022,634d41887899404639a3b0e6,Everlane High Rise Skinny Jean | Dark Wash Size 29,Women,Jeans,Skinny,Everlane,Blue,29,N,Y,N,$6.50,$33.00,$39.00,$0.00,$0.00,$26.40,MA,2215,$0.00,$0.00,This sale is exempt from sales tax.,
10/04/2022,10/19/2022,634feffc8d2fc1e81d504d19,Kate Spade Calf Hair Leopard Heeled Chelea Boots Size 8.5,Women,Shoes,Ankle Boots & Booties,kate spade,,8.5,N,Y,N,$7.07,$50.00,$70.00,$0.00,$0.00,$40.00,NH,3301,--,,State does not currently impose a sales tax.,
10/13/2022,10/17/2022,634d903bb2086311f806a2df,Anne Klein Eunice Chain Strap Vegan Suede Loafers | Brown Size 7.5,Women,Shoes,Flats & Loafers,Anne Klein,Brown,7.5,N,Y,N,$7.60,$29.00,$35.00,$1.72,$0.00,$21.48,TX,79765,$2.87,$0.00,,
09/23/2022,10/16/2022,634c40ddf4e52536c8365e1f,Salvatore Ferragamo Vintage Bronze Cap Toe Pumps | Size 7.5,Women,Shoes,Heels,Salvatore Ferragamo,Gold,7.5,N,Y,N,$23.18,$49.00,$65.00,$0.00,$0.00,$39.20,PR,936,$6.53,$0.00,,
10/10/2022,10/18/2022,634ea8ab94c434564dc508c6,Aritzia Babaton Kano Cropped Trench Jacket | Black Size XS,Women,Jackets & Coats,,Aritzia,Black,XS,N,Y,N,$7.50,$40.00,$79.00,$0.00,$0.00,$32.00,IL,60601,$4.89,$0.00,,
10/09/2022,10/15/2022,634aa1c23c59c02581b6e1bf,Paige Hoxton Skinny Ankle Jeans | On The Rocks Destructed Size 27,Women,Jeans,Skinny,PAIGE,Blue,27,N,Y,N,$9.50,$30.00,$44.00,$0.00,$0.00,$24.00,CA,95765,$2.18,$0.00,,
10/16/2022,10/17/2022,634d86a165df9fe70e9fd754,Manolo Blahnik Varchi Patent Leather and Linen Wedge Sandals | Nude Size 6,Women,Shoes,Heels,Manolo Blahnik,Tan,6,N,Y,N,$29.00,$49.00,$60.00,$1.72,$0.00,$37.48,ID,83854,$2.94,$0.00,,
09/27/2022,10/19/2022,635016cdb03f9b684112a32b,Theory Audrey Colorblock Sleeveless Fitted Dress Size 4,Women,Dresses,Mini,Theory,Black,4,Y,Y,N,$9.40,$21.58,$36.00,$0.00,$2.00,$17.26,TX,78653,$1.85,$0.00,,
10/05/2022,10/19/2022,635016cdb03f9b684112a32b,Vineyard Vines Wool Blend Striped Crewneck Sweater | Navy/Red XS,Women,Sweaters,Crew & Scoop Necks,Vineyard Vines,"Blue,Red",XS,Y,Y,N,$6.40,$20.99,$35.00,$0.00,$2.00,$16.79,TX,78653,$1.80,$0.00,,
10/16/2022,10/19/2022,635016cdb03f9b684112a32b,Theory Bonari High Waist Linen Blend Shorts | Red Size 2,Women,Shorts,High Waist,Theory,Red,2,Y,Y,N,$7.00,$23.38,$39.00,$0.00,$2.00,$18.70,TX,78653,$2.00,$0.00,,
10/06/2022,10/19/2022,635016cdb03f9b684112a32b,Kami Wool Fitted Cap Sleeve Sheath Dress | Blue Size 6,Women,Dresses,Midi,Kami,Blue,6,Y,Y,N,$8.00,$32.38,$54.00,$0.00,$2.00,$25.90,TX,78653,$2.74,$0.00,,
09/21/2022,10/19/2022,635016cdb03f9b684112a32b,Pilcro Anthropologie Parallel Mid Rise Straight Jeans | Size 25 Petite,Women,Jeans,Straight Leg,Pilcro and the Letterpress,Blue,25P,Y,Y,N,$6.50,$20.39,$34.00,$0.00,$2.00,$16.31,TX,78653,$1.75,$0.00,,
09/18/2022,10/19/2022,635016cdb03f9b684112a32b,Prada Suede Stitched Platform Pumps,Women,Shoes,Heels,Prada,Red,36EU,Y,Y,N,$41.54,$68.95,$115.00,$0.00,$2.00,$55.16,TX,78653,$5.76,$0.00,,
09/21/2022,10/19/2022,635016cdb03f9b684112a32b,Maeve Anthropologie Right To Vote Graphic T Shirt | Size Small,Women,Tops,Tees - Short Sleeve,Anthropologie,"Red,Pink",S,Y,Y,N,$1.80,$17.99,$30.00,$0.00,$2.00,$14.39,TX,78653,$1.55,$0.00,,
10/16/2022,10/19/2022,635016cdb03f9b684112a32b,Manolo Blahnik Leather Lug Sole Slingback Stacked Heel Sandals | Brown Size 6,Women,Shoes,Heels,Manolo Blahnik,Brown,6,Y,Y,N,$29.00,$53.36,$89.00,$0.00,$2.00,$42.69,TX,78653,$4.48,$0.00,,
09/19/2022,10/19/2022,635016cdb03f9b684112a32b,Bailey 44 Libido Long Sleeve Little Black Dress Size XS,Women,Dresses,Long Sleeve,Revolve,Black,XS,Y,Y,N,$10.00,$20.98,$35.00,$0.00,$2.00,$16.80,TX,78653,$1.80,$0.00,,
09/17/2022,10/15/2022,634b2273849fc2c7a7591cef,Platform Espadrille Slide Sandals | Black/Tan Size 6.5,Women,Shoes,Sandals,no brand,Black,6.5,N,N,N,$0.00,$18.00,$18.00,$0.00,$0.00,$14.40,AL,36303,$1.44,$0.00,,
10/17/2022,10/20/2022,6351dc6dfd3b2e8abe998b47,Joe's Jeans Multicolor Printed Leather Pumps 6.5,Women,Shoes,Heels,Joe's Jeans,,6.5,N,Y,N,$7.12,$14.00,$19.00,$1.72,$0.00,$9.33,CA,95204,$1.27,$0.00,,
09/28/2022,10/20/2022,63523644fa87b8d315e22079,Topshop Cropped Wide Sleeve Turtleneck Sweater | Grey Size 8,Women,Sweaters,,Topshop,Gray,8,N,N,N,$0.00,$25.00,$25.00,$0.00,$0.00,$20.00,WA,98117,$3.36,$0.00,,
10/19/2022,10/20/2022,6351d09deb32b23580a0c748,"Vintage Yves Saint Laurent Striped Dress Shirt | Size 15"" 34/35",Men,Shirts,Dress Shirts,Yves Saint Laurent,Blue,15,N,Y,N,$7.50,$49.00,$59.00,$1.72,$0.00,$37.48,CA,95818,$4.29,$0.00,,
09/22/2022,10/23/2022,63557626d74b0fd09d19fb5b,NWT Harley-Davidson Cleveland Rock-N-Roll City Shamrock T-Shirt | Grey XL,Men,Shirts,Tees - Short Sleeve,Harley-Davidson,Gray,XL,N,Y,Y,$1.80,$20.00,$35.00,$0.00,$0.00,$16.00,RI,02889-5047,$0.00,$0.00,This sale is exempt from sales tax.,
09/24/2022,10/23/2022,6355cc1db03f9b31e119e43a,NWT Joseph Ribkoff Graphic Floral Dress Style 191820 | Black/White Size 4,Women,Dresses,Midi,Joseph Ribkoff,"Black,White",4,Y,Y,Y,$7.00,$61.79,$157.00,$0.00,$0.00,$49.43,TX,78653,$5.23,$0.00,,
10/02/2022,10/23/2022,6355cc1db03f9b31e119e43a,Levi's 501 Button Fly Cut Off Shorts Size 25,Women,Shorts,Jean Shorts,Levi's,Blue,25,Y,Y,N,$7.00,$11.81,$30.00,$0.00,$0.00,$9.45,TX,78653,$1.11,$0.00,,
10/13/2022,10/23/2022,6355cc1db03f9b31e119e43a,Carolina Herrera Double Face Stretch Wool Skinny Pants Black Size 2,Women,Pants & Jumpsuits,Trousers,Carolina Herrera,Black,2,Y,Y,N,$7.40,$38.57,$98.00,$0.00,$0.00,$30.86,TX,78653,$3.31,$0.00,,
09/26/2022,10/23/2022,6355cc1db03f9b31e119e43a,Black Orchid Denim Brooklyn Straight Fit Jeans | Size 25,Women,Jeans,Boyfriend,Black Orchid,Blue,25,Y,Y,N,$7.40,$15.35,$39.00,$0.00,$0.00,$12.28,TX,78653,$1.40,$0.00,,
09/25/2022,10/23/2022,6355cc1db03f9b31e119e43a,N by Nicole Miller Samantha Platform Cork Heels | Black Size 8.5,Women,Shoes,Heels,Nicole Miller,,8.5,Y,Y,N,$7.40,$7.48,$19.00,$0.00,$0.00,$5.98,TX,78653,$0.75,$0.00,,
09/23/2022,10/22/2022,6354176ddfb454bf20dbc60e,Vintage Giorgio Armani Striped Wool Blazer/Jacket Grey Size 8,Women,Jackets & Coats,Blazers & Suit Jackets,Giorgio Armani,Gray,8,N,Y,N,$6.80,$29.00,$36.00,$0.00,$0.00,$23.20,IL,60302,$3.67,$0.00,,
09/30/2022,10/23/2022,6355e3b51e017d5eea258cb9,Coach Fortunata Suede Leather Loafers | Grey Size 6.5,Women,Shoes,Flats & Loafers,Coach,Gray,6.5,N,N,N,$4.50,$34.00,$34.00,$0.00,$0.00,$27.20,PA,19335,$0.00,$0.00,This sale is exempt from sales tax.,
10/13/2022,10/24/2022,6356ad21acb8191d8b3832c1,Colorblock Bodycon Bandage Dress | Black/Tan Size Large,Women,Dresses,Mini,none,"Black,Tan",L,N,Y,N,$1.00,$24.00,$28.00,$1.72,$0.00,$17.48,CT,6498,$1.90,$0.00,,
10/14/2022,10/21/2022,6352f7f5bafcfcff27d0a342,Frye Leather Low Top Sneaker | Black 6,Women,Shoes,Sneakers,Frye,Black,6,N,Y,N,$83.00,$50.00,$64.00,$0.00,$0.00,$40.00,MA,2359,$0.00,$0.00,This sale is exempt from sales tax.,
10/09/2022,10/23/2022,6355d2e7955a4bd79743b48f,7 For All Mankind Dark Wash Bootcut Jeans Size 32x29,Men,Jeans,Bootcut,7 For All Mankind,Blue,32,N,N,N,$10.00,$40.00,$40.00,$0.00,$0.00,$32.00,CA,92880,$3.10,$0.00,,
10/03/2022,10/23/2022,6355ef119350840181e314a4,New Balance Fresh Foam Arishi V3 Running Shoes Size 9.5,Women,Shoes,Athletic Shoes,New Balance,Gray,9.5,N,Y,N,$6.70,$33.00,$39.00,$0.00,$0.00,$26.40,TX,75069,$3.35,$0.00,,
10/06/2022,10/22/2022,635455d499611ee932a29701,Stuart Weitzman Croc Embossed T-Strap Pumps | Black 6.5,Women,Shoes,Heels,Stuart Weitzman,Black,6.5,N,Y,N,$9.43,$35.00,$60.00,$0.00,$0.00,$28.00,CA,94040,$3.20,$0.00,,
10/08/2022,10/23/2022,6355c3d3e5460fedf4e5e7e9,Sandbar88 by Bamboo Raffia Wrapped Chunky Platform Sandals Size 9,Women,Shoes,Platforms,BAMBOO,Black,9,N,Y,N,$7.50,$16.00,$19.00,$1.72,$0.00,$11.08,OR,97420,--,,State does not currently impose a sales tax.,
