date,product_name,product_id,internal_cost,selling_price,salesperson,category,category_id,quantity_sold,total_revenue,profit,electronic_bill
7/31/2023,Grout Cleaner 1L SecoCleaner,GC006 ," $  4,578.70 "," $  7,325.92 ",oviedo95,Bathroom Cleaners,16,2," $  14,651.84 "," $  5,494.44 ",0
7/31/2023,Dishwasher Cleaner 1kg SUN,DCC013 , $  602.70 , $  964.32 ,lamartinez,Kitchen Cleaners,20,4," $  3,857.28 "," $  1,446.48 ",0
7/31/2023,Carpet Stain Remover 5L SecoCleaner,CSR002 ," $  2,520.00 "," $  4,032.00 ",oviedo95,Surface Cleaners,23,7," $  28,224.00 "," $  10,584.00 ",0
7/31/2023,Oven Cleaner 5L Sutter,OC012 ," $  1,707.30 "," $  2,731.68 ",oviedo95,Kitchen Cleaners,20,2," $  5,463.36 "," $  2,048.76 ",1
7/31/2023,Wood Floor Cleaner 5L SecoCleaner,WFC009 ," $  5,904.50 "," $  9,447.20 ",fherrera,Furniture and Wood Care,17,3," $  28,341.60 "," $  10,628.10 ",0
8/1/2023,Air Freshener Glade 360ml,AF004 , $  531.30 , $  850.08 ,oviedo95,Surface Cleaners,23,7," $  5,950.56 "," $  2,231.46 ",1
8/1/2023,Toilet Bowl Cleaner HG 500ml,TBC005 ," $  1,565.90 "," $  2,505.44 ",oviedo95,Bathroom Cleaners,16,6," $  15,032.64 "," $  5,637.24 ",1
8/1/2023,Toilet Bowl Cleaner HG 500ml,TBC005 ," $  1,565.90 "," $  2,505.44 ",oviedo95,Bathroom Cleaners,16,3," $  7,516.32 "," $  2,818.62 ",0
8/1/2023,Fabric Freshener Poet 250ml,FF003 , $  695.10 ," $  1,112.16 ",oviedo95,Surface Cleaners,23,2," $  2,224.32 ", $  834.12 ,0
8/1/2023,Fabric Freshener Poet 250ml,FF003 , $  695.10 ," $  1,112.16 ",lamartinez,Surface Cleaners,23,10," $  11,121.60 "," $  4,170.60 ",0
8/1/2023,Air Freshener Glade 360ml,AF004 , $  531.30 , $  850.08 ,fherrera,Surface Cleaners,23,10," $  8,500.80 "," $  3,187.80 ",1
8/1/2023,Trash Bag Asurin Green x20 (45x60cm),TB018 , $  401.80 , $  642.88 ,oviedo95,Personal Protection,23,6," $  3,857.28 "," $  1,446.48 ",1
8/1/2023,Cleaning Gloves Scotch Brite L,CG022, $  219.10 , $  350.56 ,oviedo95,Personal Protection,23,7," $  2,453.92 ", $  920.22 ,0
8/1/2023,Carpet Stain Remover 5L SecoCleaner,CSR002 ," $  2,520.00 "," $  4,032.00 ",lamartinez,Surface Cleaners,23,10," $  40,320.00 "," $  15,120.00 ",0
8/1/2023,Cleaning Gloves Scotch Brite M,CG021, $  205.10 , $  328.16 ,lamartinez,Personal Protection,23,6," $  1,968.96 ", $  738.36 ,0
8/1/2023,Furniture Polish SecoCleaner 120cc,FP007 ," $  1,943.90 "," $  3,110.24 ",lamartinez,Furniture and Wood Care,17,10," $  31,102.40 "," $  11,663.40 ",1
8/1/2023,Furniture Polish SecoCleaner 120cc,FP007 ," $  1,943.90 "," $  3,110.24 ",lamartinez,Furniture and Wood Care,17,4," $  12,440.96 "," $  4,665.36 ",0
8/1/2023,Carpet Stain Remover 5L SecoCleaner,CSR002 ," $  2,520.00 "," $  4,032.00 ",lamartinez,Surface Cleaners,23,6," $  24,192.00 "," $  9,072.00 ",1
8/1/2023,Oven Cleaner 5L Sutter,OC012 ," $  1,707.30 "," $  2,731.68 ",lamartinez,Kitchen Cleaners,20,7," $  19,121.76 "," $  7,170.66 ",1
8/1/2023,Cleaning Gloves Scotch Brite M,CG021, $  205.10 , $  328.16 ,lamartinez,Personal Protection,23,7," $  2,297.12 ", $  861.42 ,0
8/1/2023,Cleaning Gloves Scotch Brite M,CG021, $  205.10 , $  328.16 ,oviedo95,Personal Protection,23,6," $  1,968.96 ", $  738.36 ,1
8/1/2023,Trash Bag Asurin Green x20 (45x60cm),TB018 , $  401.80 , $  642.88 ,fherrera,Personal Protection,23,6," $  3,857.28 "," $  1,446.48 ",0
8/1/2023,Toilet Bowl Cleaner HG 500ml,TBC005 ," $  1,565.90 "," $  2,505.44 ",oviedo95,Bathroom Cleaners,16,7," $  17,538.08 "," $  6,576.78 ",0
8/1/2023,Dishwasher Cleaner 1kg SUN,DCC013 , $  602.70 , $  964.32 ,fherrera,Kitchen Cleaners,20,4," $  3,857.28 "," $  1,446.48 ",0
8/1/2023,Toilet Bowl Cleaner HG 500ml,TBC005 ," $  1,565.90 "," $  2,505.44 ",fherrera,Bathroom Cleaners,16,8," $  20,043.52 "," $  7,516.32 ",0
8/1/2023,Mold and Mildew Remover 5L SecoCleaner,MMR010 ," $  5,791.10 "," $  9,265.76 ",fherrera,Bathroom Cleaners,16,6," $  55,594.56 "," $  20,847.96 ",0
8/1/2023,Dusting Spray RD90 130gr,DS008 ," $  4,200.00 "," $  6,720.00 ",lamartinez,Dusting and Polishing,18,6," $  40,320.00 "," $  15,120.00 ",1
8/2/2023,Toilet Bowl Cleaner HG 500ml,TBC005 ," $  1,565.90 "," $  2,505.44 ",fherrera,Bathroom Cleaners,16,5," $  12,527.20 "," $  4,697.70 ",0
8/2/2023,Cleaning Gloves Scotch Brite M,CG021, $  205.10 , $  328.16 ,lamartinez,Personal Protection,23,10," $  3,281.60 "," $  1,230.60 ",1
8/2/2023,Carpet Stain Remover 5L SecoCleaner,CSR002 ," $  2,520.00 "," $  4,032.00 ",lamartinez,Surface Cleaners,23,3," $  12,096.00 "," $  4,536.00 ",1
8/2/2023,Microfiber Cleaning Cloths x1 (35 x 40cm),MCC012 , $  909.30 ," $  1,454.88 ",oviedo95,Cleaning Tools,22,2," $  2,909.76 "," $  1,091.16 ",0
8/2/2023,Microfiber Cleaning Cloths x5 (35 x 40cm),MCC016 ," $  4,269.30 "," $  6,830.88 ",fherrera,Cleaning Tools,22,6," $  40,985.28 "," $  15,369.48 ",1
8/2/2023,Trash Bag Asurin Green x20 (45x60cm),TB018 , $  401.80 , $  642.88 ,fherrera,Personal Protection,23,7," $  4,500.16 "," $  1,687.56 ",1
8/2/2023,Dusting Spray RD90 130gr,DS008 ," $  4,200.00 "," $  6,720.00 ",lamartinez,Dusting and Polishing,18,10," $  67,200.00 "," $  25,200.00 ",1
8/2/2023,Cleaning Gloves Scotch Brite M,CG021, $  205.10 , $  328.16 ,lamartinez,Personal Protection,23,3, $  984.48 , $  369.18 ,0
8/2/2023,Trash Bag Asurin Green x30 (50x70cm),TB019 , $  431.20 , $  689.92 ,oviedo95,Personal Protection,23,8," $  5,519.36 "," $  2,069.76 ",1
8/2/2023,Fabric Freshener Poet 250ml,FF003 , $  695.10 ," $  1,112.16 ",oviedo95,Surface Cleaners,23,5," $  5,560.80 "," $  2,085.30 ",1
8/2/2023,Dusting Spray RD90 130gr,DS008 ," $  4,200.00 "," $  6,720.00 ",lamartinez,Dusting and Polishing,18,4," $  26,880.00 "," $  10,080.00 ",0
8/2/2023,Microfiber Cleaning Cloths x1 (35 x 40cm),MCC012 , $  909.30 ," $  1,454.88 ",fherrera,Cleaning Tools,22,3," $  4,364.64 "," $  1,636.74 ",0
8/2/2023,Carpet Stain Remover 5L SecoCleaner,CSR002 ," $  2,520.00 "," $  4,032.00 ",oviedo95,Surface Cleaners,23,10," $  40,320.00 "," $  15,120.00 ",1
8/2/2023,Microfiber Cleaning Cloths x5 (35 x 40cm),MCC016 ," $  4,269.30 "," $  6,830.88 ",lamartinez,Cleaning Tools,22,2," $  13,661.76 "," $  5,123.16 ",1
8/2/2023,Grout Cleaner 1L SecoCleaner,GC006 ," $  4,578.70 "," $  7,325.92 ",oviedo95,Bathroom Cleaners,16,6," $  43,955.52 "," $  16,483.32 ",1
8/2/2023,Dusting Spray RD90 130gr,DS008 ," $  4,200.00 "," $  6,720.00 ",fherrera,Dusting and Polishing,18,7," $  47,040.00 "," $  17,640.00 ",0
8/2/2023,Microfiber Cleaning Cloths x5 (35 x 40cm),MCC016 ," $  4,269.30 "," $  6,830.88 ",oviedo95,Cleaning Tools,22,10," $  68,308.80 "," $  25,615.80 ",0
