Date,Section,Cash,Number,ServiceType,Period,Account,Zone,Plan_A,Plan_B,Others_Cost,Total,VAT,VAT Amount,Bill_Total,Payments_on_account,Billing Code,Billing_Code_Period
4/12/2023,3,4,118927,4,202312,1657,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118928,1,202312,1658,3,6,3050,250,3300,"21,0",693,3993,0,73494262835526,20231214
4/12/2023,3,4,118929,4,202312,1662,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,118930,4,202312,1663,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118931,1,202312,1670,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118932,4,202312,1671,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118934,1,202312,1684,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,118935,1,202312,1687,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118936,2,202312,1689,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118937,4,202312,1697,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118939,3,202312,1705,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,118940,1,202312,1708,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
1/2/2022,3,4,63903,3,202202,204,2,1,1400,0,1400,"21,0",294,1694,0,72054872973259,20220211
3/1/2022,3,4,63428,5,202201,2584,4,117,4400,0,4400,"21,0",924,5324,0,72014800318331,20220113
4/12/2023,3,4,118970,1,202312,1848,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118971,3,202312,1856,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,118972,5,202312,1858,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118973,5,202312,1859,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118974,1,202312,1861,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118975,1,202312,1862,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118976,2,202312,1865,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118977,4,202312,1871,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118978,4,202312,1873,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118979,5,202312,1885,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118981,2,202312,1892,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118982,5,202312,1913,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,118983,2,202312,1914,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118984,5,202312,1924,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118985,5,202312,1926,3,2,6450,4050,10500,"21,0",2205,12705,0,73494262835526,20231214
4/12/2023,3,4,118986,2,202312,1927,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118987,4,202312,1928,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,118988,2,202312,1930,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118990,2,202312,1935,3,8,7900,400,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,118991,4,202312,1948,3,225,4850,2000,6850,"21,0","1438,5","8288,5",0,73494262835526,20231214
4/12/2023,3,4,118992,2,202312,1954,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118993,5,202312,1955,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118994,1,202312,1956,3,8,7900,400,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,118995,1,202312,1963,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,118996,3,202312,1964,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
3/1/2022,3,4,63220,3,202201,2161,4,18,2700,0,2700,"21,0",567,3267,0,72014800318331,20220113
4/12/2023,3,4,119000,4,202312,1986,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119002,1,202312,1989,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119003,2,202312,1992,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119004,4,202312,1993,3,205,13000,1300,14300,"21,0",3003,17303,0,73494262835526,20231214
4/12/2023,3,4,119005,1,202312,2000,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119008,2,202312,2016,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119009,5,202312,2023,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119010,3,202312,2025,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119011,2,202312,2029,3,109,10250,250,10500,"21,0",2205,12705,0,73494262835526,20231214
4/12/2023,3,4,119012,5,202312,2035,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119013,1,202312,2037,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119014,3,202312,2043,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119015,2,202312,2053,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119017,2,202312,2059,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119019,1,202312,2065,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119020,3,202312,2069,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119021,2,202312,2072,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119022,5,202312,2088,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119023,1,202312,2091,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119024,1,202312,2094,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119025,4,202312,2097,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119026,1,202312,2098,3,203,10500,1300,11800,"21,0",2478,14278,0,73494262835526,20231214
4/12/2023,3,4,119027,5,202312,2114,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119028,3,202312,2115,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119029,1,202312,2116,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119030,2,202312,2117,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119031,5,202312,2120,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119034,3,202312,2130,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119035,5,202312,2134,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119036,1,202312,2141,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119037,3,202312,2152,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119038,1,202312,2160,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119041,4,202312,2190,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119043,5,202312,2204,3,6,3050,250,3300,"21,0",693,3993,0,73494262835526,20231214
4/12/2023,3,4,119044,4,202312,2208,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119045,1,202312,2218,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119046,2,202312,2226,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119047,4,202312,2233,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119048,1,202312,2244,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119049,4,202312,2257,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119051,4,202312,2272,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119053,5,202312,2281,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119054,1,202312,2284,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119055,1,202312,2286,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119056,3,202312,2291,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119058,2,202312,2296,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119061,3,202312,2307,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119062,4,202312,2308,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119065,2,202312,2314,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119068,4,202312,2320,3,203,10500,1300,11800,"21,0",2478,14278,0,73494262835526,20231214
4/12/2023,3,4,119070,2,202312,2323,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119072,3,202312,2330,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119074,5,202312,2334,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119075,2,202312,2335,3,203,10500,1300,11800,"21,0",2478,14278,0,73494262835526,20231214
4/12/2023,3,4,119076,4,202312,2336,3,225,4850,2000,6850,"21,0","1438,5","8288,5",0,73494262835526,20231214
4/12/2023,3,4,119079,1,202312,2363,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119080,5,202312,2367,3,109,10250,250,10500,"21,0",2205,12705,0,73494262835526,20231214
4/12/2023,3,4,119081,1,202312,2376,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119082,3,202312,2383,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119083,2,202312,2386,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119084,1,202312,2387,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119085,1,202312,2404,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119090,4,202312,2430,3,6,3050,250,3300,"21,0",693,3993,0,73494262835526,20231214
4/12/2023,3,4,119092,1,202312,2437,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119093,2,202312,2442,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119094,2,202312,2455,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119095,1,202312,2459,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119096,2,202312,2466,3,203,10500,1300,11800,"21,0",2478,14278,0,73494262835526,20231214
4/12/2023,3,4,119097,4,202312,2475,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119098,1,202312,2481,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119099,1,202312,2483,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119100,5,202312,2484,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119101,2,202312,2490,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119103,3,202312,2497,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119104,2,202312,2498,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119105,2,202312,2506,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119106,1,202312,2509,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119107,4,202312,2513,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119109,4,202312,2532,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119110,4,202312,2535,3,8,7900,400,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119111,2,202312,2536,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119112,3,202312,2537,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119113,4,202312,2546,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119114,4,202312,2554,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119115,1,202312,2567,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119116,3,202312,2568,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119117,2,202312,2572,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119118,1,202312,2590,3,8,7900,400,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119119,5,202312,2597,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119120,2,202312,2602,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119121,5,202312,2606,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119122,4,202312,2608,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119123,1,202312,2613,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119124,3,202312,2615,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119125,4,202312,2622,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119126,4,202312,2625,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119127,2,202312,2626,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119128,4,202312,2641,3,8,7900,400,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119129,4,202312,2651,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119130,5,202312,2665,3,5,15150,250,15400,"21,0",3234,18634,0,73494262835526,20231214
4/12/2023,3,4,119131,4,202312,2670,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119132,2,202312,2672,3,117,12750,250,13000,"21,0",2730,15730,0,73494262835526,20231214
4/12/2023,3,4,119134,2,202312,2676,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119135,2,202312,2680,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119136,1,202312,2684,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119137,5,202312,2685,3,8,7900,400,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119139,3,202312,2699,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119145,1,202312,2720,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119149,3,202312,2791,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119150,3,202312,2793,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119151,1,202312,2795,3,6,3050,250,3300,"21,0",693,3993,0,73494262835526,20231214
4/12/2023,3,4,119152,1,202312,2819,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119154,1,202312,2827,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119155,2,202312,2836,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119156,2,202312,2838,3,6,3050,250,3300,"21,0",693,3993,0,73494262835526,20231214
4/12/2023,3,4,119157,2,202312,2839,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119158,5,202312,2847,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119159,1,202312,2852,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119160,4,202312,2859,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119161,1,202312,2862,3,8,7900,400,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119163,3,202312,2868,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119164,2,202312,2869,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119165,1,202312,2870,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119195,4,202312,3041,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119196,3,202312,3042,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119199,4,202312,3058,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119200,4,202312,3061,3,202,8300,250,8550,"21,0","1795,5","10345,5",0,73494262835526,20231214
4/12/2023,3,4,119203,5,202312,3073,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119206,5,202312,3090,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119207,4,202312,3092,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119208,1,202312,3099,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119210,5,202312,3109,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119211,2,202312,3110,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119212,2,202312,3113,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119213,5,202312,3114,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119214,3,202312,3115,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119215,4,202312,3138,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119216,2,202312,3148,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119218,3,202312,3152,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119219,5,202312,3160,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119220,5,202312,3177,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119224,4,202312,3211,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119227,1,202312,3220,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119229,5,202312,3230,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119230,3,202312,3232,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119234,1,202312,3240,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119235,3,202312,3245,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119236,3,202312,3246,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119237,3,202312,3248,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119239,5,202312,3253,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119241,1,202312,3257,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119242,4,202312,3259,3,1,4550,600,5150,"21,0","1081,5","6231,5",0,73494262835526,20231214
4/12/2023,3,4,119243,2,202312,3262,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119248,5,202312,3282,3,203,10500,1300,11800,"21,0",2478,14278,0,73494262835526,20231214
4/12/2023,3,4,119249,3,202312,3286,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
1/2/2022,3,4,63670,5,202202,1170,1,1,1400,0,1400,"21,0",294,1694,0,72054872826899,20220211
4/12/2023,3,4,119251,3,202312,3292,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119253,1,202312,3308,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119255,3,202312,3311,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119256,5,202312,3317,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119257,4,202312,3326,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119258,1,202312,3329,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119259,1,202312,3336,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119260,3,202312,3340,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119261,1,202312,3341,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119262,2,202312,3343,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119264,2,202312,3346,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119266,2,202312,3353,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119267,3,202312,3354,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119268,3,202312,3355,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119269,4,202312,3356,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119270,2,202312,3367,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119271,4,202312,3375,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119272,2,202312,3393,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119273,4,202312,3397,3,10,8050,250,8300,"21,0",1743,10043,0,73494262835526,20231214
4/12/2023,3,4,119274,3,202312,3401,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119275,1,202312,3406,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119276,4,202312,3414,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119279,5,202312,3422,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119280,5,202312,3430,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119282,4,202312,3437,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119283,4,202312,3438,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119285,5,202312,3440,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119286,4,202312,3446,3,2,6450,250,6700,"21,0",1407,8107,0,73494262835526,20231214
4/12/2023,3,4,119287,5,202312,3448,3,15,10800,250,11050,"21,0","2320,5","13370,5",0,73494262835526,20231214
4/12/2023,3,4,119288,5,202312,3450,3,1,4550,250,4800,"21,0",1008,5808,0,73494262835526,20231214
4/12/2023,3,4,119289,5,202312,3453,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119291,5,202312,3458,3,202,8300,1300,9600,"21,0",2016,11616,0,73494262835526,20231214
4/12/2023,3,4,119292,1,202312,3459,3,225,4850,2000,6850,"21,0","1438,5","8288,5",0,73494262835526,20231214
4/12/2023,3,4,119293,4,202312,3464,3,202,8300,2000,10300,"21,0",2163,12463,0,73494262835526,20231214
4/12/2023,3,4,119294,1,202312,3471,3,225,4850,3930,8780,"21,0","1843,8","10623,8",0,73494262835526,20231214
4/12/2023,3,4,119296,4,202312,3476,3,8,7900,3940,11840,"21,0","2486,4","14326,4",0,73494262835526,20231214
4/12/2023,3,4,119297,1,202312,12,4,1,4550,250,4800,"21,0",1008,5808,0,73494263009186,20231214
4/12/2023,3,4,119298,5,202312,17,4,202,8300,1300,9600,"21,0",2016,11616,0,73494263009186,20231214
4/12/2023,3,4,119299,3,202312,18,4,1,4550,250,4800,"21,0",1008,5808,0,73494263009186,20231214
4/12/2023,3,4,119300,1,202312,36,4,225,4850,1300,6150,"21,0","1291,5","7441,5",0,73494263009186,20231214
4/12/2023,3,4,119301,1,202312,43,4,1,4550,250,4800,"21,0",1008,5808,0,73494263009186,20231214
1/4/2023,3,4,97453,4,202304,773,2,1,2750,250,3000,"21,0",630,3630,0,73134983359322,20230411
2/11/2022,3,4,2725,1,202211,2910,14,5,7670,250,7920,"21,0","1663,2","9583,2",7920,72444648962680,20221112
1/4/2023,3,4,98033,5,202304,3107,2,2,3700,250,3950,"21,0","829,5","4779,5",0,73134983359322,20230411
4/12/2023,3,4,119334,1,202312,229,4,1,4550,250,4800,"21,0",1008,5808,0,73494263009186,20231214
4/12/2023,3,4,119335,4,202312,230,4,1,4550,250,4800,"21,0",1008,5808,0,73494263009186,20231214
