HOLII SAPI DE CV - Space Statistics
User,carla.mccadden@holii.mx
Last refreshed,12/14/23 08:24:07 UTC
Timeframe,Lifetime

Space name,Space Details URL,Parent folder name,Internal ID,Presented By,Contact name,Address,Public status,Deleted status,Created Date,Impressions,Visits,Unique Visitors
PORCELANOSA MÉXICO - SHOWROOM MASARYK,https://my.matterport.com/models/eJztYDgZidL/,Porcelanosa,,Holii.mx,,,Public,Not Deleted,02/13/20,41434,24143,17238
Abrika,https://my.matterport.com/models/HxPk4gM6xZv/,Némesis,,Holii.mx,,,Public,Not Deleted,02/07/20,2451,2146,1682
Ivy Bosque Real,https://my.matterport.com/models/4x9H8t4VERY/,Bosque Real,,holii.mx,,Showroom Bosque Real,Public,Not Deleted,02/03/20,31982,4637,3648
Socrates 127 - Depto 201,https://my.matterport.com/models/sG8UDoM8Luc/,IM Desarrollos,,Holii.mx,,,Public,Not Deleted,01/30/20,3102,1514,1023
Cantera Berriozabal,https://my.matterport.com/models/7E179Gwx3TG/,Dmente Publicidad,,Holii.mx,,,Public,Not Deleted,01/27/20,10756,9423,5920
Bolognia Residencial,https://my.matterport.com/models/d12t6bzEa9r/,Némesis,,Holii.mx,,,Public,Not Deleted,01/27/20,4260,3658,2630
Depto. Muestra Frontera Polanco,https://my.matterport.com/models/MRBg2EBQGdR/,Rouz,,holii.mx,,"Lago Hielma, #44, Colonia Cuauhtémoc Pensil, Delegacion Miguel Hidalgo, México",Not Public,Not Deleted,01/16/20,22941,4285,2942
Bosque De Minas,https://my.matterport.com/models/F9WVN8ZNSJy/,Amir Cherit,,Holii.mx,,,Public,Not Deleted,12/12/19,4932,3847,2971
Showroom Olimpic,https://my.matterport.com/models/M5HFCim7PUz/,Tammex,,holii.mx,,"Av. Paseo de las Palmas 1065, Lomas de Chapultepec, Miguel Hidalgo, 11000 Ciudad de México, CDMX, México",Not Public,Not Deleted,12/03/19,4005,2008,1474
Estiatorio Nostos,https://my.matterport.com/models/DTtjUqyDPr7/,Restaurantes,,Holii.mx,Chef Rene Nungaray,Monte Athos 415 Col. Lomas de Chapultepec V Secc 11000 Ciudad de México,Public,Not Deleted,11/18/19,5571,4302,3660
CGB de Sta Fe Tolsa,https://my.matterport.com/models/aoWaxmqjTWV/,Livemore,,Holii.mx,,,Not Public,Not Deleted,11/06/19,457,392,315
Depto. Muestra Torres Bulevares,https://my.matterport.com/models/tG1tTYWNSqS/,IHM,,Holii.mx,,"Vía Gustavo Baz 4500, Industrial Barrientos, 54015 Tlalnepantla de Baz, Méx., México",Public,Not Deleted,11/04/19,16399,7810,4806
Be Grand Polanco,https://my.matterport.com/models/NKrcMPmumRQ/,Polanco,,Holii.mx,,,Public,Not Deleted,10/18/19,23361,22424,17388
Lunamar - Depto,https://my.matterport.com/models/1aW5oK67VDs/,Lunamar,,Holii.mx,,,Public,Not Deleted,09/24/19,23578,18879,12852
Hermes Masaryk,https://my.matterport.com/models/TMM1PyWHfbn/,Hermés,,Holii.mx,,,Public,Not Deleted,07/29/19,399,374,245
Cachava,https://my.matterport.com/models/XvxvjKJuW46/,Grupo Carolo,,Holii.mx,,,Public,Not Deleted,07/24/19,6267,4218,3221
Tour Virtual Casa Santa Fe . FV,https://my.matterport.com/models/qTa3km6kYij/,Terrés,,Holii.mx,,,Public,Not Deleted,07/11/19,442,317,136
Tour Virtual Casa Santa Fe . JV,https://my.matterport.com/models/gKACi3pyMK6/,Terrés,,Holii.mx,,,Public,Not Deleted,06/28/19,14959,1461,917
Gimnasio,https://my.matterport.com/models/RNCK4zwgkhC/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/19/19,38,37,14
Motor Lobby,https://my.matterport.com/models/dpUYwm3oAsY/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/19/19,8,8,5
Lobby,https://my.matterport.com/models/hZMWiS3PTjL/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/18/19,457,310,158
Terraza City,https://my.matterport.com/models/URmnPQYY6UN/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/18/19,43,42,29
Sala de Juntas,https://my.matterport.com/models/knyhTZ9uNSy/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/18/19,27,25,17
Habitación Junior Suite,https://my.matterport.com/models/d6ySkSCGZju/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/17/19,31,28,22
Habitación Doble,https://my.matterport.com/models/RX7xH3oyjAD/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/17/19,25,24,19
Habitación Sencilla,https://my.matterport.com/models/9g5KsZtNbnz/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/17/19,27,27,14
Habitación Handicap,https://my.matterport.com/models/sefUqdtThP5/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/17/19,36,27,14
Habitación Superior,https://my.matterport.com/models/Gr3zBkM3atQ/,City Express Plus Mérida,,Holii.mx,,,Public,Not Deleted,06/17/19,25,25,16
Parque Jardín,https://my.matterport.com/models/Vdsfp9rhwB4/,Copri,,Holii.mx,,"Av Jardin 330, Colonia Del Gas, CDMX",Public,Not Deleted,06/11/19,33578,29391,18159
Showroom Toreo Residencial,https://my.matterport.com/models/apdHE9kghWN/,Copri,,Holii.mx,,,Public,Not Deleted,06/06/19,62155,38774,27275
Portal Fresnillo,https://my.matterport.com/models/LNsRpbgikW6/,Grupo MRP,,Holii.mx,,,Public,Not Deleted,06/03/19,1866,1410,1021
Prototipo Cardenal,https://my.matterport.com/models/vG3LG8JC25w/,Santa Ana Boca,,Holii.mx,,,Public,Not Deleted,05/09/19,58245,48380,31634
Amenidades Santa Ana Boca,https://my.matterport.com/models/WuxrrrHcF1x/,Santa Ana Boca,,Holii.mx,,,Public,Not Deleted,05/09/19,3719,3284,2892
Prototipo Colibri,https://my.matterport.com/models/MvKvHHphtkc/,Valle Real,,Holii.mx,Casas Carpín,,Public,Not Deleted,05/09/19,33920,29095,19317
Prototipo Canario,https://my.matterport.com/models/JpMb2Efg31V/,Valle Real,,Holii.mx,,,Public,Not Deleted,05/09/19,20647,19020,13845
Prototipo Jilguero,https://my.matterport.com/models/4FgSt4jLUtn/,Valle Real,,Holii.mx,,,Public,Not Deleted,05/09/19,11254,10462,7597
Prototipo Gaviota,https://my.matterport.com/models/6QAziY8B3Xp/,Santa Ana Boca,,Holii.mx,,,Public,Not Deleted,05/09/19,48234,36643,23574
Bell 505,https://my.matterport.com/models/4jtyekT8aS4/,Fly Across,,Holii.mx,,,Public,Not Deleted,04/26/19,1755,948,724
Torre Lomas,https://my.matterport.com/models/csPJauhUioY/,Joselo Herrerías,,Holii.mx,,,Public,Not Deleted,04/18/19,425,234,151
RESIDENCIAL CARSO,https://my.matterport.com/models/UUgwfWPYEzs/,Codesign,,Holii.mx,,"Rafael Reyes Espindola, Mexico, Cdmx, 11220",Public,Not Deleted,04/12/19,8,8,4
Global 5000,https://my.matterport.com/models/71UuNtAM3uu/,Fly Across,,Holii.mx,,,Public,Not Deleted,04/08/19,4726,2135,1275
Pasillo,https://my.matterport.com/models/NhFRLTUyLhT/,City Centro CDMX,,Holii.mx,,,Not Public,Not Deleted,03/26/19,2,2,1
City Centro Oaxaca,https://my.matterport.com/models/7j13uFBG1nH/,City Centro Oaxaca,,Holii.mx,,,Public,Not Deleted,03/26/19,3400,2561,1779
Aquarelle PH1 -  Informes y ventas 744 464 2199 Mario Sánchez,https://my.matterport.com/models/J7sSGCN2ySy/,Casas Acapulco Diamante,,Holii.mx,Mario Sánchez,,Public,Not Deleted,03/19/19,3376,1269,762
Citation Sovereign,https://my.matterport.com/models/qWWKVgA1xQD/,Fly Across,,Holii.mx,,,Public,Not Deleted,03/11/19,4481,2536,1360
Bernardo Quintana - Hda Sta Fe Casa 25A,https://my.matterport.com/models/y5JBoTMtCi4/,Livemore,,Holii.mx,,"Bernardo Quintana 595, Casa 25a, Cdmx, Santa Fe",Not Public,Not Deleted,03/08/19,1904,1330,783
Habitación Sencilla,https://my.matterport.com/models/vDRh2iAABJL/,City Centro Oaxaca,,Holii.mx,,,Public,Not Deleted,03/05/19,104,100,79
Habitación Doble,https://my.matterport.com/models/xNLJ7PZTLzH/,City Centro Oaxaca,,Holii.mx,,,Public,Not Deleted,03/05/19,113,112,88
Rooftop,https://my.matterport.com/models/LL9ZAYCvjcv/,City Centro Oaxaca,,Holii.mx,,,Public,Not Deleted,03/05/19,172,167,119
Zuda,https://my.matterport.com/models/N7t39RxewWQ/,ZUDA,,Holii.mx,,"Calle Paseo de Las Lilas 92, Bosques de las Lomas, 05120 Ciudad de México, CDMX, Mexico",Public,Not Deleted,02/04/19,2329,2001,1468
Casa Hidalga CGB Sta Fe,https://my.matterport.com/models/XfVVnATVf4q/,Livemore,,Holii.mx,,,Not Public,Not Deleted,01/28/19,2297,1827,1273
Casa Tembleque CGB Sta Fe,https://my.matterport.com/models/mLpjqDcAzDH/,Livemore,,Holii.mx,,,Public,Not Deleted,01/24/19,3550,1786,1117
Casa Liebres,https://my.matterport.com/models/qbdasopNGza/,Vascondesa,,Holii.mx,,,Not Public,Not Deleted,01/22/19,924,792,480
Averanda Showroom,https://my.matterport.com/models/Jiv45DhTkiu/,Proarquitectura,,Holii.mx,,Mexico Acapulco Km 87,Public,Not Deleted,12/20/18,6433,5736,3532
Torre Lomas,https://my.matterport.com/models/RFtdUpDJM3C/,Joselo Herrerías,,Holii.mx,,,Public,Not Deleted,11/22/18,778,553,344
Mukan Resorts,https://my.matterport.com/models/vw5Sd1WfJM8/,Hoteles,,Holii.mx,,,Public,Not Deleted,10/12/18,541,490,306
Carso Tlalnepantla,https://my.matterport.com/models/5N84DnSpUNs/,Codesign,,Holii.mx,,"Av Sor Juana Ines De La Cruz, San Lorenzo, 54033",Public,Not Deleted,09/24/18,41584,11357,7340
Residencial Carso Periférico,https://my.matterport.com/models/zbNSSiycgiU/,Codesign,,Holii.mx,,"Lic Rafael Reyes Espindola, 11220",Public,Not Deleted,09/24/18,26606,15478,9992
Departamento Tipo 05 - 250 m2,https://my.matterport.com/models/f36T453jYY8/,M&M Consultores Inmobiliarios,,Holii.mx,,"Naucalpan, Edo Mex, 52770",Public,Not Deleted,08/13/18,6502,5472,3636
Cholula 20,https://my.matterport.com/models/tYSJEF2v6dR/,TAR International,,Holii.mx,TAR INTERNATIONAL,"Cholula 20, Condesa, Cdmx",Public,Not Deleted,08/02/18,917,846,489
Palmerales 78 m2,https://my.matterport.com/models/NC2N1XTw8TV/,Dmente Publicidad,,Holii.mx,,"San Francisco Tepojaco, San Francisco Tepojaco, Cuautitlán Izcalli, Méx., Mexico",Public,Not Deleted,07/31/18,6516,4495,2904
Palmerales 63 m2,https://my.matterport.com/models/dKCpxTvvw1M/,Dmente Publicidad,,Holii.mx,,"San Francisco Tepojaco, San Francisco Tepojaco, Cuautitlán Izcalli, Méx., Mexico",Public,Not Deleted,07/31/18,14248,9750,6607
Casa H,https://my.matterport.com/models/f3Q2wdH421t/,Joselo Herrerías,,Holii.mx,Joselo Herrerías,"Plaza Toros San Miguel de Allende, Centro",Public,Not Deleted,07/21/18,4998,3694,2316
Nuevo Coyoacán,https://my.matterport.com/models/h18JqzfvjCK/,Némesis,,Holii.mx,,"Nuevo Coyoacan, Calzada De Tlalpan 1461, Col Portales Benito Juarez, Cdmx, 03300",Public,Not Deleted,07/01/18,13271,10677,6718
PORCELANOSA MÉXICO - SHOWROOM VALLE DORADO 2018,https://my.matterport.com/models/RMsJ9vaUrRq/,Porcelanosa,,Holii.mx,,Blvd Manuel Avila Camacho 3002,Public,Not Deleted,06/10/18,20175,10499,6999
Tessoro Puerto Peñasco,https://my.matterport.com/models/YzHvtrYGweN/,Némesis,,Holii.mx,,Tesoro Puerto Peñasco,Public,Not Deleted,06/03/18,10068,2851,2046
Bosques 6060,https://my.matterport.com/models/HETpKFzCwna/,Abilia,,Holii.mx,,,Public,Not Deleted,06/01/18,835,523,323
Be Grand Alto Pedregal,https://my.matterport.com/models/pCUs7uSLd6a/,Alto Pedregal,,Holii.mx,,,Public,Not Deleted,05/23/18,14804,13067,10145
Be Grand Alto Pedregal Amenidades,https://my.matterport.com/models/i7zUYtVkbDs/,Alto Pedregal,,Holii.mx,,,Public,Not Deleted,05/23/18,739,632,408
Puerta Del Carmen,https://my.matterport.com/models/dafQCovukHo/,REMAX Consulting,,Holii.mx,,,Public,Not Deleted,05/15/18,431,178,54
Elite Residences Mistral,https://my.matterport.com/models/XqwvAKQ6mgA/,Némesis,,Holii.mx,,,Public,Not Deleted,04/14/18,10666,4822,3684
Workhaüs Piso 4 Villahermosa,https://my.matterport.com/models/1TnPZLKP1Gf/,Workhaüs,,Holii.mx,,,Public,Not Deleted,03/04/18,1402,1240,876
Workhaüs Piso 14 Veracruz,https://my.matterport.com/models/BCuVEsradsH/,Workhaüs,,Holii.mx,,,Public,Not Deleted,03/03/18,1749,1601,1100
Workhaüs Puebla Piso 22,https://my.matterport.com/models/5nfRNZABvFa/,Workhaüs,,Holii.mx,,,Public,Not Deleted,03/01/18,1951,1570,1008
Workhaüs Puebla Piso 21,https://my.matterport.com/models/BmQtC9i84vj/,Workhaüs,,Holii.mx,,,Public,Not Deleted,03/01/18,1514,1374,901
Tres Cumbres Amenidades,https://my.matterport.com/models/3YzaciTc4r8/,Copri,,Holii.mx,,,Public,Not Deleted,03/01/18,56721,36222,21221
Misión Del Parque Casa Dosel,https://my.matterport.com/models/ePWcKxYunQr/,Copri,,Holii.mx,,,Public,Not Deleted,02/20/18,72346,48483,33644
Bosque De Manzanos,https://my.matterport.com/models/zGRGAxAnqhF/,Livemore,,Holii.mx,,,Public,Not Deleted,02/10/18,11155,7294,4597
"Be Grand Contadero, Tipo 4 - 124m2",https://my.matterport.com/models/qEn4Euskggb/,Contadero,,Holii.mx,,,Public,Not Deleted,01/19/18,22324,13405,10189
Jardin Paseo Del Agua 117,https://my.matterport.com/models/hD98vM35a7M/,Inmobiliarias,,Holii.mx,,Jardin Paseo Del Agua 117,Public,Not Deleted,01/04/18,35,25,21
Paseo Del Agua 117,https://my.matterport.com/models/tycfhCtRtw9/,Inmobiliarias,,Holii.mx,,"Paseo Del Agua 117, Guadalajara, Jalisco",Public,Not Deleted,12/25/17,1215,703,380
City Centro CDMX Pasillo,https://my.matterport.com/models/ziUytq5HX6r/,City Centro CDMX,,Holii.mx,,,Public,Not Deleted,12/12/17,77,57,40
City Centro CDMX Sencilla Queen,https://my.matterport.com/models/iEtQEagkKdw/,City Centro CDMX,,Holii.mx,,,Public,Not Deleted,12/12/17,60,37,25
City Centro CDMX Sencilla King,https://my.matterport.com/models/xi2Perw29rW/,City Centro CDMX,,Holii.mx,,,Public,Not Deleted,12/12/17,53,31,20
City Centro CDMX Lobby,https://my.matterport.com/models/wdWCzf2uqj5/,City Centro CDMX,,Holii.mx,,,Public,Not Deleted,12/12/17,845,606,326
City Centro CDMX Superior King,https://my.matterport.com/models/gwkwcTPY1qE/,City Centro CDMX,,Holii.mx,,,Public,Not Deleted,12/12/17,116,87,61
City Centro CDMX Junior Suite Doble,https://my.matterport.com/models/knApjaRR2Dz/,City Centro CDMX,,Holii.mx,,,Public,Not Deleted,12/12/17,90,62,42
City Centro CDMX Historico Lounge,https://my.matterport.com/models/fGDBikd38J3/,City Centro CDMX,,Holii.mx,,,Public,Not Deleted,12/12/17,65,51,40
Showroom Augusta,https://my.matterport.com/models/MxyWPCUsKk7/,ASPRO,,,,,Not Public,Not Deleted,11/15/17,3504,2745,1301
Sierra Vertientes,https://my.matterport.com/models/L2BxFfbbsJW/,Iñaki Lopez,,Holii.mx,,,Public,Not Deleted,10/26/17,113,70,44
"Be Grand Reforma, Tipo 5 - 59m2",https://my.matterport.com/models/HMfp1PCvRmD/,Reforma,,Holii.mx,,,Public,Not Deleted,10/17/17,31467,16590,13287
"Be Grand Reforma, Tipo 19 - 88m2",https://my.matterport.com/models/s6QYrZ4hjJs/,Reforma,,Holii.mx,,,Public,Not Deleted,10/17/17,24992,17869,13167
Revolución 756,https://my.matterport.com/models/9WQdSjcYTvj/,Colliers,,Holii.mx,,,Not Public,Not Deleted,09/18/17,585,405,253
Fiesta Americana Lobby,https://my.matterport.com/models/GJimDLi29fs/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/10/17,1044,850,522
Fiesta Americana Centro De Negocios/Habitaciones,https://my.matterport.com/models/ocGtfYvLdb2/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/03/17,60,49,40
Fiesta Americana Suite Junior,https://my.matterport.com/models/eUjMQCweCQ3/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/03/17,43,35,27
Fiesta Americana Suite Presidencial,https://my.matterport.com/models/6g3ZZTtG8L6/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/03/17,82,72,53
Fiesta Americana Master Suite,https://my.matterport.com/models/23YLVzbkaUG/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/03/17,79,71,45
Fiesta Americana Salones,https://my.matterport.com/models/rvb7wCvx9Rv/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/03/17,91,81,53
Fiesta Americana GYM/Alberca,https://my.matterport.com/models/r9AQqWyFz7d/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/03/17,84,76,51
Fiesta Americana Suite Doble,https://my.matterport.com/models/HwmFHZPxrXn/,Fiesta Americana,,Holii.mx,,,Public,Not Deleted,09/03/17,35,27,21
Centro Cultural Teatro 1,https://my.matterport.com/models/rmVuG1dQtaK/,Gou Producciones,,Holii.mx,,,Public,Not Deleted,08/08/17,9284,8568,5614
407GX,https://my.matterport.com/models/R6WGpLJUsJf/,Fly Across,,Holii.mx,,,Public,Not Deleted,08/02/17,9178,2133,1880
Phenom 100,https://my.matterport.com/models/hdhmemSZvUL/,Fly Across,,Holii.mx,,,Public,Not Deleted,08/02/17,26297,8764,6913
CCT1,https://my.matterport.com/models/2C3kDJRMtYz/,Gou Producciones,,Holii.mx,,,Public,Not Deleted,07/18/17,24200,22025,14202
City Express Junior SLP,https://my.matterport.com/models/UE1T8SWUyD3/,SLP,,Holii.mx,,,Public,Not Deleted,07/13/17,1452,1101,769
City Express Junior SLP / Entrada,https://my.matterport.com/models/j1JFFjhK2qU/,SLP,,Holii.mx,,,Public,Not Deleted,07/13/17,120,109,93
City Express Junior SLP / Handicap,https://my.matterport.com/models/rCPkst1YLQS/,SLP,,Holii.mx,,,Public,Not Deleted,07/13/17,148,125,107
City Express Junior SLP / Doble,https://my.matterport.com/models/HdZs9b7jSww/,SLP,,Holii.mx,,,Public,Not Deleted,07/10/17,162,142,119
City Express Junior SLP / Sencilla,https://my.matterport.com/models/tzTZUfEJ4E6/,SLP,,Holii.mx,,,Public,Not Deleted,07/10/17,144,129,113
Tutto Pelle Monterrey,https://my.matterport.com/models/tRfcgtPCtMs/,Tutto Pelle,,Holii.mx,,,Not Public,Not Deleted,07/01/17,1348,1116,727
City Express Plus Monterrey Nuevo Sur,https://my.matterport.com/models/UAKgbSqwbW8/,Monterrey Nuevo Sur,,Holii.mx,,,Public,Not Deleted,07/01/17,1239,855,565
City Express Plus Monterrey Nuevo Sur / Pasillo,https://my.matterport.com/models/h6W5ciHoY9v/,Monterrey Nuevo Sur,,Holii.mx,,,Public,Not Deleted,06/29/17,108,100,83
City Express Plus Monterrey Nuevo Sur / Handicap,https://my.matterport.com/models/1SWwTpp8YPD/,Monterrey Nuevo Sur,,Holii.mx,,,Public,Not Deleted,06/29/17,96,83,68
City Express Plus Monterrey Nuevo Sur / Superior,https://my.matterport.com/models/xRyZY8B6SZC/,Monterrey Nuevo Sur,,Holii.mx,,,Public,Not Deleted,06/29/17,137,116,88
City Express Plus Monterrey Nuevo Sur / Doble,https://my.matterport.com/models/sx37pDdpXDg/,Monterrey Nuevo Sur,,Holii.mx,,,Public,Not Deleted,06/29/17,85,71,53
City Express Plus Monterrey Nuevo Sur / Sencilla,https://my.matterport.com/models/61RhcGQ69C1/,Monterrey Nuevo Sur,,Holii.mx,,,Public,Not Deleted,06/29/17,103,87,70
Be Grand San Ángel - Amenidades,https://my.matterport.com/models/xk82fEn5oka/,San Ángel,,Holii.mx,,,Public,Not Deleted,06/28/17,827,584,369
City Express La Raza Handicap,https://my.matterport.com/models/9HFpKC1fctM/,La Raza,,Holii.mx,,,Public,Not Deleted,06/27/17,97,82,57
City Express La Raza Entrada Plaza,https://my.matterport.com/models/Eiuhe6oigKv/,La Raza,,Holii.mx,,,Public,Not Deleted,06/27/17,58,41,33
City Express La Raza,https://my.matterport.com/models/ZD5BEK1jXxe/,La Raza,,Holii.mx,,,Public,Not Deleted,06/27/17,967,717,407
City Express La Raza Habitación Doble,https://my.matterport.com/models/CgvpzEUfq35/,La Raza,,Holii.mx,,,Public,Not Deleted,06/27/17,114,94,70
City Express La Raza Habitación Superior,https://my.matterport.com/models/1jtDAVa5Y7L/,La Raza,,Holii.mx,,,Public,Not Deleted,06/27/17,134,110,79
City Express La Raza Habitación Sencilla,https://my.matterport.com/models/EdVwvnqiUzF/,La Raza,,Holii.mx,,,Public,Not Deleted,06/27/17,115,95,75
City Express Suites Silao Lobby,https://my.matterport.com/models/BPR5wjSCPYU/,Silao,,Holii.mx,,,Public,Not Deleted,06/23/17,797,503,286
City Express Suites Silao Habitación Sencilla,https://my.matterport.com/models/TVP5rj4trGN/,Silao,,Holii.mx,,,Public,Not Deleted,06/22/17,106,82,47
City Express Suites Silao Habitación Handicap,https://my.matterport.com/models/t9geozda9AZ/,Silao,,Holii.mx,,,Public,Not Deleted,06/22/17,64,49,35
City Express Suites Silao Pasillos,https://my.matterport.com/models/Nm4FwXnBNsq/,Silao,,Holii.mx,,,Public,Not Deleted,06/22/17,69,59,39
City Express Suites Silao Habitación Doble,https://my.matterport.com/models/dCwmsw3ivpP/,Silao,,Holii.mx,,,Public,Not Deleted,06/22/17,91,69,42
"Be Grand Alto Polanco Torre II, Tipo 4 - 98m2",https://my.matterport.com/models/7UhCo8zf7yR/,Alto Polanco,,Holii.mx,,,Public,Not Deleted,06/21/17,7833,7287,5620
"Be Grand Alto Polanco Torre III, Tipo 8 - 109m2",https://my.matterport.com/models/5KowPdXTsEc/,Alto Polanco,,Holii.mx,,,Public,Not Deleted,06/21/17,6634,5777,4324
"Be Grand Alto Polanco Torre III, Tipo 1 - 114m2",https://my.matterport.com/models/DtWdRmLq6GL/,Alto Polanco,,Holii.mx,,,Public,Not Deleted,06/21/17,5062,4439,3370
Be Grand Lomas - Amenidades,https://my.matterport.com/models/udMHsGofGwd/,Lomas,,Holii.mx,,,Public,Not Deleted,06/18/17,1080,599,455
Be Grand Pedregal - Amenidades,https://my.matterport.com/models/4TZptEA8wiM/,Pedregal,,Holii.mx,,,Public,Not Deleted,06/13/17,1632,1243,895
"Be Grand Coapa, Tipo F1 - 116m2",https://my.matterport.com/models/Nny1SJy6TAY/,Coapa,,Holii.mx,,,Public,Not Deleted,06/09/17,19075,17314,12204
"Be Grand Coapa, Tipo C1 - 91m2",https://my.matterport.com/models/WKATgqWrA1S/,Coapa,,Holii.mx,,,Public,Not Deleted,06/09/17,7163,6646,5349
Amsterdam Depto,https://my.matterport.com/models/MDpxwoEfSLt/,REMAX Consulting,,Holii.mx,Remax Consulting,,Public,Not Deleted,06/08/17,18085,12662,2765
Be Grand Coapa - Amenidades,https://my.matterport.com/models/ugHbKnP5CQ6/,Coapa,,Holii.mx,,,Public,Not Deleted,06/08/17,1964,1656,1243
CCT2,https://my.matterport.com/models/fBcgsneGm1n/,Gou Producciones,,Holii.mx,,,Public,Not Deleted,05/31/17,8967,7941,5654
Salón Espejos 2 CCT1,https://my.matterport.com/models/PkMhdGVNEY4/,Gou Producciones,,Holii.mx,,,Public,Not Deleted,05/29/17,298,216,179
Salón Espejos 1 CCT1,https://my.matterport.com/models/PWPBrHUdc2G/,Gou Producciones,,Holii.mx,,,Public,Not Deleted,05/29/17,288,213,166
Be Grand Alto Polanco - Amenidades,https://my.matterport.com/models/Jt1YtfSrHEv/,Alto Polanco,,Holii.mx,,,Public,Not Deleted,05/23/17,1443,1108,779
Teatro Aldama,https://my.matterport.com/models/ax2SyXJPWQL/,Gou Producciones,,Holii.mx,,,Public,Not Deleted,05/12/17,20378,18384,12430
"Be Grand Park Bosques Nocturno, Tipo 4",https://my.matterport.com/models/x376EvPFQ3j/,Park Bosques,,Holii.mx,,,Public,Not Deleted,05/06/17,2185,1838,1229
"Be Grand Park Bosques, Tipo 4 - 325m2",https://my.matterport.com/models/YK1mTJoKqvz/,Park Bosques,,Holii.mx,,,Public,Not Deleted,05/04/17,56724,51982,35237
Vesta Park Toluca II - VPTII-19,https://my.matterport.com/models/qSr8xKW6YTJ/,Grupo Vesta,,Holii.mx,,Nave Industrial,Public,Not Deleted,04/19/17,1535,1158,920
City Express Piso 3,https://my.matterport.com/models/GViFVats9xG/,La Raza,,Holii.mx,,,Public,Not Deleted,04/19/17,67,46,32
City Express Piso 2,https://my.matterport.com/models/JobRRyWgvNv/,La Raza,,Holii.mx,,,Public,Not Deleted,04/17/17,85,62,50
PORCELANOSA MÉXICO - SHOWROOM INTERLOMAS,https://my.matterport.com/models/HDBuMuDsvsS/,Porcelanosa,,Holii.mx,,,Public,Not Deleted,03/07/17,13781,9118,4349
Avanti Zacatecas Planta Baja,https://my.matterport.com/models/LHSEw45Ghzs/,Avanti,,Holii,,,Public,Not Deleted,03/06/17,692,630,434
Avanti - Zacatecas Planta principal,https://my.matterport.com/models/3k4dqnXxueg/,Avanti,,Holii,,,Public,Not Deleted,03/06/17,1024,930,630
Arcienega,https://my.matterport.com/models/CetZoVev7jD/,Livemore,,Holii.mx,,,Public,Not Deleted,03/06/17,6253,2599,1751
Avanti León,https://my.matterport.com/models/BLU6y9rj6fx/,Avanti,,Holii,,,Public,Not Deleted,03/06/17,2735,2441,1686
Grupo Imagen,https://my.matterport.com/models/FqoysTnJzKG/,Grupo Imagen,,Holii.mx,,,Public,Not Deleted,03/01/17,549,475,315
Oficinas Remax,https://my.matterport.com/models/QwtouzbVd6b/,REMAX Consulting,,Holii.mx,,,Public,Not Deleted,02/17/17,1293,1096,665
Avanti Mérida Altabrisa Magnia Corporate Center,https://my.matterport.com/models/FLYFYJtVKf7/,Avanti,,Holii,,,Public,Not Deleted,12/05/16,3808,3452,1885
Avanti Puebla Lomas de Angelópolis Edificio Escala,https://my.matterport.com/models/NNya5Hnpa1p/,Avanti,,Holii,,,Public,Not Deleted,11/25/16,4005,3390,1946
Avanti Puebla La Paz Holiday Inn Express,https://my.matterport.com/models/uqSS7tVUucW/,Avanti,Holiday Inn,Holii,,,Public,Not Deleted,11/24/16,1024,905,653
FBO,https://my.matterport.com/models/5so5rnWVLqj/,Fly Across,,Holii.mx,,,Public,Not Deleted,10/27/16,40210,10480,7920
XA-UMS Mustang,https://my.matterport.com/models/XgeaPcv4iDN/,Fly Across,,Holii.mx,,,Public,Not Deleted,10/27/16,12994,3891,2719
BELL 429 XA-CRO,https://my.matterport.com/models/zRiocSTpZZJ/,Fly Across,,Holii.mx,,,Public,Not Deleted,10/27/16,10153,2976,2240
XA-FBZ,https://my.matterport.com/models/qwttnpgbpnA/,Fly Across,,Holii.mx,,,Public,Not Deleted,10/26/16,12961,4233,3211
Legacy 500 XA-COS,https://my.matterport.com/models/azvQ8WfwFDR/,Fly Across,,Holii.mx,,,Public,Not Deleted,10/24/16,44621,22307,13375
Phenom 300,https://my.matterport.com/models/qwdSAHaHmU8/,Fly Across,,Holii.mx,,,Public,Not Deleted,10/24/16,27657,12125,7185
