Shop,Date,Shift,Tickets,Covers,System Sales,Lounge Sales,Delivery Sales,Bar Sales,Delivery Quantity,Lounge Quantity,Sale Fiscal,Visa Card,Visa electron,Pedidos Ya,Mercado Pago,Rappi
La Embajada,03/08/2023,Noche,3,0,"4507,6","4507,6",0,0,0,0,"4507,6",0,2142,0,"1965,6",0
CDLM 5,04/08/2023,Noche,74,0,405370,405370,0,0,0,0,491828,264490,0,0,0,0
La Embajada,04/08/2023,Mediodía,3,0,"22587,53","22587,53",0,0,0,0,0,"5041,92","23475,61",0,1000,0
CDLM 6,04/08/2023,Mediodía,46,53,302653,197590,92033,13030,23,3,0,151740,0,73644,0,1440
CDLM 5,04/08/2023,Mediodía,52,0,263488,263488,0,0,0,0,0,50070,79198,0,54465,0
CDLM 4,04/08/2023,Mediodía,27,23,175398,75290,94108,6000,20,1,0,0,13400,57542,64020,0
CDLM 1,04/08/2023,Mediodía,59,106,548882,412160,129922,6800,25,1,0,236150,0,92590,0,1548
CDLM 2,04/08/2023,Mediodía,29,37,245433,133950,92483,19000,15,2,0,24490,38720,80351,14880,0
CDLM 3,04/08/2023,Mediodía,46,86,356566,295480,55586,5500,12,2,0,159670,0,18026,0,0
CDLM 1,04/08/2023,Noche,91,183,885851,696848,151403,37600,32,3,703375,316776,0,107483,0,0
CDLM 2,04/08/2023,Noche,30,52,257584,191362,62722,3500,12,1,242311,43050,64880,"33439,2",18960,0
CDLM 3,04/08/2023,Noche,71,153,643697,530124,83293,30280,15,4,402704,380854,0,"43529,2",0,8288
CDLM 4,04/08/2023,Noche,30,36,234898,149000,67548,18350,12,4,280236,18390,26930,43806,55450,6944
CDLM 6,04/08/2023,Noche,86,139,700686,514286,172600,13800,32,3,472529,30080,230190,"96222,8",55320,"15265,5"
La Embajada,04/08/2023,Noche,9,0,"74686,99","74686,99",0,0,0,0,"103204,52",0,"48771,59",0,"11431,46",0
La Embajada,05/08/2023,Mediodía,10,0,"75763,06","75763,06",0,0,0,0,0,0,"5994,01",0,"41271,37",0
CDLM 5,05/08/2023,Mediodía,99,0,540130,540130,0,0,0,0,0,74890,159460,0,71170,0
CDLM 6,05/08/2023,Mediodía,102,102,636131,367135,258596,10400,64,2,0,37310,95669,117839,135600,"23967,5"
CDLM 4,05/08/2023,Mediodía,53,76,362069,263444,88895,9730,23,2,0,8120,134890,53535,37780,4032
CDLM 2,05/08/2023,Mediodía,41,47,297756,161390,101971,34395,21,5,0,20695,46976,56566,38110,0
CDLM 3,05/08/2023,Mediodía,66,165,616782,550050,59667,7065,12,2,0,326090,0,30668,0,0
CDLM 1,05/08/2023,Mediodía,83,170,781973,641811,122562,17600,28,2,0,449180,0,55927,0,29266
CDLM 2,05/08/2023,Noche,59,111,583586,414040,155546,14000,25,1,378372,14600,276780,114084,60840,0
CDLM 4,05/08/2023,Noche,56,102,485480,359682,114798,11000,23,2,505443,14640,106410,62577,40942,19040
CDLM 5,05/08/2023,Noche,74,0,335105,335105,0,0,0,0,430040,28940,86260,0,72550,0
La Embajada,05/08/2023,Noche,11,0,"128160,22","128160,22",0,0,0,0,"203923,29","17691,17","44113,84",0,"26028,4",0
CDLM 1,05/08/2023,Noche,109,194,1074078,828740,245338,0,47,0,906561,310250,0,153725,0,18054
CDLM 3,05/08/2023,Noche,92,185,781038,633524,143914,3600,23,1,635424,397214,0,81960,0,0
CDLM 6,05/08/2023,Noche,126,229,1062013,820404,231009,10600,46,2,653371,586227,0,110615,0,14224
La Embajada,06/08/2023,Mediodía,17,0,"115916,47","115916,47",0,0,0,0,0,0,"18960,06",0,"27243,14",0
CDLM 5,06/08/2023,Mediodía,95,0,507396,507396,0,0,0,0,0,366998,0,0,0,0
CDLM 2,06/08/2023,Mediodía,46,109,425263,352683,64980,7600,11,2,0,48100,121840,"43625,2",77200,0
CDLM 6,06/08/2023,Mediodía,92,134,703333,468590,200943,33800,45,3,0,282070,0,"94363,6",0,"45093,5"
CDLM 3,06/08/2023,Mediodía,74,173,666085,574245,86090,5750,14,2,0,408325,0,57426,0,0
CDLM 4,06/08/2023,Mediodía,42,61,410440,243454,111786,55200,17,3,0,79280,60664,89002,26990,0
CDLM 1,06/08/2023,Mediodía,79,131,693468,518390,166678,8400,29,1,0,235050,0,"108215,8",0,17592
CDLM 1,06/08/2023,Noche,75,125,637749,445645,187904,4200,36,1,1229658,340572,0,128766,0,0
CDLM 2,06/08/2023,Noche,21,18,150313,54070,96243,0,15,0,353093,19770,17000,61008,0,0
CDLM 3,06/08/2023,Noche,51,154,532443,497914,34529,0,8,0,951935,353220,0,17424,0,0
CDLM 4,06/08/2023,Noche,26,37,227625,114160,99465,14000,15,1,417281,16660,19660,65579,0,0
CDLM 5,06/08/2023,Noche,68,0,367030,367030,0,0,0,0,430040,49770,111640,0,70190,0
CDLM 6,06/08/2023,Noche,65,79,492937,320740,168597,3600,35,1,1021178,42190,76260,76806,92250,17147
La Embajada,07/08/2023,Mediodía,1,0,400,400,0,0,0,0,0,0,0,0,0,0
CDLM 4,07/08/2023,Mediodía,11,5,49553,15100,34453,0,9,0,0,0,0,20831,0,0
CDLM 6,07/08/2023,Mediodía,30,20,169086,85350,79536,4200,20,1,0,0,35790,"33477,4",17880,"10838,5"
CDLM 5,07/08/2023,Mediodía,50,0,242970,242970,0,0,0,0,0,8290,70410,0,58810,0
CDLM 1,07/08/2023,Mediodía,38,65,303636,243340,58496,1800,13,1,0,28220,15200,58496,66460,3600
CDLM 2,07/08/2023,Mediodía,21,24,144902,87274,44028,13600,12,1,0,54060,37100,21962,8200,0
CDLM 3,07/08/2023,Mediodía,19,47,177608,165328,8680,3600,2,1,0,128000,0,7279,0,0
CDLM 2,07/08/2023,Noche,15,36,166468,135380,15728,15360,4,2,233488,32230,46100,10440,29810,0
CDLM 4,07/08/2023,Noche,19,9,91640,34330,45610,11700,12,3,63753,4840,0,28143,7500,4626
CDLM 5,07/08/2023,Noche,40,0,181935,181935,0,0,0,0,431300,30330,38320,0,42030,0
La Embajada,07/08/2023,Noche,2,0,"12058,58","12058,58",0,0,0,0,"12458,58",0,"12058,58",0,0,0
CDLM 1,07/08/2023,Noche,44,46,303876,193340,110536,0,23,0,423750,151980,0,84956,0,0
CDLM 3,07/08/2023,Noche,31,41,226470,142952,58848,24670,9,6,238156,93860,0,47654,0,4032
CDLM 6,07/08/2023,Noche,58,46,318529,175826,131703,11000,36,2,293749,20530,54420,53521,23240,7348
La Embajada,08/08/2023,Mediodía,3,0,"13411,18","13411,18",0,0,0,0,0,0,0,0,0,0
CDLM 4,08/08/2023,Mediodía,10,6,64298,28200,29348,6750,6,1,0,0,21200,"26965,6",0,0
CDLM 5,08/08/2023,Mediodía,31,0,169374,169374,0,0,0,0,0,33790,35120,0,16900,0
CDLM 2,08/08/2023,Mediodía,18,9,"103408,5","43262,5",60146,0,14,0,0,9600,20570,29836,11250,0
CDLM 6,08/08/2023,Mediodía,56,48,336737,169995,166742,0,41,0,0,7000,48915,"80420,2",49670,34680
CDLM 3,08/08/2023,Mediodía,27,44,179175,179167,8,0,8,0,0,114190,0,16370,0,0
CDLM 1,08/08/2023,Mediodía,46,72,360524,276180,65294,19050,17,2,0,170880,0,"41494,8",0,6200
CDLM 1,08/08/2023,Noche,26,17,201474,62718,138756,0,20,0,314342,42838,0,124610,0,3136
CDLM 3,08/08/2023,Noche,27,34,175506,119825,51731,3950,15,1,206297,76600,0,30531,0,0
CDLM 4,08/08/2023,Noche,9,7,53391,29330,19051,5010,5,2,103939,13290,3950,10705,0,0
CDLM 5,08/08/2023,Noche,14,0,78270,78270,0,0,0,0,215060,20280,19100,0,15300,0
CDLM 6,08/08/2023,Noche,53,71,396790,264100,132690,0,31,0,413205,212400,0,85495,0,1960
La Embajada,08/08/2023,Noche,5,0,"37601,58","37601,58",0,0,0,0,"51012,77","11036,73","2212,82",0,"24352,03",0
CDLM 2,08/08/2023,Noche,15,15,120902,74450,44952,1500,8,1,56750,13550,25410,25141,0,0
La Embajada,09/08/2023,Mediodía,2,0,"5281,2","5281,2",0,0,0,0,0,0,"3065,04",0,"2216,16",0
CDLM 5,09/08/2023,Mediodía,40,0,165580,165580,0,0,0,0,0,38050,50860,0,29990,0
CDLM 6,09/08/2023,Mediodía,51,36,280648,157550,123098,0,36,0,0,38280,114350,"49166,4",7950,7672
CDLM 4,09/08/2023,Mediodía,21,12,113430,51450,48030,13950,13,2,0,0,14900,"36334,6",15850,0
CDLM 3,09/08/2023,Mediodía,30,38,208756,146590,55506,6660,17,1,0,74490,0,"22159,4",0,0
CDLM 2,09/08/2023,Mediodía,19,24,149705,83000,66705,0,11,0,0,15550,8250,44554,26100,0
CDLM 1,09/08/2023,Mediodía,34,45,239106,173150,54156,11800,13,3,0,40150,8650,31757,13750,4267
CDLM 4,09/08/2023,Noche,23,15,136402,58450,74002,3950,16,1,161864,4400,19700,45131,9300,10440
CDLM 5,09/08/2023,Noche,31,0,141350,141350,0,0,0,0,288820,10380,28700,0,52780,0
La Embajada,09/08/2023,Noche,9,0,"80616,82","80616,82",0,0,0,0,"85898,02","18911,29","14374,1",0,"31340,61",0
CDLM 1,09/08/2023,Noche,32,25,202739,90750,110239,1750,22,1,292635,62800,0,"96203,4",0,4850
CDLM 2,09/08/2023,Noche,11,18,100753,66850,33903,0,5,0,114353,5950,21400,27263,17350,0
CDLM 3,09/08/2023,Noche,32,69,283138,256530,25608,1000,7,1,381472,135450,0,20264,0,0
CDLM 6,09/08/2023,Noche,47,40,275408,149180,126228,0,33,0,401677,68190,0,57932,0,0
La Embajada,10/08/2023,Mediodía,3,0,"46095,32","46095,32",0,0,0,0,0,0,"42535,32",0,0,0
CDLM 4,10/08/2023,Mediodía,20,18,114320,64170,50150,0,12,0,0,8800,23550,39899,7050,0
CDLM 6,10/08/2023,Mediodía,34,20,179976,81050,91926,7000,23,2,0,88450,0,"53488,6",0,3780
CDLM 5,10/08/2023,Mediodía,42,0,178310,178310,0,0,0,0,0,12670,82660,0,31310,0
CDLM 1,10/08/2023,Mediodía,43,55,309574,240640,63009,5925,16,2,0,190256,0,35697,0,9410
CDLM 3,10/08/2023,Mediodía,31,47,209691,150260,59431,0,15,0,0,133050,0,30560,0,0
CDLM 2,10/08/2023,Mediodía,11,8,65143,26800,38343,0,8,0,0,5000,18865,18520,0,0
CDLM 1,10/08/2023,Noche,39,32,261235,118750,130685,11800,26,2,446903,43550,0,91066,0,"16979,5"
CDLM 2,10/08/2023,Noche,15,12,109852,42900,52402,14550,9,2,141259,0,21500,42718,0,0
CDLM 3,10/08/2023,Noche,40,84,354216,291880,62336,0,11,0,444380,217200,0,47841,0,0
CDLM 4,10/08/2023,Noche,23,27,144704,98180,40624,5900,11,2,259024,29100,18780,24431,12900,3300
CDLM 5,10/08/2023,Noche,32,0,159412,159412,0,0,0,0,338852,21400,47000,0,23412,0
CDLM 6,10/08/2023,Noche,56,40,334075,174720,159355,0,40,0,339778,26895,75650,61677,13500,11710
La Embajada,10/08/2023,Noche,7,0,"54736,01","54736,01",0,0,0,0,"100831,33","11486,08","12666,82",0,"15584,72",0
La Embajada,11/08/2023,Mediodía,3,0,"23733,61","23733,61",0,0,0,0,0,"6320,73",0,0,"17012,88",0
CDLM 4,11/08/2023,Mediodía,22,19,119147,68550,47247,3350,11,1,0,15600,31100,"35740,8",10500,0
CDLM 6,11/08/2023,Mediodía,56,56,381022,187530,164792,28700,37,3,0,8200,135220,"81878,8",30910,7392
CDLM 5,11/08/2023,Mediodía,51,0,242720,242720,0,0,0,0,0,12500,92550,0,69730,0
CDLM 3,11/08/2023,Mediodía,43,104,435090,391400,41740,1950,12,1,0,271760,0,16228,0,0
CDLM 1,11/08/2023,Mediodía,59,88,430719,342460,86284,1975,21,1,0,256414,0,46559,0,5180
CDLM 2,11/08/2023,Mediodía,22,19,134839,59670,65269,9900,14,1,0,9900,27400,34063,13200,0
La Embajada,11/08/2023,Noche,7,0,"75419,06","75419,06",0,0,0,0,"99152,67","6942,24","30147,38",0,"19083,16",0
CDLM 1,11/08/2023,Noche,66,108,600005,441930,150675,7400,29,1,668208,253730,0,106146,0,4032
CDLM 2,11/08/2023,Noche,27,56,261184,202630,56804,1750,11,1,194612,25650,113500,22977,24900,0
CDLM 3,11/08/2023,Noche,61,110,497662,428350,61062,8250,15,2,583970,253350,0,35351,0,0
CDLM 4,11/08/2023,Noche,30,49,262044,153440,93014,15590,13,3,189105,44250,42650,64514,34340,0
CDLM 5,11/08/2023,Noche,40,0,203210,203210,0,0,0,0,461360,19080,29420,0,72530,0
CDLM 6,11/08/2023,Noche,88,133,755827,553015,167122,35690,39,4,346175,48800,188590,75563,123345,18745
La Embajada,12/08/2023,Mediodía,12,0,"123386,56","123386,56",0,0,0,0,0,"18502,57","15029,91",0,"26730,63",0
CDLM 5,12/08/2023,Mediodía,70,0,390570,390570,0,0,0,0,0,34880,135430,0,69220,0
CDLM 4,12/08/2023,Mediodía,37,41,247152,131700,101152,14300,21,2,0,10700,74450,"64794,8",45930,0
CDLM 6,12/08/2023,Mediodía,57,65,412131,213800,198331,0,37,0,0,179640,0,"97642,6",0,25283
CDLM 3,12/08/2023,Mediodía,58,139,561731,511840,49891,0,13,0,0,377830,0,"28351,7",0,0
CDLM 1,12/08/2023,Mediodía,60,157,529384,405650,111034,12700,20,2,0,288830,0,89232,0,3600
CDLM 2,12/08/2023,Mediodía,28,38,240162,151450,65462,23250,12,3,0,39950,30050,43586,32700,0
CDLM 1,12/08/2023,Noche,74,116,636190,465855,168385,1950,31,1,805249,281300,0,124343,0,25008
CDLM 2,12/08/2023,Noche,35,49,311432,188425,92707,30300,16,3,307682,32150,96650,59485,45850,0
CDLM 3,12/08/2023,Noche,81,173,716244,632150,80814,3280,15,3,767656,471650,0,49319,0,0
CDLM 4,12/08/2023,Noche,36,82,339705,266025,60030,13650,12,2,332377,59650,95665,41946,42750,0
CDLM 5,12/08/2023,Noche,76,0,427315,427315,0,0,0,0,684840,77320,128000,0,64460,0
CDLM 6,12/08/2023,Noche,87,116,655956,464850,191106,0,44,0,949751,59900,113740,"93394,8",46950,15370
La Embajada,12/08/2023,Noche,15,0,"174406,33","174406,33",0,0,0,0,"297792,89","21516,29","62467,3",0,"43859,15",0
La Embajada,13/08/2023,Mediodía,22,0,"200300,02","200300,02",0,0,0,0,0,"79191,38","43477,08",0,"37210,3",0
CDLM 5,13/08/2023,Mediodía,63,0,343920,343920,0,0,0,0,0,70570,91790,0,90680,0
CDLM 4,13/08/2023,Mediodía,28,30,207473,127785,66538,13150,12,2,0,20000,40040,55268,13600,0
CDLM 6,13/08/2023,Mediodía,72,73,506265,266300,205215,34750,45,3,0,"181208,88",0,109676,0,0
CDLM 3,13/08/2023,Mediodía,54,152,597752,574350,19452,3950,5,1,0,394150,0,12844,0,0
CDLM 2,13/08/2023,Mediodía,37,69,322114,245100,62214,14800,16,2,0,203430,0,45027,12350,0
CDLM 1,13/08/2023,Mediodía,58,108,604450,486700,97940,19810,20,4,0,295920,0,"85845,4",0,3300
CDLM 1,13/08/2023,Noche,52,67,400460,248550,146460,5450,29,1,812444,121800,0,95659,0,13179
CDLM 2,13/08/2023,Noche,25,36,207765,123355,84410,0,16,0,199226,30950,35000,"42748,8",29200,0
CDLM 3,13/08/2023,Noche,23,72,257770,249120,6900,1750,2,1,495554,133625,0,5298,0,0
CDLM 4,13/08/2023,Noche,19,40,189697,143300,46397,0,8,0,347665,53100,0,"35188,6",55100,0
CDLM 5,13/08/2023,Noche,72,0,320824,320824,0,0,0,0,569784,61220,51860,0,57580,0
CDLM 6,13/08/2023,Noche,71,37,405547,157495,228802,19250,54,2,604215,22200,40290,107654,31650,18120
La Embajada,14/08/2023,Mediodía,1,0,3980,3980,0,0,0,0,0,3980,0,0,0,0
CDLM 4,14/08/2023,Mediodía,18,13,84450,46000,34500,3950,12,1,0,0,23050,20452,3950,0
CDLM 5,14/08/2023,Mediodía,18,0,80410,80410,0,0,0,0,0,15550,26160,0,31320,0
CDLM 6,14/08/2023,Mediodía,58,24,277187,102065,175122,0,47,0,0,22100,32040,76907,37850,7632
CDLM 3,14/08/2023,Mediodía,25,31,164022,117650,34522,11850,10,1,0,59750,0,17421,0,0
CDLM 2,14/08/2023,Mediodía,11,8,63484,31650,31834,0,7,0,0,0,0,15560,5000,0
CDLM 1,14/08/2023,Mediodía,61,89,522341,364350,143516,14475,34,2,0,176190,0,74957,0,5180
CDLM 1,14/08/2023,Noche,55,59,425666,235300,179016,11350,34,2,384888,134600,0,95084,0,0
CDLM 2,14/08/2023,Noche,23,31,178862,123510,51402,3950,11,1,163894,64760,34450,38175,7030,0
CDLM 3,14/08/2023,Noche,24,22,153176,"102502,4",50656,"17,6",14,2,134970,0,101120,35385,0,0
CDLM 4,14/08/2023,Noche,40,20,227050,66050,143200,17800,29,3,181692,4000,10400,66819,25750,0
CDLM 5,14/08/2023,Noche,17,0,83930,83930,0,0,0,0,158270,27960,9300,0,16140,0
CDLM 6,14/08/2023,Noche,71,31,384220,132050,240920,11250,54,2,205960,93085,0,134955,0,4032
La Embajada,14/08/2023,Noche,2,0,"15502,18","15502,18",0,0,0,0,"19482,18",0,6342,0,0,0
La Embajada,15/08/2023,Mediodía,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDLM 6,15/08/2023,Mediodía,49,38,262883,142375,120508,0,32,0,0,49050,42290,43048,13350,"18726,5"
CDLM 4,15/08/2023,Mediodía,15,10,105498,40800,59198,5500,8,2,0,48100,0,"26795,4",0,11290
CDLM 5,15/08/2023,Mediodía,22,0,100380,100380,0,0,0,0,0,9730,29080,0,17380,0
CDLM 3,15/08/2023,Mediodía,30,46,228100,168460,59640,0,12,0,0,87960,0,34686,0,2072
CDLM 1,15/08/2023,Mediodía,37,31,238544,132550,101394,4600,24,1,0,98770,0,62152,0,6776
CDLM 2,15/08/2023,Mediodía,21,20,142263,65525,49168,27570,11,3,0,37850,0,14181,0,0
CDLM 2,15/08/2023,Noche,15,19,139703,73400,66303,0,11,0,274416,43420,0,41110,0,0
CDLM 4,15/08/2023,Noche,25,32,175463,112150,56013,7300,13,2,251109,41450,49880,33976,14300,0
La Embajada,15/08/2023,Noche,4,0,"26029,66","26029,66",0,0,0,0,"26029,66","7352,9","10895,01",0,0,0
CDLM 1,15/08/2023,Noche,47,65,406728,270590,136138,0,23,0,411532,104480,0,94995,0,2587
CDLM 3,15/08/2023,Noche,25,39,163485,129245,34240,0,7,0,223995,58800,0,25691,0,0
CDLM 5,15/08/2023,Noche,37,0,183240,183240,0,0,0,0,244940,39530,51450,0,41020,0
CDLM 6,15/08/2023,Noche,67,32,371679,128605,233674,9400,51,2,542960,22450,68780,"114433,8",3950,"16321,5"
La Embajada,16/08/2023,Mediodía,2,0,"23998,17","23998,17",0,0,0,0,0,"5811,6","18186,57",0,0,0
CDLM 4,16/08/2023,Mediodía,17,13,91158,42600,46248,2310,11,1,0,5450,7450,28516,2310,5852
CDLM 5,16/08/2023,Mediodía,27,0,147770,147770,0,0,0,0,0,4300,32460,0,30300,0
CDLM 6,16/08/2023,Mediodía,49,41,303358,146930,156428,0,38,0,0,43950,46250,68854,39150,27534
CDLM 1,16/08/2023,Mediodía,34,66,308104,241900,58804,7400,12,1,0,174970,0,30130,0,2520
CDLM 2,16/08/2023,Mediodía,19,13,102634,38450,64184,0,14,0,0,10600,0,25988,15950,0
CDLM 3,16/08/2023,Mediodía,12,25,151489,94930,48959,7600,10,2,0,88650,0,"36903,8",0,0
CDLM 1,16/08/2023,Noche,39,37,289992,158350,121792,9850,26,1,487934,120750,0,66415,0,4032
CDLM 2,16/08/2023,Noche,16,13,112754,46570,50634,15550,9,3,147034,29350,4350,19591,15000,0
CDLM 3,16/08/2023,Noche,30,49,213548,163425,50123,0,12,0,251226,116790,0,36594,0,0
CDLM 4,16/08/2023,Noche,17,25,123332,85250,38082,0,10,0,126596,9550,0,"20218,4",60950,1242
CDLM 5,16/08/2023,Noche,29,0,66501,66501,0,0,0,0,96300,0,12390,0,9451,0
CDLM 6,16/08/2023,Noche,44,25,234216,110150,124066,0,32,0,563604,54350,0,"66344,6",0,8200
La Embajada,16/08/2023,Noche,6,0,"35726,52","35726,52",0,0,0,0,"59724,69","13140,47","7687,92",0,"7588,81",0
La Embajada,17/08/2023,Mediodía,3,0,"41106,27","41106,27",0,0,0,0,0,0,"7775,88",0,0,0
CDLM 1,17/08/2023,Mediodía,47,49,322472,194915,120957,6600,25,2,0,90065,0,62679,0,"10316,5"
CDLM 2,17/08/2023,Noche,15,13,89977,46650,40167,3160,9,1,118461,3160,20050,31985,0,0
CDLM 4,17/08/2023,Mediodía,22,12,120235,41510,78725,0,17,0,0,8800,4700,56667,28010,1820
CDLM 5,17/08/2023,Mediodía,46,0,236620,236620,0,0,0,0,0,20580,100650,0,49680,0
CDLM 3,17/08/2023,Mediodía,30,54,237716,190070,44296,3350,11,1,0,123190,0,23603,0,2072
CDLM 2,17/08/2023,Mediodía,16,17,102014,48850,50764,2400,9,1,0,0,32550,24802,0,0
CDLM 1,17/08/2023,Noche,56,73,455138,323580,131558,0,27,0,455820,222540,0,57528,0,7392
CDLM 3,17/08/2023,Noche,22,29,174344,111430,62914,0,11,0,213314,61880,0,39008,0,0
CDLM 4,17/08/2023,Noche,27,30,222764,129220,90244,3300,15,1,228729,26700,27190,53994,16050,0
CDLM 5,17/08/2023,Noche,23,0,106630,106630,0,0,0,0,275800,0,59790,0,0,0
CDLM 6,17/08/2023,Noche,77,70,516795,268350,248445,0,49,0,361496,78520,36300,143236,69375,11338
La Embajada,17/08/2023,Noche,6,0,"40233,63","40233,63",0,0,0,0,"81339,9","23216,43","10179,6",0,"5187,6",0
CDLM 6,17/08/2023,Mediodía,78,42,426902,167650,256202,3050,61,1,0,92200,0,"128163,4",3940,6004
La Embajada,18/08/2023,Mediodía,4,0,"32879,5","32879,5",0,0,0,0,0,"3883,68","10913,76",0,0,0
CDLM 4,18/08/2023,Mediodía,18,10,92498,32420,52028,8050,13,1,0,0,0,37857,26770,0
CDLM 5,18/08/2023,Mediodía,33,0,182970,182970,0,0,0,0,0,10110,87450,0,19110,0
CDLM 1,18/08/2023,Mediodía,36,47,254399,183700,70699,0,17,0,0,128840,0,42927,0,0
CDLM 2,18/08/2023,Mediodía,23,30,179413,108700,70713,0,16,0,0,55900,18300,"33436,4",0,2835
CDLM 3,18/08/2023,Mediodía,30,50,268933,"225802,5",43123,"7,5",1,1,0,0,180260,24085,0,0
CDLM 6,18/08/2023,Mediodía,42,61,326167,251020,75147,0,18,0,0,184050,0,53016,42000,6563
CDLM 1,18/08/2023,Noche,48,55,432718,261300,171418,0,26,0,364890,106300,0,119574,0,33886
CDLM 2,18/08/2023,Noche,27,39,271524,156120,115404,0,14,0,151170,0,57150,54565,22150,24675
CDLM 3,18/08/2023,Noche,42,84,393043,319570,73473,0,13,0,366120,202370,0,55205,0,0
CDLM 4,18/08/2023,Noche,21,47,221748,165240,49608,6900,7,1,98500,0,87900,32111,37690,0
CDLM 5,18/08/2023,Noche,41,0,206676,206676,0,0,0,0,200940,16870,34700,0,42141,0
CDLM 6,18/08/2023,Noche,58,109,540905,439400,90605,10900,15,2,471447,101405,94050,60988,114670,13286
La Embajada,18/08/2023,Noche,7,0,"76718,15","76718,15",0,0,0,0,"109597,65",0,"27362,04",0,"24561,3",0
La Embajada,19/08/2023,Mediodía,13,0,"195366,61","195366,61",0,0,0,0,0,"14984,17","146402,46",0,"24002,41",0
CDLM 5,19/08/2023,Mediodía,76,0,542410,542410,0,0,0,0,0,73880,174500,0,96630,0
CDLM 4,19/08/2023,Mediodía,25,28,190343,98330,88363,3650,13,1,0,8450,54780,65106,10950,0
CDLM 6,19/08/2023,Mediodía,71,98,610443,401665,186328,22450,43,2,0,59200,161350,"92431,4",28050,8803
CDLM 2,19/08/2023,Mediodía,35,40,284877,153630,118147,13100,19,3,0,20200,40100,87488,15390,0
CDLM 3,19/08/2023,Mediodía,48,109,499401,448635,50766,0,6,0,0,320825,0,21638,0,8530
CDLM 1,19/08/2023,Mediodía,57,115,602520,484940,117580,0,20,0,0,319370,0,89247,0,2835
CDLM 1,19/08/2023,Noche,72,117,730919,488795,215424,26700,30,4,793291,196955,0,167420,0,18530
CDLM 2,19/08/2023,Noche,43,86,432301,315322,98559,18420,15,2,629178,72495,116975,76934,43500,0
CDLM 3,19/08/2023,Noche,56,151,728276,660770,58406,9100,9,3,707895,499670,0,"32532,5",0,0
CDLM 4,19/08/2023,Noche,42,67,380178,254555,125623,0,20,0,306848,39900,83075,"79285,9",33350,4620
CDLM 5,19/08/2023,Noche,56,0,308564,308564,0,0,0,0,289005,243995,0,0,0,0
CDLM 6,19/08/2023,Noche,89,114,768486,504485,235751,28250,41,4,560750,357230,0,"111723,4",0,27493
La Embajada,19/08/2023,Noche,13,0,"124385,91","124385,91",0,0,0,0,"319752,52","56997,8","55351,86",0,"9289,45",0
La Embajada,20/08/2023,Mediodía,17,0,"160782,59","160782,59",0,0,0,0,0,"52718,21","24759,12",0,"51088,88",0
CDLM 5,20/08/2023,Mediodía,95,0,605168,605168,0,0,0,0,0,149160,183708,0,39720,0
CDLM 4,20/08/2023,Mediodía,29,65,307497,245130,46867,15500,10,2,0,52940,76390,40250,24850,0
CDLM 2,20/08/2023,Mediodía,36,99,443066,355645,52271,35150,9,3,0,98850,166450,13896,18700,0
CDLM 6,20/08/2023,Mediodía,86,144,828188,608224,219964,0,45,0,0,494630,0,92207,0,28646
CDLM 1,20/08/2023,Mediodía,60,136,692431,570318,95063,27050,18,3,0,352190,0,48916,0,0
CDLM 3,20/08/2023,Mediodía,70,205,849897,807900,41997,0,8,0,0,578600,0,19377,0,9471
La Embajada,20/08/2023,Noche,3,0,"39318,29","39318,29",0,0,0,0,"200100,88","35338,29",3980,0,0,0
CDLM 4,20/08/2023,Noche,30,64,312730,240940,55100,16690,10,2,287300,16840,52130,23707,82580,7770
CDLM 2,20/08/2023,Noche,26,40,256711,172430,69381,14900,15,1,559971,64990,55415,39190,47340,0
CDLM 1,20/08/2023,Noche,51,94,526684,384680,110604,31400,21,2,708025,303519,0,82010,0,"6100,5"
CDLM 3,20/08/2023,Noche,55,150,638311,601468,35463,1380,6,1,"1057327,99",420368,0,22653,0,0
CDLM 5,20/08/2023,Noche,71,0,360164,360164,0,0,0,0,801158,43160,68740,0,84800,0
CDLM 6,20/08/2023,Noche,77,113,749199,516100,179599,53500,31,7,1661807,49750,133750,"72363,4",169600,26893
CDLM 2,21/08/2023,Noche,21,13,144153,64150,56803,23200,14,2,218993,46650,0,38281,13595,0
CDLM 3,21/08/2023,Noche,40,64,357179,271720,79064,6395,14,2,798559,244150,0,69563,0,1680
CDLM 4,21/08/2023,Noche,28,18,193114,72960,85584,34570,17,4,329809,21790,9050,67555,28950,0
CDLM 5,21/08/2023,Noche,73,0,409460,409460,0,0,0,0,992560,69540,63410,0,95760,0
CDLM 6,21/08/2023,Noche,61,56,454564,223150,222734,8680,43,1,859913,178815,0,"105071,3",0,53454
La Embajada,21/08/2023,Mediodía,6,0,"51826,96","51826,96",0,0,0,0,0,"9153,99",0,0,"25368,31",0
CDLM 5,21/08/2023,Mediodía,107,0,715860,715860,0,0,0,0,0,93340,210990,0,114080,0
CDLM 4,21/08/2023,Mediodía,46,37,366134,165830,174204,26100,29,3,0,10890,70870,"136475,6",42310,0
CDLM 3,21/08/2023,Mediodía,46,132,572663,544300,28363,0,5,0,0,375620,0,"25329,2",0,0
CDLM 1,21/08/2023,Mediodía,79,86,677739,370530,291659,15550,51,2,0,210050,0,223572,0,13798
CDLM 6,21/08/2023,Mediodía,72,114,697325,468850,183275,45200,35,5,0,59780,132970,"62364,8",129500,"38829,5"
