Sale Date,Order ID,Customer,Number of Items,Payment Method,Date Shipped,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type,InPerson Discount,InPerson Location,SKU
5/5/21,2043068280,Customer 340,1,Credit Card,5/6/21,IN,47130,United States,USD,19.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,20.87,,0.88,18.62,0,0,0,online,online_cc,,,
5/3/21,2040093884,Customer 341,1,Credit Card,5/4/21,IN,46788,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.38,,1.34,32.66,0,0,0,online,online_cc,,,
5/2/21,2039519548,Customer 342,1,Credit Card,5/2/21,GA,30097,United States,USD,19.5,,,0,0,4.25,0,25.6,,1.02,22.73,0,0,0,online,online_cc,,,
5/1/21,2037914122,Customer 340,1,Credit Card,5/2/21,IN,47130,United States,USD,19.5,GWYN15,% off,2.93,0,4.25,0,21.98,,0.91,19.91,0,0,0,online,online_cc,,,
4/27/21,2040846747,Customer 258,1,Credit Card,4/28/21,NC,28092,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.39,,1.34,32.66,0,0,0,online,online_cc,,,
4/25/21,2038343331,Customer 343,1,Credit Card,4/26/21,MI,48092,United States,USD,34,,,0,0,4.25,0,40.55,,1.47,36.78,0,0,0,online,online_cc,,,
4/25/21,2037416725,Customer 344,2,Credit Card,4/25/21,,1083,Latvia,USD,62,SENDASTHANKYOU,% off,9.3,0,14.5,0,67.2,,2.27,64.93,0,0,0,online,online_cc,,,
4/24/21,2036240095,Customer 345,1,Credit Card,4/24/21,FL,32812,United States,USD,34,,,0,0,4.25,0,38.25,,1.4,36.85,0,0,0,online,online_cc,,,
4/23/21,2028023796,Customer 185,1,Credit Card,4/23/21,NM,87502,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,35.74,,1.32,32.68,0,0,0,online,online_cc,,,
4/22/21,2034460507,Customer 19,1,Credit Card,4/22/21,CA,94502,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,37.32,,1.37,32.63,0,0,0,online,online_cc,,,
4/20/21,2025070842,Customer 346,1,Credit Card,4/20/21,OH,45377,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.47,,1.34,32.66,0,0,0,online,online_cc,,,
4/19/21,2030525693,Customer 5,1,Credit Card,4/19/21,AZ,85041,United States,USD,34,,,0,0,4.25,0,41.17,,1.49,36.76,0,0,0,online,online_cc,,,
4/18/21,2030374639,Customer 260,1,Credit Card,4/19/21,TX,79416,United States,USD,19.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,21.11,,0.88,18.62,0,0,0,online,online_cc,,,
4/18/21,2029847567,Customer 344,1,Credit Card,4/18/21,,1083,Latvia,USD,30,,,0,0,14.5,0,44.5,,1.59,42.91,0,0,0,online,online_cc,,,
4/15/21,2019283438,Customer 347,1,Credit Card,4/15/21,NC,28374,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,24.08,,0.97,21.53,0,0,0,online,online_cc,,,
4/14/21,2025365745,Customer 93,1,Credit Card,4/14/21,WI,54143,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,35.87,,1.33,32.67,0,0,0,online,online_cc,,,
4/12/21,2016718116,Customer 80,1,Credit Card,4/13/21,CA,90230-7003,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,37.5,,1.38,32.62,0,0,0,online,online_cc,,,
4/11/21,2021881099,Customer 348,1,Credit Card,4/11/21,PA,15220,United States,USD,25,,,0,0,4.25,0,31.3,,1.19,28.06,0,0,0,online,online_cc,,,
4/11/21,2021452747,Customer 349,3,Credit Card,4/11/21,PA,15747,United States,USD,67.5,MAY15;FREESHIPHOLIDAY;FREESHIPHOLIDAY,% off;% off shipping;% off shipping,10.13,4.25,0,0,60.82,,2.07,55.3,0,0,0,online,online_cc,,,
4/10/21,2020546381,Customer 350,1,Credit Card,4/10/21,CA,93105,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,24.48,,0.98,21.52,0,0,0,online,online_cc,,,
4/4/21,2007815884,Customer 351,2,Credit Card,4/5/21,CA,92117,United States,USD,56.5,YEA15;FREESHIPHOLIDAY,% off;% off shipping,8.48,4.25,0,0,51.74,,1.8,46.22,0,0,0,online,online_cc,,,
4/2/21,2012099837,Customer 352,1,Credit Card,4/5/21,NV,89410,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,24.1,,0.97,21.53,0,0,0,online,online_cc,,,
4/1/21,2010641303,Customer 353,1,Credit Card,4/1/21,FL,34601,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,34,,1.27,32.73,0,0,0,online,online_cc,,,
3/31/21,2003357380,Customer 210,1,Credit Card,4/1/21,NY,14226,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.98,,1.36,32.64,0,0,0,online,online_cc,,,
3/30/21,2008483625,Customer 354,1,Credit Card,3/30/21,Buckinghamshire,MK12 5AQ,United Kingdom,USD,34,,,0,0,14.5,0,58.2,,2,46.5,0,0,0,online,online_cc,,,
3/29/21,2007374227,Customer 169,1,Credit Card,3/29/21,MD,21102,United States,USD,34,,,0,0,4.25,0,40.29,,1.46,36.79,0,0,0,online,online_cc,,,
3/29/21,2001034884,Customer 355,1,Credit Card,3/29/21,FL,33545,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,34,,1.27,32.73,0,0,0,online,online_cc,,,
3/28/21,2006553421,Customer 356,1,Credit Card,3/29/21,KY,40014,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,23.85,,0.97,21.53,0,0,0,online,online_cc,,,
3/28/21,2005987827,Customer 357,1,Credit Card,3/29/21,TX,76240,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,24.02,,0.97,21.53,0,0,0,online,online_cc,,,
3/21/21,1997662091,Customer 358,1,Credit Card,3/21/21,VA,23238,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.04,,1.33,32.67,0,0,0,online,online_cc,,,
3/20/21,1996532097,Customer 160,1,Credit Card,3/20/21,TX,77511,United States,USD,34,,,0,0,4.25,0,41.41,,1.49,36.76,0,0,0,online,online_cc,,,
3/19/21,1994931683,Customer 359,1,Credit Card,3/19/21,NY,12801,United States,USD,34,,,0,0,4.25,0,40.93,,1.48,36.77,0,0.39,4.16,online,online_cc,,,
3/16/21,1991944699,Customer 1,1,Credit Card,3/17/21,LA,71291-8264,United States,USD,22,,,0,0,4.25,0,28.99,,1.12,25.13,0,0,0,online,online_cc,,,scoop-3
3/16/21,1985260708,Customer 43,2,Credit Card,3/16/21,AL,35031,United States,USD,63,YEA15;FREESHIPHOLIDAY,% off;% off shipping,9.45,4.25,0,0,57.83,,1.98,51.57,0,0,0,online,online_cc,,,
3/15/21,1984507074,Customer 360,1,Credit Card,3/16/21,FL,32259-4426,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,22.5,,0.93,21.57,0,0,0,online,online_cc,,,
3/10/21,1985670711,Customer 361,2,Credit Card,3/12/21,TX,77573,United States,USD,41.5,FREESHIPHOLIDAY;FREESHIPHOLIDAY,% off shipping;% off shipping,0,4.25,0,0,44.93,,1.6,39.9,0,0,0,online,online_cc,,,
3/9/21,1984562647,Customer 362,1,Credit Card,3/10/21,VT,05446-6994,United States,USD,22,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,23.54,,0.96,21.04,0,0,0,online,online_cc,,,
3/7/21,1982250535,Customer 363,1,Credit Card,3/8/21,CA,92107,United States,USD,22,,,0,0,4.25,0,27.96,,1.09,25.16,0,0,0,online,online_cc,,,scoop-3
2/28/21,1973638011,Customer 364,1,Credit Card,3/7/21,NE,68803-3481,United States,USD,33,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,35.48,,1.31,31.69,0,0,0,online,online_cc,,,
2/26/21,1971917553,Customer 365,1,Credit Card,3/7/21,WA,98363,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.89,,1.36,32.64,0,0,0,online,online_cc,,,
2/19/21,1964262207,Customer 75,1,Credit Card,2/19/21,OK,74006-7548,United States,USD,22,,,0,0,4.25,0,27.24,,1.07,25.18,0,0,0,online,online_cc,,,scoop-3
2/19/21,1963954685,Customer 47,1,Credit Card,2/19/21,AZ,85704-4660,United States,USD,33,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,35.85,,1.33,31.67,0,0,0,online,online_cc,,,
2/18/21,1963781927,Customer 255,1,Credit Card,2/19/21,CO,80817,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.57,,1.35,32.65,0,0,0,online,online_cc,,,
2/17/21,1962580653,Customer 366,1,Credit Card,2/18/21,TX,77520,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,36.81,,1.35,32.65,0,0,0,online,online_cc,,,
2/16/21,1961616803,Customer 155,1,Credit Card,2/17/21,SC,29455,United States,USD,32,,,0,0,4.25,0,39.51,,1.44,34.81,0,0,0,online,online_cc,,,
2/15/21,1960965483,Customer 160,1,Credit Card,2/16/21,CA,92262,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,37.15,,1.36,32.64,0,0,0,online,online_cc,,,
2/15/21,1960052015,Customer 2,1,Credit Card,2/15/21,AZ,85365,United States,USD,34,,,0,0,4.25,0,40.53,,1.47,36.78,0,0,0,online,online_cc,,,
2/13/21,1958653075,Customer 367,1,Credit Card,2/14/21,CA,92656-3360,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,24.25,,0.98,21.52,0,0,0,online,online_cc,,,
2/10/21,1948281746,Customer 368,1,Credit Card,2/10/21,AZ,86011,United States,USD,34,GWYN15,% off,5.1,0,4.25,0,35.81,,1.32,31.83,0,0,0,online,online_cc,,,
2/9/21,1947386512,Customer 138,2,Credit Card,2/10/21,MA,2189,United States,USD,30,GWYN15,% off,4.5,0,4.25,0,30.55,,1.17,28.58,0,0,0,online,online_cc,,,
2/9/21,1947201924,Customer 369,1,Credit Card,2/9/21,WA,98815-1146,United States,USD,33,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,35.74,,1.32,31.68,0,0,0,online,online_cc,,,
2/6/21,1951054523,Customer 370,4,Credit Card,2/7/21,MI,20143,Italy,USD,78,HELLO21,% off,15.6,0,14.5,0,76.9,,2.56,74.34,0,0,0,online,online_cc,,,duc02
2/4/21,1940566900,Customer 371,1,Credit Card,2/5/21,MO,63119,United States,USD,15,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,15,,0.7,14.3,0,0,0,online,online_cc,,,
2/1/21,1944806313,Customer 372,1,Credit Card,2/2/21,CA,90815,United States,USD,19.5,,,0,0,4.25,0,25.76,,1.02,22.73,0,0,0,online,online_cc,,,
1/31/21,1935622258,Customer 373,2,Credit Card,1/31/21,VA,22306,United States,USD,73,HELLO21,% off,14.6,4.25,0,0,61.9,,2.11,56.29,0,0,0,online,online_cc,,,
1/30/21,1941801233,Customer 374,1,Credit Card,1/31/21,,8215,Switzerland,USD,19.5,,,0,0,14.5,0,34,,1.27,32.73,0,0,0,online,online_cc,,,
1/27/21,1938418109,Customer 213,1,Credit Card,1/27/21,VA,22125-7741,United States,USD,34,,,0,0,4.25,0,40.29,,1.46,36.79,0,0,0,online,online_cc,,,
1/24/21,1935528995,Customer 375,1,Credit Card,1/25/21,MI,49682,United States,USD,19.5,,,0,0,4.25,0,25.18,,1.01,22.74,0,0,0,online,online_cc,,,duc02
1/24/21,1927469776,Customer 376,1,Credit Card,1/25/21,CA,94709,United States,USD,34,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,37.15,,1.36,32.64,0,0,0,online,online_cc,,,
1/24/21,1934879099,Customer 377,1,Credit Card,1/24/21,ON,L3Y3H4,Canada,USD,22,,,0,0,14.5,0,36.5,,1.35,35.15,0,0,0,online,online_cc,,,scoop-3
1/22/21,1925092860,Customer 378,1,Credit Card,1/23/21,MA,2492,United States,USD,19.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,20.72,,0.87,18.63,0,0,0,online,online_cc,,,
1/20/21,1922962504,Customer 379,1,Credit Card,1/21/21,CA,91780,United States,USD,34,,,0,0,4.25,0,41.49,,1.49,36.76,0,0,0,online,online_cc,,,
1/20/21,1922917246,Customer 380,1,Credit Card,1/21/21,IL,60107,United States,USD,22,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,23.38,,0.95,21.05,0,0,0,online,online_cc,,,
1/16/21,1925832843,Customer 381,1,Credit Card,1/17/21,AZ,85132-6097,United States,USD,23.5,,,0,0,4.25,0,29.92,,1.15,26.6,0,0,0,online,online_cc,,,gold-gsil
1/15/21,1925149371,Customer 382,1,Credit Card,1/17/21,ON,P7A 6Y3,Canada,USD,34,,,0,0,14.5,0,48.5,,1.71,46.79,0,0,0,online,online_cc,,,
1/14/21,1924002465,Customer 20,1,Credit Card,1/17/21,NY,11375,United States,USD,30,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,32.66,,1.23,28.77,0,0,0,online,online_cc,,,
1/14/21,1915920704,Customer 1,1,Credit Card,1/17/21,TX,78640-2204,United States,USD,35,,,0,4.25,0,0,37.9,,1.39,33.61,0,0,0,online,online_cc,,,
1/14/21,1915583276,Customer 333,1,Credit Card,1/17/21,FL,33418,United States,USD,22.5,FREESHIPHOLIDAY,% off shipping,0,4.25,0,0,22.5,,0.93,21.57,0,0,0,online,online_cc,,,
1/4/21,1913062329,Customer 383,1,Credit Card,1/4/21,PA,17601,United States,USD,34,,,0,0,4.25,0,40.55,,1.47,36.78,0,0,0,online,online_cc,,,
1/3/21,1912341165,Customer 384,2,Credit Card,1/4/21,PA,18447,United States,USD,54,BYE2020,% off,10.8,4.25,0,0,45.79,,1.62,41.58,0,0,0,online,online_cc,,,
1/3/21,1903748284,Customer 385,1,Credit Card,1/4/21,AZ,85741,United States,USD,29,,,0,0,4.25,0,35.02,,1.3,31.95,0,0,0,online,online_cc,,,
1/1/21,1901987028,Customer 213,1,Credit Card,1/2/21,Tokyo,152002,Japan,USD,29.75,,,0,0,14.5,0,44.25,,1.58,42.67,0,0,0,online,online_cc,,,
1/1/21,1909990201,Customer 2,1,Credit Card,1/2/21,MI,49457,United States,USD,50,BYE2020,% off,10,4.25,0,0,42.4,,1.52,38.48,0,0,0,online,online_cc,,,
