Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,7.3,6.710,Market,0.0006,0.0293898,ffd88efd
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,0.2,6.710,Market,0.0006,0.0008052,065ba62c
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,48.1,6.705,Market,0.0006,0.1935063,c2d81a04
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,10,6.705,Market,0.0006,0.04023,f3b68a61
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,59.7,6.705,Market,0.0006,0.2401731,aca55e06
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,81.4,6.705,Market,0.0006,0.3274722,74ab5af8
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,32.1,6.700,Market,0.0006,0.129042,31089d64
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,149.4,6.700,Market,0.0006,0.600588,ffaf6712
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,15,6.700,Market,0.0006,0.0603,c92d221b
AXSUSDT,c8a84f16,2022-11-13 13:31:28,10,Open Long,Market,Trade,156.9,6.700,Market,0.0006,0.630738,30b7523d
CROUSDT,7dfa2a99,2022-11-13 12:46:49,10,Close Long,Market,Trade,276,0.05465,Market,0.0006,0.00905004,65920fae
CROUSDT,0e97dee0,2022-11-13 11:35:07,10,Open Long,Market,Trade,276,0.05770,Market,0.0006,0.00955512,9ae573c5
CROUSDT,af8af6ed,2022-11-13 10:16:57,10,Close Long,Limit,Trade,273,0.05500,0.05500,0.0001,0.0015015,d22a79e3
CROUSDT,8aaa5417,2022-11-13 10:05:45,10,Open Long,Market,Trade,273,0.05445,Market,0.0006,0.00891891,a6f5f573
CROUSDT,8ff45d3f,2022-11-13 07:21:13,10,Close Long,Market,Liquidation,67339,0.04375,Market,0.0006,1.71916467,8ff45d3f
CROUSDT,0178c4d7,2022-11-13 07:07:46,10,Close Long,Limit,Trade,63065,0.06170,0.06170,0.0001,0.38911105,79655d9b
CROUSDT,0178c4d7,2022-11-13 07:06:54,10,Close Long,Limit,Trade,10090,0.06170,0.06170,0.0001,0.0622553,3797ac0b
CROUSDT,0178c4d7,2022-11-13 07:06:54,10,Close Long,Limit,Trade,1761,0.06170,0.06170,0.0001,0.01086537,287fd55c
CROUSDT,0178c4d7,2022-11-13 07:06:52,10,Close Long,Limit,Trade,174,0.06170,0.06170,0.0001,0.00107358,883edbc3
CROUSDT,0178c4d7,2022-11-13 07:06:52,10,Close Long,Limit,Trade,16000,0.06170,0.06170,0.0001,0.09872,a052ec2c
CROUSDT,0178c4d7,2022-11-13 07:06:52,10,Close Long,Limit,Trade,1885,0.06170,0.06170,0.0001,0.01163045,2c44c712
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,119,0.06135,Market,0.0006,0.00438039,6d445e16
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,5,0.06130,Market,0.0006,0.0001839,db332e23
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,1000,0.06130,Market,0.0006,0.03678,85741be1
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,141,0.06130,Market,0.0006,0.00518598,32a7c5fa
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,55832,0.06125,Market,0.0006,2.051826,3011274a
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,10000,0.06125,Market,0.0006,0.3675,229fb4c4
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,13,0.06125,Market,0.0006,0.00047775,2a5689f0
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06125,Market,0.0006,0.147,ca070ed5
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,101,0.06125,Market,0.0006,0.00371175,5b513a29
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,8,0.06125,Market,0.0006,0.000294,7d27ccee
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,131,0.06120,Market,0.0006,0.00481032,016a52dd
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,10000,0.06115,Market,0.0006,0.3669,5da6890e
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,1,0.06110,Market,0.0006,3.666e-05,1fa31c5e
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,1985,0.06105,Market,0.0006,0.07271055,6cab06f2
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,1000,0.06105,Market,0.0006,0.03663,c3e50859
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06105,Market,0.0006,0.14652,59d23b2d
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,101,0.06105,Market,0.0006,0.00369963,38047b76
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,36154,0.06100,Market,0.0006,1.3232364,06ee42a5
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06100,Market,0.0006,0.1464,9160582a
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,8,0.06100,Market,0.0006,0.0002928,a6660ce1
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,335,0.06095,Market,0.0006,0.01225095,fdd7cae7
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06095,Market,0.0006,0.14628,96913afe
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4008,0.06095,Market,0.0006,0.14657256,84600fa9
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06090,Market,0.0006,0.14616,d7e0ea3f
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,101,0.06085,Market,0.0006,0.00368751,f4a197f4
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06080,Market,0.0006,0.14592,ca574ce3
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,131,0.06080,Market,0.0006,0.00477888,e24c216c
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,8,0.06075,Market,0.0006,0.0002916,accc5c19
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,13,0.06075,Market,0.0006,0.00047385,494eed95
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,5,0.06070,Market,0.0006,0.0001821,bf1bbb30
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,5000,0.06065,Market,0.0006,0.18195,e4a8c1c4
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,101,0.06065,Market,0.0006,0.00367539,454b5e05
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06060,Market,0.0006,0.14544,479e56e4
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,1,0.06060,Market,0.0006,3.636e-05,c7500d2d
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,4000,0.06055,Market,0.0006,0.14532,4d4ea609
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,257,0.06055,Market,0.0006,0.00933681,341e480b
CROUSDT,cd850dc9,2022-11-13 07:06:24,10,Open Long,Market,Trade,1755,0.06055,Market,0.0006,0.06375915,db22e575
CROUSDT,cca58cfd,2022-11-13 05:08:53,10,Close Long,Limit,Trade,85653,0.06865,0.06865,0.0001,0.58800785,7b67ebe5
CROUSDT,cca58cfd,2022-11-13 05:04:35,10,Close Long,Limit,Trade,42999,0.06865,0.06865,0.0001,0.29518814,b39b8672
CROUSDT,cca58cfd,2022-11-13 05:04:35,10,Close Long,Limit,Trade,3201,0.06865,0.06865,0.0001,0.02197487,a91f8390
CROUSDT,57ac7acd,2022-11-13 05:04:24,10,Open Long,Market,Trade,131853,0.06795,Market,0.0006,5.37564681,29fcad16
SUSHIUSDT,d3c870a4,2022-11-13 03:44:28,10,Close Long,Limit,Trade,6711.1,1.2460,1.2460,0.0001,0.83620306,7cf5d0b5
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,394.2,1.2340,Market,0.0006,0.29186568,272e6db2
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,648.5,1.2340,Market,0.0006,0.4801494,99daaef5
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,1420.7,1.2340,Market,0.0006,1.05188628,9de2a1ad
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,127.8,1.2330,Market,0.0006,0.09454644,2eb83c45
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,0.9,1.2330,Market,0.0006,0.00066582,16f8d455
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,648.5,1.2330,Market,0.0006,0.4797603,4de0182b
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,650.3,1.2330,Market,0.0006,0.48109194,7dde0611
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,2044.1,1.2330,Market,0.0006,1.51222518,21743c39
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,212.4,1.2330,Market,0.0006,0.15713352,f9371ef3
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,221.3,1.2330,Market,0.0006,0.16371774,866768a1
SUSHIUSDT,30e5737b,2022-11-13 02:45:38,10,Open Long,Market,Trade,342.4,1.2330,Market,0.0006,0.25330752,cb0d0ed4
WAVESUSDT,46bf0891,2022-11-13 00:55:19,10,Close Long,Limit,Trade,797.2,2.3700,2.3700,0.0001,0.1889364,251803a9
WAVESUSDT,46bf0891,2022-11-13 00:55:19,10,Close Long,Limit,Trade,1120.3,2.3700,2.3700,0.0001,0.2655111,4c9822ca
WAVESUSDT,46bf0891,2022-11-13 00:54:55,10,Close Long,Limit,Trade,0.1,2.3700,2.3700,0.0001,2.37e-05,0455cda6
WAVESUSDT,46bf0891,2022-11-13 00:54:48,10,Close Long,Limit,Trade,419.6,2.3700,2.3700,0.0001,0.0994452,ff50e943
WAVESUSDT,46bf0891,2022-11-13 00:54:47,10,Close Long,Limit,Trade,1.2,2.3700,2.3700,0.0001,0.0002844,6515861d
WAVESUSDT,46bf0891,2022-11-13 00:54:43,10,Close Long,Limit,Trade,906.4,2.3700,2.3700,0.0001,0.2148168,fd67c26b
WAVESUSDT,46bf0891,2022-11-13 00:54:28,10,Close Long,Limit,Trade,19.5,2.3700,2.3700,0.0001,0.0046215,22e6e6e4
WAVESUSDT,bdc4af95,2022-11-13 00:41:41,10,Open Long,Market,Trade,154.5,2.3500,Market,0.0006,0.217845,cfa16f00
WAVESUSDT,bdc4af95,2022-11-13 00:41:41,10,Open Long,Market,Trade,10.8,2.3450,Market,0.0006,0.0151956,3e8b648e
WAVESUSDT,bdc4af95,2022-11-13 00:41:41,10,Open Long,Market,Trade,635.1,2.3450,Market,0.0006,0.8935857,cb92da50
WAVESUSDT,bdc4af95,2022-11-13 00:41:41,10,Open Long,Market,Trade,446.1,2.3450,Market,0.0006,0.6276627,66b7a068
WAVESUSDT,bdc4af95,2022-11-13 00:41:41,10,Open Long,Market,Trade,1282,2.3450,Market,0.0006,1.803774,210aed19
WAVESUSDT,bdc4af95,2022-11-13 00:41:41,10,Open Long,Market,Trade,735.8,2.3450,Market,0.0006,1.0352706,dd78def3
LUNA2USDT,6b505bd2,2022-11-12 14:26:57,10,Close Long,Limit,Trade,4033.5,1.7920,1.7920,0.0001,0.7228032,9c7c9356
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,101.8,1.7760,Market,0.0006,0.10847808,da0eccc4
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,0.1,1.7760,Market,0.0006,0.00010656,7e817cb6
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,271.8,1.7750,Market,0.0006,0.289467,a9cf13fd
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,408,1.7750,Market,0.0006,0.43452,454a0446
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,303.2,1.7750,Market,0.0006,0.322908,a9167aaf
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,794.5,1.7750,Market,0.0006,0.8461425,e20b62d0
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,271.8,1.7740,Market,0.0006,0.28930392,71acd27a
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,212.2,1.7740,Market,0.0006,0.22586568,27f88d09
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,303.2,1.7740,Market,0.0006,0.32272608,5df5e11e
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,180.4,1.7730,Market,0.0006,0.19190952,d4eff242
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,529.7,1.7730,Market,0.0006,0.56349486,e0298863
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,303.2,1.7730,Market,0.0006,0.32254416,eb37588e
LUNA2USDT,06f8d715,2022-11-12 14:25:04,10,Open Long,Market,Trade,353.6,1.7730,Market,0.0006,0.37615968,2f83dea2
DOGEUSDT,a7e91332,2022-11-12 10:17:22,10,Close Long,Limit,Trade,26197,0.09340,0.09340,0.0001,0.24467998,c6cb03fe
DOGEUSDT,a7e91332,2022-11-12 10:17:22,10,Close Long,Limit,Trade,1311,0.09340,0.09340,0.0001,0.01224474,69166794
DOGEUSDT,a7e91332,2022-11-12 10:17:22,10,Close Long,Limit,Trade,18128,0.09340,0.09340,0.0001,0.16931552,1315ed53
DOGEUSDT,a7e91332,2022-11-12 10:17:22,10,Close Long,Limit,Trade,2551,0.09340,0.09340,0.0001,0.02382634,8f7f0009
DOGEUSDT,a7e91332,2022-11-12 10:17:22,10,Close Long,Limit,Trade,11,0.09340,0.09340,0.0001,0.00010274,eca06d94
DOGEUSDT,a7e91332,2022-11-12 10:17:21,10,Close Long,Limit,Trade,6688,0.09340,0.09340,0.0001,0.06246592,eddf0790
DOGEUSDT,a7e91332,2022-11-12 10:17:19,10,Close Long,Limit,Trade,302,0.09340,0.09340,0.0001,0.00282068,75e20cc5
DOGEUSDT,a7e91332,2022-11-12 10:17:19,10,Close Long,Limit,Trade,4000,0.09340,0.09340,0.0001,0.03736,ce8221a2
DOGEUSDT,a7e91332,2022-11-12 10:17:19,10,Close Long,Limit,Trade,8787,0.09340,0.09340,0.0001,0.08207058,16d7cb60
DOGEUSDT,a7e91332,2022-11-12 10:17:19,10,Close Long,Limit,Trade,3894,0.09340,0.09340,0.0001,0.03636996,5ddd9ed7
DOGEUSDT,bf8df398,2022-11-12 10:12:48,10,Open Long,Market,Trade,3268,0.09250,Market,0.0006,0.181374,26d14ba6
DOGEUSDT,bf8df398,2022-11-12 10:12:48,10,Open Long,Market,Trade,9321,0.09250,Market,0.0006,0.5173155,ed75803f
DOGEUSDT,bf8df398,2022-11-12 10:12:48,10,Open Long,Market,Trade,59280,0.09250,Market,0.0006,3.29004,2362ffe1
DOGEUSDT,e4090a75,2022-11-12 07:22:28,10,Close Long,Limit,Trade,73516,0.08540,0.08540,0.0001,0.62782664,2b478196
DOGEUSDT,2333fe63,2022-11-12 07:19:50,10,Open Long,Market,Trade,73516,0.08460,Market,0.0006,3.73167216,10f9a05c
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,75.5,4.2860,Market,0.0006,0.1941558,51c052f0
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,29.4,4.2860,Market,0.0006,0.07560504,ef938e02
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,375.9,4.2865,Market,0.0006,0.96677721,07b74195
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,30,4.2865,Market,0.0006,0.077157,649e1320
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,192.9,4.2870,Market,0.0006,0.49617738,4d14353f
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,31,4.2870,Market,0.0006,0.0797382,8de3f697
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,80.8,4.2870,Market,0.0006,0.20783376,0772cf91
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,31,4.2875,Market,0.0006,0.0797475,ce874e0d
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,183.7,4.2880,Market,0.0006,0.47262336,ae55a194
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,31,4.2880,Market,0.0006,0.0797568,3bbaaa92
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,31.1,4.2885,Market,0.0006,0.08002341,99fd4675
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,31.1,4.2890,Market,0.0006,0.08003274,2ce037b2
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,240.3,4.2890,Market,0.0006,0.61838802,91a75027
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,0.3,4.2890,Market,0.0006,0.00077202,41193557
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,142.7,4.2890,Market,0.0006,0.36722418,40bb1e84
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,68.5,4.2895,Market,0.0006,0.17629845,9549fb34
UNFIUSDT,ce4772b2,2022-11-12 00:09:12,10,Close Long,Market,Trade,297.5,4.2900,Market,0.0006,0.765765,6c042625
UNFIUSDT,2546-Buy,2022-11-12 00:00:00,10,Open Long,--,Funding,1872.7,4.3955,0.0000,0.0001,0.82314529,312d1d17
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,181.4,4.4225,Market,0.0006,0.4813449,d1878690
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,136.6,4.4220,Market,0.0006,0.36242712,9d8d9395
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,98.5,4.4210,Market,0.0006,0.2612811,f159a130
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,9.7,4.4210,Market,0.0006,0.02573022,b7c0b3e4
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,137.7,4.4210,Market,0.0006,0.36526302,7b1a428a
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,2.2,4.4205,Market,0.0006,0.00583506,e6a5d665
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,2.2,4.4205,Market,0.0006,0.00583506,e6ab41ba
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,57.6,4.4200,Market,0.0006,0.1527552,5a36c857
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,167.9,4.4200,Market,0.0006,0.4452708,ebfdf148
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,81.1,4.4195,Market,0.0006,0.21505287,563bdcf1
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,209.1,4.4190,Market,0.0006,0.55440774,fbfd826c
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,141.8,4.4190,Market,0.0006,0.37596852,e1301a86
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,68.5,4.4190,Market,0.0006,0.1816209,044f9ee0
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,81.1,4.4190,Market,0.0006,0.21502854,218b71c9
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,253.7,4.4180,Market,0.0006,0.67250796,810eabec
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,121.8,4.4170,Market,0.0006,0.32279436,0860dbc5
UNFIUSDT,5a9a11ea,2022-11-11 23:59:14,10,Open Long,Market,Trade,121.8,4.4170,Market,0.0006,0.32279436,758b5876
SRMUSDT,9cadbf86,2022-11-11 07:41:29,10,Close Long,Limit,Trade,357.8,0.430,0.430,0.0001,0.0153854,30ae9041
SRMUSDT,9cadbf86,2022-11-11 07:41:29,10,Close Long,Limit,Trade,7800,0.430,0.430,0.0001,0.3354,21e53221
SRMUSDT,9cadbf86,2022-11-11 07:41:29,10,Close Long,Limit,Trade,7800,0.430,0.430,0.0001,0.3354,a417ac45
SRMUSDT,9cadbf86,2022-11-11 07:41:24,10,Close Long,Limit,Trade,0.3,0.430,0.430,0.0001,1.29e-05,66e51b86
SRMUSDT,9cadbf86,2022-11-11 07:41:22,10,Close Long,Limit,Trade,591,0.430,0.430,0.0001,0.025413,3723c9ee
SRMUSDT,9cadbf86,2022-11-11 07:41:22,10,Close Long,Limit,Trade,214,0.430,0.430,0.0001,0.009202,714226da
SRMUSDT,9cadbf86,2022-11-11 07:41:19,10,Close Long,Limit,Trade,46,0.430,0.430,0.0001,0.001978,56ec5863
SRMUSDT,9cadbf86,2022-11-11 07:41:16,10,Close Long,Limit,Trade,19.1,0.430,0.430,0.0001,0.0008213,bffe6055
SRMUSDT,9cadbf86,2022-11-11 07:41:15,10,Close Long,Limit,Trade,846.9,0.430,0.430,0.0001,0.0364167,fb94b68f
SRMUSDT,9cadbf86,2022-11-11 07:41:10,10,Close Long,Limit,Trade,796.1,0.430,0.430,0.0001,0.0342323,9b77ba2e
SRMUSDT,9cadbf86,2022-11-11 07:39:04,10,Close Long,Limit,Trade,441.3,0.432,0.432,0.0001,0.01906416,4d193a91
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,705.8,0.429,Market,0.0006,0.18167292,d5b9ea34
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,2263.7,0.429,Market,0.0006,0.58267638,33863f01
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,2278.1,0.429,Market,0.0006,0.58638294,4c11eea9
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,1169.9,0.429,Market,0.0006,0.30113226,4a9195ce
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,3000,0.429,Market,0.0006,0.7722,baabcb8a
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,1389.2,0.429,Market,0.0006,0.35758008,28022ca0
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,1055.3,0.429,Market,0.0006,0.27163422,2ac46c1c
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,714.7,0.427,Market,0.0006,0.18310614,e1cf3ae2
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,231.2,0.427,Market,0.0006,0.05923344,78fe4114
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,5985.1,0.426,Market,0.0006,1.52979156,29aa6a3a
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,10.3,0.425,Market,0.0006,0.0026265,588dd246
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,106.6,0.425,Market,0.0006,0.027183,c0f082db
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,2.1,0.425,Market,0.0006,0.0005355,83b0fe98
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,0.4,0.424,Market,0.0006,0.00010176,d1fc1eb5
SRMUSDT,d9a0575f,2022-11-11 07:19:08,10,Open Long,Market,Trade,0.1,0.424,Market,0.0006,2.544e-05,75b659b2
CHZUSDT,5a0b5b0a,2022-11-11 06:03:10,10,Close Long,Limit,Trade,13706,0.22585,0.22585,0.0001,0.30955001,0d08a063
CHZUSDT,5a0b5b0a,2022-11-11 06:03:09,10,Close Long,Limit,Trade,25445,0.22585,0.22585,0.0001,0.57467533,2d11844e
CHZUSDT,5a0b5b0a,2022-11-11 06:03:07,10,Close Long,Limit,Trade,488,0.22585,0.22585,0.0001,0.01102148,3096eb45
CHZUSDT,5a0b5b0a,2022-11-11 06:03:07,10,Close Long,Limit,Trade,488,0.22585,0.22585,0.0001,0.01102148,d0f343bf
CHZUSDT,5a0b5b0a,2022-11-11 06:03:07,10,Close Long,Limit,Trade,488,0.22585,0.22585,0.0001,0.01102148,b4285791
CHZUSDT,5a0b5b0a,2022-11-11 06:03:07,10,Close Long,Limit,Trade,214,0.22585,0.22585,0.0001,0.00483319,c74fa478
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,5148,0.22365,Market,0.0006,0.69081012,4f345e2c
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,3840,0.22365,Market,0.0006,0.5152896,7658b958
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,4300,0.22365,Market,0.0006,0.577017,872dceeb
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,5268,0.22360,Market,0.0006,0.70675488,0fd7435f
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,6000,0.22360,Market,0.0006,0.80496,22dd6e39
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,7950,0.22355,Market,0.0006,1.0663335,7042bbd7
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,4300,0.22355,Market,0.0006,0.576759,0e36476d
CHZUSDT,c81bb906,2022-11-11 05:53:04,10,Open Long,Market,Trade,4023,0.22355,Market,0.0006,0.53960499,5ceb5a44
DYDXUSDT,7fbd00f3,2022-11-11 01:03:00,10,Close Long,Limit,Trade,3641.5,1.875,1.875,0.0001,0.68278125,9fd65f31
DYDXUSDT,7fbd00f3,2022-11-11 01:03:00,10,Close Long,Limit,Trade,52.1,1.875,1.875,0.0001,0.00976875,d92816c2
DYDXUSDT,7fbd00f3,2022-11-11 01:02:59,10,Close Long,Limit,Trade,2,1.875,1.875,0.0001,0.000375,369f0737
DYDXUSDT,7fbd00f3,2022-11-11 01:02:56,10,Close Long,Limit,Trade,82,1.875,1.875,0.0001,0.015375,bd134d13
