No,Date,Box No.,Account name,Supplier,Bill,Voucher Type,Detail,Net Taxable,VAT,Amount
2460,27/8/2022,638,MACRO BANK,BAN MAC S.A,7904,TRANSFER,"PALAVECINO, MIGUEL NORBERTO TOYOTA YARIS XLS 1",0,0,"150.000,00"
2461,27/8/2022,638,OTHER EXPENSES,CRU WAL -,0,RECEIPT,MARKAS JARDINERIA WORKS MONTH AUGUST/2022,0,0,"2.000,00"
2462,27/8/2022,638,AUTOMOTIVE PREPARATION AND OFFICE,VAR JOS OMA,0,RECEIPT,"PAINTING REPAIR, INTERIOR MOLDING, NISSAN KICK AB712G $ 10 FRONT BUMPER SPARE",0,0,"16.000,00"
2463,29/8/2022,639,MACRO BANK,BAN MAC S.A,7111,TRANSFER,"PALAVECINO, MIGUEL NORBERTO TOYOTA YARIS XLS 1",0,0,"150.000,00"
2464,29/8/2022,639,FUELS AND LUBRICANTS,PER HER S.R,00012-00001246,INVOICE A,RENAULT DUSTER AA196VP,"1185,00",315,"1.500,00"
2465,29/8/2022,639,FUELS AND LUBRICANTS,PER HER S.R,00046-00017520,INVOICE A,CHEVROLET S-10 NPM542,"1579,98","419,9958","1.999,98"
2466,29/8/2022,639,AUTOMOTIVE PREPARATION AND OFFICE,M - A,0,BUDGET,SCANNER RENAULT DUSTER AA196VP PLACEMENT,0,0,"10.000,00"
2467,29/8/2022,639,EXPENDITURES BY GESTORIA,GES,0,WITHOUT PROOF,REMIS LEDESMA - JUJUY PAPECINO PAPERS,0,0,900
2468,29/8/2022,639,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-00002977,INVOICE A,"KANGOO OIL, RENAULT MEGANE AIR, PEUGEOT, LOGAN, OIL","8729,50","2320,5","11.050,00"
2469,29/8/2022,639,AUTOMOTIVE PREPARATION AND OFFICE,CHA EME -,176,WITHOUT PROOF,"1 UNIVERSAL BELLON HEBILLA, RENAULT DUSTER AA196VP",0,0,"3.500,00"
2470,30/8/2022,640,MACRO BANK,BAN MAC S.A,1841115436,TRANSFER,TORREGIANI ESOPIÑAN SEBASTIAN ALEJANDRO,0,0,"4.000.000,00"
2471,30/8/2022,640,SANTADER RIO BANK,BAN SAN,5060/9,TRANSFER,LUNA MARIA SOLEDAD,0,0,"1.542.923,88"
2472,30/8/2022,640,MACRO BANK,BAN MAC S.A,7097,TRANSFER,"OCAMPO, CARLOS HUMBERTO",0,0,"41.250,00"
2473,30/8/2022,640,MACRO BANK,BAN MAC S.A,4891,TRANSFER,PALAVECINO MIGUEL NORBERTO,0,0,"150.000,00"
2474,30/8/2022,640,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,1250,BUDGET,FIAT MOBI AD829AT,0,0,"4.000,00"
2475,30/8/2022,640,EXPENDITURES BY GESTORIA,COL OSC -,,INVOICE C,A VERIFICATION AND LOST,0,0,"1.800,00"
2476,30/8/2022,640,AUTOMOTIVE PREPARATION AND OFFICE,LAV EL ROS,,TICKET,RENAULT DUSTER AA196VP,"1501,00",399,"1.900,00"
2477,31/8/2022,641,FUELS AND LUBRICANTS,MIL S.R,00046-00017642,INVOICE A,CHEVROLET TRACKER AB589RP,"5227,07","1389,4755","6.616,55"
2478,31/8/2022,641,AUTOMOTIVE PREPARATION AND OFFICE,M - A,0,BUDGET,FORD ECOSPORT -/LDN -930,0,0,"5.000,00"
2479,1/9/2022,642,FUELS AND LUBRICANTS,GNC SIG S.R,00035-00029377,INVOICE A,MOBI AD829AT,"2369,95","629,9874","2.999,94"
2480,1/9/2022,642,ADMINISTRATIVE EXPENSES,EST - COC,0,RECEIPT,GESTORIA-CORRECION ESCRIBANA SAN MARTIN628,0,0,120
2481,1/9/2022,642,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,RECEIPT,CLEANZAZAZA KWID AD210BS/NISSAN AB172GJ,0,0,"16.500,00"
2482,1/9/2022,642,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,0001-0000543,RECEIPT,RENAULT DUSTER AA196VP,0,0,"14.800,00"
2483,3/9/2022,643,FUELS AND LUBRICANTS,PER HER S.R,00012-00001396,INVOICE A,VW AMAROK/ OSB-842,"1580,00",420,"2.000,00"
2484,5/9/2022,644,AUTOMOTIVE PREPARATION AND OFFICE,AUT S.A,4800015701,INVOICE A,TOYOTA ETIOS AB795SL STORAGE,"4354,84","1157,6166","5.512,46"
2485,5/9/2022,644,GS.MATENIM.Y CLEANING BS.USO,CAR PAB,0004-000747,INVOICE A,AUGUST/2022 SERVICE,"28440,00",7560,"36.000,00"
2486,5/9/2022,644,VARIOUS ADMINISTRATION EXPENSES,LA VEL DEL,0,BANK DEPOSIT,PASSAGE TO SALTA,0,0,"1.280,00"
2487,5/9/2022,644,MANAGEMENT EXPENSES,GES,0,THIRD CHECK,MEPORIA MARIA EXPENSES,0,0,"41.430,00"
2488,6/9/2022,645,MACRO BANK,BAN MAC S.A,808298,TRANSFER,LUNA MARIA SOLEDAD GTOS GESTORIA,0,0,"19.300,00"
2489,6/9/2022,645,MACRO BANK,BAN MAC S.A,983641,TRANSFER,TORREGIANI ESOPIÑAN SEBASTIAN ALEJANDRO,0,0,"1.885.000,00"
2490,6/9/2022,645,GS.MATENIM.Y CLEANING BS.USO,GAS VAR,0,INVOICE B,SAPITOP PIQUITOS/WORKSHOP,"237,00",63,300
2491,6/9/2022,645,ADMINISTRATIVE EXPENSES,GAS VAR,0,SALE PURCHASE TICKET,TAXI + VIATICOS-SALTA (GABRIEL),"790,00",210,"1.000,00"
2492,6/9/2022,645,FUELS AND LUBRICANTS,EST VIS SRL,00023-00040514,INVOICE A,PEUGEOT 208 ALLURE -AF489JX,"3950,00",1050,"5.000,00"
2493,6/9/2022,645,MANAGEMENT EXPENSES,GES,0,BUDGET,PHE-421 FINANCE EXPENSES/ FORD,0,0,"69.070,00"
2494,6/9/2022,645,EXPENDITURES BY GESTORIA,SAL PAB ALE,0,RECEIPT,REIMBECRO FINE BS AS CHEVROLET CELTA 2012 LKO 022,0,0,"17.900,00"
2495,6/9/2022,645,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,0001-0000314,BUDGET,RENAULT DUSTER AA196VP,0,0,"3.000,00"
2496,6/9/2022,645,AUTOMOTIVE PREPARATION AND OFFICE,FAC REP -,0001-0000112,INVOICE A,RENAULT DUSTER AA196VP,"513,50","136,5",650
2497,7/9/2022,646,SALARIES AND COMMISSIONS,FIG ZEN MAR,0,RECEIPT,DIF SALARY JULIO/2022,0,0,"123.250,00"
2498,7/9/2022,646,EXPENDITURES BY GESTORIA,TEC - QUI,0003-00004026,INVOICE A,RTV KWID AD210 BS,"2528,00",672,"3.200,00"
2499,7/9/2022,646,MACRO BANK,BAN MAC S.A,1742206,TRANSFER,MARIOAN GOYA,0,0,"500.000,00"
2500,7/9/2022,646,NEW AUTOMOTORES,AUT S.A,45889,THIRD CHECK,TOYOTA YARIS XLS PACK 5 PTAS -INT 35861,0,0,"600.000,00"
2501,7/9/2022,646,GS.MATENIM.Y CLEANING BS.USO,PRO,004-00076822,INVOICE A,DISPENSER BATIES MAINTENANCE SEPTEMBER/2022,"3291,50","874,9545","4.166,45"
2502,7/9/2022,646,MACRO BANK,BAN MAC S.A,1109,TRANSFER,"GORDILLO, DAVID CLEMENTE",0,0,"50.000,00"
2503,7/9/2022,646,AUTOMOTIVE PREPARATION AND OFFICE,LAV EL ROS,0,WITHOUT PROOF,RENAULT KWID AD210BS WASHING,0,0,"1.900,00"
2504,8/9/2022,647,AUTOMOTIVE PREPARATION AND OFFICE,MIP REP S.A,0100-00001868,INVOICE A,FIAT ARGO AC796II,"11454,86","3044,9622","14.499,82"
2505,8/9/2022,647,AUTOMOTIVE PREPARATION AND OFFICE,PER MAR DEL,03-00000221,INVOICE A,TOYOTA ETIOS AB795SL,"6004,00",1596,"7.600,00"
2506,8/9/2022,647,AUTOMOTIVE PREPARATION AND OFFICE,MIP REP S.A,0100-00001865,INVOICE A,VW AMAROK 2015 OSB 842,"28438,79","7559,6787","35.998,47"
2507,8/9/2022,647,VARIOUS ADMINISTRATION EXPENSES,INS DE INF,010-0007559,INVOICE A,CORPORATE QUOTA/AUGUST 2022,"158,00",42,200
2508,8/9/2022,647,EXPENDITURES BY GESTORIA,GES,0,WITHOUT PROOF,GESTORY,0,0,"168.600,00"
2509,8/9/2022,647,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,TOYOTA ETIOS AB795SL,0,0,"57.000,00"
2510,8/9/2022,647,MACRO BANK,BAN MAC S.A,1,TRANSFER,LAMBARE ANA LIA PAYA QUOTA,0,0,"82.100,00"
2511,8/9/2022,647,SALARIES AND COMMISSIONS,GUT JUA CAR,74797503,RECEIPT,PAYMENT DIFFERENCE MONTH AUGUST/2022,0,0,"162.500,00"
2512,8/9/2022,647,SALARIES AND COMMISSIONS,GUT LEO JOS,74797502,RECEIPT,PAYMENT DIFFERENCE MONTH AUGUST/2022,0,0,"72.300,00"
2513,8/9/2022,647,SOCIAL CHARGES,GUT JUA CAR,0,RECEIPT,AUTONOMOUS REIMBURSEMENT JCG PERIOD 8/22,0,0,"29.650,00"
2514,9/9/2022,648,FUELS AND LUBRICANTS,MIL S.R,00036-00015425,INVOICE A,FIAT MOBI AD829AT,"3160,00",840,"4.000,00"
2515,9/9/2022,648,MACRO BANK,BAN MAC S.A,1693449,TRANSFER,GOYA MARIO,0,0,"15.000,00"
2516,9/9/2022,648,AUTOMOTIVE PREPARATION AND OFFICE,PUS SAL S.A,0061-00004241,INVOICE A,FORD FISTA PHE-421 BATTERY,"31929,45","8487,5763","40.417,03"
2517,9/9/2022,648,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,0002-01209,BUDGET,VW AMAROS OSB-842,0,0,"11.500,00"
2518,9/9/2022,648,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-0003052,INVOICE A,TOYOTA ETIOS AB795SL,"10072,50","2677,5","12.750,00"
2519,9/9/2022,648,SALARIES AND COMMISSIONS,VAZ ROD EDU,0,VOUCHER,COMMISSION P/ SALES MONTH AUGUST/ 2022,0,0,"12.500,00"
2520,9/9/2022,648,SALARIES AND COMMISSIONS,CAS NES GAB,0,RECEIPT,COMMISSION P/ SALES MONTH AUGUST/ 2022,0,0,"61.400,00"
2521,9/9/2022,648,SALARIES AND COMMISSIONS,FIA CAR ALB,0,RECEIPT,COMMISSION P/ SALES MONTH AUGUST/ 2022,0,0,"5.900,00"
2522,12/9/2022,649,MACRO BANK,BAN MAC S.A,0,TRANSFER,BONOMI ADRIANA VERONICA DOLORES QUOTA 14/24,0,0,"48.350,00"
2523,12/9/2022,649,MACRO BANK,BAN MAC S.A,3101,TRANSFER,"GORDILLO, DAVID CLEMENTE",0,0,"76.500,00"
2524,12/9/2022,649,FUELS AND LUBRICANTS,MIL S.R,00047-00021524,INVOICE A,FORD BRONCO FUEL,"6272,73","1667,4336","7.940,16"
2525,12/9/2022,649,AUTOMOTIVE PREPARATION AND OFFICE,EL SEÑ DE,0,PRICE,VW AMAROK OSB-842,0,0,"19.400,00"
2526,12/9/2022,649,FUELS AND LUBRICANTS,PER HER S.R,00012-00001496,INVOICE A,VW AMAROK OSB-842,"1580,00",420,"2.000,00"
2527,12/9/2022,649,AUTOMOTIVE PREPARATION AND OFFICE,PER MAR DEL,0003-00000222,INVOICE A,RENAULT KWID AD210BS,"3515,50","934,5","4.450,00"
2528,13/9/2022,650,VARIOUS ADMINISTRATION EXPENSES,SER DE MEN,0,VOUCHER,SERVIMOTO SAILOR RENTAL PROPERTIES,0,0,450
2529,13/9/2022,650,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,0002-0001223,BUDGET,RENAULT DRER AA196VP,0,0,"5.200,00"
2530,13/9/2022,650,AUTOMOTIVE PREPARATION AND OFFICE,M - A,0,BUDGET,FIAT TORO AC945XI,0,0,"17.000,00"
2531,13/9/2022,650,OTHER EXPENSES,CRU WAL -,0,RECEIPT,COMPLEX GARDENING UNDER THE VINEYARD,0,0,"3.000,00"
2532,13/9/2022,650,MACRO BANK,BAN MAC S.A,16344363152,TRANSFER,DUPLEX AV RENTAL,0,0,"78.469,94"
2533,13/9/2022,650,RETENT.Y PERCEPTION.INGR.BRUTES,AUT S.A,456/2022,RETENTION,IG RETENTION,0,0,"1.728,84"
2534,13/9/2022,650,RETENT.Y PERCEPTION.IMP.GCIAS.,AUT S.A,0002022-0001415,RETENTION,IMP,0,0,"3.477,22"
2535,13/9/2022,650,FEE,MAR PRO,0002-00000906,INVOICE C,LOCAL ADMINISTRATION FEES DUPLEX DEPARTMENT B,0,0,"4.000,00"
2536,13/9/2022,650,FEE,MAR PRO,0002-0000899,INVOICE A,FEES FOR ADM,"2555,65","679,35","3.235,00"
2537,13/9/2022,650,FEE,MAR PRO,13822,RECEIPT,FEEDING FOR ADMINISTRATION ALTE,0,0,"3.765,00"
2538,13/9/2022,650,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-00003078,INVOICE A,FORD FOCUS AS201GS,"11850,00",3150,"15.000,00"
2539,13/9/2022,650,EXPENDITURES BY GESTORIA,GES,0,INVOICE C,MANAGEMENT EXPENSES TRANSFER,0,0,"90.452,00"
2540,13/9/2022,650,USED CARS,BEN TAG RIC,0,SALE PURCHASE TICKET,FORD KA SEDAN S-2019-AD374AK,"2172500,00",577500,"2.750.000,00"
2541,13/9/2022,650,AUTOMOTIVE PREPARATION AND OFFICE,GOM ZEN,0,BANK DEPOSIT,RENAULT DUSTER AA196VP COVERS,0,0,"66.000,00"
2542,13/9/2022,650,FEE,CIC JOR ERN,0,RECEIPT,MONTH FEES AUGUST/2022,0,0,"61.600,00"
2543,14/9/2022,651,FUELS AND LUBRICANTS,GNC SIG S.R,00033-00027462,INVOICE A,FORD RANGER AA829IV,"1579,99","419,9979","1.999,99"
2544,14/9/2022,651,MACRO BANK,BAN MAC S.A,1011,TRANSFER,TORREGIANI ESOPIÑAN SEBASTIAN ALEJANDRO,0,0,"17.000,00"
2545,14/9/2022,651,VARIOUS ADMINISTRATION EXPENSES,SER DE MEN,0,VOUCHER,PAY TAXES,0,0,200
2546,14/9/2022,651,SELLING EXPENSES,CRU ROL,0,RECEIPT,INFOAUTO Y DIARIES MONTH AUGUST 2022,0,0,"3.980,00"
2547,14/9/2022,651,SOCIAL CHARGES,OSE,1-001715499,TICKET,CONTRIBUTIONS AUGUST 2022,"2844,00",756,"3.600,00"
2548,14/9/2022,651,SELLING EXPENSES,EQU ARG S.A,0014-01213500,INVOICE A,VERAZ FERTILIZER 2022,"5877,12","1562,2719","7.439,39"
2549,15/9/2022,652,AUTOMOTIVE PREPARATION AND OFFICE,LUB - SAL,00022-00003094,INVOICE A,FORD KA AD374AK,"9401,00",2499,"11.900,00"
2550,15/9/2022,652,EXPENDITURES BY GESTORIA,GES,0,VOUCHER,VARIOUS PROCEDURES,0,0,"237.100,00"
2551,15/9/2022,652,AUTOMOTIVE PREPARATION AND OFFICE,GLA,00001-0000640,RECEIPT,FORD KA AD374AK WOODEN REPAIR,0,0,"2.000,00"
2552,15/9/2022,652,AUTOMOTIVE PREPARATION AND OFFICE,GOM ZEN,0,WITHOUT PROOF,TOYOTA ETIOS -EB795SL,0,0,"57.000,00"
2553,15/9/2022,652,FUELS AND LUBRICANTS,MIL S.R,00046-00018217,INVOICE A,TRACKER - AB589RP,"5486,43","1458,4185","6.944,85"
2554,15/9/2022,652,PAID RENTALS,ROD NOR BEA,0,RECEIPT,DUPLEX AV RENTAL,0,0,"12.850,00"
2555,15/9/2022,652,PAID RENTALS,ROD RUB EDU,0,RECEIPT,DUPLEX AV RENTAL,0,0,"12.850,00"
2556,16/9/2022,653,MACRO BANK,BAN MAC S.A,10027253,TRANSFER,GUANCO EDUARDO ALFONSO,0,0,"22.300,00"
2557,16/9/2022,653,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,0002-00001236,BUDGET,TOYOTA ETIOS AB795SL,0,0,"5.200,00"
2558,16/9/2022,653,AUTOMOTIVE PREPARATION AND OFFICE,BAU JUA MEC,0,RECEIPT,FORD KA - AD455RM,0,0,"130.000,00"
2559,16/9/2022,653,OTHER EXPENSES - GENERAL,PAN,0,WITHOUT PROOF,BREAD,0,0,700
2560,17/9/2022,654,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,FORDK KA AD374 $ 2500/ TOYOTA ETIOS AB795SL $ 1500,0,0,"4.000,00"
2561,17/9/2022,654,MACRO BANK,BAN MAC S.A,3109542,TRANSFER,MARIANO GOYA,0,0,"600.000,00"
2562,19/9/2022,655,MACRO BANK,BAN MAC S.A,0,TRANSFER,OLARTE LEONARDO GABRIEL QUOTA 21/24,0,0,"14.390,00"
2563,19/9/2022,655,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,VARIOUS PROCEDURES,"1824,90","485,1","2.310,00"
2564,19/9/2022,655,EXPENDITURES BY GESTORIA,COL OSC -,0,VOUCHER,VARIOUS VERIFICATIONS,0,0,"7.500,00"
2565,19/9/2022,655,NEW AUTOMOTORES,EUR S.A,141659100,BANK DEPOSIT,PEUGEOT 208 1,0,0,"4.620.000,00"
2566,19/9/2022,655,EXPENDITURES BY GESTORIA,EUR S.A,141659100,BANK DEPOSIT,PEUGEOT 208 ALLURE TIPTRONIC,0,0,"350.000,00"
2567,19/9/2022,655,MACRO BANK,BAN MAC S.A,7111,TRANSFER,CONDORI LILIANA NORMA TRANSFER,0,0,"1.500.000,00"
2568,20/9/2022,656,WALLET CHECKS,GUT JUA CAR,,THIRD CHECK,EXCEPT FOR CASH CH,0,0,"200.000,00"
2569,20/9/2022,656,EXPENDITURES BY GESTORIA,GES,0,RECEIPT,TRANSFER VRS,0,0,"65.160,00"
2570,20/9/2022,656,FUELS AND LUBRICANTS,GNC SIG S.R,00033-00027625,INVOICE A,FIAT MOBI AD829AT,"2370,00",630,"3.000,00"
2571,20/9/2022,656,OTHER EXPENSES - GENERAL,ULT LIM DEL,0001-00001383,INVOICE A,SUPPLIES FOR LAUNDRY,"508,75","135,2379","643,99"
2572,20/9/2022,656,AUTOMOTIVE PREPARATION AND OFFICE,LA BUR -,0001-0007409,I REFER,SILICONE LIQUITA FOR SALON CARS,0,0,"2.200,00"
2573,21/9/2022,657,AUTOMOTIVE PREPARATION AND OFFICE,PER MAR DEL,0003-00000263,INVOICE A,MAST ANTENNA FIAT ARGO AC976II,"632,00",168,800
2574,21/9/2022,657,FUELS AND LUBRICANTS,PER HER S.R,00012-00001896,INVOICE A,RENAULT SANDERO AC585WM,"1185,00",315,"1.500,00"
2575,21/9/2022,657,EXPENDITURES BY GESTORIA,VAZ IVO MAR,5866,RECEIPT,AUGUST/2022 SIGNATURE CERTIFICATION,0,0,"58.600,00"
2576,21/9/2022,657,"WATER, LIGHT, TELEPHONE, GAS",VIL GER,0,TICKET,50% PERSONAL ABONE REIMBURSEMENT,"474,00",126,600
2577,21/9/2022,657,SALARIES AND COMMISSIONS,VIL GER,0,RECEIPT,AUGUST/2022 (16X500) EXPERT OPINIONS,0,0,"8.000,00"
2578,21/9/2022,657,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,VOUCHER,FIAT ARGO AC976I REPAIR,0,0,"100.000,00"
2579,22/9/2022,658,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,RECEIPT,FOCUSAB795SL-FOR KA AD734AK-C4 AB589RQ-ARGO AC976I,0,0,"53.600,00"
2580,22/9/2022,658,NEW AUTOMOTORES,MAD DAR REN,0,RECEIPT,REINTAGRO SIGY TOYOTA HILUX D/C 4X4 SRV,0,0,"50.000,00"
2581,22/9/2022,658,EXPENDITURES BY GESTORIA,GES,0,VOUCHER,FREE MUNICIPAL DEBT AZB157,0,0,"1.086,00"
2582,22/9/2022,659,EXPENDITURES BY GESTORIA,RAP,0,VOUCHER,FREE GESTORY DEBT,0,0,400
2583,23/9/2022,659,MACRO BANK,BAN MAC S.A,26059968828,VOUCHER,"GORDILLO, DAVID CLEMENTE",0,0,"8.500,00"
2584,23/9/2022,659,AUTOMOTIVE PREPARATION AND OFFICE,GOM JOS ALF,0004-0000100,INVOICE A,CHEVROLET TRACKER -CORREA ARCE,"20105,50","5344,5","25.450,00"
2585,23/9/2022,659,AUTOMOTIVE PREPARATION AND OFFICE,NEU PIO S.R,0,WITHOUT PROOF,CHEVROLET CRUZE AC184SF,0,0,"3.500,00"
2586,23/9/2022,659,AUTOMOTIVE PREPARATION AND OFFICE,SER ELE,00001-00000208,INVOICE C,RENAULT KWID AD210BS,0,0,"11.500,00"
2587,23/9/2022,659,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,TOYOTA YARIS AS551HS,0,0,"38.000,00"
2588,23/9/2022,659,EXPENDITURES BY GESTORIA,MUN DE S.S,1000009,VOUCHER,PAYMENT KWID AD210BS INFRACTION,0,0,"1.000,00"
2589,23/9/2022,659,EXPENDITURES BY GESTORIA,RAP,0,VOUCHER,FREE DEBT AND LOW MUNICIPALITY,0,0,"1.200,00"
2590,23/9/2022,659,USED CARS,CRU ORL SAN,0,RECEIPT,FIAT STRADA USED UNIT BALANCE -2018 -AD477ZU,0,0,"53.083,00"
2591,23/9/2022,659,EXPENDITURES BY GESTORIA,MUN DE S.S,230-71041,TICKET,FREE DEBT WITH LOW KWID AD210BS,"763,14","202,86",966
2592,23/9/2022,659,GS. REAL ESTATE,FOR ALV BER,0,RECEIPT,RENT 3 BODIES OF SCAFFOLDING,0,0,"3.700,00"
2593,23/9/2022,659,NEW AUTOMOTORES,DYC - BOR,00031-00043110,RECEIPT,CHEVROLET CRUZE 5P 1,0,0,"4.398.000,00"
2594,24/9/2022,660,OTHER EXPENSES - GENERAL,PAN,0,WITHOUT PROOF,BREAD,0,0,700
2595,24/9/2022,660,OTHER EXPENSES,CRU WAL -,0,RECEIPT,WORK DONE AT MARTIN'S HOUSE,0,0,"1.500,00"
2596,24/9/2022,660,OTHER EXPENSES,CRU WAL -,0,RECEIPT,GARDENER JOBS IN MARKAS SEPTEMBER/2022,0,0,"3.000,00"
2597,27/9/2022,661,EXPENDITURES BY GESTORIA,GES,0,VOUCHER,VARIOUS PROCEDURES,0,0,"1.060,00"
2598,27/9/2022,661,FUELS AND LUBRICANTS,SHE POR -,00041-00006939,INVOICE A,PEUGEOT 208 GUERRERO MANERTO- AUROFRANCE,"2370,00",630,"3.000,00"
2599,27/9/2022,661,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,0002-00001138,BUDGET,TOYOTA YARIS AS551HS BALANCING,0,0,"2.400,00"
2600,27/9/2022,661,AUTOMOTIVE PREPARATION AND OFFICE,JAM S.A,0,RECEIPT,FORD FIESTA PHE 421 REPAIR,0,0,"6.000,00"
2601,27/9/2022,661,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,0001-000328,BUDGET,CHEVROLET CRUZE AC184SF HOSE REPLACEMENT,0,0,"2.500,00"
2602,27/9/2022,661,AUTOMOTIVE PREPARATION AND OFFICE,CEN FOR -,0004-00001207,INVOICE A,FORD RANGER OHF-860 BELT,"32943,00",8757,"41.700,00"
2603,27/9/2022,661,OTHER EXPENSES,OTR,0,SALE PURCHASE TICKET,EXPENSES TRAVEL SALTA RODRIGO - EUROFRANCE - 208 OKM - GUERRERO,"2298,90","611,1","2.910,00"
2604,27/9/2022,661,GS. REAL ESTATE,GUE SER -,0,RECEIPT,LABOR - REMOVE CARTEL VEREDA,0,0,"8.800,00"
2605,27/9/2022,661,AUTOMOTIVE PREPARATION AND OFFICE,GOM ZEN,0,RECEIPT,4 FORD FOCUS COVERS 2014 - OHF763,0,0,"168.000,00"
2606,28/9/2022,662,MACRO BANK,BAN MAC S.A,9119,TRANSFER,DEL RIO SEBASTIAN JOSE,0,0,"10.000,00"
2607,28/9/2022,662,AUTOMOTIVE PREPARATION AND OFFICE,MEN MAR,0,RECEIPT,TOYOTA YARIS AD551HS,0,0,"9.000,00"
2608,28/9/2022,662,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,00002-00001410,BUDGET,FORD FOCUS OHF 763,0,0,"6.000,00"
2609,28/9/2022,662,FUELS AND LUBRICANTS,MIL S.R,00047-00022295,INVOICE A,CHEVROLET TRACKER -AB589RP,"3554,98","944,9958","4.499,98"
2610,28/9/2022,662,EXPENDITURES BY GESTORIA,GES,0,TICKET,MUNICIPAL LOW -OZB 157,"763,14","202,86",966
2611,28/9/2022,662,EXPENDITURES BY GESTORIA,SER DE MEN,0,VOUCHER,MUNICIPAL LOW -OZB 157,0,0,400
2612,29/9/2022,663,FUELS AND LUBRICANTS,GNC SIG S.R,00035-00030197,INVOICE A,FIAT MOBI AD829AT,"2370,00",630,"3.000,00"
2613,30/9/2022,664,AUTOMOTIVE PREPARATION AND OFFICE,CBA MEC INT,0001-00000331,BUDGET,REPLACEMENT CARTER SANDERO RS AC585WM,0,0,"4.000,00"
2614,30/9/2022,664,EXPENDITURES BY GESTORIA,GES,0,SALE PURCHASE TICKET,VARIOUS PROCEDURES,"624,10","165,9",790
2615,30/9/2022,664,OTHER EXPENSES - GENERAL,PAN,0,WITHOUT PROOF,BREAD,0,0,700
2616,30/9/2022,664,OTHER EXPENSES - GENERAL,MIN DE SAL,1-42377,RECEIPT,CASTRO GABRIEL HEALTH CARD,0,0,800
2617,30/9/2022,664,AUTOMOTIVE PREPARATION AND OFFICE,GOM ZEN,0,SALE PURCHASE TICKET,FORD ECOSPORT NAK-027 COVERS,"43450,00",11550,"55.000,00"
2618,3/10/2022,665,MACRO BANK,BAN MAC S.A,20663454231,TRANSFER,"OCAMPO, CARLOS HUMBERTO",0,0,"41.250,00"
2619,3/10/2022,665,AUTOMOTIVE PREPARATION AND OFFICE,VAR SEB,0,RECEIPT,CHEVROLET TRACKER AC963UP,0,0,"50.000,00"
2620,3/10/2022,665,FUELS AND LUBRICANTS,EST DE SER,08608-00010513,INVOICE A,FORD BRONCO FUEL,"5530,16","1470,042","7.000,20"
2621,3/10/2022,665,FUELS AND LUBRICANTS,AND S.A,0006-00006389,INVOICE A,FIAT ARGO AC796II,"1184,78","314,9412","1.499,72"
2622,3/10/2022,665,GS.MATENIM.Y CLEANING BS.USO,CAR PAB,0004-000759,INVOICE A,CLEANING SERVICE SEPTEMBER/2022,"28440,00",7560,"36.000,00"
2623,3/10/2022,665,AUTOMOTIVE PREPARATION AND OFFICE,ALI Y BAL,00002-000001155,BUDGET,FORD ECOSPORT NAK-027,0,0,"5.700,00"
2624,4/10/2022,666,MACRO BANK,BAN MAC S.A,581982,TRANSFER,"CARDOZO, ANGEL FERNANDO",0,0,"15.000,00"
2625,4/10/2022,666,SALARIES AND COMMISSIONS,GUT MAR,0,RECEIPT,AUGUST/2022 SALARY,0,0,"29.500,00"
2626,4/10/2022,666,EXPENDITURES BY GESTORIA,COL OSC -,0,WITHOUT PROOF,VARIOUS (4)+ RECORD RECORDS,0,0,"7.200,00"
2627,4/10/2022,666,OTHER EXPENSES - GENERAL,MIN DE SAL,1-42680,RECEIPT,VEZAQUEZ RODRIGO HEALTH CARD,0,0,800
2628,4/10/2022,666,ADVERTISING EXPENSES,SAL GER DIG,0,RECEIPT,PABLICITY MONTH SEPTEMBER-OCTOBER/2022,0,0,"16.000,00"
2629,5/10/2022,667,MACRO BANK,BAN MAC S.A,6088,TRANSFER,"REIMBECRO REPECACION CORREA ARCE, OSCAR",0,0,"25.450,00"
2630,5/10/2022,667,FUELS AND LUBRICANTS,GNC SIG S.R,0003-00028043,INVOICE A,CHEVROLET TRACKER 0KM,"1185,00",315,"1.500,00"
