,Corporation,Shop,Supplier,Payment Type,Date Issue,Number,Invoice,Partial amount,Total Amount,Tag,Group,Status,Paid Status
13478,Con culpas S.A.S.,CDLM 3,K Y ( - V R O,Contado,09/07/2023,0003-00010512,Recibo,1700,1700,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13479,Con culpas S.A.S.,CDLM 5,C S ( - E / J / V,Contado,09/07/2023,2618-00000534,Fact. A,"3421,77","3421,77",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13480,Con culpas S.A.S.,CDLM 5,A M ( - A M,Contado,09/07/2023,0005-00000455,Recibo,6000,6000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13481,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,09/07/2023,0002-00011154,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13482,Con culpas S.A.S.,CDLM 2,S B ( - S B,Contado,09/07/2023,0002-00011155,Recibo,3200,3200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13483,Con culpas S.A.S.,CDLM 2,I L ( - I L,Contado,09/07/2023,0002-00011153,Recibo,4400,4400,Empleado Eventual,Sueldos,Cerrado,PAGADA
13484,Con culpas S.A.S.,CDLM 2,M I ( - M I,Contado,09/07/2023,0002-00011152,Recibo,4400,4400,Empleado Eventual,Sueldos,Cerrado,PAGADA
13485,Con culpas S.A.S.,CDLM 6,I I L F ( - I I L F,Contado,09/07/2023,0006-00001688,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13486,Con culpas S.A.S.,CDLM 1,K P ( - K P 1,Contado,09/07/2023,0001-00007754,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13487,Con culpas S.A.S.,CDLM 1,L V M ( - L V M,Contado,09/07/2023,0001-00007755,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13488,Con culpas S.A.S.,CDLM 1,A A ( - A A 4,Contado,09/07/2023,0001-00007756,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13489,Con culpas S.A.S.,CDLM 1,D B ( - D B,Contado,09/07/2023,0001-00007757,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13490,Con culpas S.A.S.,CDLM 1,L B ( - L B,Contado,09/07/2023,0001-00007758,Recibo,3500,3500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13491,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,09/07/2023,0001-00007759,Recibo,2800,2800,Empleado Eventual,Sueldos,Cerrado,PAGADA
13492,Con culpas S.A.S.,CDLM 1,A P G ( - A P G,Contado,09/07/2023,0001-00007767,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13493,Con culpas S.A.S.,CDLM 4,B M ( - B M,Contado,09/07/2023,0004-00005363,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13494,Con culpas S.A.S.,CDLM 4,M E ( - M E,Contado,09/07/2023,0004-00005364,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13495,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,09/07/2023,0004-00005365,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13496,Con culpas S.A.S.,CDLM 4,A P ( - A P,Contado,09/07/2023,0004-00005366,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13497,Con culpas S.A.S.,CDLM 1,A 8 ( - S D T,Contado,09/07/2023,0001-00007768,Recibo,2500,2500,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
13498,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,09/07/2023,0006-00001687,Recibo,5400,5400,Almacen,Almacen,Cerrado,PAGADA
13499,Con culpas S.A.S.,CDLM 2,A S ( - G B,Cta Cte,09/07/2023,0082-00015330,Fact. A,"69323,89","69323,89",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
13500,Con culpas S.A.S.,CDLM 1,E A ( - E A,Contado,10/07/2023,0001-00017770,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13501,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,10/07/2023,0001-00017772,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13502,Con culpas S.A.S.,CDLM 1,C C ( - C C 1,Contado,10/07/2023,0001-00017773,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13503,Con culpas S.A.S.,CDLM 1,F A ( - F A 2,Contado,10/07/2023,0001-00007768,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13504,Con culpas S.A.S.,CDLM 2,M D G ( - M D G,Contado,10/07/2023,0003-10072023,Recibo,30850,30850,Verduleria,Frutas y Verduras,Cerrado,PAGADA
13505,Con culpas S.A.S.,CDLM 1,M C ( - M C,Contado,10/07/2023,0001-00017774,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13506,Con culpas S.A.S.,CDLM 4,M D G ( - M D G,Contado,10/07/2023,0004-10072023,Recibo,22450,22450,Verduleria,Frutas y Verduras,Cerrado,PAGADA
13507,Con culpas S.A.S.,CDLM 3,A J C ( - A J C,Contado,10/07/2023,0003-00010631,Recibo,2800,2800,Empleado Eventual,Sueldos,Cerrado,PAGADA
13508,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,10/07/2023,0003-00010630,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13509,Con culpas S.A.S.,CDLM 3,V S ( - V S,Contado,10/07/2023,0003-00010628,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13510,Con culpas S.A.S.,CDLM 5,M D G ( - M D G,Contado,10/07/2023,0005-10072023,Recibo,17000,17000,Verduleria,Frutas y Verduras,Cerrado,PAGADA
13511,Con culpas S.A.S.,CDLM 2,J P N ( - J P N,Contado,10/07/2023,0002-00011161,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13512,Con culpas S.A.S.,CDLM 1,B P ( - B P,Contado,10/07/2023,0001-00007768,Recibo,3500,3500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13513,Con culpas S.A.S.,CDLM 2,S A S ( - S A,Cta Cte,10/07/2023,0018-00002602,Fact. A,"1239189,53","1239189,53",Papas Congeladas,Almacen,Cerrado,PAGADA
13514,Con culpas S.A.S.,CDLM 4,O R D ( - O D,Cta Cte,10/07/2023,0166-00025453,Fact. A,"105044,74","105044,74",Almacen,Almacen,Cerrado,PAGADA
13515,Con culpas S.A.S.,CDLM 3,S O ( - S O,Contado,10/07/2023,0003-00010617,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13516,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,10/07/2023,0003-00010619,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13517,Con culpas S.A.S.,CDLM 3,I D ( - I D,Contado,10/07/2023,0003-00010620,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13518,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,10/07/2023,3645-00001131,Fact. A,"1436,07","1436,07",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13519,Con culpas S.A.S.,CDLM 3,L P ( - L P,Contado,10/07/2023,0003-00010621,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13520,Con culpas S.A.S.,CDLM 3,S O ( - S O 2,Contado,10/07/2023,0003-00010624,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13521,Con culpas S.A.S.,CDLM 3,J A C ( - J A C,Contado,10/07/2023,0003-00010623,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13522,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,10/07/2023,0003-00010618,Recibo,4000,4000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13523,Con culpas S.A.S.,CDLM 3,L A L ( - L A L,Contado,10/07/2023,0003-00010622,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13524,Con culpas S.A.S.,CDLM 6,B C I S ( - K,Cta Cte,10/07/2023,0002-00001321,Fact. A,"80626,66","80626,66",Bebidas,Bebidas,Cerrado,PAGADA
13525,Con culpas S.A.S.,CDLM 2,B C I S ( - K,Cta Cte,10/07/2023,0002-00001320,Fact. A,"161253,31","161253,31",Bebidas,Bebidas,Cerrado,PAGADA
13526,Con culpas S.A.S.,CDLM 2,M I ( - M I,Contado,10/07/2023,0002-00011162,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13527,Con culpas S.A.S.,CDLM 3,F A ( - F A,Contado,10/07/2023,0003-00010627,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13528,Con culpas S.A.S.,CDLM 3,J S V ( - J S V,Contado,10/07/2023,0003-00010625,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13529,Con culpas S.A.S.,CDLM 2,S B ( - S B,Contado,10/07/2023,0002-00011163,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13530,Con culpas S.A.S.,CDLM 3,L P ( - L P 1,Contado,10/07/2023,0003-00010626,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13531,Con culpas S.A.S.,CDLM 3,M G ( - M G 2,Contado,10/07/2023,0003-00010629,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13532,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,10/07/2023,0006-00001693,Recibo,3400,3400,Almacen,Almacen,Cerrado,PAGADA
13533,Con culpas S.A.S.,CDLM 6,C C C ( - L S,Contado,10/07/2023,0006-00001691,Recibo,18200,18200,Limpieza,Limpieza,Cerrado,PAGADA
13534,Con culpas S.A.S.,CDLM 6,I S ( - T,Contado,10/07/2023,0006-00001690,Recibo,3400,3400,Hielo,Bebidas,Cerrado,PAGADA
13535,Con culpas S.A.S.,CDLM 1,R F ( - R F,Contado,10/07/2023,0001-00007769,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13536,Con culpas S.A.S.,CDLM 6,M F R ( - J S,Contado,10/07/2023,0005-00000078,Fact. A,50600,50600,Bebidas sin Alcohol,Bebidas,Cerrado,PAGADA
13537,Con culpas S.A.S.,CDLM 2,J O ( - J O,Contado,10/07/2023,0002-00011156,Recibo,3700,3700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13538,Con culpas S.A.S.,CDLM 2,A C S ( - A C,Cta Cte,10/07/2023,0006-00052848,Fact. A,"119663,88","119663,88",Almacen,Almacen,Cerrado,PAGADA
13539,Con culpas S.A.S.,CDLM 2,L O C S ( - S G,Contado,10/07/2023,0003-00028519,Fact. A,"173968,12","173968,12",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
13540,Con culpas S.A.S.,CDLM 2,L O C S ( - S G,Contado,10/07/2023,0003-00028573,Fact. A,"122875,54","122875,54",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
13541,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,10/07/2023,0002-00011157,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13542,Con culpas S.A.S.,CDLM 1,E D ( - E D,Contado,10/07/2023,0001-00007767,Recibo,4500,4500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13543,Con culpas S.A.S.,CDLM 1,J O ( - J O 1,Contado,10/07/2023,0001-00007767,Recibo,4500,4500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13544,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,10/07/2023,0002-00011159,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13545,Con culpas S.A.S.,CDLM 1,R A S ( - R,Contado,10/07/2023,0002-00576130,Fact. A,"69337,58","69337,58",Apps,Apps,Cerrado,PAGADA
13546,Con culpas S.A.S.,CDLM 1,R A S ( - R,Contado,10/07/2023,0002-00576790,Fact. A,"1490,94","1490,94",Apps,Apps,Cerrado,PAGADA
13547,Con culpas S.A.S.,CDLM 2,"C D C F ( - M """,Contado,10/07/2023,0002-00011160,Recibo,1370,1370,Almacen,Almacen,Cerrado,PAGADA
13548,Con culpas S.A.S.,CDLM 2,C S ( - E / J / V,Contado,10/07/2023,9248-00001947,Fact. B,924,924,Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13549,Con culpas S.A.S.,CDLM 1,L B ( - L B,Contado,10/07/2023,0001-00007766,Recibo,3500,3500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13550,Con culpas S.A.S.,CDLM 1,J C C ( - J C,Contado,10/07/2023,0001-00007077,Ticket,3000,3000,Limpieza,Limpieza,Cerrado,PAGADA
13551,Con culpas S.A.S.,CDLM 5,B D ( - B D,Contado,10/07/2023,0011-00000523,Fact. A,1500,1500,Descartables,Descartables,Abierto,PAGADA
13552,Con culpas S.A.S.,CDLM 1,M D L C D M ( - M D L C D M,Contado,10/07/2023,2023-18310437,Fact. B,"87157,05","87157,05",Impuestos,Impuestos,Cerrado,PAGADA
13553,Con culpas S.A.S.,CDLM 1,D B ( - D B,Contado,10/07/2023,0001-00007765,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13554,Con culpas S.A.S.,CDLM 4,R F A ( - M M D N,Contado,10/07/2023,0004-00005368,Recibo,1500,1500,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
13555,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,10/07/2023,0001-00007764,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13556,Con culpas S.A.S.,CDLM 4,M M ( - M M 1,Contado,10/07/2023,0004-00005369,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13557,Con culpas S.A.S.,CDLM 2,I L ( - I L,Contado,10/07/2023,0002-00011156,Recibo,2300,2300,Empleado Eventual,Sueldos,Cerrado,PAGADA
13558,Con culpas S.A.S.,CDLM 1,A B S A ( - S A,Contado,10/07/2023,0008-00017227,Fact. A,"5000,01","5000,01",Combustible,Flete,Cerrado,PAGADA
13559,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,10/07/2023,0004-00005370,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13560,Con culpas S.A.S.,CDLM 1,A S ( - G B,Contado,10/07/2023,0015-00000860,Fact. B,"2317,38","2317,38",Carne,"Carne, Pollo y Pescado",Cerrado,PAGADA
13561,Con culpas S.A.S.,CDLM 1,B H ( - B H,Contado,10/07/2023,0001-00007763,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13562,Con culpas S.A.S.,CDLM 4,Y R ( - Y R 1,Contado,10/07/2023,0004-00005371,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13563,Con culpas S.A.S.,CDLM 6,B P A ( - A C D C,Contado,10/07/2023,0015-00002183,Fact. A,8120,8120,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
13564,Con culpas S.A.S.,CDLM 6,D L S ( - D L,Contado,10/07/2023,0003-00012812,Fact. A,"5098,26","5098,26",Bazar,Equipamiento,Cerrado,PAGADA
13565,Con culpas S.A.S.,CDLM 5,L O ( - L O,Contado,10/07/2023,0005-00000457,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13566,Con culpas S.A.S.,CDLM 5,A M ( - A M,Contado,10/07/2023,0005-00000458,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13567,Con culpas S.A.S.,CDLM 2,O R D ( - O D,Cta Cte,10/07/2023,0166-00025447,Fact. A,"121338,12","121338,12",Almacen,Almacen,Cerrado,PAGADA
13568,Con culpas S.A.S.,CDLM 1,L V M ( - L V M,Contado,10/07/2023,0001-00007762,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13569,Con culpas S.A.S.,CDLM 5,A C ( - A C,Contado,10/07/2023,0005-00000456,Recibo,2000,2000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
13570,Con culpas S.A.S.,CDLM 1,E C ( - E C,Contado,10/07/2023,0001-00007761,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13571,Con culpas S.A.S.,CDLM 1,K P ( - K P 1,Contado,10/07/2023,0001-00007760,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13572,Con culpas S.A.S.,CDLM 4,B M ( - B M,Contado,10/07/2023,0004-00005367,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13573,Con culpas S.A.S.,CDLM 5,C S ( - E / J / V,Contado,10/07/2023,2622-00001158,Fact. A,"1525,89","1525,89",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13574,Con culpas S.A.S.,CDLM 1,M D G ( - M D G,Contado,10/07/2023,0001-10072023,Recibo,62000,62000,Verduleria,Frutas y Verduras,Cerrado,PAGADA
13575,Con culpas S.A.S.,CDLM 3,M D G ( - M D G,Contado,10/07/2023,0002-10072023,Recibo,56350,56350,Verduleria,Frutas y Verduras,Cerrado,PAGADA
13576,Con culpas S.A.S.,CDLM 1,M R ( - M R,Contado,10/07/2023,0001-00017771,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13577,Con culpas S.A.S.,CDLM 1,M D L C D M ( - M D L C D M,Contado,10/07/2023,2023-18269352,Fact. B,44926,44926,Impuestos,Impuestos,Cerrado,PAGADA
13578,Con culpas S.A.S.,CDLM 1,M D L C D M ( - M D L C D M,Contado,10/07/2023,2023-18269351,Fact. B,44926,44926,Impuestos,Impuestos,Cerrado,PAGADA
13579,Con culpas S.A.S.,CDLM 1,M D L C D M ( - M D L C D M,Contado,10/07/2023,2023-18259689,Fact. B,31140,31140,Impuestos,Impuestos,Cerrado,PAGADA
13580,Con culpas S.A.S.,CDLM 1,M D L C D M ( - M D L C D M,Contado,10/07/2023,2023-18257748,Fact. B,1557,1557,Impuestos,Impuestos,Cerrado,PAGADA
13581,Con culpas S.A.S.,CDLM 4,F N M ( - F N M,Cta Cte,10/07/2023,0002-00002149,Fact. A,110400,110400,Alquiler,Alquiler y Expensas,Cerrado,PAGADA
13582,Con culpas S.A.S.,CDLM 6,S S ( - S S,Contado,10/07/2023,0006-00001689,Recibo,50000,50000,Sin Asignacion,Sin Grupo,Cerrado,PAGADA
13583,Con culpas S.A.S.,CDLM 3,J A C ( - J A C,Contado,10/07/2023,0003-00010616,Recibo,2800,2800,Empleado Eventual,Sueldos,Cerrado,PAGADA
13584,Con culpas S.A.S.,CDLM 3,R B T ( - R B T,Contado,10/07/2023,0003-00010615,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13585,Con culpas S.A.S.,CDLM 6,L L S ( - L B D J,Contado,10/07/2023,0050-00015624,Fact. A,"33676,69","33676,69",Quesos y Fiambres,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
13586,Con culpas S.A.S.,CDLM 3,A A ( - A A,Contado,10/07/2023,0003-00010614,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13587,Con culpas S.A.S.,CDLM 3,A J C ( - A J C,Contado,10/07/2023,0003-00010613,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13588,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,10/07/2023,0024-00000993,Fact. A,"4162,11","4162,11",Almacen,Almacen,Abierto,PAGADA
13589,Con culpas S.A.S.,CDLM 6,L S F S ( - L S F,Cta Cte,10/07/2023,0005-00008426,Fact. A,"162135,16","162135,16",Lacteos,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
13590,Con culpas S.A.S.,CDLM 2,L S F S ( - L S F,Cta Cte,10/07/2023,0005-00008425,Fact. A,"437560,81","437560,81",Lacteos,"Quesos, Fiambres y Lacteos",Cerrado,PAGADA
13591,Con culpas S.A.S.,CDLM 3,S O ( - S O 2,Contado,10/07/2023,0003-00010612,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13592,Con culpas S.A.S.,CDLM 3,L P ( - L P 1,Contado,10/07/2023,0003-00010611,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13593,Con culpas S.A.S.,CDLM 3,L P ( - L P,Contado,10/07/2023,0003-00010610,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13594,Con culpas S.A.S.,CDLM 3,F A ( - F A,Contado,10/07/2023,0003-00010609,Recibo,2800,2800,Empleado Eventual,Sueldos,Cerrado,PAGADA
13595,Con culpas S.A.S.,CDLM 3,F D A S ( - F D A,Contado,10/07/2023,0127-00000850,Fact. A,"4896,56","4896,56",Farmacia,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
13596,Con culpas S.A.S.,CDLM 3,C S ( - E / J / V,Contado,10/07/2023,3643-00001421,Fact. A,"1868,57","1868,57",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13597,Con culpas S.A.S.,CDLM 1,J O ( - J O 1,Contado,10/07/2023,0001-00007760,Recibo,4500,4500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13598,Con culpas S.A.S.,CDLM 2,E D S L P S ( - S - L P,Contado,10/07/2023,0012-00050513,Fact. A,"8000,01","8000,01",Combustible,Flete,Cerrado,PAGADA
13599,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,10/07/2023,0018-00004031,Fact. A,"2167,44","2167,44",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13600,Con culpas S.A.S.,CDLM 1,O R D ( - O D,Cta Cte,10/07/2023,0166-00025451,Fact. A,"115937,34","115937,34",Almacen,Almacen,Cerrado,PAGADA
13601,Con culpas S.A.S.,CDLM 4,L G F ( - T A 9,Contado,10/07/2023,0004-00005383,Recibo,1100,1100,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
13602,Con culpas S.A.S.,CDLM 1,D H E S ( - P Y,Cta Cte,10/07/2023,0002-02805603,Fact. A,"790971,89","790971,89",Apps,Apps,Cerrado,PAGADA
13603,Con culpas S.A.S.,CDLM 3,O M S ( - P,Cta Cte,10/07/2023,0005-00048920,Fact. A,"393530,26","393530,26",Alquiler,Alquiler y Expensas,Cerrado,PAGADA
13604,Con culpas S.A.S.,CDLM 6,A C S ( - A C,Cta Cte,11/07/2023,0007-00164280,Fact. A,"147278,26","147278,26",Almacen,Almacen,Cerrado,PAGADA
13605,Con culpas S.A.S.,CDLM 2,N S ( - N,Cta Cte,11/07/2023,0009-00006336,Fact. A,497917,497917,Aceite,Almacen,Cerrado,PAGADA
13606,Con culpas S.A.S.,CDLM 1,A 8 ( - S D T,Contado,11/07/2023,0001-00017776,Recibo,3030,3030,Viaticos,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
13607,Con culpas S.A.S.,CDLM 1,A B S A ( - S A,Contado,11/07/2023,0011-00006591,Fact. A,"4999,99","4999,99",Combustible,Flete,Cerrado,PAGADA
13608,Con culpas S.A.S.,CDLM 1,A R A ( - L B,Contado,11/07/2023,0001-00017782,Recibo,4000,4000,Libreria e Imprenta,"Libreria, Farmacia y Viaticos",Cerrado,PAGADA
13609,Con culpas S.A.S.,CDLM 3,A J C ( - A J C,Contado,11/07/2023,0003-00010635,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13610,Con culpas S.A.S.,CDLM 3,V S ( - V S,Contado,11/07/2023,0003-00010636,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13611,Con culpas S.A.S.,CDLM 1,D ( - E D S N A,Contado,11/07/2023,0013-00020733,Fact. A,"2999,96","2999,96",Combustible,Flete,Cerrado,PAGADA
13612,Con culpas S.A.S.,CDLM 3,L P ( - L P 1,Contado,11/07/2023,0003-00010637,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13613,Con culpas S.A.S.,CDLM 3,S O ( - S O,Contado,11/07/2023,0003-00010638,Recibo,4500,4500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13614,Con culpas S.A.S.,CDLM 1,A M L ( - L M A,Contado,11/07/2023,0001-00017781,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13615,Con culpas S.A.S.,CDLM 1,C I A U ( - C I A U,Contado,11/07/2023,0001-00017783,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13616,Con culpas S.A.S.,CDLM 2,A N ( - A N,Contado,11/07/2023,0002-00011164,Recibo,2500,2500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13617,Con culpas S.A.S.,CDLM 2,L A I ( - L A I,Contado,11/07/2023,0002-00011166,Recibo,2900,2900,Empleado Eventual,Sueldos,Cerrado,PAGADA
13618,Con culpas S.A.S.,CDLM 2,M I ( - M I,Contado,11/07/2023,0002-00011167,Recibo,2400,2400,Empleado Eventual,Sueldos,Cerrado,PAGADA
13619,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,11/07/2023,0002-00011168,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13620,Con culpas S.A.S.,CDLM 2,I A ( - I A,Contado,11/07/2023,0002-00011169,Recibo,6000,6000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13621,Con culpas S.A.S.,CDLM 5,J R ( - J R,Contado,11/07/2023,0005-00000460,Fact. C,12000,12000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
13622,Con culpas S.A.S.,CDLM 6,G S R ( - G S R,Contado,11/07/2023,0006-00002722,Fact. A,4200,4200,Aceite,Almacen,Cerrado,PAGADA
13623,Con culpas S.A.S.,CDLM 1,A C ( - A C,Contado,11/07/2023,0001-00017790,Recibo,2000,2000,Mantenimiento,Mantenimiento y Mejoras,Cerrado,PAGADA
13624,Con culpas S.A.S.,CDLM 2,S B ( - S B,Contado,11/07/2023,0002-00011170,Recibo,3500,3500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13625,Con culpas S.A.S.,CDLM 2,P F ( - P F,Contado,11/07/2023,0002-00011171,Recibo,2200,2200,Empleado Eventual,Sueldos,Cerrado,PAGADA
13626,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,11/07/2023,0015-00007892,Fact. A,"604,62","604,62",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13627,Con culpas S.A.S.,CDLM 1,S S ( - S A,Contado,11/07/2023,0015-00007893,Fact. A,"302,31","302,31",Kiosco y Supermercado,Almacen,Cerrado,PAGADA
13628,Con culpas S.A.S.,CDLM 2,A A ( - A A,Contado,11/07/2023,0002-00011172,Recibo,5500,5500,Empleado Eventual,Sueldos,Cerrado,PAGADA
13629,Con culpas S.A.S.,CDLM 4,Y R ( - Y R 1,Contado,11/07/2023,0004-00005376,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
13630,Con culpas S.A.S.,CDLM 6,S G ( - G S J S,Contado,11/07/2023,0006-00001696,Recibo,2300,2300,Almacen,Almacen,Cerrado,PAGADA
13631,Con culpas S.A.S.,CDLM 5,M L ( - M L,Contado,11/07/2023,0005-00000501,Recibo,3000,3000,Empleado Eventual,Sueldos,Cerrado,PAGADA
13632,Con culpas S.A.S.,CDLM 4,J G ( - J G,Contado,11/07/2023,0004-00005377,Recibo,2700,2700,Empleado Eventual,Sueldos,Cerrado,PAGADA
