Item,Date,Month,Year,Payment_method,Operation_number,,,Bill_number,Article,Description,Colour,Quantity,Price,Total,Shipping_income,Shipping_outcome,Comision,Extras,CMV,Net_gain,Shipping_method,Province,CP,Status
857,6/8/2023,8,2023,MP,200000363358653,,,1982,8500,Nordic candle,Natural,1,4990,4990,1660,1660,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1900,Paid
862,7/8/2023,8,2023,MP,200000363358330,,,1988,7797358,Game towel and cannon wipe,Lead,1,7990,7990,0,0,"2737,2","239,7",5746,"5013,1",Particular,Cordoba,5000,Extra by Cordoba taxes
867,7/8/2023,8,2023,MP,200000363358335,,,1992,8500,Nordic candle,Natural,1,4990,4990,0,0,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1669,Paid
861,7/8/2023,8,2023,MP,200000363358329,,,1986,7797358,Game towel and cannon wipe,Navy blue,1,7990,7990,0,0,"1368,6",0,5746,"6621,4",Particular,Caba,1431,Paid
863,7/8/2023,8,2023,MP,200000363358331,,,1989,7797358,Game towel and cannon wipe,Natural,2,7990,15980,0,0,"6258,4",0,11492,"9721,6",Particular,La Pampa,6300,Paid
873,8/8/2023,8,2023,MP,200000363358339,,,1998,5413,Container bag,Zorrito,1,5490,5490,650,650,"1018,6","92,12",2861,"4379,28",Particular,Entre Ríos,3100,Extra by Entre Rios taxes
874,8/8/2023,8,2023,MP,200000363358658,,,1999,1124T,2 Squares Tusor,Cigar,1,"33561,57","33561,57",0,"4649,99","4866,43","503,42",18748,"23541,73",Particular,Cordoba,5147,Extra by Cordoba taxes
865,8/8/2023,8,2023,MP,200000363358333,,,1990,8500,Nordic candle,Natural,1,4990,4990,0,0,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1838,Paid
868,8/8/2023,8,2023,MP,200000363358655,,,1993,1124T,2 Squares Tusor,Cigar,1,"33561,57","33561,57",0,"4649,99","4866,43",0,18748,"24045,15",Particular,Buenos Aires,2804,Paid
869,8/8/2023,8,2023,MP,200000363358337,,,1994,8500,Nordic candle,Natural,2,4990,9980,2200,2200,"1897,2",0,4816,"8082,8",Particular,Buenos Aires,7113,Paid
871,8/8/2023,8,2023,MP,200000363358657,,,1996,1124T,2 Squares Tusor,Lead,1,"33561,57","33561,57",0,"2567,49","4866,43",0,18748,"26127,65",Particular,Buenos Aires,8126,Paid
872,8/8/2023,8,2023,MP,200000363358338,,,1997,8500,Nordic candle,Natural,1,4990,4990,0,0,"948,6",0,2408,"4041,4",Particular,Buenos Aires,7414,Paid
864,8/8/2023,8,2023,MP,200000363358332,,,1989,7797358,Game towel and cannon wipe,Lead,2,7990,15980,0,0,0,0,11492,15980,Particular,La Pampa,6300,Paid
866,8/8/2023,8,2023,MP,200000363358334,,,1991,7797358,Game towel and cannon wipe,Lead,2,9390,18780,0,0,"3129,2","845,1",11492,"14805,7",Particular,Santa Fe,2300,Retention imposed by Santa Fe taxes
870,8/8/2023,8,2023,MP,200000363358656,,,1995,8500,Nordic candle,Natural,1,4990,4990,1900,1900,"948,6","288,72",2408,"3752,68",Particular,Santa Fe,3016,Retention imposed by Santa Fe taxes
875,9/8/2023,8,2023,MP,200000363358340,,,2000,8500,Nordic candle,Natural,2,4990,9980,1360,1360,"1897,2","170,17",4816,"7912,63",Particular,Cordoba,5986,Extra by Cordoba taxes
876,9/8/2023,8,2023,MP,200000363358341,,,2001,5413,Container bag,Reindeer,1,5490,5490,0,0,"2037,2",0,2861,"3452,8",Particular,Buenos Aires,1686,Paid
877,9/8/2023,8,2023,MP,200000363358342,,,2001,5413,Container bag,Winter bear,1,5490,5490,0,0,0,0,2861,5490,Particular,Buenos Aires,1686,Paid
878,9/8/2023,8,2023,MP,200000363358659,,,2002,8500,Nordic candle,Natural,1,4990,4990,1800,1800,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1755,Paid
882,9/8/2023,8,2023,EF,200000363358812,,,2264,3008,Pillow 45 * 45 with cord,Dancers,2,3400,6800,,,,,4462,6800,Withdrawal,Buenos Aires,1727,Varied
879,9/8/2023,8,2023,EF,200000363359012,,,2344,1014,Gabardina/Pique Square,Sea urchin,1,15600,15600,5100,,,,11019,20700,Withdrawal,Buenos Aires,1727,Varied
880,9/8/2023,8,2023,EF,200000363359014,,,2345,5565,Long spike bed footer,Lead,1,15700,15700,,,,,10252,15700,Withdrawal,Buenos Aires,1727,Varied
881,9/8/2023,8,2023,EF,200000363359016,,,2346,5565,Long spike bed footer,Natural,1,15700,15700,,,,,10252,15700,Withdrawal,Buenos Aires,1727,Varied
887,10/8/2023,8,2023,MP,200000363358661,,,2007,8500,Nordic candle,Natural,1,4990,4990,2800,2800,"948,6","116,55",2408,"3924,85",Particular,Mendoza,5539,Extra by Mendoza taxes
888,10/8/2023,8,2023,MP,200000363358662,,,2008,8500,Nordic candle,Natural,1,4990,4990,1800,1800,"948,6",0,2408,"4041,4",Particular,Caba,1043,Paid
886,10/8/2023,8,2023,MP,200000363358345,,,2006,8500,Nordic candle,Natural,1,4990,4990,1048,1048,"948,6",0,2408,"4041,4",Particular,Tucumán,4000,Paid
889,10/8/2023,8,2023,MP,200000363358346,,,2009,8500,Nordic candle,Natural,2,4990,9980,2700,2700,"1897,2","572,17",4816,"7510,63",Particular,Santa Fe,2206,Retention imposed by Santa Fe taxes
890,10/8/2023,8,2023,MP,200000363358347,,,2010,8500,Nordic candle,Natural,1,4990,4990,650,650,"948,6","224,55",2408,"3816,85",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
891,11/8/2023,8,2023,MP,200000363358348,,,2011,8500,Nordic candle,Natural,4,4990,19960,0,0,"3794,4",0,9632,"16165,6",Particular,Buenos Aires,1897,Paid
892,11/8/2023,8,2023,MP,200000363358663,,,2012,8500,Nordic candle,Natural,1,4990,4990,1700,1700,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1704,Paid
895,11/8/2023,8,2023,MP,200000363358350,,,2015,8500,Nordic candle,Natural,2,4990,9980,1200,1200,"1897,2",0,4816,"8082,8",Particular,Buenos Aires,1881,Paid
894,11/8/2023,8,2023,MP,200000363358349,,,2014,8500,Nordic candle,Natural,1,4990,4990,0,0,"948,6","74,85",2408,"3966,55",Particular,Chubut,9120,Paid
896,11/8/2023,8,2023,MP,200000363358351,,,2016,8500,Nordic candle,Natural,1,4990,4990,0,0,"948,6","224,55",2408,"3816,85",Particular,Formosa,3610,Retention imposed by Santa Fe taxes
893,11/8/2023,8,2023,MP,200000363358664,,,2013,8500,Nordic candle,Natural,1,4990,4990,1900,1900,"948,6","311,4",2408,3730,Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
897,12/8/2023,8,2023,MP,200000363358665,,,2017,8500,Nordic candle,Natural,1,4990,4990,2300,2300,"948,6",0,2408,"4041,4",Particular,Buenos Aires,7100,Paid
899,12/8/2023,8,2023,MP,200000363358354,,,2019,8500,Nordic candle,Natural,2,4990,9980,1700,1700,"1897,2",0,4816,"8082,8",Particular,Buenos Aires,1824,Paid
900,12/8/2023,8,2023,MP,200000363358666,,,2020,8500,Nordic candle,Natural,1,4990,4990,1800,1800,"948,6",0,2408,"4041,4",Particular,Caba,1408,Paid
898,12/8/2023,8,2023,MP,200000363358352,,,2018,8500,Nordic candle,Natural,1,4990,4990,0,0,"948,6","224,55",2408,"3816,85",Particular,Santa Fe,6009,Retention imposed by Santa Fe taxes
903,13/8/2023,8,2023,MP,200000363358357,,,2023,5413,Container bag,Winter bear,1,5490,5490,230,230,"1018,6","85,83",2861,"4385,57",Particular,Cordoba,2580,Extra by Cordoba taxes
901,13/8/2023,8,2023,MP,200000363358355,,,2021,8500,Nordic candle,Natural,2,4990,9980,2000,2000,"1897,2",0,4816,"8082,8",Particular,Buenos Aires,1888,Paid
902,13/8/2023,8,2023,MP,200000363358356,,,2022,8500,Nordic candle,Natural,1,4990,4990,300,300,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1744,Paid
908,14/8/2023,8,2023,MP,200000363358358,,,2028,8500,Nordic candle,Natural,2,5490,10980,1200,1200,"2037,2","182,4",4816,"8760,4",Particular,Misiones,3300,Extra by Misiones taxes
909,14/8/2023,8,2023,MP,200000363358359,,,2029,8500,Nordic candle,Natural,1,5490,5490,0,0,"1018,6","82,35",2408,"4389,05",Particular,Río Negro,8332,Extra by Rio Negro taxes
905,14/8/2023,8,2023,MP,200000363358668,,,2025,8500,Nordic candle,Natural,1,4990,4990,1650,1650,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1834,Paid
906,14/8/2023,8,2023,MP,200000363358669,,,2026,5413,Container bag,Zorrito,1,5490,5490,1500,1500,"1018,6",0,2861,"4471,4",Particular,Buenos Aires,1754,Paid
911,14/8/2023,8,2023,MP,200000363358671,,,2031,8500,Nordic candle,Natural,1,5490,5490,1700,1700,"1018,6",0,2408,"4471,4",Particular,Buenos Aires,1881,Paid
907,14/8/2023,8,2023,MP,200000363358670,,,2027,8500,Nordic candle,Natural,1,4990,4990,1650,1650,"948,6",0,2408,"4041,4",Particular,Caba,1237,Paid
912,14/8/2023,8,2023,MP,200000363358362,,,2032,8500,Nordic candle,Natural,2,5490,10980,0,0,"2037,2",0,4816,"8942,8",Particular,Caba,1107,Paid
904,14/8/2023,8,2023,MP,200000363358667,,,2024,8500,Nordic candle,Natural,1,4990,4990,1400,1400,"948,6",0,2408,"4041,4",Particular,Chubut,9001,Paid
925,15/8/2023,8,2023,MP,200000363358370,,,2042,8500,Nordic candle,Natural,1,5890,5890,0,0,"1074,6","88,35",2408,"4727,05",Particular,Cordoba,5001,Extra by Cordoba taxes
910,15/8/2023,8,2023,MP,200000363358361,,,2030,1124T,2 Squares Tusor,Lead,1,"33561,57","33561,57",0,"2567,49","4866,43",0,18748,"26127,65",Particular,Buenos Aires,1640,Paid
913,15/8/2023,8,2023,MP,200000363358360,,,2033,8500,Nordic candle,Natural,2,5490,10980,1150,1150,"2037,2",0,4816,"8942,8",Particular,Buenos Aires,1900,Paid
914,15/8/2023,8,2023,MP,200000363358363,,,2034,8500,Nordic candle,Natural,4,5490,21960,0,0,"4074,4",0,9632,"17885,6",Particular,Buenos Aires,7000,Paid
915,15/8/2023,8,2023,MP,200000363358364,,,2035,8500,Nordic candle,Natural,2,5490,10980,630,630,"2037,2",0,4816,"8942,8",Particular,Buenos Aires,1437,Paid
916,15/8/2023,8,2023,MP,200000363359017,,,2036,1014T,Plain Plaza Tusor,Petroleum,1,20000,20000,0,"1482,79",1448,0,12105,"17069,21",Mail,Buenos Aires,7500,Paid
917,15/8/2023,8,2023,MP,200000363359019,,,2036,2000,Plaza sheets,Dream Catcher,1,15000,15000,0,0,0,0,8776,15000,Mail,Buenos Aires,7500,Paid
918,15/8/2023,8,2023,MP,200000363359021,,,2036,3110T,Case 55 * 80 tusor,Gray Raya,1,5000,5000,0,0,0,0,2731,5000,Mail,Buenos Aires,7500,Paid
919,15/8/2023,8,2023,MP,200000363358365,,,2037,8500,Nordic candle,Natural,1,5490,5490,0,0,"1018,6",0,2408,"4471,4",Particular,Buenos Aires,1804,Paid
921,15/8/2023,8,2023,MP,200000363358367,,,2039,7797358,Game towel and cannon wipe,White,1,9390,9390,0,0,"3129,2",0,5746,"6260,8",Particular,Buenos Aires,6346,Paid
922,15/8/2023,8,2023,MP,200000363358368,,,2039,7797358,Game towel and cannon wipe,Natural,1,9390,9390,0,0,0,0,5746,9390,Particular,Buenos Aires,6346,Paid
926,15/8/2023,8,2023,MP,200000363358371,,,2043,1015,Cover Plaza Gabardina/Pique,Dino,1,6990,6990,1000,1000,"2527,1",0,3900,"4462,9",Particular,Buenos Aires,1714,Paid
927,15/8/2023,8,2023,MP,200000363358372,,,2043,1015,Cover Plaza Gabardina/Pique,Celeste animals,1,6990,6990,0,0,0,0,3900,6990,Particular,Buenos Aires,1714,Paid
929,15/8/2023,8,2023,MP,200000363358373,,,2045,8500,Nordic candle,Natural,2,5890,11780,0,0,"2149,2",0,4816,"9630,8",Particular,Buenos Aires,1870,Paid
920,15/8/2023,8,2023,MP,200000363358366,,,2038,7797358,Game towel and cannon wipe,Navy blue,4,9390,37560,0,0,"6258,4",0,22984,"31301,6",Particular,Caba,1066,Paid
923,15/8/2023,8,2023,MP,200000363358672,,,2040,8500,Nordic candle,Natural,1,5890,5890,1800,1800,"1074,6",0,2408,"4815,4",Particular,Caba,1414,Paid
924,15/8/2023,8,2023,MP,200000363358369,,,2041,8500,Nordic candle,Natural,2,5890,11780,550,550,"2149,2",0,4816,"9630,8",Particular,Caba,1424,Paid
928,15/8/2023,8,2023,MP,200000363358673,,,2044,5413,Container bag,Zorrito,1,5490,5490,1600,1600,"1018,6",0,2861,"4471,4",Particular,Caba,1050,Paid
934,16/8/2023,8,2023,MP,200000363358378,,,2049,8500,Nordic candle,Natural,3,5890,17670,0,0,"3223,8","265,05",8256,"14181,15",Particular,Entre Ríos,2840,Extra by Entre Rios taxes
943,16/8/2023,8,2023,MP,200000363358386,,,2054,8500,Nordic candle,Natural,2,5890,11780,0,0,"2149,2","176,7",5504,"9454,1",Particular,Cordoba,5101,Extra by Cordoba taxes
930,16/8/2023,8,2023,MP,200000363358374,,,2046,8500,Nordic candle,Natural,2,5890,11780,1050,1050,"2149,2",0,4816,"9630,8",Particular,Buenos Aires,8000,Paid
933,16/8/2023,8,2023,MP,200000363358377,,,2048,8500,Nordic candle,Natural,1,5890,5890,0,0,"1074,6",0,2752,"4815,4",Particular,Buenos Aires,1625,Paid
935,16/8/2023,8,2023,MP,200000363358379,,,2050,5413,Container bag,Winter bear,1,5490,5490,0,0,"4074,4",0,3347,"1415,6",Particular,Buenos Aires,1704,Paid
936,16/8/2023,8,2023,MP,200000363358380,,,2050,5413,Container bag,Reindeer,1,5490,5490,0,0,0,0,3347,5490,Particular,Buenos Aires,1704,Paid
937,16/8/2023,8,2023,MP,200000363358381,,,2050,5413,Container bag,Nordic rabbit,1,5490,5490,0,0,0,0,3347,5490,Particular,Buenos Aires,1704,Paid
938,16/8/2023,8,2023,MP,200000363358382,,,2050,5413,Container bag,Zorrito,1,5490,5490,0,0,0,0,3347,5490,Particular,Buenos Aires,1704,Paid
940,16/8/2023,8,2023,MP,200000363358383,,,2052,8500,Nordic candle,Natural,1,5890,5890,2200,2200,"1074,6",0,2752,"4815,4",Particular,Buenos Aires,1900,Paid
941,16/8/2023,8,2023,MP,200000363358384,,,2053,7797358,Game towel and cannon wipe,Navy blue,1,9390,9390,0,0,7823,0,5746,1567,Particular,Buenos Aires,7220,Paid
942,16/8/2023,8,2023,MP,200000363358385,,,2053,7797358,Game towel and cannon wipe,White,4,9390,37560,0,0,0,0,22984,37560,Particular,Buenos Aires,7220,Paid
944,16/8/2023,8,2023,MP,200000363358675,,,2055,8500,Nordic candle,Natural,1,5890,5890,2200,2200,"1074,6",0,2752,"4815,4",Particular,Buenos Aires,2700,Paid
932,16/8/2023,8,2023,MP,200000363358375,,,2047,1124M,2 -seat microfiber padded,Mallow,1,11990,11990,0,"6015,99","579,12",0,4000,"5394,89",Particular,Caba,1424,Paid
931,16/8/2023,8,2023,MP,200000363358376,,,2047,8500,Nordic candle,Natural,1,5390,5390,2100,2100,"260,34",0,2408,"5129,66",Particular,Caba,1424,Paid
939,16/8/2023,8,2023,MP,200000363358674,,,2051,8500,Nordic candle,Natural,1,5890,5890,1600,1600,"1074,6",0,2752,"4815,4",Particular,Caba,1207,Paid
945,17/8/2023,8,2023,MP,200000363358387,,,2056,7797358,Game towel and cannon wipe,Natural,2,9390,18780,2250,2250,"3129,2","315,55",11492,"15335,25",Particular,Buenos Aires,1661,Extra by Rio Negro taxes
946,17/8/2023,8,2023,MP,200000363358388,,,2057,8500,Nordic candle,Natural,2,6390,12780,600,600,"2289,2",0,5504,"10490,8",Particular,Buenos Aires,7130,Paid
947,17/8/2023,8,2023,MP,200000363358676,,,2058,7797358,Game towel and cannon wipe,White,1,12490,12490,0,"1432,49","1748,6",0,5746,"9308,91",Particular,Caba,1406,Paid
951,18/8/2023,8,2023,MP,200000363358391,,,2062,8500,Nordic candle,Natural,2,6390,12780,0,0,"2289,2","191,7",5504,"10299,1",Particular,Mendoza,5500,Extra by Mendoza taxes
949,18/8/2023,8,2023,MP,200000363358677,,,2060,8500,Nordic candle,Natural,1,6390,6390,1400,1400,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1611,Paid
948,18/8/2023,8,2023,MP,200000363358389,,,2059,8500,Nordic candle,Natural,1,6390,6390,0,0,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1722,Paid
950,18/8/2023,8,2023,MP,200000363358390,,,2061,8500,Nordic candle,Natural,1,6390,6390,0,0,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1824,Paid
952,19/8/2023,8,2023,MP,200000363358392,,,2063,8500,Nordic candle,Natural,2,6390,12780,600,600,"2289,2","200,5",5504,"10290,3",Particular,Cordoba,5000,Extra by Cordoba taxes
953,19/8/2023,8,2023,MP,200000363358678,,,2064,8500,Nordic candle,Natural,1,6390,6390,1300,1300,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1617,Paid
954,20/8/2023,8,2023,MP,200000363358393,,,2065,8500,Nordic candle,Natural,2,6390,12780,600,600,"2289,2","575,1",5504,"9915,7",Particular,Santa Fe,2002,Retention imposed by Santa Fe taxes
955,21/8/2023,8,2023,MP,200000363358395,,,2066,8500,Nordic candle,Natural,2,6390,12780,900,900,"2289,2",0,5504,"10490,8",Particular,Buenos Aires,7163,Paid
961,22/8/2023,8,2023,MP,200000363358397,,,2072,8500,Nordic candle,Natural,1,6390,6390,400,400,"1144,6","101,53",2752,"5143,87",Particular,Neuquén,8407,Extra by Neuquen taxes
958,22/8/2023,8,2023,MP,200000363358681,,,2069,8500,Nordic candle,Natural,1,6390,6390,1500,1500,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1744,Paid
957,22/8/2023,8,2023,MP,200000363358680,,,2068,8500,Nordic candle,Natural,1,6390,6390,1500,1500,"1144,6",0,2752,"5245,4",Particular,Caba,1014,Paid
959,22/8/2023,8,2023,MP,200000363358682,,,2070,5413,Container bag,Zorrito,1,6490,6490,1100,1100,"1158,6",0,3347,"5331,4",Particular,Caba,1417,Paid
960,22/8/2023,8,2023,MP,200000363358683,,,2071,8500,Nordic candle,Natural,1,6390,6390,1400,1400,"1144,6",0,2752,"5245,4",Particular,Caba,1182,Paid
956,22/8/2023,8,2023,MP,200000363358679,,,2067,8500,Nordic candle,Natural,1,6390,6390,1700,1700,"1144,6",0,2752,"5245,4",Particular,Entre Ríos,3100,Retention imposed by Santa Fe taxes
964,23/8/2023,8,2023,MP,200000363358686,,,2075,8500,Nordic candle,Natural,1,6390,6390,1900,1900,"1144,6","124,8",2752,"5120,6",Particular,Cordoba,5003,Extra by Cordoba taxes
963,23/8/2023,8,2023,MP,200000363358685,,,2074,8500,Nordic candle,Natural,1,6390,6390,2800,2800,"1144,6","137,55",2752,"5107,85",Particular,Mendoza,5500,Extra by Mendoza taxes
962,23/8/2023,8,2023,MP,200000363358684,,,2073,8500,Nordic candle,Natural,1,6390,6390,1700,1700,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1872,Paid
965,23/8/2023,8,2023,MP,200000363358399,,,2076,8500,Nordic candle,Natural,1,6390,6390,0,0,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1900,Paid
966,23/8/2023,8,2023,MP,200000363358400,,,2077,8500,Nordic candle,Natural,2,6390,12780,0,0,"2289,2",0,5504,"10490,8",Particular,Caba,1127,Paid
967,23/8/2023,8,2023,MP,200000363358687,,,2078,8500,Nordic candle,Natural,1,6390,6390,1700,1700,"1144,6",0,2752,"5245,4",Particular,Caba,1414,Paid
968,24/8/2023,8,2023,MP,200000363358401,,,2079,8500,Nordic candle,Natural,2,6390,12780,950,950,"2289,2","206,05",5504,"10284,75",Particular,Cordoba,2670,Extra by Cordoba taxes
970,24/8/2023,8,2023,MP,200000363358403,,,2081,8500,Nordic candle,Natural,1,6390,6390,0,0,"1144,6",0,2752,"5245,4",Particular,Caba,1427,Paid
969,24/8/2023,8,2023,MP,200000363358402,,,2080,8500,Nordic candle,Natural,2,6390,12780,950,950,"2289,2","575,1",5504,"9915,7",Particular,Santa Fe,3016,Retention imposed by Santa Fe taxes
976,25/8/2023,8,2023,MP,200000363358689,,,2087,8500,Nordic candle,Natural,1,6390,6390,2200,2200,"1144,6","127,72",2752,"5117,68",Particular,Santa Fe,2300,Extra by Mendoza taxes
972,25/8/2023,8,2023,MP,200000363358405,,,2083,8500,Nordic candle,Natural,5,6390,31950,0,0,5723,0,13760,26227,Particular,Buenos Aires,1629,Paid
974,25/8/2023,8,2023,MP,200000363358407,,,2085,8500,Nordic candle,Natural,1,6390,6390,0,0,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1642,Paid
977,25/8/2023,8,2023,MP,200000363358690,,,2088,8500,Nordic candle,Natural,1,6390,6390,1500,1500,"1144,6",0,2752,"5245,4",Particular,Buenos Aires,1834,Paid
973,25/8/2023,8,2023,MP,200000363358406,,,2084,8500,Nordic candle,Natural,2,6390,12780,450,450,"2289,2",0,5504,"10490,8",Particular,Caba,1431,Paid
975,25/8/2023,8,2023,MP,200000363358688,,,2086,8500,Nordic candle,Natural,1,6390,6390,1800,1800,"1144,6",0,2752,"5245,4",Particular,Caba,1173,Paid
971,25/8/2023,8,2023,MP,200000363358404,,,2082,8500,Nordic candle,Natural,2,6390,12780,2000,2000,"2289,2",0,5504,"10490,8",Particular,La Pampa,6300,Paid
978,27/8/2023,8,2023,MP,200000363358691,,,1987,8500,Nordic candle,Natural,1,6390,6390,1500,1500,"1144,6",0,2752,"5245,4",Particular,Caba,1100,Paid
980,27/8/2023,8,2023,MP,200000363358408,,,2090,7797358,Game towel and cannon wipe,Natural,4,12490,49960,0,"14954,95",17486,0,22984,"17519,05",Particular,Caba,1113,Paid
981,27/8/2023,8,2023,MP,200000363358409,,,2090,7797358,Game towel and cannon wipe,White,6,12490,74940,0,0,0,0,34476,74940,Particular,Caba,1113,Paid
982,27/8/2023,8,2023,MP,200000363358693,,,2091,8500,Nordic candle,Natural,1,6390,6390,1600,1600,"1144,6",0,2752,"5245,4",Particular,Caba,1182,Paid
979,27/8/2023,8,2023,MP,200000363358692,,,2089,8500,Nordic candle,Natural,1,6390,6390,3700,3700,"1144,6","149,4",2752,5096,Particular,Jujuy,4600,Paid
983,28/8/2023,8,2023,MP,200000363358410,,,2092,8500,Nordic candle,Natural,2,6390,12780,850,850,"2289,2","204,36",5504,"10286,44",Particular,Cordoba,5003,Extra by Cordoba taxes
984,28/8/2023,8,2023,MP,200000363358411,,,2093,5413,Container bag,Reindeer,1,6490,6490,630,630,"2317,2",0,3347,"4172,8",Particular,Buenos Aires,7107,Paid
985,28/8/2023,8,2023,MP,200000363358412,,,2093,5413,Container bag,Nordic rabbit,1,6490,6490,0,0,0,0,3347,6490,Particular,Buenos Aires,7107,Paid
986,29/8/2023,8,2023,MP,200000363358413,,,2094,5413,Container bag,Reindeer,2,6490,12980,0,0,"2317,2",0,6694,"10662,8",Particular,Buenos Aires,1638,Paid
987,1/9/2023,9,2023,MP,200000363358694,,,2095,7797358,Game towel and cannon wipe,White,1,12490,12490,0,"1432,49","1748,6",0,5746,"9308,91",Particular,Caba,1425,Paid
988,2/9/2023,9,2023,MP,200000363358695,,,2096,5413,Container bag,Nordic rabbit,1,6490,6490,1700,1700,"1158,6","368,77",3347,"4962,63",Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
989,5/9/2023,9,2023,MP,200000363358416,,,2097,5413,Container bag,Winter bear,1,6490,6490,0,0,"2317,2","194,7",3347,"3978,1",Particular,Cordoba,2434,Extra by Cordoba taxes
990,5/9/2023,9,2023,MP,200000363358417,,,2097,5413,Container bag,Reindeer,1,6490,6490,0,0,0,0,3347,6490,Particular,Cordoba,2434,Paid
991,6/9/2023,9,2023,MP,200000363358418,,,2098,7797358,Game towel and cannon wipe,Navy blue,3,12490,37470,0,"4576,49","5245,8",0,17238,"27647,71",Particular,Caba,1107,Paid
884,9/9/2023,9,2023,MP,200000363358660,,,2004,8500,Nordic candle,Natural,1,4990,4990,1500,1500,"948,6",0,2408,"4041,4",Particular,Buenos Aires,1742,Paid
883,9/9/2023,9,2023,MP,200000363358343,,,2003,8500,Nordic candle,Natural,3,4990,14970,0,0,"2845,8",0,7224,"12124,2",Particular,Caba,1414,Paid
885,9/9/2023,9,2023,MP,200000363358344,,,2005,8500,Nordic candle,Natural,1,4990,4990,0,0,"948,6",0,2408,"4041,4",Particular,Caba,1242,Paid
994,11/9/2023,9,2023,MP,200000363358419,,,2100,5413,Container bag,Nordic rabbit,2,6490,12980,0,0,"2317,2",0,7364,"10662,8",Particular,Buenos Aires,6050,Paid
992,13/9/2023,9,2023,TR,200000363358813,,,2099,1124T,2 Squares Tusor,Natural,1,35300,35300,1500,"1835,49",0,0,21935,"34964,51",Mail,Buenos Aires,1896,Already payment - in stock
993,19/9/2023,9,2023,EF,200000363359018,,,2346,7797358,Game towel and cannon wipe,Navy blue,1,10000,10000,,,,,7578,10000,Mail,Buenos Aires,1727,Varied
995,20/9/2023,9,2023,MP,200000363358696,,,2101,8500,Nordic candle,Natural,1,7190,7190,2900,2900,"1256,6","151,35",3800,"5782,05",Particular,Mendoza,5561,Extra by Mendoza taxes
997,21/9/2023,9,2023,MP,200000363358423,,,2103,7797358,Game towel and cannon wipe,White,1,12490,12490,0,"1432,49","1144,6","187,35",7578,"9725,56",Particular,Buenos Aires,8000,Extra by Salta taxes
996,21/9/2023,9,2023,MP,200000363358422,,,2102,8500,Nordic candle,Natural,2,7190,14380,0,0,"2513,2",0,7600,"11866,8",Particular,Caba,1023,Paid
998,22/9/2023,9,2023,MP,200000363358697,,,2104,5413,Container bag,Reindeer,1,7190,7190,1300,1300,"1298,6",0,3682,"5891,4",Particular,Caba,1425,Paid
999,23/9/2023,9,2023,MP,200000363358698,,,2105,5413,Container bag,Winter bear,1,7190,7190,1300,1300,"1298,6",0,3682,"5891,4",Particular,Caba,1425,Paid
1001,25/9/2023,9,2023,MP,200000363358424,,,2106,8500,Nordic candle,Natural,2,6471,12942,1400,1400,"2411,88","215,14",7600,"10314,98",Particular,Cordoba,5800,Extra by Cordoba taxes
1000,25/9/2023,9,2023,MP,200000363358699,,,2105,8500,Nordic candle,Natural,1,6471,6471,2750,2750,"1205,94",0,3800,"5265,06",Particular,Buenos Aires,2740,Paid
1003,26/9/2023,9,2023,MP,200000363358426,,,2108,8500,Nordic candle,Natural,1,6471,6471,0,0,"1205,94","97,07",3800,"5167,99",Particular,Cordoba,5000,Extra by Cordoba taxes
1002,26/9/2023,9,2023,MP,200000363358425,,,2107,7797358,Game towel and cannon wipe,White,6,12490,74940,0,"10529,97","10491,6","1124,1",45468,"52794,33",Particular,Tucumán,4000,Paid
1004,27/9/2023,9,2023,MP,200000363358700,,,2109,8500,Nordic candle,Natural,1,6471,6471,2259,2259,"1205,94",0,3800,"5265,06",Particular,Buenos Aires,1875,Paid
1006,28/9/2023,9,2023,MP,200000363358427,,,2111,5413,Container bag,Reindeer,1,"7115,5","7115,5",900,900,"2592,34",0,3682,"4523,16",Particular,Buenos Aires,1900,Paid
1007,28/9/2023,9,2023,MP,200000363358428,,,2111,5413,Container bag,Nordic rabbit,1,"7115,5","7115,5",0,0,0,0,3682,"7115,5",Particular,Buenos Aires,1900,Paid
1005,28/9/2023,9,2023,MP,200000363358701,,,2110,8500,Nordic candle,Natural,1,6471,6471,2080,2080,"1205,94",0,3800,"5265,06",Particular,Caba,1055,Paid
1009,29/9/2023,9,2023,MP,200000363358430,,,2113,8500,Nordic candle,Natural,1,6471,6471,0,0,"1205,94","97,07",3800,"5167,99",Particular,Cordoba,5000,Extra by Cordoba taxes
