Shop,Supplier,Date,Invoice Number,Supply,Quantity,Unit Price,Price,Tag
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),12/07/2023,0010-00000484,FLAUTON CDMAS,16,7521,"145606,56",Panaderia
CDLM 2,Angulo Agropecuaria E Inmobiliaria S.A. (2127 - ANGULO),12/07/2023,0015-00016882,BIDON ACE GIRASOL OLEICO X5 L,20,"3595,04","80039,97056",Almacen
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),12/07/2023,0010-00000484,FLAUTITA RUSTICA 90GRS 8KGS,20,6548,"158461,6",Panaderia
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),12/07/2023,0010-00000484,PAN LOMITO FRANCES 170GRS 20 UNID.,4,3487,"16877,08",Panaderia
CDLM 2,Bracco Cristian Osvaldo (2322 - ICE DREAM),12/07/2023,0010-00000484,PAN DE HAMB. CLASICA CHICA VEGGIE 85GRS 55 UNID.,1,7600,9196,Panaderia
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001215,MEDALLON DE TERNERA,6,"9068,87","65839,9962",Carne
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001215,BASTONES DE MOZZARELLA,5,"10681,57","64623,4985",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001215,LARGE TERNERA,10,"24255,38","293490,098",Carne
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001215,MIX DE POLLO,10,"4925,14","59594,194",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001215,NUGGTS DE CERDO,10,"1060,45","12831,445",Empanados
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001215,LOGISTICA,1,"31851,98","38540,8958",Flete
CDLM 6,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001215,MEDALLON DE POLLO,6,"7058,56","51245,1456",Empanados
CDLM 6,Joel S.R.L. (2398 - JOEL),12/07/2023,0006-00423518,PEPSI CAN  4X6 354NF,4,"3457,4896","16734,249664",Bebidas sin Alcohol
CDLM 6,Joel S.R.L. (2398 - JOEL),12/07/2023,0006-00423518,PDTOROS  POM CAN 4X6 269,3,"3531,4586","12819,194718",Bebidas
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),12/07/2023,0003-00028646,LECHE DESCR MILKAUT,24,"279,99","8130,9096",Quesos y Fiambres
CDLM 1,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),12/07/2023,0002-00003938,SALSA DE CARAMELO,1,"508,64","615,4544",Postres
CDLM 1,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),12/07/2023,0002-00003938,BG-BQ H. AMERICANA X 5 LTS,1,"6037,02","7304,7942",Almacen
CDLM 1,Gra-Me Srl (1838 - GRA-ME SRL),12/07/2023,0049-00000835,HUEVOS PACK B1 (15),10,"6859,5","82999,95",Almacen
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,MEDIUM TERNERA,45,"20719,53","1128178,4085",Carne
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,AROS DE CEBOLLA  MC-CAIN,5,14157,"85649,85",Empanados
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),12/07/2023,0003-00028646,PANCETA AHUMADA GRAS 2K,"32,7","1844,56","72983,70552",Quesos y Fiambres
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,BASTONES DE MOZZARELLA,14,"10681,57","180945,7958",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,MEDALLON DE TERNERA,14,"9068,87","153626,6578",Carne
CDLM 6,Joel S.R.L. (2398 - JOEL),12/07/2023,0006-00423519,QUILMES 4X6 LAT 473,1,"5471,876","6620,96996",Bebidas
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,MIX DE POLLO,15,"4925,14","89391,291",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,MEDIUM POLLO,10,"17837,65","215835,565",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,NUGGTS DE CERDO,15,"1060,45","19247,1675",Empanados
CDLM 1,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),12/07/2023,0002-00003938,SALSA DULCE DE LECHE,1,"626,01","757,4721",Postres
CDLM 1,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),12/07/2023,0006-00052899,SERV. PAPEL 33 X 33 *CLUB MILANESA* X 2000 (UNI),5,"12024,77","66929,86982",Limpieza
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,LOGISTICA,1,"137998,17","166977,7857",Flete
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),12/07/2023,0003-00028646,FIAMBRE PATA - MED GRAS,"33,32","1278,92","51562,473424",Lacteos
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),12/07/2023,0003-00028646,AROS DE CEBOLLA X 1 KG,20,"2009,04","48618,768",Almacen
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),12/07/2023,0003-00028646,PROVOLONE PARRILERO - MANJAR,"8,01","2411,49","23372,402229",Lacteos
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,PECHUGUITAS CRISPY,15,"8560,21","155367,8115",Carne
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,LARGE TERNERA,35,"24255,38","1027215,343",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,MEDALLON DE ARVEJA NOT,1,"15889,56","19226,3676",Empanados
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,TRIANGULITOS DE PROVOLONE,10,"11124,69","134608,749",Empanados
CDLM 2,Red Deer S.R.L. (2018 - FIAMBRES LUVIANKA),12/07/2023,0002-00069261,FIAMBRE DE PALETA 295 RECTANGULAR 295,302,"938,3636","342896,826712",Quesos y Fiambres
CDLM 2,Red Deer S.R.L. (2018 - FIAMBRES LUVIANKA),12/07/2023,0002-00069261,PANCETA AHUMADA LUVIANKA,"331,4","1829,686","697008,4524898",Quesos y Fiambres
CDLM 6,Joel S.R.L. (2398 - JOEL),12/07/2023,0006-00423519,NACHOS MACRITAS STYLE X15 250GR,1,"11125,0086","13461,260406",Almacen
CDLM 6,Representaciones Comerciales Abdala Luis Jose S.A (0286 - LUIS JOSE ABDALA),12/07/2023,0004-00162396,M.C. FLAUTITA X 129 U,6,"8455,24","56058,2412",Almacen
CDLM 1,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),12/07/2023,0006-00052899,PALITO DE MADERA P/CATERING C/AGARRE *15CM* PAQUETE X 200,1,"2697,73","3264,2533",Bazar
CDLM 1,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0035-00000002,CONVERGENCIA DIGITAL,1,"385002,27","465852,7467",Equipamiento
CDLM 2,Tronador Sociedad Anonima Comercial (1861 - RAPANUI),12/07/2023,0124-00052491,FRANUI LECHE,10,"19528,93","236300,053",Postres
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,MEDALLON DE POLLO,10,"7058,56","85408,576",Empanados
CDLM 6,Red Deer S.R.L. (2018 - FIAMBRES LUVIANKA),12/07/2023,0002-00069262,PANCETA AHUMADA LUVIANKA,"167,6","1829,686","352500,3519532",Quesos y Fiambres
CDLM 6,Red Deer S.R.L. (2018 - FIAMBRES LUVIANKA),12/07/2023,0002-00069262,FIAMBRE DE PALETA 295 RECTANGULAR 295,"164,8","938,3636","187117,2087488",Quesos y Fiambres
CDLM 1,Arnaldo Chapini S.R.L. (0243 - ARNALDO CHAPINI),12/07/2023,0006-00052899,ALCOHOL 70% BIDON X 5 (LT),4,"2268,95","10103,18056",Bazar
CDLM 2,Mapuesa S.R.L. (1843 - EL CLUB DE LA MILANESA),12/07/2023,0009-00001193,MIX DE TERNERA,15,"8798,05","159684,6075",Empanados
CDLM 2,Avicola Lujan De Cuyo (1820 - AVICOLA LUJAN DE CUYO),13/07/2023,0110-00005285,SUPREMA,"15,6","1327,43","22882,23834",Pollo
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015757,QUESO CREM MILK BOLS,1,"4256,19","4995,490203",Quesos y Fiambres
CDLM 1,Fss S.A. (0953 - EL CLUB DE LA MILANESA),13/07/2023,0004-00000001,TINY DESK,1,89375,"108143,75",Servicios
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015757,BOLSA EMP X1,1,"8,264","9,6994568",Quesos y Fiambres
CDLM 2,Simplot Argentina S.R.L. (1885 - SIMPLOT ARGENTINA),13/07/2023,0018-00002608,PAPAS SIMPLOT EXTRA CRUNCH TRADICIONAL 6 UN X 2.5KG,60,"8257,3","599479,98",Almacen
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - EMBUTIDOS - LA EMBAJADA - MORCILLA VALENCIANA - (AL VACÍO ),"3,62","644,54","2823,214108",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - CERDO - LA EMBAJADA - COSTILLA IMPERIAL DE CERDO - (AL VACÍO ),"1,44","1242,35","1976,82732",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - CERDO - LA EMBAJADA - COSTELETA DE CERDO - (AL VACÍO ),3,"1051,22","3484,7943",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - NOVILLO - LA EMBAJADA - COSTILLA EN TIRA - (AL VACÍO ),"7,936","1990,95","17459,198016",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - EMBUTIDOS - LA EMBAJADA - MORCILLA VALENCIANA - (AL VACÍO ),"5,62","644,54","4383,000908",Carne
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),13/07/2023,0003-00028718,Q CREMATTO POUCH 3.5 KG MILKAUT,2,"4039,36","9775,2512",Quesos y Fiambres
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),13/07/2023,0003-00028718,FIAMBRE PATA - MED GRAS,"16,84","1278,92","26059,785488",Lacteos
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),13/07/2023,0003-00028718,PROVOLONE PARRILERO - MANJAR,"9,77","2411,49","28507,911333",Lacteos
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - NOVILLO - LA EMBAJADA - MATAMBRITO - (AL VACÍO ),"6,34","1552,94","10879,431758",Carne
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015752,CREMA DE LECHE MILK,1,"7925,62","9302,300194",Quesos y Fiambres
CDLM 2,Fernandez Andrea Vanesa (2279 - INSUPAN),13/07/2023,0001-00000930,REBOZADOR BAS COLOR,80,360,28800,Almacen
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - NOVILLO - LA EMBAJADA - MATAMBRITO - (AL VACÍO ),"0,86","1552,94","1475,758882",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - EMBUTIDOS - LA EMBAJADA - SALCHICHA PARRILLERA - (AL VACÍO ),"2,46","1404,95","4181,97417",Carne
CDLM 4,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),13/07/2023,0002-00003948,BG-BQ H. DULCE DE LECHE X 5 LTS,1,"6037,02","7304,7942",Almacen
CDLM 2,Brugge Sa (2758 - NEW GARDEN),13/07/2023,0003-00019672,TENEDOR DE BAMBOO,200,"26,52","6417,84",Bazar
CDLM 2,Brugge Sa (2758 - NEW GARDEN),13/07/2023,0003-00019672,CUCHILLO DE BAMBOO,200,"26,52","6417,84",Bazar
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - NOVILLO - LA EMBAJADA - CHINCHULINES - (AL VACÍO ),"5,02","715,94","3971,390774",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - NOVILLO - LA EMBAJADA - MOLLEJA - (AL VACÍO ),"7,36","2070,58","16839,613024",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - NOVILLO - LA EMBAJADA - COSTILLA EN TIRA - (AL VACÍO ),"7,39","1990,95","16257,9981525",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - EMBUTIDOS - LA EMBAJADA - CHORIZO CHICHIPIO - (AL VACÍO ),"2,34","1140,41","3228,956874",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00010425,CARNE - NOVILLO - LA EMBAJADA - ENTRANA - (AL VACÍO ),"25,57","2805,42","79266,721287",Carne
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015746,LECHLV MILK PACK,1,"3222,31","3782,025247",Quesos y Fiambres
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015746,BOLSA EMP X1,1,"8,264","9,6994568",Quesos y Fiambres
CDLM 2,Fernandez Andrea Vanesa (2279 - INSUPAN),13/07/2023,0001-00000930,REBOZADOR BAS BLANCO,100,350,35000,Almacen
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015752,DULCE DE LECHE MILKA,1,"1019,17","1196,199829",Almacen
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),13/07/2023,0003-00028718,LECHE DESCR MILKAUT,12,"279,99","4065,4548",Quesos y Fiambres
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - EMBUTIDOS - LA EMBAJADA - MORCILLA VALENCIANA - (AL VACÍO ),"4,98","614,54","3703,095132",Carne
CDLM 2,Lg Oeste Congelados S.A.S (1841 - SOLUCIONES GOURMET),13/07/2023,0003-00028718,PANCETA AHUMADA GRAS 2K,"15,44","1844,56","34460,807744",Quesos y Fiambres
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - NOVILLO - LA EMBAJADA - MATAMBRITO - (AL VACÍO ),"1,88","1552,94","3226,077556",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - EMBUTIDOS - LA EMBAJADA - SALCHICHA PARRILLERA - (AL VACÍO ),"3,02","1404,95","5133,96829",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - EMBUTIDOS - LA EMBAJADA - SALCHICHA PARRILLERA - (AL VACÍO ),"3,02","1404,95","5133,96829",Carne
CDLM 4,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),13/07/2023,0002-00003948,BG-BG H. FRUTILLA A LA CREMA X,1,"6037,02","7304,7942",Almacen
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - NOVILLO - LA EMBAJADA - MATAMBRITO - (AL VACÍO ),"3,72","1552,94","6383,515164",Carne
CDLM 4,Ruppert Gerardo Horacio (1974 - DISTRIBUIDORA MAC RUPPERT),13/07/2023,0002-00003948,BG-BQ H. AMERICANA X 5 LTS,1,"6037,02","7304,7942",Almacen
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - EMBUTIDOS - LA EMBAJADA - CHORIZO CHICHIPIO - (AL VACÍO ),"3,32","1140,41","4581,255052",Carne
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015746,PROVOLETA,"1,93","3015,7","6831,2872837",Quesos y Fiambres
CDLM 6,Bartol Ariel Alejandro (2492 - BARTOL  ARIEL ALEJANDRO),13/07/2023,0002-00002569,MAPLES DE HUEVO,60,"1074,39","78000,714",Almacen
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - NOVILLO - LA EMBAJADA - ENTRANA - (AL VACÍO ),"13,71","2805,42","42500,850561",Carne
La Embajada,Millan S.A. (1305 - ATOMO / COLON / LAUR / LOS TONELES),13/07/2023,1028-00014926,CARNE - EMBUTIDOS - LA EMBAJADA - CHORIZO CHICHIPIO - (AL VACÍO ),"2,44","1140,41","3366,946484",Carne
CDLM 6,Liñan Linares S.R.L (0943 - LA BOUTIQUE DEL JAMON),13/07/2023,0050-00015746,CREMOSO COLONIA,"4,16","1280,17","6250,54780064",Quesos y Fiambres
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0003-14072023,PAPA - BOLSA,1,4800,4800,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0003-14072023,LECHUGA  - CAJÓN,2,3000,6000,Verduleria
CDLM 4,Oscar Ruben David (0017 - OSCAR DAVID),14/07/2023,0125-00018234,PIMENTON REINA MORA X 1 KG,3,"2847,8618","10337,738334",Almacen
CDLM 4,Oscar Ruben David (0017 - OSCAR DAVID),14/07/2023,0125-00018234,AJI MOLIDO REINA MORA X 1 KG,3,"2820,566","10238,65458",Almacen
CDLM 4,Oscar Ruben David (0017 - OSCAR DAVID),14/07/2023,0125-00018234,QUESO CHEDDAR LA QUESERA POUCH X 4,20,"5219,6379","126315,23718",Almacen
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0002-14072023,ZAPALLO COREANO - BOLSA,3,1200,3600,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0002-14072023,TOMATE  - CAJÓN,3,4500,13500,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0002-14072023,MENTA - ATADO,1,200,200,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0002-14072023,NARANJA - KILOS,1,350,350,Verduleria
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,PEPSI CAN 4X6 354 BLACK,6,"2763,172","20060,62872",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,PEPSI CAN 4X6 354 NF,20,"2763,171","66868,7382",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,7 UP LIM- LIM FREE 4X6 LAT 354,2,"2687,805","6504,4881",Bebidas sin Alcohol
CDLM 2,Fss S.A. (0953 - EL CLUB DE LA MILANESA),14/07/2023,0003-00000115,REGALIAS FRANQUICIA,1,1914151,"2316122,71",Royalty
CDLM 4,Oscar Ruben David (0017 - OSCAR DAVID),14/07/2023,0125-00018234,JUGO CITRIC X 5 LT NARANJA,6,"2157,4449","15663,049974",Almacen
CDLM 4,Oscar Ruben David (0017 - OSCAR DAVID),14/07/2023,0125-00018234,JUGO CITRIC X 1 LT POMELO,12,"502,7801","7300,367052",Almacen
CDLM 6,Meglioli Luis Enrique (2501 - LOGER),14/07/2023,0003-00002883,CALLIA CHARDONNAY 6X 750,6,"692,1502","5025,010452",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),14/07/2023,0006-00423834,PDTOROS  POM CAN 4X6 269,1,"3712,6198","4492,269958",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),14/07/2023,0006-00423834,MIRINDA NARANJA 4X6 LAT 354,2,"3714,8801","8990,009842",Bebidas
CDLM 6,Joel S.R.L. (2398 - JOEL),14/07/2023,0006-00423834,PEPSI CAN  4X6 354NF,4,"3634,4111","17590,549724",Bebidas sin Alcohol
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0002-14072023,LECHUGA  - CAJÓN,1,3000,3000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0002-14072023,PAPA - BOLSA,4,4800,19200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,TOMATE  - CAJÓN,4,4500,18000,Verduleria
CDLM 1,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0002-14072023,CEBOLLA MORADA - BOLSA,2,2300,4600,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,PAPA - BOLSA,4,4800,19200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,CEBOLLA MORADA - BOLSA,1,2300,2300,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,ZAPALLO COREANO - BOLSA,2,1200,2400,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,MENTA - ATADO,1,200,200,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,LECHUGA  - CAJÓN,2,3000,6000,Verduleria
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),14/07/2023,0003-00434133,BOSQUE GIM OW X4 500CC,1,"11357,78","13742,9138",Bebidas con Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),14/07/2023,0003-00434133,PDTOROS POM CAN 4X6 269CC,4,"3408,995","16499,5358",Bebidas sin Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),14/07/2023,0003-00434133,7 UP LIM-LIM FREE 4X6 LAT 354CC,1,"4993,77","6042,4617",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,PEPSI NF CAN X6 354CC,15,"2763,171","50151,55365",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,7-UP NF CAN 4X6 354,5,"2687,804","16261,2142",Bebidas sin Alcohol
CDLM 3,Beatriz Silvana Videla (0627 - BEATRIZ SILVANA VIDELA),14/07/2023,0003-00010529,TRAPOS DE PISO,20,220,4400,Limpieza
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,7 UP LIM- LIM FREE 4X6 LAT 354,2,"2687,805","6504,4881",Bebidas sin Alcohol
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0003-14072023,PIMIENTO ROJO - KILO,2,500,1000,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0003-14072023,CEBOLLA MORADA - BOLSA,1,2300,2300,Verduleria
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),14/07/2023,0003-00434133,CORONA OW X24 330,1,"9391,62","11363,8602",Bebidas con Alcohol
CDLM 1,Distrosol S.A. (0277 - DISTROSOL),14/07/2023,0003-00434133,QUILMES - 4X6 LAT 473CC,1,"5435,1","6576,471",Bebidas con Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,CORONA OW X24 330CC,1,"6105,148","7387,22908",Bebidas con Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,MIRINDA NARANJA * 4X6 LAT 354,2,"2687,804","6504,48568",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,QUILMES 4X6 LAT 473,1,"4529,5537","5480,759977",Bebidas
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,PDTOROS POMELO CAN X6 269CC,3,"1945,806","7063,27578",Bebidas sin Alcohol
CDLM 3,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228405,BOSQUE GIN OW X4 500CC,1,"11545,504","13970,05984",Bebidas con Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,QUILMES 4X6 LAT 473,1,"4529,5537","5480,759977",Bebidas
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,OLIOVITA CLASICO BT X 12 500CC,1,"14783,033","17887,46993",Aceite
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,MATE COCIDO TARAGUI DIAMANTADO 10X2,1,"1590,066",0,Almacen
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,BOSQUE GIN OW X4 500CC,1,"11545,504","13970,05984",Bebidas con Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,PDTOROS POMELO CAN X6 269CC,5,"1945,806","11772,1263",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,PDTOROS TONICA CAN 4X6 269,1,"1945,809","2354,42889",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,7 UP NF CAN 4X6 354,5,"2687,804","16261,2142",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,MIRINDA NARANJA * 4X6 LAT 354,5,"2687,804","16261,2142",Bebidas sin Alcohol
CDLM 2,Hawaii S.A. (1157 - HAWAII),14/07/2023,0009-00228404,GATORADE MANZANA * X6 PET 500,1,"1805,049","2184,10929",Bebidas sin Alcohol
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0003-14072023,ZANAHORIA - BOLSA,1,600,600,Verduleria
CDLM 2,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0003-14072023,RUCULA  - CAJÓN,2,1500,3000,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,ALBAHACA CAJON,1,2500,2500,Verduleria
CDLM 3,Mercado De Guaymallen (1082 - MERCADO DE GUAYMALLEN),14/07/2023,0001-14072023,CEBOLLA DE VERDEO - FARDO,5,300,1500,Verduleria
