MONTH,YEAR,order_id,billing_state,billing_country,referring_platform,marketing_campaign_source,product_type,product_title, Gross Sale of Products , Customer Shipping Payment , TOTAL GROSS ORDER SALES , gross_profit ,gross_profit margin
JUNE,2021,3855682109522,Missouri,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
JUNE,2021,3855682109522,Missouri,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
JUNE,2021,3858624905298,Oregon,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JUNE,2021,3858624905298,Oregon,United States,meta,facebook,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
JUNE,2021,3858753454162,Florida,United States,meta,facebook,Tabletop & Statuary,Silver Dragon Skull, $35.00 , $-   , $35.00 , $15.43 ,44%
JUNE,2021,3858753454162,Florida,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JUNE,2021,3859637076050,Virginia,United States,alphabet,google,Bathroom Decor,Half Dragon Toilet Paper Holder, $35.00 , $-   , $35.00 , $13.93 ,40%
JUNE,2021,3859637076050,Virginia,United States,alphabet,google,,, $-   , $8.35 , $8.35 , $-   ,0%
JUNE,2021,3862332768338,North Dakota,United States,meta,facebook,Door Knockers,PRE-ORDER - Wolf Door Knocker, $25.00 , $-   , $25.00 , $10.00 ,40%
JUNE,2021,3862332768338,North Dakota,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JUNE,2021,3863160193106,Missouri,United States,meta,Facebook,,, $-   , $-   , $-   , $-   ,0%
JUNE,2021,3863160193106,Missouri,United States,meta,Facebook,Doormats,Enter If You Dare Doormat, $29.75 , $-   , $29.75 , $6.10 ,21%
JUNE,2021,3863160193106,Missouri,United States,meta,Facebook,Bathroom Decor,Half Dragon Toilet Paper Holder, $35.00 , $-   , $35.00 , $13.93 ,40%
JUNE,2021,3863818895442,Ohio,United States,meta,facebook,Tabletop & Statuary,Gargoyle - Quasi, $25.00 , $-   , $25.00 , $10.28 ,41%
JUNE,2021,3863818895442,Ohio,United States,meta,facebook,Tabletop & Statuary,Steampunk Raven on Skull, $28.00 , $-   , $28.00 , $8.00 ,29%
JUNE,2021,3863818895442,Ohio,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
JUNE,2021,3866234945618,Texas,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JUNE,2021,3866234945618,Texas,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
JUNE,2021,3866315063378,Florida,United States,meta,Facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JUNE,2021,3866315063378,Florida,United States,meta,Facebook,Curio Boxes,Spirit Board Curio Box, $30.00 , $-   , $30.00 , $12.00 ,40%
JUNE,2021,3866834829394,Michigan,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JUNE,2021,3866834829394,Michigan,United States,direct,,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
JULY,2021,3868690317394,Connecticut,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $-   , $-   ,0%
JULY,2021,3868690317394,Connecticut,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3870014505042,Missouri,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3870014505042,Missouri,United States,meta,,Tabletop & Statuary,Steampunk Raven, $36.00 , $-   , $36.00 , $15.32 ,43%
JULY,2021,3870014505042,Missouri,United States,meta,,Tabletop & Statuary,Gargoyle - Laverne, $25.00 , $-   , $25.00 , $10.28 ,41%
JULY,2021,3871259983954,Missouri,United States,shopify,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3871259983954,Missouri,United States,shopify,shopify_email,Tabletop & Statuary,PRE-ORDER-Horror Statue - Monster Stitch, $24.00 , $-   , $24.00 , $6.00 ,25%
JULY,2021,3871504531538,Oregon,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3871504531538,Oregon,United States,direct,,Tabletop & Statuary,The Three Little Skulls, $20.00 , $-   , $20.00 , $5.60 ,28%
JULY,2021,3871504531538,Oregon,United States,direct,,Tabletop & Statuary,Gargoyle - Laverne, $25.00 , $-   , $25.00 , $10.28 ,41%
JULY,2021,3871504531538,Oregon,United States,direct,,Tabletop & Statuary,Gargoyle - Edo, $25.00 , $-   , $25.00 , $10.28 ,41%
JULY,2021,3871572885586,Idaho,United States,android,,Tabletop & Statuary,Gargoyle - Laverne, $25.00 , $-   , $25.00 , $10.28 ,41%
JULY,2021,3871572885586,Idaho,United States,android,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3871879299154,Texas,United States,direct,,coffee mug,Zombie Before Coffee Mug, $20.00 , $-   , $20.00 , $5.28 ,26%
JULY,2021,3871879299154,Texas,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3871941296210,Oregon,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3871941296210,Oregon,United States,meta,,Tabletop & Statuary,PRE-ORDER-Hell's Desire Skull, $35.00 , $-   , $35.00 , $-   ,0%
JULY,2021,3872461652050,California,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3872461652050,California,United States,direct,,Tabletop & Statuary,PRE-ORDER-Hell's Desire Skull, $35.00 , $-   , $35.00 , $-   ,0%
JULY,2021,3873173373010,Texas,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3873173373010,Texas,United States,alphabet,,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
JULY,2021,3873173373010,Texas,United States,alphabet,,Doormats,A Witch Lives Here Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
JULY,2021,3873173373010,Texas,United States,alphabet,,bedding,Goat Skull Fleece Sherpa Blanket, $70.00 , $-   , $70.00 , $13.10 ,19%
JULY,2021,3873306116178,Texas,United States,alphabet,google,,, $-   , $11.01 , $11.01 , $-   ,0%
JULY,2021,3873306116178,Texas,United States,alphabet,google,wallet,Skull Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
JULY,2021,3874773499986,South Dakota,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3874773499986,South Dakota,United States,direct,,Tabletop & Statuary,PRE-ORDER-Hell's Desire Skull, $35.00 , $-   , $35.00 , $-   ,0%
JULY,2021,3874780348498,South Dakota,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $13.50 , $4.75 ,35%
JULY,2021,3874780348498,South Dakota,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3874780348498,South Dakota,United States,direct,,Tabletop & Statuary,The Three Little Skulls, $20.00 , $-   , $18.00 , $3.60 ,20%
JULY,2021,3877553995858,South Carolina,United States,android,abandoned_cart,Tabletop & Statuary,Sister Mortis, $86.00 , $-   , $77.40 , $23.40 ,30%
JULY,2021,3877553995858,South Carolina,United States,android,abandoned_cart,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3877707579474,California,United States,meta,facebook,Tabletop & Statuary,Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
JULY,2021,3877707579474,California,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3877747294290,Indiana,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3877747294290,Indiana,United States,meta,facebook,Tabletop & Statuary,Baphomet Hand Horns, $29.00 , $-   , $29.00 , $9.56 ,33%
JULY,2021,3877747294290,Indiana,United States,meta,facebook,Tabletop & Statuary,Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
JULY,2021,3877747294290,Indiana,United States,meta,facebook,Wall Art & Decor,Welcome Skeleton Reaper, $25.00 , $-   , $25.00 , $10.00 ,40%
JULY,2021,3878303170642,Oregon,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3878303170642,Oregon,United States,meta,,Tabletop & Statuary,Baphomet Hand Horns, $29.00 , $-   , $29.00 , $9.56 ,33%
JULY,2021,3878303170642,Oregon,United States,meta,,Tabletop & Statuary,Demon Skull, $40.00 , $-   , $40.00 , $12.85 ,32%
JULY,2021,3878513639506,Oregon,United States,meta,facebook,Wall Art & Decor,Raven Skull Wall Plaque, $30.00 , $-   , $30.00 , $11.00 ,37%
JULY,2021,3878513639506,Oregon,United States,meta,facebook,,, $-   , $16.45 , $16.45 , $-   ,0%
JULY,2021,3878712475730,Florida,United States,alphabet,google,Tabletop & Statuary,Baphomet Hand Horns, $29.00 , $-   , $29.00 , $9.56 ,33%
JULY,2021,3878712475730,Florida,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3880617312338,Ontario,Canada,alphabet,google,Door Knockers,PRE-ORDER-Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
JULY,2021,3880617312338,Ontario,Canada,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3881381855314,Texas,United States,shopify,shopify_email,Candle Holders,Skull Tealight Holder, $30.00 , $-   , $30.00 , $12.50 ,42%
JULY,2021,3881381855314,Texas,United States,shopify,shopify_email,Door Knockers,Tree Man Door Knocker, $20.00 , $-   , $20.00 , $8.00 ,40%
JULY,2021,3881381855314,Texas,United States,shopify,shopify_email,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3881577644114,New York,United States,meta,facebook,coffee mug,Large Witch Mug, $22.00 , $-   , $22.00 , $7.18 ,33%
JULY,2021,3881577644114,New York,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3882657874002,Arkansas,United States,direct,,Door Knockers,Baphomet Door Knocker - Red, $35.00 , $-   , $35.00 , $18.30 ,52%
JULY,2021,3882657874002,Arkansas,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3882657874002,Arkansas,United States,direct,,Jewelry,Large Planchette Necklace, $15.00 , $-   , $15.00 , $7.50 ,50%
JULY,2021,3882657874002,Arkansas,United States,direct,,Tabletop & Statuary,Baphomet Hand Horns, $29.00 , $-   , $29.00 , $9.56 ,33%
JULY,2021,3882853335122,New Mexico,United States,alphabet,,,, $-   , $8.80 , $8.80 , $-   ,0%
JULY,2021,3882853335122,New Mexico,United States,alphabet,,Rug,Cthulhu Rug, $45.00 , $-   , $45.00 , $10.00 ,22%
JULY,2021,3883362713682,Alabama,United States,alphabet,google,,, $-   , $9.64 , $9.64 , $-   ,0%
JULY,2021,3883362713682,Alabama,United States,alphabet,google,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
JULY,2021,3883467309138,Massachusetts,United States,alphabet,google,Pillow,Spook Scare Scream Pillow, $40.00 , $-   , $40.00 , $7.10 ,18%
JULY,2021,3883467309138,Massachusetts,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3884009226322,Colorado,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3884009226322,Colorado,United States,alphabet,,Wall Art & Decor,Raven Skull Wall Plaque, $30.00 , $-   , $30.00 , $11.00 ,37%
JULY,2021,3884009226322,Colorado,United States,alphabet,,Tabletop & Statuary,Trick 'r Treat Sam, $15.00 , $-   , $15.00 , $4.00 ,27%
JULY,2021,3884009226322,Colorado,United States,alphabet,,Tabletop & Statuary,Horror Statuary - Jason, $15.00 , $-   , $15.00 , $4.00 ,27%
JULY,2021,3886595965010,Texas,United States,direct,,Tabletop & Statuary,Gargoyle - Laverne, $25.00 , $-   , $25.00 , $10.28 ,41%
JULY,2021,3886595965010,Texas,United States,direct,,Tabletop & Statuary,Dracula Skull, $35.00 , $-   , $35.00 , $14.25 ,41%
JULY,2021,3886595965010,Texas,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3888719200338,Ohio,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3888719200338,Ohio,United States,direct,,Tabletop & Statuary,Chucky, $15.00 , $-   , $15.00 , $4.00 ,27%
JULY,2021,3888719200338,Ohio,United States,direct,,Tabletop & Statuary,Trick 'r Treat Sam, $15.00 , $-   , $15.00 , $4.00 ,27%
JULY,2021,3888719200338,Ohio,United States,direct,,Tabletop & Statuary,Horror Statuary - Jason, $15.00 , $-   , $15.00 , $4.00 ,27%
JULY,2021,3888719200338,Ohio,United States,direct,,Tabletop & Statuary,Horror Statuary - Leatherface, $15.00 , $-   , $15.00 , $4.00 ,27%
JULY,2021,3888719200338,Ohio,United States,direct,,Tabletop & Statuary,Horror Statuary - Pennywise, $15.00 , $-   , $15.00 , $4.00 ,27%
JULY,2021,3892864319570,Oregon,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3892864319570,Oregon,United States,meta,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
JULY,2021,3892940898386,Georgia,United States,direct,,Curio Boxes,Spirit Board Curio Box, $30.00 , $-   , $30.00 , $12.00 ,40%
JULY,2021,3892940898386,Georgia,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3892940898386,Georgia,United States,direct,,bedding,Spirit Board Blanket, $45.00 , $-   , $45.00 , $17.25 ,38%
JULY,2021,3895832019026,Florida,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3895832019026,Florida,United States,direct,,Tabletop & Statuary,Silver Dragon Skull, $35.00 , $-   , $35.00 , $15.43 ,44%
JULY,2021,3895832019026,Florida,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
JULY,2021,3902241996882,California,United States,alphabet,google,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
JULY,2021,3902241996882,California,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3903989710930,Pennsylvania,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3903989710930,Pennsylvania,United States,meta,facebook,Tabletop & Statuary,Steampunk Plague Doctor Bust, $35.00 , $-   , $35.00 , $13.53 ,39%
JULY,2021,3903989710930,Pennsylvania,United States,meta,facebook,Tabletop & Statuary,Steampunk Raven, $36.00 , $-   , $36.00 , $15.32 ,43%
JULY,2021,3907212017746,Georgia,United States,meta,facebook,Tabletop & Statuary,Horror Statue - Monster Stitch, $24.00 , $-   , $24.00 , $6.00 ,25%
JULY,2021,3907212017746,Georgia,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3907447849042,Florida,United States,microsoft,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
JULY,2021,3907447849042,Florida,United States,microsoft,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3908078960722,Connecticut,United States,alphabet,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3908078960722,Connecticut,United States,alphabet,,Door Knockers,Baphomet Door Knocker - Red, $35.00 , $-   , $37.22 , $18.30 ,52%
JULY,2021,3908078960722,Connecticut,United States,alphabet,,Tabletop & Statuary,Horror Statuary - Jason, $15.00 , $-   , $15.95 , $4.00 ,27%
JULY,2021,3908078960722,Connecticut,United States,alphabet,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $42.54 , $16.05 ,40%
JULY,2021,3908103700562,Arkansas,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3908103700562,Arkansas,United States,meta,facebook,Wall Art & Decor,Gargoyle Protection Plaque, $37.00 , $-   , $37.00 , $9.00 ,24%
JULY,2021,3908250894418,Oregon,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3908250894418,Oregon,United States,direct,,Candle Holders,Skull Tealight Holder, $15.00 , $-   , $15.00 , $6.25 ,42%
JULY,2021,3908250894418,Oregon,United States,direct,,Tabletop & Statuary,Monster & Bride, $19.00 , $-   , $19.00 , $4.00 ,21%
JULY,2021,3908717838418,Tennessee,United States,meta,,Wall Art & Decor,Gothic Moth Plaque, $30.00 , $-   , $30.00 , $12.30 ,41%
JULY,2021,3908717838418,Tennessee,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3913040691282,Pennsylvania,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3913040691282,Pennsylvania,United States,meta,,Ornament,Alternative Christmas Ornaments, $42.00 , $-   , $42.00 , $3.62 ,9%
JULY,2021,3913040691282,Pennsylvania,United States,meta,,Tabletop & Statuary,The Three Little Skulls, $20.00 , $-   , $20.00 , $5.60 ,28%
JULY,2021,3913457631314,Indiana,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3913457631314,Indiana,United States,meta,facebook,Tabletop & Statuary,Crescent Moon Wax Burner, $22.00 , $-   , $22.00 , $6.00 ,27%
JULY,2021,3913457631314,Indiana,United States,meta,facebook,CANDLES,Manifest - Wax Melts, $6.50 , $-   , $6.50 , $3.00 ,46%
JULY,2021,3913457631314,Indiana,United States,meta,facebook,Kitchen,Chop Chop Trivet, $25.00 , $-   , $25.00 , $10.05 ,40%
JULY,2021,3913911828562,Pennsylvania,United States,direct,,,, $-   , $4.00 , $4.00 , $-   ,0%
JULY,2021,3913911828562,Pennsylvania,United States,direct,,coffee mug,Every Day Is Halloween Mug, $20.00 , $-   , $20.00 , $5.51 ,28%
JULY,2021,3915080630354,Florida,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3915080630354,Florida,United States,meta,facebook,Wall Art & Decor,Black & Clear Stained Glass Bat, $37.00 , $-   , $37.00 , $22.00 ,59%
JULY,2021,3915080630354,Florida,United States,meta,facebook,Wall Art & Decor,Gothic Moth Plaque, $30.00 , $-   , $30.00 , $12.30 ,41%
JULY,2021,3917203505234,Oregon,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3917203505234,Oregon,United States,meta,facebook,Door Knockers,Wolf Door Knocker, $25.00 , $-   , $25.00 , $10.00 ,40%
JULY,2021,3917286703186,Illinois,United States,meta,,Tote Bag,"Bat, Skull, & Planchette Tote Bag-DEFECT DISCOUNT", $20.00 , $-   , $20.00 , $5.00 ,25%
JULY,2021,3917286703186,Illinois,United States,meta,,Door Knockers,Wolf Door Knocker, $25.00 , $-   , $25.00 , $10.00 ,40%
JULY,2021,3917286703186,Illinois,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3917286703186,Illinois,United States,meta,,Pillow,Baphomet Pillow-DEFECT DISCOUNT, $28.00 , $-   , $28.00 , $2.10 ,8%
JULY,2021,3917377634386,New York,United States,meta,facebook,Tabletop & Statuary,Horror Statue - Monster Stitch, $24.00 , $-   , $24.00 , $6.00 ,25%
JULY,2021,3917377634386,New York,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3917568507986,Oklahoma,United States,meta,facebook,Tabletop & Statuary,Half Skull Bowl, $30.00 , $-   , $30.00 , $-   ,0%
JULY,2021,3917568507986,Oklahoma,United States,meta,facebook,Tabletop & Statuary,Crescent Moon Wax Burner, $22.00 , $-   , $22.00 , $6.00 ,27%
JULY,2021,3917568507986,Oklahoma,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
JULY,2021,3917568507986,Oklahoma,United States,meta,facebook,Door Knockers,Tree Man Door Knocker, $20.00 , $-   , $20.00 , $8.00 ,40%
JULY,2021,3917681655890,California,United States,direct,,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
JULY,2021,3917681655890,California,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
JULY,2021,3917720027218,Texas,United States,back-in-stock,back-in-stock,Door Knockers,Horned Skull Door Knocker, $45.00 , $-   , $45.00 , $16.30 ,36%
JULY,2021,3917720027218,Texas,United States,back-in-stock,back-in-stock,coffee mug,Bat Brew Mug & Spoon, $20.00 , $-   , $20.00 , $7.55 ,38%
JULY,2021,3917720027218,Texas,United States,back-in-stock,back-in-stock,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3913911828562,Pennsylvania,United States,direct,,,, $-   , $(4.00), $(4.00), $-   ,0%
AUGUST,2021,3913911828562,Pennsylvania,United States,direct,,coffee mug,Every Day Is Halloween Mug, $-   , $-   , $(20.00), $(5.51),28%
AUGUST,2021,3918050459730,North Dakota,United States,meta,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
AUGUST,2021,3918050459730,North Dakota,United States,meta,,,, $-   , $16.78 , $16.78 , $-   ,0%
AUGUST,2021,3919266480210,Texas,United States,alphabet,google,Doormats,Baphomet Doormat, $45.00 , $-   , $45.00 , $11.34 ,25%
AUGUST,2021,3919266480210,Texas,United States,alphabet,google,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3919591407698,Virginia,United States,alphabet,,,, $-   , $4.00 , $4.00 , $-   ,0%
AUGUST,2021,3919591407698,Virginia,United States,alphabet,,Candle Holders,Colored Glass Lanterns (Assorted), $22.65 , $-   , $22.65 , $7.82 ,35%
AUGUST,2021,3923905740882,Texas,United States,meta,facebook,Tabletop & Statuary,Moon & Bat Statue, $35.00 , $-   , $35.00 , $11.50 ,33%
AUGUST,2021,3923905740882,Texas,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3923905740882,Texas,United States,meta,facebook,Wall Art & Decor,Bat Wall Decor With Hooks, $25.00 , $-   , $25.00 , $10.00 ,40%
AUGUST,2021,3923918192722,,,direct,,Coasters,Skull Coasters, $110.00 , $-   , $-   , $-   ,0%
AUGUST,2021,3923918192722,,,direct,,coffee mug,Zombie Before Coffee Mug, $80.00 , $-   , $-   , $-   ,0%
AUGUST,2021,3923918192722,,,direct,,coffee mug,Every Day Is Halloween Mug, $80.00 , $-   , $-   , $-   ,0%
AUGUST,2021,3923918192722,,,direct,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3924739326034,Kansas,United States,meta,,PURSE,Black & Grey Skull Purse, $49.00 , $-   , $49.00 , $22.00 ,45%
AUGUST,2021,3924739326034,Kansas,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3925052915794,Indiana,United States,meta,,PURSE,Black & Orange Skull Purse, $49.00 , $-   , $49.00 , $22.00 ,45%
AUGUST,2021,3925052915794,Indiana,United States,meta,,,, $-   , $9.64 , $9.64 , $-   ,0%
AUGUST,2021,3925677867090,Missouri,United States,meta,,Tabletop & Statuary,Horror Statuary - Jason, $15.00 , $-   , $15.00 , $4.00 ,27%
AUGUST,2021,3925677867090,Missouri,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3928628625490,Massachusetts,United States,android,shopify_email,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3928628625490,Massachusetts,United States,android,shopify_email,coffee mug,Spook Scare Scream Tumbler-Black, $25.00 , $-   , $25.00 , $10.10 ,40%
AUGUST,2021,3928848400466,Pennsylvania,United States,alphabet,google,,, $-   , $8.35 , $8.35 , $-   ,0%
AUGUST,2021,3928848400466,Pennsylvania,United States,alphabet,google,Bathroom Decor,Half Dragon Toilet Paper Holder, $35.00 , $-   , $35.00 , $13.93 ,40%
AUGUST,2021,3930294222930,Kentucky,United States,meta,facebook,Rug,Goat Skull Area Rug, $33.50 , $-   , $33.50 , $10.50 ,31%
AUGUST,2021,3930294222930,Kentucky,United States,meta,facebook,bedding,Goat Skull Fleece Sherpa Blanket, $57.00 , $-   , $57.00 , $13.00 ,23%
AUGUST,2021,3930294222930,Kentucky,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3930297335890,Connecticut,United States,meta,,Pillow,Spook Scare Scream Pillow, $30.00 , $-   , $28.71 , $7.10 ,26%
AUGUST,2021,3930297335890,Connecticut,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3930297335890,Connecticut,United States,meta,,PURSE,Vampire Skull Coffin Purse, $49.00 , $-   , $52.11 , $22.00 ,45%
AUGUST,2021,3930297335890,Connecticut,United States,meta,,coffee mug,Spook Scare Scream Tumbler-Silver, $25.00 , $-   , $23.93 , $7.60 ,34%
AUGUST,2021,3931864498258,Nevada,United States,meta,facebook,Wall Art,Skeleton Wall Plaque, $27.00 , $-   , $27.00 , $5.75 ,21%
AUGUST,2021,3931864498258,Nevada,United States,meta,facebook,Wall Art,She Skeleton Wall Plaque, $27.00 , $-   , $27.00 , $5.75 ,21%
AUGUST,2021,3931864498258,Nevada,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3932015296594,Indiana,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3932015296594,Indiana,United States,direct,,Tabletop & Statuary,Baphomet Hand Plaque, $40.00 , $-   , $40.00 , $16.05 ,40%
AUGUST,2021,3932015296594,Indiana,United States,direct,,wallet,Skull Wallet, $30.00 , $-   , $30.00 , $9.37 ,31%
AUGUST,2021,3933599334482,Montana,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3933599334482,Montana,United States,meta,facebook,Tabletop & Statuary,PRE-ORDER - Baphomet Hand Horns, $30.00 , $-   , $30.00 , $10.56 ,35%
AUGUST,2021,3933661593682,California,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3933661593682,California,United States,direct,,Tabletop & Statuary,Moon & Bat Statue, $35.00 , $-   , $35.00 , $11.50 ,33%
AUGUST,2021,3934326489170,Texas,United States,meta,facebook,Curio Boxes,Bat Box, $30.00 , $-   , $30.00 , $11.41 ,38%
AUGUST,2021,3934326489170,Texas,United States,meta,facebook,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3935732564050,Illinois,United States,meta,,Tabletop & Statuary,Gargoyle - Quasi, $25.00 , $-   , $25.00 , $10.28 ,41%
AUGUST,2021,3935732564050,Illinois,United States,meta,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3935732564050,Illinois,United States,meta,,Candle Holders,Black Lattice Lantern, $27.75 , $-   , $27.75 , $8.96 ,32%
AUGUST,2021,3937637892178,Wisconsin,United States,direct,,,, $-   , $7.00 , $7.00 , $-   ,0%
AUGUST,2021,3937637892178,Wisconsin,United States,direct,,Tabletop & Statuary,PRE-ORDER - Baphomet Hand Horns, $30.00 , $-   , $30.00 , $10.56 ,35%
AUGUST,2021,3939819618386,Ohio,United States,meta,facebook,Tabletop & Statuary,Silver Dragon Skull, $35.00 , $-   , $35.00 , $15.43 ,44%
AUGUST,2021,3939819618386,Ohio,United States,meta,facebook,,, $-   , $8.72 , $8.72 , $-   ,0%
AUGUST,2021,3940500799570,South Carolina,United States,meta,facebook,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3940500799570,South Carolina,United States,meta,facebook,Wall Art & Decor,Welcome Skeleton Reaper, $25.00 , $-   , $25.00 , $10.00 ,40%
AUGUST,2021,3940500799570,South Carolina,United States,meta,facebook,Candle Holders,Pentacle Candlestick Holders, $30.00 , $-   , $30.00 , $11.88 ,40%
AUGUST,2021,3940709007442,Utah,United States,direct,,,, $-   , $-   , $-   , $-   ,0%
AUGUST,2021,3940709007442,Utah,United States,direct,,Tabletop & Statuary,PRE-ORDER - Baphomet Hand Horns, $60.00 , $-   , $60.00 , $21.12 ,35%
AUGUST,2021,3941422399570,Arizona,United States,meta,,,, $-   , $7.00 , $7.00 , $-   ,0%
